object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201612509349300501,431769074,GREAT RIVERS COMMUNITY TRUST,1023 N GRAND BLVD,ST LOUIS,MO,63106,431925293,TO APPLY FOR TAX CREDITS AND ADMINISTER IDA PROGRAM,MO,501(C)(3),NON-PRIVATE,JUSTINE PETERSEN HOUSING AND REINVESTMENT CORPORATION,0
201612529349300801,660380485,PRBC FOUNDATION,PO BOX 1882,NORFOLK,NE,68702,263949190,END. FUND,NE,501C3,7,COLEGIO,UNIVERSITARIO BAUTISTA,true
201602449349301405,522198798,ST JOHN'S COMMUNITY SERVICES,2201 WISCONSIN AVENUE NW C-150,WASHINGTON,DC,20007,530196554,TO SUPPORT SUBSIDIARIES,DC,501(C)(3),7,N/A,0
201602449349301405,522198798,ST JOHN'S COMMUNITY SERVICES FOUNDATION,2201 WISCONSIN AVENUE NW C-150,WASHINGTON,DC,20007,522137200,CHARITABLE FOUNDATION,DC,501(C)(3),11 - TYPE I,N/A,0
201602449349301405,522198798,ST JOHN'S COMMUNITY SERVICES DISTRICT OF COLUMBIA,2201 WISCONSIN AVENUE NW 120,WASHINGTON,DC,20007,522166507,TO SERVE INDIVIDUALS WITH DISABILITIES,DC,501(C)(3),9,N/A,0
201602449349301405,522198798,ST JOHN'S COMMUNITY SERVICES TENNESSEE,7891 STAGE HILLS ROAD 116,BARTLETT,TN,38133,621781336,TO SERVE INDIVIDUALS WITH DISABILITIES,TN,501(C)(3),9,N/A,0
201602449349301405,522198798,ST JOHN'S COMMUNITY SERVICES VIRGINIA,7611 LITTLE RIVER TURNPIKE 404W,ANNANDALE,VA,22003,541944265,TO SERVE INDIVIDUALS WITH DISABILITIES,VA,501(C)(3),9,N/A,0
201602449349301405,522198798,COMMUNITY DEVELOPMENTAL SERVICES HOUSING CORPORATION,134 E HEIGHTS DR,MARTIN,TN,38237,621084287,PROVIDE HOUSING FOR LOW INCOME HANDICAPPED ADULTS,TN,501(C)(3),9,N/A,0
201602449349301405,522198798,JWC HOUSING CORPORATION,134 E HEIGHTS DR,MARTIN,TN,38237,581736428,PROVIDE HOUSING FOR LOW INCOME AND MODERATE INCOME HANDICAPPED ADULTS,TN,501(C)(3),9,N/A,0
201602459349300405,470818929,Goodwill Industries Inc,4805 North 72nd Street,Omaha,NE,68134,470378996,Employment Help,NE,501(c)(3),Line 9,N/A,0
201602459349300715,943213100,Tides Inc,PO Box 29907,San Francisco,CA,94129,571138099,Exec/Adm Svc Related Orgs & Fac Mgt &Ops,CA,7,501(c)(3),N/A,false
201602459349300715,943213100,Tides Two Rivers Fund,PO Box 29198,San Francisco,CA,94129,201588459,Dev & Operate Multi-Tenant Non Profit Centers,CA,"11, Type I",501(c)(3),Tides FoundationTides Center,false
201602459349300715,943213100,Tides Foundation,PO Box 29903,San Francisco,CA,94129,510198509,Grantmaking,CA,7,501(c)(3),N/A,false
201602459349300715,943213100,Tides Network,PO Box 29198,San Francisco,CA,94129,203395198,"Support Tides Foundation, Tides Center, and Tides, Inc",CA,"11, Type II",501(c)(3),NA,false
201602149349301245,820467428,AMERICAN CIVIL LIBERITIES UNION OF IDAHO INC,PO BOX 1897,BOISE,ID,83701,820467427,MAINTAIN & ADVANCE CIVIL RIGHTS & LIBERITIES OF PEOPLE THROUGHOUT ID & USA,ID,501(C)(4),0
201602159349300625,416031510,MINNESOTA COMMUNITY FOUNDATION,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,410832480,WORK WITH DONORS AND GRANTEES TO IDENTIFY AND SUPPORT ISSUES IN MN,MN,501(C)(3),LINE 7,N/A,0
201602159349300625,416031510,RED WING PROPERTY CONSERVATION FUND,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,300232185,MAINTENANCE AND OPERATION OF HISTORIC TRAIN DEPOT IN RED WING MN,MN,501(C)(3),"LINE 11A, I",THE SAINT PAUL FOUNDATION,1
201602159349300625,416031510,SAINT PAUL PUBLIC SCHOOLS FOUNDATION,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,411824107,SUPPORT ACADEMIC ACHIEVEMENTS FOR STUDENTS IN ST. PAUL PUBLIC SCHOOLS,MN,501(C)(3),"LINE 11A, I",THE SAINT PAUL FOUNDATION,1
201602159349300625,416031510,GIVE MN,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,270374054,SUPPORT THE MINNESOTA COMMUNITY FOUNDATION,MN,501(C)(3),"LINE 11A, I",MINNESOTA COMMUNITY FOUNDATION,0
201602159349300625,416031510,THE MARVIN WARROAD AREA FOUNDATION,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,201082458,CHARITABLE GIVING AND SUPPORT THE MINNESOTA COMMUNITY FOUNDATION,MN,501(C)(3),"LINE 11A, I",MINNESOTA COMMUNITY FOUNDATION,0
201602159349300625,416031510,THE JONES FAMILY FOUNDATION,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,416031510,SUPPORT ENDEAVORS THAT IMPACT THE QUALITY OF LIFE IN THE RED WING AREA,MN,501(C)(3),"LINE 11A, I",THE SAINT PAUL FOUNDATION,1
201642089349300449,590952956,TALL TIMBERS FOUNDATION INC,13093 HENRY BEADEL DRIVE,TALLAHASSEE,FL,32312,593681376,"ORGANIZED EXCUSIVELY FOR CHARITABLE, PUBLIC SCIENTIFIC & EDUCATIONAL PURPOSE",FL,501(C)(3),LINE 7,0
201602149349300040,521231931,ENTERPRISE COMMUNITY LOAN FUND INC,11000 broken land parkway 700,COLUMBIA,MD,21044,520192004,FINANCING,MD,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,ENTERPRISE HOME OWNERSHIP PARTNERS INC,600 wilshire blvd,LOS ANGELES,CA,90017,311737642,AFF. HOUSING,CA,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,EHOP- DALLAS INC,500 akard street,DALLAS,TX,75201,721590088,AFF. HOUSING,TX,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,NEIGHBORHOOD PARTNERSHIP HOUSING DEVELOP,1 WHITEHALL STREET,NEW YORK,NY,10004,133811616,AFF. HOUSING,NY,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,ENTERPRISE MARYLAND LLC,11000 broken land parkway 700,COLUMBIA,MD,21044,263262997,AFF. HOUSING,MD,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,IACENTERPRISE NEHEMIAH DEVELOPMENT,11000 broken land parkway 700,COLUMBIA,MD,21044,521742031,AFF. HOUSING,MD,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,CORNERSTONE HOUSING CORPORATION,11000 broken land parkway 700,COLUMBIA,MD,21044,521742293,AFF. HOUSING,MD,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,CITY HOMES INC,11000 broken land parkway 700,COLUMBIA,MD,21044,521479114,AFF. HOUSING,MD,501(c)(3),509(a)(3),ECP INC,false
201602149349300040,521231931,ENTERPRISE ADVISORS INC,11000 broken land parkway 700,COLUMBIA,MD,21044,273846733,aff. housing,MD,501(c)(3),509(a)(3),ecp inc,false
201602149349300040,521231931,Affordable Housing Solutions Inc,11000 broken land parkway 700,Columbia,MD,21044,352389470,aff. housing,MD,501(c)(3),509(a)(3),ecp inc,false
201602149349300040,521231931,enterprise community investment inc,11000 broken land parkway,columbia,MD,21044,521206840,aff. housing,MD,501(c)(4),N/A,false
201602079349301200,331107506,Western Conservation Action,1536 Wynkoop Street Suite 410,Denver,CO,80202,208091495,Increase political power of the western conservation movement.,CO,501(c)(4),N/A,Western Conservation Foundation,1
201632099349301353,383791803,PREVENT HARM,565 CONGRESS ST STE 204,PORTLAND,ME,04101,462520821,ADVOCATING TO PROMOTE SAFER CHEMICALS AND SUSTAINABLE ECONOMY,ME,501(C)(4),0
201602159349300225,410832480,THE SAINT PAUL FOUNDATION,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,416031510,STRENGTHENING THE EAST METRO AS AN INTEGRAL PART OF A THRIVING REGION.,MN,501(C)(3),LINE 7,N/A,0
201602159349300225,410832480,THE MARVIN WARROAD AREA FOUNDATION,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,201082458,CHARITABLE GIVING AND SUPPORT THE MINNESOTA COMMUNITY FOUNDATION,MN,501(C)(3),"LINE 11A, I",MINNESOTA COMMUNITY FOUNDATION,1
201602159349300225,410832480,GIVE MN,101 FIFTH STREET EAST SUITE 2400,SAINT PAUL,MN,55101,270374054,WE IGNITE GENEROSITY AND GROW GIVING USING CREATIVE IDEAS AND TECHNOLOGY.,MN,501(C)(3),"LINE 11A, I",MINNESOTA COMMUNITY FOUNDATION,1
201602289349302985,061590060,CT HEALTH ADV AND RESEARCH TRUST,290 PRATT STREET,MERIDEN,CT,06450,061586391,"RESEARCH, DEVELOPMENT & EDUCATION DEDICATED TO HEALTH CARE",CT,501(C)(3),509(a)(1),N/A,false
201602259349301770,421331493,YOUTH HOMES OF MID-AMERICA,7085 NW BEAVER DRIVE,JOHNSTON,IA,50131,420680439,TO PROVIDE COUNSELING & TREATMENT TO TROUBLED YOUTH AND FAMILIES.,IA,501(C)(3),170(B)(1)(A)(VI),N/A,0
201642239349302474,582366765,UNITED NATIONS FOUNDATION,1750 PENNSYLVANIA AVENUE NW,WASHINGTON,DC,20006,582368165,SUPPORTS UN,NY,501(C)(3),7,BWF,true
201602319349300950,030538111,ANIMAL DEFENDERS INTERNATIONAL UK,MILLBANK TOWER,MILLBANK,LONDON,UK,SW1P4QP,ANIMAL WELFAR,UK
201642249349303004,942707273,Mothers Against Drunk Driving FOUNDATION,511 E JOHN CARPENTER frwy,IRVING,TX,75062,752395462,INACTIVE,TX,501(c)(3),11c,MADD,true
201642229349301129,383160228,COUNCIL OF MICHIGAN FOUNDATIONS,1 S HARBOR AVE SUITE 3,GRAND HAVEN,MI,49417,386263347,TO GROW THE IMPACT OF MICHIGAN PHILANTHROPY,MI,501C3,LINE 7,0
201602259349303350,131635294,UNITED WAY WORLDWIDE (ASIA)LIMITED,ST JOHNS BUILDING 33 GARDEN ROAD,ALEXANDRIA,VA,22314,FUNDRAISING,HK,501(c)(3,7,UNITED WAY WORLDWIDE,true
201602289349301880,561380249,Stanley & Dorothy Frank Family Foundation,330 South Greene Street Suite 100,Greensboro,NC,274012659,566513308,Grants,NC,501(c)(3),"Line 11a, I",Community Foundation of Greater Greensboro,0
201602289349301880,561380249,Community Foundation Real Estate Management Fund inc,330 South Greene Street Suite 100,Greensboro,NC,274012659,562035757,To administer charitable funds relating to real property,NC,501(c)(3),"Line 11a, I",Community Foundation of Greater Greensboro,0
201632229349302013,954703838,RESOURCES LEGACY FUND FOUNDATION,555 CAPITOL MALL 1095,SACRAMENTO,CA,95814,300043771,SUPPORTING ORG FOR RESOURCES LEGACY FUND,CA,501(C)(3),"LINE 11A, I",RESOURCES LEGACY FUND,0
201642229349300884,237175375,Electricity Innovation Institute,3420 Hillview Avenue,Palo Alto,CA,94304,770562327,DORMANT,CA,501(c)(3),09,EPRI Inc,true
201642249349301329,911550803,WASHINGTON ROUNDTABLE,520 PIKE TOWER SUITE 1212,SEATTLE,WA,98101,911215738,RESEARCH & REPORT ON SELECTED PUBLIC POLICY ISSUES OF WASHINGTON STATE,WA,501(C)(6),N/A,0
201642169349301589,943173571,Greenlining Action,1918 University Avenue,Berkeley,CA,94704,260763288,Supports Greenlining Institute,CA,501(c)(4),Line 9,0
201642169349301589,943173571,Equity Works,1300 Clay Street 11TH Fl,Oakland,CA,94612,475272587,Supports Greenlining Institute,CA,501(c)(3),"Line 11a, I",0
201642169349300104,741984482,CCA Texas Fund,6919 Portwest Ste 100,Houston,TX,77024,750309036,Supporting Organization,TX,501(c)(3),509(a)(3) type 1,N/A,0
201642169349300104,741984482,CCA Louisiana Foundation,11135 Industriplex Blvd Ste 1100,Baton Rouge,LA,70809,261114980,Supporting Organization,LA,501(c)(3),509(a)(3) type 1,N/A,0
201642169349300104,741984482,Center for Coastal Conservation,PO Box 1388,Baton Rouge,LA,70821,205671250,Political Action,LA,501(c)(4),N/A,0
201642169349300104,741984482,CCA Florida Foundation Inc,4061 Forestal Ave Ste 8,Orlando,FL,32856,274793890,Supporting Organization,FL,501(c)(3),509(a)(3) type 1,N/A,0
201642169349300104,741984482,The Building Conservation Trust,6919 Portwest Ste 100,Houston,TX,77024,462191456,Supporting Organization,TX,501(c)(3),509(a)(3) type 1,N/A,0
201602239349302575,952564024,CA BENEFITS ALLIANCE FOR NONPROFITS WELFARE BENEFIT PLAN,3600 WILSHIRE BLVD SUITE 600,LOS ANGELES,CA,90010,957110200,VOLUNTARY EMPLOYEES' BENEFICIARY ASSOCIATION,CA,501(C)(9),CBAN MEMBERS,0
201632169349300528,260615175,EXCELLENCE IN EDUCATION NATIONAL INC,215 S MONROE ST STE 420,TALLAHASSEE,FL,32301,463332269,LOBBYING TO PROMOTE POLICIES THAT WILL IMPROVE EDUCATION IN THE US,FL,501(C)(4),0
201622159349300787,020783023,NOBEL FOUNDATION,PO Box 5232,Stockholm,SW,SE-102 45,237328457,Finance of Nobel Prizes,SW,501(c)(3),Line 7,N/A,0
201622159349300787,020783023,Nobel Foundation Rights Association,PO Box 5232,Stockholm,SW,SE-102 45,Supports the Nobel Foundation,SW,See Suppl. Informati,N/A,0
201622159349300787,020783023,Nobel Peace Center Foundation,PO Box 1894 Vika,Oslo,NO,NO-0124,PResent the Nobel Peace Prize,NO,See Suppl. Informati,N/A,0
201622159349300787,020783023,Alfred Nobel Memorial Foundation,PO BOX 5232,Stockholm,SW,SE-102 45,"Promote education, cultural/scientific research",SW,See Suppl. Informati,N/A,0
201602229349301885,943281780,New Schools Fund Supporting Organization,1970 Broadway Ste 350,Oakland,CA,94612,311807089,to Support the New Schools Fund,DE,501(c)(3),"Line 11a, I",New Schools Fund,1
201612149349301421,741109652,HARBOR PROPERTIES,2200 MARKET STREET STE 500,GALVESTON,TX,77550,760388046,TITLE HLDG,TX,501C2,NA,false
201612149349301421,741109652,MAGNOLIA HOLDING COMPANY,2200 MARKET STREET STE 500,GALVESTON,TX,77550,760611545,TITLE HLDG,TX,501C2,NA,false
201612149349301421,741109652,WAVERLEY HOLDING COMPANY,2200 MARKET STREET STE 500,GALVESTON,TX,77550,760423548,TITLE HLDG,TX,501C2,NA,false
201612149349301421,741109652,UTMB-GALVESTON,301 UNIVERSITY BOULEVARD,GALVESTON,TX,775550129,746000949,GOVRN UNIT,TX,NA,false
201642179349301574,860253821,VALLEY OF THE SUN BOWL FOUNDATION,7135 E CAMELBACK RD SUITE 190,PHOENIX,AZ,85251,860902767,COLLEGE BOWL,AZ,501(C)(3),LINE 9,N/A,1
201642179349301574,860253821,ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION,7135 E CAMELBACK RD SUITE 190,PHOENIX,AZ,85251,203705626,COLLEGE BOWL,AZ,501(C)(3),LINE 9,N/A,1
201642179349301574,860253821,FIESTA EVENTS INC,7135 E CAMELBACK RD SUITE 190,PHOENIX,AZ,85251,860666998,SPORT EVENTS,AZ,501(C)(3),LINE 9,N/A,1
201602179349301510,860902767,ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION,7135 E CAMELBACK RD SUITE 190,SCOTTSDALE,AZ,85251,203705626,COLLEGE BOWL,AZ,501(C)(3),LINE 9,N/A,1
201602179349301510,860902767,ARIZONA SPORTS FOUNDATION,7135 E CAMELBACK RD SUITE 190,SCOTTSDALE,AZ,85251,860253821,COLLEGE BOWL,AZ,501(C)(3),LINE 9,N/A,1
201602179349301510,860902767,FIESTA EVENTS INC,7135 E CAMELBACK RD SUITE 190,SCOTTSDALE,AZ,85251,860666998,SPORTS EVENT,AZ,501(C)(3),LINE 9,N/A,1
201622119349301027,910839385,WA Conservation Voters,1402 3rd Ave 1400,Seattle,WA,98101,911548791,Working to elect and hold accountable public officials,WA,501(c)(4),0
201642149349301339,352296166,THIRD COAST ACTIVIST RESOURCE CENTER,5604 MANOR ROAD,AUSTIN,TX,78723,141888901,ADVOCACY FOR SOCIAL JUSTICE,TX,501(c)(3),false
201642149349301339,352296166,WORKERS DEFENSE ACTION FUND,5604 MANOR ROAD,AUSTIN,TX,78723,464242654,ADVOCACY FOR FAIR EMPLOYMENT,TX,501(c)(4),false
201612249349300436,510065731,CHILDREN & FAMILIES FIRST ENDOWMENT INC,2005 BAYNARD BOULEVARD,WILMINGTON,DE,19802,271705610,SUPPORTING ORGANIZATION TO FILING ENTITY,DE,501(C)(3),"LINE 11A, I",CHILDREN & FAMILIES FIRST DELAWARE INC,1
201612249349300436,510065731,B2W2 INC,2005 BAYNARD BOULEVARD,WILMINGTON,DE,19802,271705781,SUPPORTING ORGANIZATION TO FILING ENTITY,DE,501(C)(3),"LINE 11A, I",CHILDREN & FAMILIES FIRST DELAWARE INC,1
201612249349300436,510065731,SUPPORTING KIDDS,2005 BAYNARD BOULEVARD,WILMINGTON,DE,19802,510320207,SUPPORTING ORGANIZATION TO FILING ENTITY,DE,501(C)(3),"LINE 11A, I",CHILDREN & FAMILIES FIRST DELAWARE INC,1
201602229349301920,160746860,PLANNED PARENTHOOD OF CENTRAL AND WESTERN NEW YORK ACTION FUND INC,114 UNIVERSITY AVENUE,ROCHESTER,NY,14605,454269785,"ENCOURAGE & PROTECT CHOICE REGARDING HEALTH CARE, ADVOCACY FOR PUBLIC POLICY",NY,501(C)(4),PLANNED PARENTHOOD OF CENTRAL AND WESTERN NEW YORK INC,0
201602249349302260,521549711,AMERICAN IMMIGRATION LAWYERS ASSOCIATION,1331 G STREET NW,WASHINGTON,DC,20005,237085097,NATIONAL ASSOCIATION FOR IMMIGRATION LAWYERS,DC,501(C)(6),N/A,0
201622189349300897,530208180,CENTER FOR HOUSING POLICY,1900 M STREET NW SUITE 200,WASHINGTON,DC,20006,237055367,RESEARCH,DC,501(C)(3),"LINE 11A, I",NATIONAL HOUSING CONFERENCE INC,1
201602189349300950,237206810,NC LEAGUE OF CONSERVATION VOTERS,PO BOX 12671,RALEIGH,NC,27605,560991894,PROTECT NC'S ENVIRONMENT,NC,501C4,NA,false
201602249349301185,431645180,ALLEN & GLORIA BLOCK FOUNDATION,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,481239579,GRANT-MAKING,KS,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,Greater Northwest Kansas Community Fdtn,1055 Broadway Suite 130,kansas city,MO,64105,481025832,Community FDN,KS,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,GARY DICKINSON FAMILY CHARITABLE FDTN,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,431799476,GRANT-MAKING,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,GREATER LEES SUMMIT HEALTHCARE FDTN,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,431341459,GRANT-MAKING,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,IRVIN E & NEVADA P LINSCOMB FDTN,1055 BROADWAY STE 130,KANSAS CITY,KS,64105,431499815,GRANT-MAKING,MO,501(c)(3),11a,GKCCF,false
201602249349301185,431645180,JACK & HELYN MILLER FOUNDATION,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,436070986,GRANT-MAKING,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,KANSAS CITY AREA LIFE SCIENCES INSTITUTE,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,431887037,RESEARCH,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,KANSAS CITY PUBLIC LIBRARY FOUNDATION,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,203506595,GRANT-MAKING,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,PARSONS AREA COMMUNITY FOUNDATION,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,481152358,community fdn,KS,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,PE4 LIFE FOUNDATION,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,320044523,YOUTH & ED,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,POLSKY FAMILY SUPPORTING FOUNDATION,1055 BROADWAY STE 130,Kansas City,MO,64105,481092843,GRANT-MAKING,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,REAL ESTATE CHARITABLE FOUNDATION,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,431912033,GRANT-MAKING,MO,501(c)(3),11A,GKCCF,false
201602249349301185,431645180,community fdn of wyandotte cnty,1055 broadway ste 130,kansas city,MO,64105,275500433,GRANT-MAKING,KS,501(c)(3),11a,gkccf,false
201602249349301185,431645180,highland kansas city fdn inc,13455 noel road ste 800,dallas,TX,75240,453961865,grant-making,DE,501(c)(3),11a,gkccf,false
201602249349301185,431645180,George A & Dolly F Larue Trust,po box 419248,KANSAS CITY,MO,64141,436122865,grant-making,MO,501(c)(3),11d,GKCCF,false
201602249349301185,431645180,RECF II LLC,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,274698163,HOLD PROPERTY,MO,disregarded,n/a,GKCCF,false
201602249349301185,431645180,RECF III LLC,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,451823004,HOLD PROPERTY,MO,disregarded,n/a,GKCCF,false
201602249349301185,431645180,RECF IV LLC,1055 BROADWAY STE 130,KANSAS CITY,MO,64105,451517427,HOLD PROPERTY,MO,disregarded,n/a,GKCCF,false
201602249349301185,431645180,ROSS FAMILY FOUNDATION,1055 BROADWAY SUITE 130,KANSAS CITY,MO,64105,472899369,GRANT-MAKING,MO,501(C)(3),11A,GKCCF,false
201602249349301185,431645180,BLUE RIVER LAND TRUST LTD,1055 BROADWAY SUITE 130,KANSAS CITY,MO,64105,900615944,CONSERVATION,KS,501(C)(3),11A,GKCCF,false
201602249349301185,431645180,GREATER KC COMMUNITY FDN,1055 BROADWAY SUITE 130,KANSAS CITY,MO,64105,431152398,COMMUNITY FDN,MO,501(C)(3),8,NA,false
201602249349301185,431645180,STANLEY H DURWOOD FOUNDATION,1055 BROADWAY SUITE 130,KANSAS CITY,MO,64105,436828087,GRANT-MAKING,MO,501(C)(3),11A,GKCCF,false
201612229349301736,300043771,RESOURCES LEGACY FUND,555 CAPITOL MALL 1095,SACRAMENTO,CA,95814,954703838,CONSERVATION PHILANTHROPY,CA,501(C)(3),LINE 7,N/A,0
201622229349300527,131845455,THE IPPF WHR FUND,125 MAIDEN LANE 9TH FLOOR,NEW YORK,NY,10038,202561205,FAMILY PLAN,DE,501(C)(3),11D,NA,true
201632259349301783,411518579,SHOLOM COMMUNITY ALLIANCE,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,411837022,"SUPPORT RELATED ENTITIES IN ELDERLY NURSING HOME, HOUSING AND COMMUNITY SERV",MN,501(C)(3),11 - TYPE 1,N/A,0
201632259349301783,411518579,SHOLOM HOME EAST INC,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,410695462,NURSING HOME FOR THE ELDERLY,MN,501(C)(3),9,SHOLOM COMMUNITY ALLIANCE,0
201632259349301783,411518579,SHOLOM HOME WEST INC,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,363570759,NURSING HOME FOR THE ELDERLY,MN,501(C)(3),9,SHOLOM COMMUNITY ALLIANCE,0
201632259349301783,411518579,COMMUNITY HOUSING & SERVICE CORP,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,410982770,PROVIDE HOUSING FOR THE ELDERLY,MN,501(C)(3),9,SHOLOM COMMUNITY ALLIANCE,0
201632259349301783,411518579,MENORAH PLAZA HOUSING CORP,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,363512438,LOW INCOME HOUSING,MN,501(C)(3),9,SHOLOM COMMUNITY ALLIANCE AND COMMUNITY HOUSING AND SERVICE CORP,0
201632259349301783,411518579,SHOLOM COMMUNITY ALLIANCE HOME HEALTH CARE,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,010628051,PROVIDE HOME HEALTH CARE AND HOSPICE SERVICES TO THE COMMUNITY.,MN,501(C)(3),9,SHOLOM COMMUNITY ALLIANCE,0
201632259349301783,411518579,SHOLOM ST PAUL SENIOR HOUSING INC,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,204844785,LOW INCOME HOUSING,MN,501(C)(3),9,SHOLOM COMMUNITY ALLIANCE,0
201632259349301783,411518579,SHOLOM FOUNDATION,3610 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,363411361,SUPPORT TO AFFILIATES THROUGH FUNDRAISING,MN,501(C)(3),7,N/A,0
201632259349301783,411518579,SHOLOM ST PAUL,3620 PHILLIPS PARKWAY,ST LOUIS PARK,MN,55426,300256100,INACTIVE SHELL COMPANY,MN,501(C)(3),9,SHOLOM COMMUNITY ALLIANCE,0
201612259349302576,912187143,CIFC 54 WEST HOLDING CORP,7 OLD SHERMAN TURNPIKE SUITE 212,DANBURY,CT,06810,453121176,REAL ESTATE HOLDING CORPORATION,CT,501(C)(2),N/A,false
201612259349302576,912187143,CIFC 120 MAIN HOLDING CORP,7 OLD SHERMAN TURNPIKE SUITE 212,DANBURY,CT,06810,453734329,REAL ESTATE HOLDING CORPORATION,CT,501(C)(2),N/A,false
201612259349302576,912187143,CIFC 37 FOSTER HOLDING CORP,7 OLD SHERMAN TURNPIKE SUITE 212,DANBURY,CT,06810,463797389,REAL ESTATE HOLDING CORPORATION,CT,501(C)(2),N/A,false
201602289349306480,382761126,National Advanced Mobility Consortium,3025 Boardwalk,Ann Arbor,MI,48108,262571197,Consortium Management,DE,501(C)(3),7,N/A,0
201612089349301256,590674260,Florida Heart Research Foundation Inc,4770 Biscayne Blvd Suite 500,Miami,FL,33137,510474502,"Research, Education, Prevention",FL,501(c)(3),Line 7,Miami Heart Research Institute Inc,0
201612109349301301,203130699,OHIOANS FOR SCHOOL CHOICE,88 E BROAD STREET SUITE 640,COLUMBUS,OH,43215,462217354,ADVOCATES FOR QUALITY EDUCATIONAL OPTIONS,OH,501(C)(4),N/A,0
201632079349301123,430666759,MBG Properties Inc,PO Box 299,Saint Louis,MO,631660299,431772034,Purchase/maintenance of properties,MO,501 (c) (2),N/A,1
201642019349300124,300274709,Charter Schools Action Fund,1015 15th Street NW Suite 1000,WASHINGTON,DC,20005,472045681,SOCIAL WELFARE TO AMPLIFY WORK OF 501(C)(3),DC,501(c)(4),NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS,0
201641619349300539,340714797,Tuscarawas County YMCA Foundation Inc,600 Monroe Street,Dover,OH,44622,237400140,Support,OH,501(c)(3,Type II,YMCA,true
201642089349301274,131950856,Assoc of Dir of Geriatric Academic Prog,40 Fulton Street,New York,NY,10138,582075926,Supporting organization,NY,501c(3),Line 9,AGS board chooses 6 of 11 ADGAP board,true
201612259349302571,205320422,EDVOICE INC,1107 9TH STREET SUITE 680,SACRAMENTO,CA,95814,943284817,EDUCATION REFORM,CA,501(C)(4),N/A,0
201612259349302571,205320422,EDVOICE INDEPENDENT EXPENDITURE COMMITTEE,1107 9TH STREET SUITE 680,SACRAMENTO,CA,95814,200506302,POLITICAL ACTIVITY,CA,527,EDVOICE,0
