object_id,ein,PrsnNm,TtlTxt,AvrgHrsPrWkRt,AvrgHrsPrWkRltdOrgRt,IndvdlTrstOrDrctrInd,OffcrInd,RprtblCmpFrmOrgAmt,RprtblCmpFrmRltdOrgAmt,OthrCmpnstnAmt
201612439349300006,042662873,ROBERT A BURKE,DIRECTOR,X,0,0,0
201612439349300006,042662873,BRUCE HOLMES,PRESIDENT,X,X,0,0,0
201612439349300006,042662873,BOB EVERS,SECRETARY,X,X,0,0,0
201612439349300006,042662873,BRIAN QUINN,DIRECTOR,X,0,0,0
201612439349300006,042662873,LAURA SEAMAN,DIRECTOR,X,0,0,0
201612439349300006,042662873,CHERYL LAGATTA,DIRECTOR,X,0,0,0
201612439349300006,042662873,BILL PLASKO,VICE-PRESIDE,X,X,0,0,0
201612439349300006,042662873,BRIAN KNELL,DIRECTOR,X,0,0,0
201612439349300006,042662873,THOMAS TOBIN,TREASURER,X,X,0,0,0
201612439349300006,042662873,TIMOTHY O'CONNELL,DIRECTOR,X,0,0,0
201612439349300006,042662873,JOHN J FOLEY,DIRECTOR,X,0,0,0
201612439349300006,042662873,PERRY SIEGEL,DIRECTOR,X,0,0,0
201612439349300006,042662873,PETER KING,DIRECTOR,X,0,0,0
201612439349300006,042662873,JAMES MORRISSEY,DIRECTOR,X,0,0,0
201612439349300006,042662873,JAMES SULLIVAN,DIRECTOR,X,0,0,0
201612439349300006,042662873,PETER CONNEELY,DIRECTOR,X,0,0,0
201612439349300026,042964630,DHARMENA DOWNEY,BOARD MEMBER,1.00,X,0,0,0
201612439349300026,042964630,ROSE FIORE,BOARD MEMBER,1.00,X,0,0,0
201612439349300026,042964630,MARY ELLEN WELCH,BOARD MEMBER,1.00,X,0,0,0
201602259349301770,421331493,Michael Arndt,ExECUTIVE DIRECTOR,40.00,X,0,123107,4530
201602259349301770,421331493,Brad Mellencamp,CFO,40.00,X,0,56418,11975
201642239349302474,582366765,RE TURNER,CHAIRMAN,5.0,5.0,X,X,0,0,0
201642239349302474,582366765,HM QUEEN RANIA AL-ABDULLAH,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,KOFI ANNAN,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,GRO HARLEM BRUNDTLAND,DIRECTOR & VICE CHAIR,5.0,5.0,X,X,0,0,0
201642239349302474,582366765,FABIO C BARBOSA,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,IGOR S IVANOV,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,NR NARAYANA MURTHY,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,HISASHI OWADA,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,EMMA ROTHSCHILD,DIRECTOR (THROUGH 11/2015),5.0,5.0,X,0,0,0
201642239349302474,582366765,NAFIS SADIK,DIRECTOR (THROUGH 11/2015),5.0,5.0,X,0,0,0
201642239349302474,582366765,ANDREW YOUNG,DIRECTOR (THROUGH 11/2015),5.0,5.0,X,0,0,0
201642239349302474,582366765,YUAN MING,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,MUHAMMAD YUNUS,DIRECTOR,5.0,5.0,X,0,0,0
201642239349302474,582366765,TIMOTHY E WIRTH,VICE CHAIR,6.0,34.0,X,X,35943,220789,21007
201642239349302474,582366765,KATHRYN CALVIN WALTERS,PRESIDENT & CEO,6.0,34.0,X,X,58253,357838,34368
201642239349302474,582366765,HANS VESTBERG,DIRECTOR (AS OF 11/2015),5.0,5.0,X,0,0,0
201642239349302474,582366765,VALERIE AMOS,DIRECTOR (AS OF 11/2015),5.0,5.0,X,0,0,0
201642239349302474,582366765,JULIO FRENK,DIRECTOR (AS OF 11/2015),5.0,5.0,X,0,0,0
201642239349302474,582366765,RUTHERFORD SEYDEL,SECRETARY,5.0,5.0,X,0,0,0
201642239349302474,582366765,RICHARD PARNELL,CHIEF OPERATING OFFICER,6.0,34.0,X,45727,280891,34772
201642239349302474,582366765,ELIZABETH COUSENS,EXECUTIVE DIRECTOR,6.0,34.0,X,40233,247151,40538
201642239349302474,582366765,PETER YEO,VICE-PRESIDENT,40.0,0.0,X,300194,0,38693
201642239349302474,582366765,MICHAEL BEARD,EXECUTIVE DIRECTOR,40.0,0.0,X,132656,0,16773
201642239349302474,582366765,GEORGE HANNUM,SENIOR DIRECTOR,40.0,0.0,X,123880,0,36276
201602319349300950,030538111,JAN CREAMER,PRESIDENT,24.0,0.0,X,X,0,0,0
201602319349300950,030538111,TIMOTHY PHILLIPS,VICE PRESIDENT/TREASURER,24.0,0.0,X,X,0,0,0
201602319349300950,030538111,PAULINE DIBLEY,BOARD DIRECTOR/CHAIR,1.0,0.0,X,X,0,0,0
201602319349300950,030538111,NICK BRICE,BOARD DIRECTOR,1.0,0.0,X,0,0,0
201602319349300950,030538111,AMANDA BRICE,BOARD DIRECTOR,1.0,0.0,X,0,0,0
201602319349300950,030538111,MARY WINDEBANK,BOARD DIRECTOR,1.0,0.0,X,0,0,0
201642249349303004,942707273,Steven Benvenisti,Board Member & VICE CHAIR,1.0,0.0,X,X,0,0,0
201642249349303004,942707273,Barbara Brodt,Board Member & SECRETARY,1.0,0.0,X,X,0,0,0
201642249349303004,942707273,Brad Bulla,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Tara Kelley-Baker,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Sally Ganem,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Mary Frances Klotzbach,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Robert Skip Carter,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Frank G Margourilos,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Ronald Medford,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Paul V Romero,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Mahesh Shetty,Board Member & TREASURER,1.0,0.0,X,X,0,0,0
201642249349303004,942707273,Monica Vandehei,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,Nina Walker,Board Member,1.0,0.0,X,0,0,0
201642249349303004,942707273,William L Windsor Jr,Chairman of the Board,8.0,0.0,X,X,0,0,0
201642249349303004,942707273,Debbie G Weir,Chief Executive Officer,40.0,0.0,X,251491,0,26543
201642249349303004,942707273,Lista B Hightower,Chief Financial Officer,40.0,0.0,X,218334,0,18850
201642249349303004,942707273,GERARD Fischer,Chief Development Officer,40.0,0.0,X,185122,0,12183
201642249349303004,942707273,Vicki Knox,Chief Operating Officer,40.0,0.0,X,181082,0,22022
201642249349303004,942707273,John T W Griffin,Chief GOV'T Affairs Officer,40.0,0.0,X,173054,0,8402
201642249349303004,942707273,Colleen Sheehey-Church,PRESIDENT,40.0,0.0,X,88365,0,15172
201642249349303004,942707273,Adam Vanek,General Counsel,40.0,0.0,X,136430,0,18619
201642249349303004,942707273,Nicholas D Ellinger,VP of Strategic Outreach,40.0,0.0,X,142087,0,28893
201642249349303004,942707273,AMY GEORGE,SR VP OF MARKETING & COMM.,40.0,0.0,X,131266,0,10472
201642249349303004,942707273,BRYAN DOLESHEL,VP OF FIELD RELATIONS,40.0,0.0,X,119616,0,6117
201642249349303004,942707273,RUTH WADSWORTH,SR DIRECTOR OF HUMAN RELATIONS,40.0,0.0,X,108697,0,17738
201632249349303053,850488313,JEFF WEIGEL,CHAIR,3.00,X,X,0,0,0
201632249349303053,850488313,JIM BRADBURY,CHAIR-ELECT,3.00,X,X,0,0,0
201632249349303053,850488313,CLAYTON RIPLEY,TREASURER,3.00,X,X,0,0,0
201632249349303053,850488313,KIRBY BROWN,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,ALLISON ELDER,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,DAVID HARTMAN,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,ROSS MELINCHUK,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,TRAVIS PHILLIPS,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,JULIE SCHACKELFORD,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,JOHN SCHNEIDER,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,BOB STOKES,MEMBER,3.00,X,0,0,0
201632249349303053,850488313,LORI OLSON,EXECUTIVE DIRECTOR,40.00,X,88310,0,73
201632249349301818,640923888,JOE LAUDERDALE,PRESIDENT AND DIRECTOR,1.00,X,X,0,0,0
201632249349301818,640923888,DAVID RUSSELL,DIRECTOR,1.00,X,0,0,0
201632249349301818,640923888,BRECK HINES,TREASURER,1.00,X,X,0,0,0
201632249349301818,640923888,RODNEY CHAMBLEE,DIRECTOR,1.00,X,0,0,0
201632249349301818,640923888,HOWARD CATCHINGS,VICE PRESIDENT,1.00,X,X,0,0,0
201632249349301818,640923888,JOE HANEY,DIRECTOR,1.00,X,0,0,0
201632249349301818,640923888,LEROY WALKER,DIRECTOR,1.00,X,0,0,0
201632249349301818,640923888,DALLAS QUINN,OPERATIONS MANAGER,1.00,X,91000,0,0
201642229349301129,383160228,ROBERT COLLIER,PRESIDENT,0.50,50.00,X,X,0,226641,39663
201642229349301129,383160228,KATHI HORTON,VICE CHAIR,0.10,X,X,0,0,0
201642229349301129,383160228,BRENDA HUNT,SECRETARY/TREASURER,0.10,X,X,0,0,0
201642229349301129,383160228,EILEEN CURTIS,CHAIR,0.10,0.50,X,X,0,0,0
201602259349303350,131635294,Jorge Uribe,Chair-Resource Development Committee,1.0,X,0,0,0
201602259349303350,131635294,John J Donner Jr,"Chair, Brand Stewardship",1.0,X,0,0,0
201602259349303350,131635294,Phillip N Baldwin,"Treasurer & Chair, Finance Committee",2.0,X,0,0,0
201602259349303350,131635294,Rodney E Slater ESQ,Chair-Audit Comm,1.0,X,0,0,0
201602259349303350,131635294,Karen Glover,Chair-Exec Compensation Comm,1.0,X,0,0,0
201602259349303350,131635294,John Lechleiter,Chair of the Board,2.0,X,0,0,0
201602259349303350,131635294,Peggy Conlon,Secretary of the Board,2.0,X,0,0,0
201602259349303350,131635294,James Bullard,At-Large Board Member (Term began 4/29/2015),0.5,X,0,0,0
201602259349303350,131635294,Peter Aquino,Former At-Large Board Member (term ended 4/29/2015),0.5,X,0,0,0
201602259349303350,131635294,Punit Renjen,"Chair, Governance Committee",1.0,X,0,0,0
201602259349303350,131635294,Jean-Claude Gruffat,At-Large Board Member,1.0,X,0,0,0
201602259349303350,131635294,Chul-Hee Kang,At-Large Board Member,1.0,X,0,0,0
201602259349303350,131635294,Wayne Wouters,At-Large Board Member,1.0,X,0,0,0
201602259349303350,131635294,Richard Trumka,At-Large Board Member,1.0,X,0,0,0
201602259349303350,131635294,Bing Xiang,At-Large Board Member,1.0,X,0,0,0
201602259349303350,131635294,Dr Juliette Tuakli,"Chair, Membership Accountability Committee",1.0,X,0,0,0
201602259349303350,131635294,Brian Gallagher,President and CEO,52.0,X,849581,0,387030
201602259349303350,131635294,Patricia Turner,SVP and General Counsel (Corporate Secretary),50.0,X,231261,0,35735
201602259349303350,131635294,Robert Berdelle,EVP and CFO (Corporate Treasurer),50.0,0.1,X,277862,0,113202
201602259349303350,131635294,Evan Hochberg,"EVP, Impact Strategy Innovation",48.0,X,316024,0,32548
201602259349303350,131635294,Victoria Lins,"Former EVP, Brand Marketing (Employment terminated on 9/30/2015)",48.0,X,331038,0,20895
201602259349303350,131635294,Jose Ferrao,EVP - International Network,50.0,0.1,X,282781,0,32971
201602259349303350,131635294,Joseph V Haggerty,EVP - Chief Operating Officer,50.0,X,359718,0,44410
201602259349303350,131635294,Stacey Stewart,"President, United Way USA",50.0,X,397465,0,44005
201602259349303350,131635294,Sherrie Brach,Former EVP Investor Relations (Employment terminated on 6/30/2015),48.0,X,160399,0,7653
201602259349303350,131635294,Paul DeBassio,EVP Investor Relations,40.0,X,231194,0,39004
201602259349303350,131635294,Steve Taylor,"VP - Counsel, Public Policy",45.0,X,228173,0,26291
201602259349303350,131635294,John Taylor,VP & Chief Technology Officer,45.0,X,235429,0,26419
201602259349303350,131635294,Marci Young,"VP, EIH Strategic Partnerships",45.0,X,207211,0,24881
201602259349303350,131635294,Brian Lachance,SVP - Chief of Staff,45.0,X,246426,0,78424
201602259349303350,131635294,Tracy Nilles,VP Development,40.0,X,186570,0,41361
201602289349301880,561380249,Nancy Brenner,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Frances Bullock,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Suresh Chandra,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Odell Cleveland,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Lowell Easter,Trustee,0.50,0.50,X,0,0,0
201602289349301880,561380249,John Englar,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Rosalind Fuse-Hall,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Michelle Gethers-Clark,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Jon Glazman,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Arlene Gutterman,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,David Hagan,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Ramsey Hamadi,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Buster Johnson,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Jennifer Koenig,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Barbara Lusk,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Harold Martin,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Lawrence McSwain,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Bobby Mendez,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Ron Milstein,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Karla Munden,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Elaine Ostrowski,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Martha Peddrick,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Reid Phillips,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Erica Procton,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Fairfax Reynolds,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Calvin Riley,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Adrian Smith,Trustee,0.50,0.00,X,0,0,0
201602289349301880,561380249,Tim Tsujii,Trustee,1.00,0.00,X,0,0,0
201602289349301880,561380249,Kathy Manning,Chair,2.00,0.25,X,X,0,0,0
201602289349301880,561380249,Susan McDonald,Secretary,1.00,0.00,X,X,0,0,0
201602289349301880,561380249,Terry Simon,Treasurer,1.00,0.00,X,X,0,0,0
201602289349301880,561380249,H Walker Sanders,President,40.00,10.25,X,210736,0,22034
201602289349301880,561380249,Jacqueline O'Connell,Chief Financial Officer,40.00,10.25,X,128470,0,16885
201602289349301880,561380249,Mona Edwards,Chief Operating Officer,40.00,0.00,X,139563,0,17399
201602289349301880,561380249,Gordon Soenksen,Chief Development Officer,40.00,0.00,X,111947,0,15618
201632229349302013,954703838,BARTON THOMPSON JR,DIRECTOR; BOARD CHAIR,1.00,1.00,X,0,0,0
201632229349302013,954703838,JEANNE SEDGWICK,DIRECTOR; BOARD VICE CHAIR,1.00,1.00,X,0,0,0
201632229349302013,954703838,GORDON R SMITH THROUGH 33116,DIRECTOR; CHAIR FINANCE COMMITTEE,1.00,1.00,X,0,0,0
201632229349302013,954703838,NED BARNHOLT,DIRECTOR; CHAIR AUDIT COMMITTEE,1.00,1.00,X,0,0,0
201632229349302013,954703838,CHARLENE KABCENELL,DIRECTOR,1.00,1.00,X,0,0,0
201632229349302013,954703838,CRAIG MCNAMARA,DIRECTOR,1.00,1.00,X,0,0,0
201632229349302013,954703838,KATHARINE L JACOBS,DIRECTOR,1.00,1.00,X,0,0,0
201632229349302013,954703838,MARK WAN,DIRECTOR; CHAIR FINANCE COMMITTEE,1.00,1.00,X,0,0,0
201632229349302013,954703838,STEVE GAINES,DIRECTOR,1.00,1.00,X,0,0,0
201632229349302013,954703838,PATSY ISHIYAMA,DIRECTOR,1.00,1.00,X,0,0,0
201632229349302013,954703838,DON MCGRATH THROUGH 33115,DIRECTOR; BOARD VICE CHAIR,1.00,1.00,X,0,0,0
201632229349302013,954703838,MICHAEL MANTELL,"DIRECTOR, PRESIDENT",40.00,3.00,X,X,498996,37559,74451
201632229349302013,954703838,MARY SCOONOVER,"SECRETARY, VICE PRESIDENT",40.00,3.00,X,324876,24453,50449
201632229349302013,954703838,SHAUNA MANNER,"TREASURER, CHIEF FINANCIAL OFFICER",40.00,3.00,X,179309,13496,41386
201632229349302013,954703838,LESTER SNOW,PROGRAM DIRECTOR,40.00,X,225750,0,19290
201632229349302013,954703838,JULIA TURRINI,PROGRAM DIRECTOR,40.00,X,200558,0,45817
201632229349302013,954703838,ALFREDO GONZALEZ,PROGRAM OFFICER,40.00,X,159178,0,24273
201632229349302013,954703838,MARGARET MCNUTT,PROGRAM OFFICER,40.00,X,157291,0,34268
201632229349302013,954703838,ANDREW FAHLUND,DEPUTY DIRECTOR,40.00,X,151922,0,27841
201622249349302207,112125411,Douglas J Good Esq,Chairman,1.00,0.00,X,X,0,0,0
201622249349302207,112125411,Scott M Karson Esq,Vice-Chairman,1.00,0.00,X,X,0,0,0
201622249349302207,112125411,Arthur Brown,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Peter H Levy Esq,Treasurer,1.00,0.00,X,X,0,0,0
201622249349302207,112125411,Ricky Burnett,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Reiner Fuchs,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Kathleen Denezzo,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Susan McParland-Leisen,Secretary,1.00,0.00,X,X,0,0,0
201622249349302207,112125411,Gerard C McCloskey Esq,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Steven G Leventhal Esq,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,John R Calcagni Esq,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Mark A Peterson Esq,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Christina Rosas Esq,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Barry M Smolowitz Esq,Director,1.00,0.00,X,0,0,0
201622249349302207,112125411,Jeffrey A Seigel,Executive Direc,35.00,0.00,X,155250,0,3572
201622249349302207,112125411,Douglas Ruff,Dir of Litigation,35.00,0.00,X,114993,0,3169
201622249349302207,112125411,Beth Wickey,Dir Grants Manager,35.00,0.00,X,109297,0,12332
201622249349302207,112125411,Jane Reinhardt,Supervising Attorn,35.00,0.00,X,102875,0,13296
201632229349300443,010270690,KATE RUSH,PRESIDENT,1,X,X,0,0,0
201632229349300443,010270690,Kathy Remmel,SECRETARY,1,X,X,0,0,0
201632229349300443,010270690,MARION FREEMAN,TREASURER,1,X,X,0,0,0
201632229349300443,010270690,RUSSELL PIERCE,VICE PRESIDENT,1,X,X,0,0,0
201632229349300443,010270690,VICTORIA DEVLIN,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,WILLIAM MESERVE,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,TONY OWEN,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,JEANNE GULNICK,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,HENRY HEYBURN JR,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,SALLY OLDHAM,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,GEORGE LAPOINTE,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,SUSAN MACKENZIE,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,DIDI MANNS,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,SARAH SHORT,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,TOM CARR,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,JEFF PIDOT,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,Lois Winter,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,NORTON LAMB,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,DENNIS KING,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,ELISA BOXER,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,KAREN HEROLD,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,PATRICIA HAGER,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,PHIL BARTLETT,DIRECTOR,1,X,0,0,0
201632229349300443,010270690,LISA POHLMANN,EXECUTIVE DIRECTOR,45,X,103465,0,27073
201632229349300443,010270690,KATHRYN THOMPSON,DIRECTOR OF FINANCE,40,X,67655,0,22180
201642219349301344,521674088,WILLEM KOOYKER,CHAIRMAN,1.00,X,X,0,0,0
201642219349301344,521674088,GEOFFREY BOISI,CO-FOUNDER,1.00,X,X,0,0,0
201642219349301344,521674088,RAYMOND CHAMBERS,CO-FOUNDER,1.00,X,X,0,0,0
201642219349301344,521674088,NANCY ALTOBELLO,TREASURER,1.00,X,X,0,0,0
201642219349301344,521674088,THOMAS MENDELL,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,REVEREND DONALD MONAN SJ,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,SUE ANNE WELLS PHD,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,KATHRYN WILLIAMSON,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,DAVID SHAPIRO,PRESIDENT & CEO,50.00,X,X,174055,0,9128
201642219349301344,521674088,MARIAN L HEARD,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,KENT PEKEL,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,KATY HOLLISTER,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,MARY MARGARET LANG,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,TOM OSBORNE,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,SUZANNE SPERO,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,ERNESTO C ANGUILLA,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,DENNIS E PEMBERTON JR,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,KERRY SULLIVAN,DIRECTOR,1.00,X,0,0,0
201642219349301344,521674088,TAMMY TAI,VP & CMO (THROUGH JULY 2015),40.00,X,57051,0,21636
201642219349301344,521674088,BETH TALLARICO,CHIEF FINANCIAL & ADMINISTRATIVE OFFICER,36.00,X,97018,0,4540
201642219349301344,521674088,JOELLEN GONDER-SPACEK,"SR. DIR., MENTORING PARTNERSHIP NETWORK",40.00,X,105672,0,13987
201642219349301344,521674088,DIANE QUEST,"SR. DIR., EXTERNAL AFFAIRS",40.00,X,101289,0,11187
201642229349300884,237175375,GIL C QUINIONES,CHAIRMAN OF THE BOARD,1.0,0.0,X,X,0,0,0
201642229349300884,237175375,PAT K VINCENT-COLLAWN,VICE CHAIRMAN,1.0,0.0,X,X,0,0,0
201642229349300884,237175375,DENIS P O'BRIEN,DIRECTOR / CHAIR - PART YEAR,1.0,0.0,X,X,0,0,0
201642229349300884,237175375,NICHOLAS K AKINS,DIRECTOR THROUGH APR 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,WARNER L BAXTER,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,REBECCA BLALOCK,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,JOHN A BOHN,DIRECTOR,1.0,0.0,X,6500,0,0
201642229349300884,237175375,MARK B BONSALL,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,W TERRY BOSTON,DIRECTOR THROUGH DEC 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,JOSEPH P BRANNAN,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,JIM BURKE,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,CAREN BYRD,DIRECTOR THROUGH APR 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,JORGE CARRASCO,DIRECTOR THROUGH MAY 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,SHERYL CARTER,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,SEOK CHO,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,DANIEL F COLE,DIRECTOR THROUGH APR 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,DAVID C COEN,DIRECTOR,1.0,0.0,X,8750,0,0
201642229349300884,237175375,THEODORE F CRAVER JR,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,ANTHONY F EARLEY JR,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,DOUGLAS F ESAMANN,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,BENJAMIN G S FOWKE III,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,THAVA GOVENDER,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,KIMBERLY S GREENE,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,THOMAS J HELLER,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,DUANE D HIGHLEY,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,CRAIG IVEY,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,LISA D JOHNSON,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,ROBERT W JONES,DIRECTOR,1.0,0.0,X,8750,0,0
201642229349300884,237175375,PATRICIA L KAMPLING,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,GALE E KLAPPA,DIRECTOR THROUGH APR 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,JAMES H LASH,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,CONSTANCE H LAU,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,STEPHEN J LENNON,DIRECTOR THROUGH MARCH 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,JEFFREY J LYASH,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,ELLIOTT MAINZER,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,MARK C MCCULLOUGH,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,TOM MITCHELL,DIRECTOR THROUGH AUG 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,CHARLES G PARDEE,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,TERRY OLIVER,DIRECTOR THROUGH JAN 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,BERNARD SALHA,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,WILLIAM H SPENCE,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,B KEITH TRENT,DIRECTOR THROUGH JULY 2015,1.0,0.0,X,0,0,0
201642229349300884,237175375,ENRICO VIALE,DIRECTOR,1.0,0.0,X,0,0,0
201642229349300884,237175375,DAVID G VICTOR,DIRECTOR,1.0,0.0,X,6500,0,0
201642229349300884,237175375,MICHAEL W HOWARD,PRESIDENT AND CEO,40.0,0.0,X,1490952,0,529289
201642229349300884,237175375,HENRY A COURTRIGHT,SVP GLOBAL STRAT AND EXT RELAT,40.0,0.0,X,600230,0,228900
201642229349300884,237175375,ARSHAD MANSOOR,SVP RESEARCH AND DEVELOPMENT,40.0,0.0,X,694180,0,241263
201642229349300884,237175375,PAMELA J KEEFE,SVP CFO AND TREASURER,40.0,0.0,X,504145,0,193222
