object_id,ein,CntrctrNm_PrsnNm,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
202031279349300443,520591608,LEADING DESIGN AND DEVELOPMENT LLC,13384 BERLIN TURNPIKE,LOVETTSVILLE,VA,20180,INSTALLATION OF TURF FIELD,469500
202110899349300711,953075415,CRUISE MANAGEMENT INTERNATIONAL,4770 BISCAYNE BLVD,MIAMI,FL,33137,SHIP TECHNICAL AND HOTEL MANAGEMENT,14555522
202110899349300711,953075415,VACATIONS CONSULTING,1660 TRADE CENTER WAY SUITE 1,NAPLES,FL,34109,FIELD PROGRAM OPERATOR,789839
202110899349300711,953075415,COLORADO STATE UNIVERSITY,251 EDISON DRIVE,FORT COLLINS,CO,80523,IT AND REGISTRAT,614768
202110899349300711,953075415,INSIDER EXPEDITIONS LLC,1324 FLORIDA AVE NW,WASHINGTON,DC,20009,FIELD PROGRAM OPERATOR,416180
202110899349300711,953075415,ABERCROMBIE KENT PTY LTD,1411 OPUS PL 300,DOWNERS GROVE,IL,60515,FIELD PROGRAM OPERATOR,364542
202111349349302221,350868188,Barton Malow Company,26500 American Drive,Southfield,MI,480342252,Construction,39620940
202111349349302221,350868188,Pepper Construction,643 North Orleans Street,Chicago,IL,606543690,Construction,19988317
202111349349302221,350868188,Ziolkowski Construction Inc,4050 Ralph Jones Drive,South Bend,IN,466289408,Construction,14549067
202111349349302221,350868188,Premise Health Employer Solutions LLC,Post Office Box 402142,Atlanta,GA,303842142,Medical,11817940
202111349349302221,350868188,Boldt Company,N21 W23340 Ridgeview,Parkway,Waukesha,WI,531881021,Construction,11294814
202131329349302853,910567740,BON APPETIT,PO BOX 417632,BOSTON,MA,02241,FOOD SERVICES,6270417
202131329349302853,910567740,LEONE & KEEBLE,PO BOX 2747,SPOKANE,WA,99220,CONSTRUCTION,5786056
202131329349302853,910567740,JACKSON CONTRACTOR GROUP INC,PO BOX 967,MISSOULA,MT,59806,CONSTRUCTION,845560
202131329349302853,910567740,PELLA-PWD,2118 N RUBY STREET,SPOKANE,WA,99207,CONSTRUCTION,676528
202131329349302853,910567740,ZIMMER GUNSUL FRASCA ARCHITECTS LLP,1223 SW WASHINGTON ST STE 200,PORTLAND,OR,97205,ARCHITECTURAL SERVICES,433904
202101349349305050,620475697,American Constructors Inc,PO Box 120129,Nashville,TN,37212,Construction,5878708
202101349349305050,620475697,Edgehill Endowment Partners,205 Whitney Avenue,Suite 201,New Haven,CT,06511,Endowment Management,1103986
202101349349305050,620475697,Ebsco Information Services,17 19 Washington St,Tenafly,NJ,07670,Research Databases,454012
202101349349305050,620475697,Tri State Roofing Contractors LLC,3126 Alton Park Blvd,Chattanooga,TN,37410,Roofing,361487
202101349349305050,620475697,Wier Boerner Allin Architecture PLLC,1410 51st Ave,Suite 107,Nashvill,TN,37209,Architecture,351163
202001979349302310,510163080,Callahan Inc,80 First St,BRIDGEWATER,MA,02324,construction,1147026
202001979349302310,510163080,Jenzabar,PO Box 55018,BOSTON,MA,02205,Software Consulting,328787
202001979349302310,510163080,Ricoh USA Inc,PO Box 41564,PHILADELPHIA,PA,19101,copy/printing,315135
202001979349302310,510163080,Ruffalo Noel Levitz,PO Box 718,DES MOINES,IA,50303,Consulting,309389
202001979349302310,510163080,EBSCO,PO Box 204661,DALLAS,TX,75320,Subscriptions,208377
202120539349300342,350868086,Eat'n Park Hospitality Group Inc,PO Box 644091,Pittsburgh,PA,15264,Food Service,1527008
202120539349300342,350868086,Morgan Stanley Global Banking Operations,1300 Thames St Wharf,4th Floor,Baltimore,MD,212319907,Investment Consultant,339529
202120539349300342,350868086,EAB Global Inc,PO Box 603519,Charlotte,NC,282603519,Enrollment Consultant,175193
202120539349300342,350868086,Huddleston & Huddleston,Clarke House,98 W Jefferson St,Franklin,IN,46131,Legal,155053
202120539349300342,350868086,Isaacson Miller Inc,263 Summer St,7th Floor,Boston,MA,02210,Executive Search,130659
202120759349301317,756001300,ALPHA & OMEGA PROFESSIONAL SERVICES GROU,1229 E PLEASANT RUN RD,DESOTO,TX,75115,ENGINEERING SERVICE,1097488
202120759349301317,756001300,SERVICE FIRST JANITORIAL LLC,PO BOX 600550,DALLAS,TX,75360,CLEANING SERVICE,838909
202120759349301317,756001300,EXCEL COMMERCIAL,PO BOX 211946,BEDFORD,TX,76095,PAINTING SERVICE,699337
202120759349301317,756001300,SL ACQUISITION COMPANY LLC,PO BOX 678139,DALLAS,TX,75267,LANDSCAPING SERVICE,296290
202120759349301317,756001300,COMPLETE LANDSCULPTURE,2000 SANDY LN,DALLAS,TX,75220,LANDSCAPING SERVICE,241891
202141309349302784,540506314,MERIWETHER GODSEY INC,4944 OLD BOONSBORO ROAD,LYNCHBURG,VA,24503,FOOD SERVICES,2341943
202141309349302784,540506314,CARILION HEALTHCARE CORPORATION,PO BOX 40032,ROANOKE,VA,24022,HEALTHCARE SERVICES,358330
202141309349302784,540506314,G&H CONTRACTING INC,1320 SOUTHSIDE DRIVE,SALEM,VA,24153,ARCHITECTURE/CONSTRUCTION,3355284
202141309349302784,540506314,EAB,PO BOX 603519,CHARLOTTE,NC,28260,ENROLLMENT MANAGEMENT,568263
202141309349302784,540506314,CAMBRIDGE ASSOCIATES LLC,125 HIGH STREET,BOSTON,MA,021102112,INVESTMENT MANAGEMENT,541302
202141329349304804,112590096,NONE
202111349349307806,951684064,PROFESSIONAL SECURITY CONSUL,11454 SAN VICENTE BLVD,LOS ANGELES,CA,90049,SECURITY SERVICES,614993
202111349349307806,951684064,GEEK TEK IT SERVICES INC,4419 VAN NUYS BLVD UNIT 412,VAN NUYS,CA,91403,IT SERVICES,598644
202111349349307806,951684064,ZUMA CANYON CONSTRUCTION,6428 BONSALL DR,MALIBU,CA,90265,CONSTRUCTION,507841
202111349349307806,951684064,JE ROOFING INC,8729 S FIR AVE,LOS ANGELES,CA,90002,ROOFING,314949
202111349349307806,951684064,GENESIS CHARITABLE CONSULTING,4458 MATILIJA AVE,SHERMAN OAKS,CA,91423,CONSULTANTS,269872
202141349349301639,520591672,ARAMARK,27310 NETWORK PLACE,CHICAGO,IL,606731273,FOOD SERVICES,5528732
202141349349301639,520591672,CENTURION CONSTRUCTION GROUP,516 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,CONSTRUCTION SERVICES,1913557
202141349349301639,520591672,EAB,PO BOX 603519,CHARLOTTE,NC,28260,STUDENT MARKETING PROGRAMS,1492551
202141349349301639,520591672,S & W CONSTRUCTION,1 YELLOWBIRD TRAIL,FAIRFIELD,PA,17320,CONSTRUCTION SERVICES,698490
202141349349301639,520591672,FIELDTURF USA INC,175 NORTH INDUSTRIAL BLVD,CALHOUN,GA,30701,INSTALL TURF,457705
202141349349301644,381550064,ALLIED UNIVERSAL SECURITY SERVICES,26375 NETWORK PLACE,CHICAGO,IL,606731263,SECURITY SERVICES,1838643
202141349349301644,381550064,CONTINENTAL CAFE LLC,1578 RELIABLE PARKWAY,CHICAGO,IL,606860015,FOOD SERVICE,1660497
202141349349301644,381550064,FOREMOST COMMUNICATIONS,2921 WILSON DR NW,GRAND RAPIDS,MI,49534,PRINT AND DISTRIBUTION SERVICES,614585
202141349349301644,381550064,MECHANICAL DESIGN INSTALLATION LLC,47924 WEST ROAD,WIXOM,MI,48393,CONSTRUCTION SERVICES,343763
202141349349301644,381550064,SERVICE ELECTRIC MICHIGAN LLC,3867 S OLD US 23,BRIGHTON,MI,48114,ELECTRICAL CONTRACTING SERVICES,314416
202141349349302944,020222182,PURITAN PRESS,95 RUNNELLS BRIDGE ROAD,HOLLIS,NH,03049,GRAPHIC DESIGN & PRINTING,202956
202141349349302944,020222182,PRIME BUCHHOLZ ASSOCIATES INC,PO BOX 16011,LEWISTON,ME,04243,INVESTMENT MANAGEMENT FEES,132794
202141349349302944,020222182,PAYCOM PAYROLL LLC,7501 W MEMORIAL RD,OKLAHOMA CITY,OK,73142,PAYROLL PROVIDER,111535
202141349349302944,020222182,HAYS COMPANIES INC,80 SOUTH 8TH ST SUITE 700,MINNEAPOLIS,MN,55402,INSURANCE BROKER,108744
202141349349302944,020222182,ISA,5301 SOUTHWEST PKWY STE 200,AUSTIN,TX,78735,INSTRUCTION ABROAD,104945
202111379349307811,030179419,FORD WORDEN STATE PARK,210 BATTERY WAY,PORT TOWNSEND,WA,98368,FOOD & LODGING,117671
202111379349307811,030179419,GOOGLE,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,ADVERTISING,153164
202111379349307831,042103542,Lone Pine Capital,Two Greenwich Plaza,GREENWICH,CT,06830,Investment Manager,6684637
202111379349307831,042103542,Abrams Capital,222 Berkeley Street 21st floor,BOSTON,MA,02116,Investment Manager,5452766
202111379349307831,042103542,Sequoia Capital,3000 Sand Hill Road,WEST MENLO PARK,CA,94025,Investment Manager,5728423
202111379349307831,042103542,Barr Barr Inc,24 Prime Parkway 301,NATICK,MA,02139,Construction Service,2747477
202111379349307831,042103542,Kierantimberlake LLC,841 N American Street,PHILADELPHIA,PA,19123,Architecture Service,2457083
202111379349307636,421315493,ALADDIN FOOD MANAGEMENT SERVICE,16567 COLLECTION CENER DRIVE,CHICAGO,IL,60693,FOOD SERVICE,3081463
202111379349307636,421315493,ARAMARK CORPORATION,27310 NETWORK PLACE,CHICAGO,IL,606731273,FACILITY MANAGE,2525450
202111379349307636,421315493,PILCHER CONSTRUCTION,1117 E MADISON AVE,FAIRFIELD,IA,52556,CONSULTATION,481981
202111379349307636,421315493,TOP NOTCH CLEANING,PO BOX 1493,FAIRFIELD,IA,52556,FOOD SERVICE/CO,192840
202111379349307636,421315493,INTEGRATIVE WELLNESS CENTER,1080 NORTH 4TH STREET,FAIRFIELD,IA,52556,CONSULTATION,169837
202141379349301414,362167725,Securitas Security Services USA Inc,4330 Park Terrace Drive,Westlake Village,CA,91361,Security Services,6418273
202141379349301414,362167725,Able Engineering Services Inc,868 Folsom Street,San Francisco,CA,94107,Engineering Services,5008504
202141379349301414,362167725,ABM Onsite Services- Midwest,180 N LaSalle St 1700,Chicago,IL,60601,Janitorial Service,2933125
202141379349301414,362167725,Food For Thought,7001 Ridgeway Ave,Lincolnwood,IL,60712,Catering Services,2282542
202141379349301414,362167725,Allied Universal Security,161 Washington St,600,Conshohocken,PA,19428,Security Services,1542039
202021359349303607,270989006,CORE EDUCATION LLC,7411 SPROUT HILL ROAD,SYKESVILLE,MD,21784,CONSULTING CONTRACTUAL SERVICES,176499
202021359349303607,270989006,GRETCHEN MAY,2001 BOSQUE RIDGE ROAD,CRAWFORD,TX,76638,CONSULTING FOR PROFESSIONAL DEVELOPMENT,101045
202021359349303607,270989006,JAMIE CAPLIS,113 RIVER OAKS CIRCLE,BALTIMORE,MD,21208,CONSULTING FOR FUNDRAISING & DEVELOPMENT,100073
202110919349300121,741109641,JM MITCHELL GROUP INC,6202 LEDGE MOUNTAIN DR,AUSTIN,TX,78731,DIGITAL MEDIA ADVERT,1435445
202110919349300121,741109641,STHEALTH BENEFIT SOLUTIONS LLC,18940 NORTH PIMA RD STE 210,SCOTTSDALE,AZ,85255,MEDICAL STOP LOSS IN,606938
202110919349300121,741109641,HILL WILKINSON CONSTRUCTION,2703 TELECOM PKWY,RICHARDSON,TX,75082,CONSTRUCTION,7909189
202110919349300121,741109641,JT VAUGHN CONSTRUCTION LLC,10355 WESTPARK DR,HOUSTON,TX,77042,CONSTRUCTION,1042701
202110919349300121,741109641,AMERICAN CAMPUS COMMUNITIES,2323 SAN ANTONIO STREET,AUSTIN,TX,78705,STUDENT HOUSING,618644
202120859349300827,952113260,SSC SERVICE SOLUTIONS,1225 E WEISGARBER,KNOXVILLE,TN,37950,GROUND MAINTENANCE,1132628
202120859349300827,952113260,C & CONSTRUCTION,2637 CAMINO DEL SOL,FULLERTON,CA,92833,CONSTRUCTION,928736
202120859349300827,952113260,CAMPUS MANAGEMENT CORP,5201 CONGRESS AVE 220A,BOCA RATON,FL,33487,SOFTWARE,551751
202120859349300827,952113260,DIVERGEIT,2980 COLUMBIA STREET,TORRANCE,CA,90503,IT SUPPORT,344208
202120859349300827,952113260,TRAFFIK LLC,874 SPECTRUM CENTER DR,IRVINE,CA,92618,MARKETING,122520
202043189349309339,472553196,Mile Bluff Medical Center,1040 Division Street,Mauston,WI,53948,Leased Staff,482795
202043189349309339,472553196,UW Board of Regents,600 Highland Ave Rm K4/644 CSC,Madison,WI,53705,UW Carbone Cancer Services,350000
202043189349309339,472553196,Philips Medical System,3000 Minuteman Road MS 2214,Andover,MA,01810,eICU POS Support,214015
202043189349309339,472553196,Swedish American Hospital,1401 East State Street,Rockford,IL,61104,Nursing Services,145047
202130889349300418,620475691,Metz Culinary Mgmt Inc,Two Woodland Drive,Dallas,PA,18612,Food Services,2941197
202130889349300418,620475691,Interstate Mechanical Contractors,3200 Henson Road,Knoxville,TN,37921,General Contractor,277348
202130889349300418,620475691,Joseph Construction Inc,203 Letterman Rd,Knoxville,TN,37919,General Contractor,596926
202130889349300418,620475691,SimpsonScarborough LLC,1737 King St 110,Alexandria,VA,22314,Consulting,223493
202130889349300418,620475691,Premier Transportation,1500 Breda Drive,Knoxville,TN,37918,Transportation Services,201025
202130889349301158,160755807,METZ CULINARY MANAGEMENT,2 WOODLAND DRIVE,DALLAS,PA,18612,FOOD SERVICE PROVIDER,4167291
202130889349301158,160755807,C&W FACILITY SERVICES INC,4002 SOLUTIONS CENTER,CHICAGO,IL,60677,CUSTODIAL SERVICE PROVIDER,1418043
202130889349301158,160755807,CROWLEY WEBB & ASSOCIATES,268 MAIN STREET SUITE 400,BUFFALO,NY,14202,ADVERTISING AGENCY,1099686
202130889349301158,160755807,ORR ASSOCIATES,3000 K STREET NW SUITE E280,WASHINGTON,DC,20007,FUNDRAISING CONSULTANTS,880533
202130889349301158,160755807,ELBERS LANDSCAPE SERVICE INC,2900 MAIN STREET,BUFFALO,NY,14214,LANDSCAPING,766599
202131379349311003,860186050,SODEXO INC AND ASSOCIATES,DEPT 880328,LOS ANGELES,CA,90088,DINING HALL FOOD SERVICE,2056250
202131379349311003,860186050,WESTFALL,75 14TH STREET ME SUITE 3050,ATLANTA,GA,30309,FUNDRAISING PLANNING & EXECUTION,209367
202131379349311003,860186050,QCM TECHNOLOGIES,9060 E VIA LIND SUITE 220,SCOTTSDALE,AZ,85258,CONTRACTED IT PROFESSIONALS,183417
202131379349311003,860186050,FISCHER GIBBS CONSULTING GROUP TIM FIS,9014 N 87TH WAY,SCOTTSDALE,AZ,85258,CONTRACTED CFO,174000
202131379349311003,860186050,DELL FINANCIAL SERVICES,PO BOX 6549,CAROL STREAM,IL,60197,IT EQUIPMENT LEASE,172409
202110679349300531,231365953,PARKHURST DINING SERVICES,PO BOX 644091,PITTSBURGH,PA,152644091,FOOD SERVICE,1458305
202110679349300531,231365953,ALVIN H BUTZ INC,840 HAMILTON BLVD SUITE 600,ALLENTOWN,PA,181050509,GENERAL CONTRACTING SERVICES,982335
202110679349300531,231365953,SCHOENEN MARKETING LLC,5491 ASHLEY DR,LAURYS STATION,PA,18059,MARKETING,338003
202110679349300531,231365953,CARNEGIE DARTLET LLC,2 LAN DRIVE SUITE 100,WESTFORD,MA,018863550,MARKETING,299269
202110679349300531,231365953,HEALTHWORKS,400 NORTH 17TH STREET SUITE 207,ALLENTOWN,PA,18104,HEALTH SERVICES,283922
202121189349300427,381459365,CHARTWELL'S,450 S MAIN STREET,OLIVET,MI,49076,FOOD SERVICES,1781016
202121189349300427,381459365,STEVENS ASSOCIATES BUILDERS INC,PO BOX 127,GRAND LEDGE,MI,48837,CONSTRUCTION MGT,297507
202121189349300427,381459365,CAROUSEL INDUSTRIES,PO BOX 842084,BOSTON,MA,022842084,IT CONSULTING,274865
202121189349300427,381459365,PRINT-TECH INC,6800 JACKSON ROAD,ANN ARBOR,MI,48103,PRINTING SOLUTIONS,119549
202121189349300427,381459365,FREE SPIRIT CONSTRUCTION INC,2200 ROBERTS STREET,MUSKEGON,MI,49444,ROOFING CONTRACTOR,100286
202141329349301919,540525605,Howard Shockey & Sons Inc,PO Box 2530,Winchester,VA,22604,Construction,5321084
202141329349301919,540525605,Sodexo Campus Services,PO Box 360170,Pittsburgh,PA,15251,Food Service,3261769
202141329349301919,540525605,OakCrest Builders Inc,126 N Kent St,Winchester,VA,22601,Construction,2071884
202141329349301919,540525605,Ellucian Company LP,2003 Edmund Halley Dr,Suite 500,Reston,VA,20191,Software Contractor,399413
202141329349301919,540525605,Power Concepts Inc,290 Airport Rd,Suite 6,Winchester,VA,22602,Electrical Contractor,384768
202131339349302228,133838740,GOOGLE INC,5090 CENTRAL WAY STE 100,CORDELIA,CA,94534,ADVERTISING,1180413
202131339349302228,133838740,Allied Universal Security Services,PO Box 101034,PASADENA,CA,91189,security,508123
202131339349302228,133838740,Robert Half Finance and Accounting,12400 Collections Center Drive,CHICAGO,IL,60693,PROFESSIONAL SERVICE,306372
202131339349302228,133838740,ALKAR HUMAN RESOURCES,3273 CLAREMONT WAY SUITE 104,NAPA,CA,94558,TEMP PLACEM. AGENCy,123817
202131339349302228,133838740,PACIFIC LANDSCAPES INC,PO BOX 481,SEBASTOPOL,CA,95473,REPAIRS/MAINTENANCE,120817
202131049349301323,750827465,TURNER CONSTRUCTION COMPANY,10100 N CENTRAL EXPY SUITE 600,DALLAS,TX,75231,CONSTRUCTION SRVS,64620229
202131049349301323,750827465,LINBECK GROUP LLC,1263 W ROSEDALE SUITE 202,FORT WORTH,TX,76104,CONSTRUCTION SRVS,26691409
202131049349301323,750827465,HC BECK LTD,1807 ROSS AVENUE SUITE 500,DALLAS,TX,75201,CONSTRUCTION & ARCHITECTURE SRVS,23981929
202131049349301323,750827465,SODEXO INC & AFFILIATES,PO BOX 536922,ATLANTA,GA,30353,DINING SERVICES,21588611
202131049349301323,750827465,VAUGHN CONSTRUCTION GROUP,10355 WESTPARK DRIVE,HOUSTON,TX,77042,CONSTRUCTION SRVS,20910037
202140899349300904,730587210,FRANKLIN BUILD LLC,9308 N GLEN EAGLE,EDMOND,OK,73025,CONSTRUCTION,550517
202140899349300904,730587210,CERTIFIED COMMERCIAL RESTORATION LLC,14017 S 33RD W AVENUE,GLENPOOL,OK,74066,CONSTRUCTION,378558
202140899349300904,730587210,STREETS LLC,100 SE 25TH STREET,OKLAHOMA CITY,OK,73129,CONSTRUCTION,280000
202140899349300904,730587210,RICAHRD STIPES,6311 NW 30TH,BETHANY,OK,73008,CONSTRUCTION,234782
202111379349301616,020274509,MEDIASSOCIATES INC,75 GLEN RD,SANDY HOOK,CT,06882,ADVERTISING,27357074
202111379349301616,020274509,GOOGLE INC,1600 AMPITHEATRE PKWY,MOUNTAIN VIEW,CA,94043,ADVERTISING,17591404
202111379349301616,020274509,SKANSKA USA BUILDING INC,101 SEAPORT BLVD STE 200,BOSTON,MA,02210,CONSTRUCTION,24845445
202111379349301616,020274509,CMNCOM LLC,1001 MCKINNEY ST STE 400,HOUSTON,TX,77002,ADVERTISING,21894670
202111379349301616,020274509,DELOITTE CONSULTING LLP,4022 SELLS DRIVE,HERMITAGE,TN,37076,CONSULTING,9800997
202141349349307609,042134818,ATI,6277 COLLECTIONS CENTER DRIVE,CHICAGO,IL,606930622,TESTING,708520
202141349349307609,042134818,MMI INC,855 MAIN STREET SUITE 905,BRIDGEPORT,CT,06604,BOOKSTORE OPERATIONS,270382
202141349349307609,042134818,GAUMARD,14700 SW 136TH STREET,MIAMI,FL,33196,TRAINING MATERIALS/PRODUCTS,259256
202141349349307609,042134818,AKADEMOS,200 CONNECTICUT AVE,NORWALK,CT,06854,BOOKSTORE OPERATIONS,158234
202141349349307609,042134818,INTEGRATED MULTIMEDIA SOLUTIONS LLC,10 CROSBY DRIVE SUITE 30,BEDFORD,MA,01730,TECHNOLOGY,135570
202131309349301518,362167855,Pepper Construction,643 North Orleans Street,Chicago,IL,60610,Construction,2869802
202131309349301518,362167855,Quest Food Services,2500 S Highland Ave,Suite 250,Lombard,IL,60148,Food services,1412290
202131309349301518,362167855,Able Building Maintenance,PO Box 39000,San Francisco,CA,941390001,Janitorial Services,1158281
202131309349301518,362167855,Ward Contracting,5117 Dansher Rd,Countryside,IL,60525,Construction,949171
202131309349301518,362167855,Collegis LLC,1415 W 22nd St,Suite 300,Oak Brook,IL,60523,Education and marketing services,857560
202131309349303133,391467668,UNIVERSITY OF WISCONSIN-MADISON,625 BABCOCK DRIVE,MADISON,WI,53706,"LODGING, MEALS, FACILITIES",586368
202131309349303133,391467668,CASB (CENTER FOR ADVANCED STUDIES IN BUS,601 UNIVERSITY AVENUE,MADISON,WI,53715,"HONORARIUM, TRAVEL, LODGING, MEALS, FACI",371079
202131309349303133,391467668,ADVERTISER'S PRESS,222 PARVIEW ROAD,MIDDLETON,WI,535620007,MARKETING MATERIALS,112629
202131309349303133,391467668,ABRIGO,PO BOX 677883,DALLAS,TX,75267,"HONORARIUM, TRAVEL, SOFTWARE DEVELOPMENT",101012
202120429349301167,160871487,Chartwells Compass Group USA,PO Box 417632,Boston,MA,02241,Food service management,229829
202120429349301167,160871487,Alternative Information Systems,489 Ellicott Street,Buffalo,NY,14203,Information Technology Services,218568
202120429349301167,160871487,Amherst Security Professionals,2372 Sweet Home Road,Suite 48,Amherst,NY,14228,Campus Safety,141342
202120429349301167,160871487,McCandless Marketing,6777 E Quaker Street,Suite 6,Orchard Park,NY,14127,Marketing,131224
202120429349301167,160871487,Parkway Digital,5429 Broadway,Lancaster,NY,14086,Marketing,105867
202100709349300140,952668328,Provider Contract Foodservice,7119 Indiana Street,Riverside,CA,92504,Cafeteria Services,575510
202100709349300140,952668328,Emerge Education,355 N 21st Street,Camp Hill,PA,17011,Recruiting,566374
202100709349300140,952668328,Ricoh - Mindshift,90 Box 31001-0850,Pasadena,CA,91110,Computer/Network Technical support,265446
202100709349300140,952668328,Buchalter,1000 Wilshire Blvd Suite 1500,Los Angeles,CA,90017,Legal Services,253110
202100709349300140,952668328,FA Solutions,600 1st Ave N Ste 302 Box 12,Saint Petersburg,FL,33701,Financial Aid Processing,194804
202121039349300927,160743045,METZ CULINARY MANAGEMENT,2 WOODLAND DRIVE,DALLAS,PA,18612,FOOD SERVICE,2503200
202121039349300927,160743045,KINLEY CORPORATION,3295 MAPLE AVENUE,ALLEGANY,NY,14706,CONSTRUCTION SERVICES,2403738
202121039349300927,160743045,SODEXO INC & AFFILIATES,PO BOX 360170,PITTSBURGH,PA,15251,"CUSTODIAL, MAINTENANCE, AND FOOD SERVICE",2191143
202121039349300927,160743045,HIGHBURY CENTRE - CAMBRIDGE,20-26 ABERDEEN PARK,LONDON,UK,RENT,121576
202121039349300927,160743045,CLARK PATTERSON LEE,205 ST PAUL STREET SUITE 500,ROCHESTER,NY,14604,ARCHITECT SERVICES,107305
202111029349300641,930386858,COMPASS GROUP USA INC (DBA BON APPETIT,2400 YORKMONT RD,CHARLOTTE,NC,28217,CATERING & FOOD SERVICE,5094831
202111029349300641,930386858,SKYLINE BUILDING MAINTENANCE,17446 SW BOONES FERRY RD,LAKE OSWEGO,OR,97035,HOUSEKEEPING & CUSTODIAL,2057752
202111029349300641,930386858,BREMIK CONSTRUCTION INC,1026 SE STARK ST,PORTLAND,OR,97214,CONSTRUCTION & GENERAL CONTRACTING,855796
202111029349300641,930386858,CAMBRIDGE ASSOCIATES,125 HIGH ST,BOSTON,MA,02110,INVESTMENT ADVISORY SERVICES,651446
202111029349300641,930386858,EBSCO SUBSCRIPTION SERVICES,PO BOX 204661,DALLAS,TX,75320,INTERNATIONAL EDUCATION SERVICES,542841
202131059349300518,362515868,Fresh Ideas Food Service,1000 W Nifong Bvld,Columbia,MO,65203,Food Service,1428961
202131059349300518,362515868,National Management Resources,PO Box 1224,LaGrange,GA,30241,Plant Maintenance,987467
202131059349300518,362515868,TIAA-CREF,8907 Timbers Pointe Dr,Tinley Park,IL,60477,Retirement Trustee,258099
202131059349300518,362515868,Jenzabar Inc,PO Box 55018,Boston,MA,022055018,University ERP/Computer System,189042
202131059349300518,362515868,Gentry Partnership,43 Gentry Drive,Hawthorn Woods,IL,60047,Purchasing Agent,140266
202131059349300528,042104149,SODEXO INC & AFFILIATES,9801 WASHINGTON BLVD,GAITHERSBURG,MD,20878,FOOD SERVICE,2615130
202131059349300528,042104149,TEAMOPS LLC,ONE PATRIOT PLACE,FOXBOROUGH,MA,02035,SECURITY,1222837
202131059349300528,042104149,HARVARD MAINTENANCE LLC,800 WEST CUMMINGS PARK STE 1850,WOBURN,MA,01801,CUSTODIAL,1219472
202131059349300528,042104149,BRIGHTVIEW LANDSCAPES LLC,401 PLYMOUTH RD SUITE 500,PLYMOUTH MEETING,PA,19462,LANDSCAPING,751985
202131059349300528,042104149,EAB GLOBAL INC,1920 E PARHAM RD,RICHMOND,VA,23229,ENROLLMENT/FUNDRAISING,688615
202110919349300006,741159753,ARAMARK FACILITY SERVICES,24818 NETWORK PLACE,CHICAGO,IL,606731248,FACILITY MAINTENANCE,40928374
202110919349300006,741159753,ARAMARK EDUCATIONAL SERVICES,PO BOX 840706,DALLAS,TX,752840706,DINING SERVICES,19176712
202110919349300006,741159753,Huron Consulting Services,PO BOX 71223,Chicago,IL,60694,Educational Consulting,9011254
202110919349300006,741159753,2U Inc,7900 Harkins Road,Lanham,MD,20706,Online Academic Program Management,7499545
202110919349300006,741159753,EBSCO Publishing,Payment Processing Center,Dallas,TX,753204661,Library and Publishing Services,5144763
202110919349300931,250965376,PIONEER COLLEGE CATERERSINC,12351 W 96TH TERRACE SUITE 204-W,LENEXA,KS,66215,FOOD SERVICE,1735079
202110919349300931,250965376,ARAMARK FACILITY SERVICES,C/O GENEVA COLLEGE PHYISCAL PLANT,BEAVER FALLS,PA,15010,PHYSICAL PLANT SERVICES,1161217
202110919349300931,250965376,TOWNSEND CONSTRUCTION & ENGINEERING LLC,520 32ND STREET,BEAVER FALLS,PA,15010,SOUTH END IMPROVEMENT,444783
202110919349300931,250965376,THRULINE MARKETING INC,PO BOX 841142,DALLAS,TX,75284,MARKETING SERVICE,410674
202110919349300931,250965376,ARROW ELECTRIC INC,857 REYNOLDS INDUSTRIAL PARK RD,GREENVILLE,PA,16125,ELECTRICAL UPGRADE,363269
202110929349300501,251120678,CAMBRIDGE PITTSBURGH SERIES LLC,PO BOX 1388,ROSS,CA,94957,SPEAKER RECRUITMENT,553822
202110929349300501,251120678,PREMIER TECHNOLOGY SYSTEMS,4 COINS DRIVE,CANONSBURG,PA,15317,WIRING/CABLING,416034
202110929349300501,251120678,ISLAND HOCKEY OFFICIALS LLC,120 SILVER STREET,PITTSBURGH,PA,15209,SPORTS OFFICIALS,275765
202110929349300501,251120678,DOROSH DOCUMENTARIES,102 RIVIERA DRIVE,PITTSBURGH,PA,15229,VIDEOGRAPHER,233565
202110929349300501,251120678,CLASSIC TRAVEL & TOURS LLC,795 PINE VALLEY DRIVE,PITTSBURGH,PA,15239,TRAVEL AGENT,225250
202121309349303057,381498763,ORBIS EDUCATION SERVICES LLC,MR CRAIG CHIEF FINANCIAL OFFICER,11595 N MERIDIAN ST STE 400,CARMEL,IN,46032,EDUCATIONAL SER,3623194
202121309349303057,381498763,SODEXHO,4880 PAYSPHERE CIRCLE,CHICAGO,IL,60674,FOOD SERVICE,3199322
202121309349303057,381498763,DYNAMIC CAMPUS SOLUTIONS INC,MR MICHAEL GLUBKE,2806 FLINTROCK TRACE SUITE A205,AUSTIN,TX,787381746,CONTRACTOR,1981000
202121309349303057,381498763,CONTRACTING RESOURCES INC,8273 GRAND RIVER 150,BRIGHTON,MI,48114,CONSTRUCTION,1604787
