object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,77482,Check/Wire,N/A,N/A
201731359349305328,135598093,Central America and the Caribbean,RESEARCH,72692,Check/Wire,N/A,N/A
201731359349305328,135598093,Central America and the Caribbean,RESEARCH,65632,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,60000,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,58587,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,52394,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,51000,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,48987,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,48600,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,47830,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,45629,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,45048,Check/Wire,N/A,N/A
201731359349305328,135598093,Russia and the Newly Independent States,RESEARCH,43305,Check/Wire,N/A,N/A
201731359349305328,135598093,South America,RESEARCH,43200,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,37500,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,32686,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,26500,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,24491,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,24300,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,24214,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,23334,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,22246,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,20950,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,20600,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,19804,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,17704,Check/Wire,N/A,N/A
201731359349305328,135598093,South Asia,RESEARCH,16628,Check/Wire,N/A,N/A
201731359349305328,135598093,North America,RESEARCH,15198,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,15000,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,14777,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,14000,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,13570,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,12701,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,10817,Check/Wire,N/A,N/A
201731359349305328,135598093,North America,RESEARCH,10182,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,10000,Check/Wire,N/A,N/A
201731359349305328,135598093,North America,RESEARCH,8314,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,6756,Check/Wire,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,RESEARCH,6585,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,6426,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,6061,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,6061,Check/Wire,N/A,N/A
201731359349305328,135598093,North America,RESEARCH,5600,Check/Wire,N/A,N/A
201731359349305328,135598093,Europe,RESEARCH,5460,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,138635,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,300023,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,1470391,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,8672071,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,381685,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,2850308,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,48702,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,784342,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,2384576,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,894413,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,1599103,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,570226,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,1810181,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,5463956,Check/Wire,N/A,N/A
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,13786,Equipment,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,143419,Equipment,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,20660,Equipment,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,151063,Vehicles,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,13235,Materials,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,17017,Equipment,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,17399,Equipment,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,67569,Equipment,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,13235,Materials,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,22153,Equipment,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,30624,Vehicles,Book Value
201731359349305328,135598093,Sub-Saharan Africa,RESEARCH,5421,Vehicle,Book Value
201731359349305328,135598093,North America,Edu/Research,194298,CHECK/WIRE,N/A,N/A
201731359349305328,135598093,East Asia and the Pacific,EDU/RESEARCH,144030,CHECK/WIRE,N/A,N/A
201731359349305328,135598093,North America,EDU/RESEARCH,75000,CHECK/WIRE,N/A,N/A
201731359349305328,135598093,Europe (Including Iceland and Greenland),EDU/RESEARCH,34193,CHECK/WIRE,N/A,N/A
201731359349305328,135598093,South Asia,EDU/RESEARCH,10526,CHECK/WIRE,N/A,N/A
201741329349304304,560532138,East Asia & Pac,Research grant,10667,Check/wire
201741329349304304,560532138,East Asia & Pac,Stdt Exch Prog,94240,Check/wire
201741329349304304,560532138,Europe,Study Abroad,525749,Check/wire
201741329349300834,516000297,Europe (Including Iceland and Greenland),Research Sub Award,122282,Wire
201741329349300834,516000297,Europe (Including Iceland and Greenland),Research Sub Award,88848,Wire
201741329349300834,516000297,East Asia and the Pacific,Research Sub Award,54830,Wire
201741329349300834,516000297,Central America and the Caribbean,Research Sub Award,41364,Wire
201741329349300834,516000297,Europe (Including Iceland and Greenland),Research Sub Award,19205,Wire
201741329349300834,516000297,Europe (Including Iceland and Greenland),Research Sub Award,18395,Wire
201741329349300834,516000297,Middle East and North Africa,Reseach Sub award,118640,Wire
201741329349300834,516000297,South America,Research Sub award,27015,Wire
201741329349300834,516000297,East Asia and the Pacific,Research SUB AWARD,16072,WIRE
201741329349300834,516000297,East Asia and the Pacific,Research SUB AWARD,8735,WIRE
201731359349303298,231352630,EUROPE,RESEARCH,92252,WIRE,0
201731359349303298,231352630,MIDDLE EAST AND NORTH AFRICA,RESEARCH,20094,WIRE,0
201731359349303298,231352630,SOUTH ASIA,RESEARCH,46127,WIRE,0
201731359349303298,231352630,EAST ASIA AND THE PACIFIC,RESEARCH,127108,WIRE/CHECK,0
201731359349303298,231352630,NORTH AMERICA,RESEARCH,24865,CHECK,0
201731359349303298,231352630,SUB-SAHARAN AFRICA,RESEARCH,73276,WIRE,0
201731359349303678,141340095,E Asia & Pacifi,Research Subcontrac,74547
201731359349303678,141340095,Europe,Research Subcontrac,100000
201731359349303678,141340095,Europe,Research Subcontrac,115399
201731359349303678,141340095,Europe,Research Subcontrac,168779
201731359349303678,141340095,Europe,Research Subcontrac,241000
201731359349303678,141340095,Europe,Research Subcontrac,64950
201731359349303678,141340095,North America,Research Subcontrac,21697
201731359349303678,141340095,North America,Research Subcontrac,99512
201731359349303678,141340095,South America,Research Subcontrac,12432
201731359349303678,141340095,South America,Research Subcontrac,13000
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,SUBAWARD - SPONSORED RESEARCH,23181,WIRE
201741359349303454,060646973,CENTRAL AMERICA AND THE CARIBBEAN,SUBAWARD - SPONSORED RESEARCH,173196,WIRE
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,SUBAWARD - SPONSORED RESEARCH,29019,WIRE
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,SUBAWARD - SPONSORED RESEARCH,159652,WIRE
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,SUBAWARD - SPONSORED RESEARCH,6247,WIRE
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,SUBAWARD - SPONSORED RESEARCH,120700,WIRE
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,SUBAWARD - SPONSORED RESEARCH,91187,WIRE
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,SUBAWARD - SPONSORED RESEARCH,7034,WIRE
201741359349303454,060646973,EAST ASIA AND THE PACIFIC,SUBAWARD - SPONSORED RESEARCH,57332,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,14573,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,38437,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,13015,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,13760,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,14710,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,10154,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,47054,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,41462,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,40327,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,6482,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,5645,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,907329,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,7050,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,5650,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,32323,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,37133,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,6073,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,75791,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,164736,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,6099,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,21257,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,24000,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,129773,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,45386,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,137066,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,5160,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,56691,WIRE
201741359349303454,060646973,EUROPE (INCL. ICELAND AND GREENLAND),SUBAWARD - SPONSORED RESEARCH,22585,WIRE
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,SUBAWARD - SPONSORED RESEARCH,63028,WIRE
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,SUBAWARD - SPONSORED RESEARCH,120000,WIRE
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,SUBAWARD - SPONSORED RESEARCH,5057,WIRE
201741359349303454,060646973,MIDDLE EAST AND NORTH AFRICA,SUBAWARD - SPONSORED RESEARCH,21964,WIRE
201741359349303454,060646973,NORTH AMERICA,SUBAWARD - SPONSORED RESEARCH,63512,WIRE
201741359349303454,060646973,NORTH AMERICA,SUBAWARD - SPONSORED RESEARCH,144800,WIRE
201741359349303454,060646973,NORTH AMERICA,SUBAWARD - SPONSORED RESEARCH,65615,WIRE
201741359349303454,060646973,NORTH AMERICA,SUBAWARD - SPONSORED RESEARCH,38133,WIRE
201741359349303454,060646973,NORTH AMERICA,SUBAWARD - SPONSORED RESEARCH,84401,WIRE
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,SUBAWARD - SPONSORED RESEARCH,24993,WIRE
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,SUBAWARD - SPONSORED RESEARCH,376047,WIRE
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,SUBAWARD - SPONSORED RESEARCH,79567,WIRE
201741359349303454,060646973,RUSSIA AND THE NEWLY INDEPENDENT STATES,SUBAWARD - SPONSORED RESEARCH,18586,WIRE
201741359349303454,060646973,SOUTH AMERICA,SUBAWARD - SPONSORED RESEARCH,189953,WIRE
201741359349303454,060646973,SOUTH AMERICA,SUBAWARD - SPONSORED RESEARCH,339831,WIRE
201741359349303454,060646973,SOUTH AMERICA,SUBAWARD - SPONSORED RESEARCH,34197,WIRE
201741359349303454,060646973,SOUTH AMERICA,SUBAWARD - SPONSORED RESEARCH,209184,WIRE
201741359349303454,060646973,SOUTH AMERICA,SUBAWARD - SPONSORED RESEARCH,184591,WIRE
201741359349303454,060646973,SOUTH ASIA,SUBAWARD - SPONSORED RESEARCH,17820,WIRE
201741359349303454,060646973,SOUTH ASIA,SUBAWARD - SPONSORED RESEARCH,397218,WIRE
201741359349303454,060646973,SOUTH ASIA,SUBAWARD - SPONSORED RESEARCH,18701,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,21500,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,38251,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,9157,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,16991,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,300305,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,17667,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,53637,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,228757,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,69813,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,9197,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,132468,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,59927,WIRE
201741359349303454,060646973,SUB-SAHARAN AFRICA,SUBAWARD - SPONSORED RESEARCH,82371,WIRE
201720619349300402,480777079,Sub-Saharan Africa,Mission Trip,18623,EFT
201720619349300402,480777079,Central America and the Caribbean,Mission Trip,40000,Supplies,FMV
201721039349301027,231352688,Europe (Including Iceland and Greenland),TRANSPORTATION,6421,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION &,154425,WIRE TRSNFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),LAND PACKAGE,54074,CHECK,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION &,16838,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION &,49896,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,South America,TUITION &,44800,CHECK,N/A,N/A
201721039349301027,231352688,Russia and the Newly Independent States,AIRFARE,7786,CREDIT CARD,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,74746,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),HOUSING &,227373,ACH,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),HOUSING,10335,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),21325,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),INTERNSHIP,287688,ACH,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),HOUSING,7632,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),HOUSING,14446,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TRANSPORTATION,5948,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,246540,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Middle East and North Africa,EVENT,11034,CREDIT CARD,N/A,N/A
201721039349301027,231352688,Middle East and North Africa,TUITION &,21660,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Middle East and North Africa,AIRFARE,52798,CHECK,N/A,N/A
201721039349301027,231352688,Middle East and North Africa,HOUSING,26141,CHECK,N/A,N/A
201721039349301027,231352688,East Asia and the Pacific,TUITION &,12554,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,East Asia and the Pacific,TUITION &,28250,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),ON SITE,9674,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Central America and the Caribbean,ON-SITE HOST,17740,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,East Asia and the Pacific,TUITION,76846,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Central America and the Caribbean,TUITION,9675,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,10575,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,145903,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,11020,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,16499,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,245233,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,128601,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,132662,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,9791,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,73886,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,11826,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,26368,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,51200,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,9885,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,11888,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),Tuition,39870,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TUITION,37089,WIRE TRNSFER,N/A,N/A
201721039349301027,231352688,North America,HOUSING,26444,CHECK,N/A,N/A
201721039349301027,231352688,East Asia and the Pacific,EXCURSIONS,64442,CHECK,N/A,N/A
201721039349301027,231352688,East Asia and the Pacific,EXCURSIONS,19650,WIRE TRNSFR,N/A,N/A
201721039349301027,231352688,East Asia and the Pacific,HOUSING,54400,WIRE TRNSFR,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),LAND,71231,ACH,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),TRANSPORTATION,5331,CREDIT CARD,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),HOUSING,95565,CREDIT CARD,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),HOUSING,43096,CREDIT CARD,N/A,N/A
201721039349301027,231352688,Europe (Including Iceland and Greenland),EXCURSIONS,13473,CREDIT CARD,N/A,N/A
201731329349303808,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,228573,CHECK
201731329349303808,041679980,South America,SUB-AWARD,48452,CHECK
201731329349303808,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,91766,CHECK
201731329349303808,041679980,East Asia and the Pacific,SUB-AWARD,51253,CHECK
201731329349303808,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,134091,CHECK
201731329349303808,041679980,Middle East and North Africa,SUB-AWARD,53783,CHECK
201731329349303808,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,200962,CHECK
201721359349312312,231352689,Sub-Saharan Africa,Build wells in various villages,35395,Bank wire
201731329349302058,131624225,Middle East and North Africa,EDUCATION,2865759,WIRE
201731329349302058,131624225,North America,EDUCATION,407096,WIRE
201731359349306803,530196603,Europe (Including Iceland and Greenland),General Support,35000,Wire,0,N/A,N/A
201731359349306803,530196603,Europe (Including Iceland and Greenland),General Support,40000,Wire,0,N/A,N/A
201731359349306803,530196603,Sub-Saharan Africa,General Support,20000,Wire,0,N/A,N/A
201731359349306803,530196603,Europe (Including Iceland and Greenland),General Support,15000,Wire,0,N/A,N/A
201731359349307673,362191242,Europe (including Iceland and Greenland),Study Abroad Program,13570,Wire transfer,FMV
201721029349300107,590624458,Central America & the Caribbean,Research,21804,Wire Transfer,N/A,N/A
201721029349300107,590624458,Central America & the Caribbean,Research,565627,Wire Transfer,N/A,N/A
201721029349300107,590624458,East Asia & the Pacific,Research,49680,Check,N/A,N/A
201721029349300107,590624458,East Asia & the Pacific,Research,28726,Check,N/A,N/A
201721029349300107,590624458,East Asia & the Pacific,Research,48624,Check,N/A,N/A
201721029349300107,590624458,East Asia & the Pacific,Research,41183,Wire Transfer,N/A,N/A
201721029349300107,590624458,East Asia & the Pacific,Research,123568,Wire Transfer,N/A,N/A
201721029349300107,590624458,Europe,Research,25633,Check,N/A,N/A
201721029349300107,590624458,Europe,Research,31301,Check,N/A,N/A
201721029349300107,590624458,Europe,Research,6820,Check,N/A,N/A
201721029349300107,590624458,Europe,Research,113524,Check,N/A,N/A
201721029349300107,590624458,Europe,Research,52786,Wire Transfer,N/A,N/A
201721029349300107,590624458,Europe,Research,171873,Wire Transfer,N/A,N/A
201721029349300107,590624458,Europe,Research,16358,Wire Transfer,N/A,N/A
201721029349300107,590624458,Europe,Research,32636,Wire Transfer,N/A,N/A
201721029349300107,590624458,Europe,Research,139206,Wire Transfer,N/A,N/A
201721029349300107,590624458,Europe,General Support,10000,Wire Transfer,N/A,N/A
201721029349300107,590624458,Middle East & North Africa,Research,99318,Check,N/A,N/A
201721029349300107,590624458,Middle East & North Africa,Research,83131,Check,N/A,N/A
201721029349300107,590624458,North America,Research,256293,Check,N/A,N/A
201721029349300107,590624458,North America,Research,75147,Check,N/A,N/A
201721029349300107,590624458,South America,Research,158400,Wire Transfer,N/A,N/A
201721029349300107,590624458,South America,Research,56039,Wire Transfer,N/A,N/A
201721029349300107,590624458,South America,Research,217670,Wire Transfer,N/A,N/A
201721029349300107,590624458,South America,Research,10103,Wire Transfer,N/A,N/A
201721029349300107,590624458,South America,Research,40523,Wire Transfer,N/A,N/A
201721029349300107,590624458,South America,Research,79260,Wire Transfer,N/A,N/A
201721029349300107,590624458,South Asia,General Support,10030,Wire Transfer,N/A,N/A
201721029349300107,590624458,Sub-Saharan Africa,Research,326679,Wire Transfer,N/A,N/A
201721029349300107,590624458,Sub-Saharan Africa,Research,187542,Wire Transfer,N/A,N/A
201721029349300107,590624458,Sub-Saharan Africa,Research,25528,Wire Transfer,N/A,N/A
201721029349300107,590624458,Sub-Saharan Africa,Research,229408,Wire Transfer,N/A,N/A
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,153100
201711359349307756,951642394,North America,RSCH SUBAWRD,51438
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,136312
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,59861
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,102765
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,47797
201711359349307756,951642394,East Asia and the Pacific,RSCH SUBAWRD,199875
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,108907
201711359349307756,951642394,North America,RSCH SUBAWRD,75000
201711359349307756,951642394,North America,RSCH SUBAWRD,27664
201711359349307756,951642394,East Asia and the Pacific,RSCH SUBAWRD,58573
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,145373
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,88641
201711359349307756,951642394,Middle East and North Africa,RSCH SUBAWRD,112295
201711359349307756,951642394,East Asia and the Pacific,RSCH SUBAWRD,87021
201711359349307756,951642394,Sub-Saharan Africa,RSCH SUBAWRD,19467
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,83215
201711359349307756,951642394,Europe (Including Iceland and Greenland),RSCH/SUBAWRD,40617
201711359349307756,951642394,North America,RSCH/SUBAWRD,40311
201711359349307756,951642394,East Asia and the Pacific,RSCH/SUBAWRD,68511
