object_id,ein,FrmAndLnRfrncDsc
201943539349301209,237125575,Not complied with Sections 4.01-4.05 of Rev. Proc 75-50 (Question 7),EXPLAINED DURING REGISTRATION
202041339349302264,042103638,"Schedule E, Part I, Line 2",Wheaton College is committed to the principles of Equal Opportunity as defined under federal and state law. The college's Notice of Nondiscrimination is available on its website at http://wheatoncollege.edu/policies/eqopp.html and referenced on its Admission webpages.
202041339349302264,042103638,"Schedule E, Part I, Line 3","Wheaton College customarily draws a substantial percentage of its students from the Northeast region of the United States, as well as from many other U.S. states and territories and more than 70 foreign countries. The College follows a racially nondiscriminatory policy as to its students and enrolls students of racial minority groups in meaningful numbers."
202041339349302264,042103638,"Schedule E, Part I, Line 6",Students receive financial aid from state and federal agencies based on predetermined financial and scholastic guidelines consistent with the college's educational mission.
202041339349302344,250969449,"SCHEDULE E, PART I, LINE 3","THE NON-DISCRIMINATORY POLICY AND STATEMENT OF ASSURANCE APPEARS ON PRINTED MATERIALS USED TO COMMUNICATE WITH PROSPECTIVE AND CURRENT STUDENTS AS WELL AS EMPLOYEES OF CARNEGIE MELLON UNIVERSITY. ADDITIONALLY, THE STATEMENT OF ASSURANCE CAN BE FOUND ON CMU'S WEBSITE."
202041339349302344,250969449,"SCHEDULE E, PART I, LINE 6",MONETARY GRANTS WERE RECEIVED FROM FEDERAL AND STATE AGENCIES TO PROVIDE ASSISTANCE TO STUDENTS ATTENDING CARNEGIE MELLON UNIVERSITY.
202041359349303119,310970262,"Schedule E, Part I, Line 3","Martin University uses media advertisements that contain the statement ""Open enrollment"". The non-discriminatory policy is also printed in the University's student handbook."
202041359349303119,310970262,"Schedule E, Part I, Line 6",Martin University receives Title IV funds for student aid and other direct funds from the US department of Education and State Aid.
202041359349303179,880121831,"Schedule E, Part I, Line 3",Statement of nondiscrimination and community ethics is found in College catalogs and the Student Handbook at www.sierranevada.edu.
202041359349303179,880121831,"Schedule E, Part I, Line 6","Sierra Nevada College receives Title IV aid funds for Federal Work Study program, Federal Supplemental Education Opportunity Grant, and the Nevada Incentive Grant."
202011969349301346,030179419,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized","A racial and non-discrimination policy is stated in all brochures, catalogs, newspaper and magazine ads. The policy is also publicized in student solicitation materials."
202011969349301346,030179419,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
202011969349301346,030179419,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
202011969349301346,030179419,"Schedule E, Line 6 - Explanation of Aid or Assistance from Governmental Agency",The College receives Federal Financial aid to award to eligible students
202000879349301400,581363100,"SCHEDULE E, PART I, LINE 3","THE POLICY IS STATED ON ALL OF KING UNIVERSITY'S PRINTED MATERIALS, BROCHURES, AND ONLINE."
202000879349301400,581363100,"SCHEDULE E, PART I, LINE 6",KING UNIVERSITY RECEIVES FINANCIAL ASSSITANCE FROM ONE GOVERNMENTAL AGENCY -THE UNITED STATES DEPARTMENT OF EDUCATION. KING UNIVERSITY PARTICIPATES IN THE TITLE IV STUDENT FINANCIAL AID PROGRAMS. KING UNIVERSITY ALSO RECEIVES FUNDING FROM THE DEPARTMENT OF VETERANS AFFAIRS AND FROM THE STATE OF TENNESSEE AND ITS AGENCIES.
202001929349300200,042105776,"SCHEDULE E, PART I, LINE 3",THE NOTICE OF NON DISCRIMINATION POLICY IS MAILED TO EACH STUDENT. IN ADDITION NOTICES ARE POSTED ON CAMPUS BULLETIN BOARDS AND COLLEGE PORTAL SYSTEM. THE COLLEGE CATALOG ALSO CONTAINS THE COMPLETE POLICY.
202001929349300200,042105776,"SCHEDULE E, PART I, LINE 6",THE COLLEGE IS AWARDED FEDERALLY FUNDED AID TO DISBURSE TO QUALIFIED STUDENTS.
202011369349303121,952261113,"Schedule E, Part I, Line 3",Students applying to the College receive registration materials that state the nondiscrimination policy. The policy is also published on the Pitzer College website: http://catalog.pitzer.edu/content.php?catoid=12&navoid=809. The policy was also published in the local newspaper indicating the non-discrimination policy for the College.
202011369349303121,952261113,"Schedule E, Part I, Line 6","Pitzer College participates in the Pell Grant, Supplemental Educational Opportunity Grant, Cal Grants, College Work-Study, NSF STEM grant scholarships and Perkins Loan programs."
202030879349300438,430653369,"SCHEDULE E, PART I, LINE 3","THE UNIVERSITY REGULARLY PUBLICIZES ITS RACIALLY NONDISCRIMINATORY POLICY IN NEWSPAPERS AND BROADCAST MEDIA AND IS OTHERWISE IN COMPLIANCE WITH REV. PROC. 75-50, 1975 C.B. 587."
202030879349300438,430653369,"SCHEDULE E, PART I, LINE 6A","FINANCIAL AID FROM GOVERNMENTAL AGENCY: THE UNIVERSITY REGULARLY RECEIVES STUDENT AID IN THE FORM OF PELL GRANTS, STUDENT EDUCATIONAL OPPORTUNITY GRANTS, COLLEGE WORK STUDY AND OTHER VARIOUS GRANTS DESIGNED TO AID INDIVIDUALS IN THE PURSUIT OF HIGHER EDUCATION. OTHER GOVERNMENT GRANTS ARE RECEIVED FROM TIME TO TIME AND REVIEWED BY THE SCHOOL'S BUSINESS OFFICE, DIRECTOR OF THE OFFICE OF SPONSORED PROGRAMS AND THE PRESIDENT TO ENSURE FUNDS APPLIED FOR ARE WITHIN THE SPIRIT OF FURTHERING THE PURSUIT OF HIGHER EDUCATION AS STATED IN THE SCHOOL'S MISSION STATEMENT."
202001199349300140,231352613,"SCHEDULE E, PART I, LINE 3","A STATEMENT OF THE UNIVERSITY'S NONDISCRIMINATION POLICY IS INCLUDED IN ALL UNIVERSITY RECRUITING MATERIALS, ON ITS WEB SITE AND IN ALL PUBLISHED ADVERTISEMENTS."
202001199349300140,231352613,"SCHEDULE E, PART I, LINE 6","GWYNEDD MERCY UNIVERSITY RECEIVES FEDERAL FUNDING FROM VARIOUS FEDERAL AND STATE GOVERNMENT AGENCIES UNDER THEIR RESPECTIVE STUDENT FINANCIAL AID ASSISTANCE PROGRAMS. THE UNIVERSITY RECEIVES FUNDING FROM U.S. DEPARTMENT OF EDUCATION UNDER THE FOLLOWING STUDENT FINANCIAL ASSISTANCE PROGRAMS: FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS, FEDERAL WORK STUDY, FEDERAL DIRECT LENDING, FEDERAL PELL GRANTS, AND FEDERAL PERKINS AND NURSING LOAN PROGRAMS. ADDITIONALLY, THE UNIVERSITY RECEIVES FEDERAL FUNDING FROM THE U.S. DEPARTMENT OF EDUCATION FOR ITS UPWARD BOUND PROGRAM AND THE DEPARTMENT OF VETERAN AFFAIRS FOR VETERANS ADMINISTRATION TUITION BENEFITS. GENERAL SUPPORT IS PROVIDED TO THE UNIVERSITY FROM PENNSYLVANIA UNDER ITS INSTITUTIONAL ASSISTANCE GRANT PROGRAM TO PRIVATE COLLEGES AND UNIVERSITIES IN THE STATE AND THE PENNSYLVANIA HIGHER EDUCATION ASSISTANCE PROGRAM FOR STUDENTS. IN ADDITION, THE UNIVERSITY IS AWARDED SPONSORED RESEARCH AND OTHER PROJECT GRANTS BY VARIOUS FEDERAL AGENCIES, INCLUDING THE NATIONAL SCIENCE FOUNDATION (NSF)."
202031339349301788,480559090,"SCHEDULE E, PART I, LINE 3",THE NONDISCRIMINATION POLICY IS POSTED ON THE WEBSITE
202031339349301788,480559090,"SCHEDULE E, PART I, LINE 6",THE COLLEGE PARTICIPATES IN SEVERAL FEDERAL FINANCIAL AID PROGRAMS INCLUDING PELL AND FEDERAL DIRECT LOANS.
202041009349300524,231352652,"SCHEDULE E, PART I, LINE 3","NOTICE OF NONDISCRIMINATORY POLICY AS TO STUDENTS WAS ADVERTISED IN ""THE DAILY NEWS,"" A NEWSPAPER OF GENERAL CIRCULATION IN HUNTINGDON COUNTY. THE POLICY IS ALSO NOTED IN THE BYLAWS, CATALOGS, WEBSITE, HANDBOOKS, AND JOB ANNOUNCEMENTS."
202041009349300524,231352652,"SCHEDULE E, PART I, LINE 6",THE COLLEGE RECEIVES VARIOUS GRANTS AND ASSISTANCE FROM FEDERAL AND STATE AGENCIES FOR THE FUTHERANCE OF ITS CHARITABLE PURPOSE.
202010909349301211,042103865,"SCHEDULE E, PART I, LINE 3","PUBLICATIONS, APPLICATIONS, REGISTRATION FORMS, NEWSPAPER ADVERTISEMENTS, AND SUMMER PROGRAMS MAKE REFERENCE TO THE UNIVERSITY'S RACIALLY NONDISCRIMINATORY POLICY."
202010909349301211,042103865,"SCHEDULE E, PART I, LINE 6","ALL FEDERAL AND STATE FUNDS RECEIVED ARE EXPENDED ENTIRELY FOR STUDENT FINANCIAL AID IN ACCORDANCE WITH THE U.S. OFFICE OF MANAGEMENT AND BUDGET UNIFORM GUIDANCE FOR FEDERAL FUNDS, AND WITH SPECIFIC REQUIREMENTS APPLICABLE TO THE MASSACHUSETTS OFFICE OF STUDENT FINANCIAL ASSISTANCE PROGRAMS FOR STATE FUNDS."
202040739349301419,941339635,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized","THE UNIVERSITY PUBLISHES ITS POLICY IN CATALOGS, PUBLICATIONS, BROCHURES, AND ADVERTISEMENTS."
202040739349301419,941339635,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
202040739349301419,941339635,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
202040739349301419,941339635,"Schedule E, Line 6 - Explanation of Aid or Assistance from Governmental Agency",LINE 6A - EXPLANATION OF GOVERNMENT FINANCIAL AID:THE UNIVERSITY RECEIVES FEDERAL ASSISTANCE TO AWARD FINANCIAL AID TO ELIGIBLE STUDENTS.
202021969349300322,720635884,"SCHEDULE E, LINE 3",THE POLICY OF RACIAL NON-DISCRIMINATION IS PUBLISHED BY THE UNIVERSITY IN ITS BROCHURES & PUBLICATIONS
202021969349300322,720635884,"SCHEDULE E, LINE 6","THE UNIVERSITY RECEIVES FINANCIAL ASSISTANCE TO FUND ITS STUDENT FINANCIAL AID PROGRAMS, FROM THE DEPARTMENT OF EDUCATION, DEPARTMENT OF HEALTH & HUMAN SERVICE, THE NATIONAL INSTITUTE OF HEALTH, AND THE DEPARTMENT OF DEFENSE."
202012539349300006,581494136,"SCHEDULE E, LINE 3",THE NONDISCRIMINATION POLICY IS PUBLISHED IN THE STUDENT CATALOG.
202012539349300006,581494136,"SCHEDULE E, LINE 6",THE SCHOOL ACTS AS A PASS-THROUGH ORGANIZATION FOR FEDERAL FINANCIAL AID RECEIVED THROUGH THE FEDERAL DIRECT STUDENT LOANS AND THE POST-9/11 VETERANS EDUCATIONAL ASSISTANCE. THE SCHOOL ALSO RECEIVES SMALL GRANTS FROM THE DEPARTMENT OF HEALTH AND HUMAN SERVICES TO BE DISTRIBUTED TO STUDENTS IN THE FORM OF STIPENDS.
202000739349301410,952882724,"SCHEDULE E, PART I, LINE 3",THE UNIVERSITY DRAWS STUDENTS NATIONWIDE AND MEETS THE PUBLICITY REQUIREMENT BY INCLUDING A STATEMENT OF POLICY IN ALL BROCHURES AND CATALOGS AND ON THE UNIVERSITY'S WEBSITE.
202000739349301410,952882724,"SCHEDULE E, PART I, LINE 6",FIELDING GRADUATE UNIVERSITY PARTICIPATES IN TITLE IV FEDERAL FINANCIAL AID PROGRAMS PROVIDING STUDENT EDUCATIONAL LOANS TO STUDENTS AND GRANT FUNDS FOR RESEARCH.
202000429349300540,310747997,"Schedule E, Part I, Line 3",The organization's non-discrimination policy is available on the University's website.
202000429349300540,310747997,"Schedule E, Part I, Line 6","The University participates in Federal Title IV student financial aid programs. On-Campus assistance includes SEOG, FWS, and Perkins Loans. Off-Campus includes pass-thru programs; Pell Grants, Direct Loans, and Grad Plus Direct Loans. The University also participates in student educational grants in the states of Florida, California, Ohio, Vermont."
202031329349300908,231352683,"SCHEDULE E, LINE 3","PUBLICATION OF RACIALLY NON-DISCRIMINATORY POLICY SWARTHMORE COLLEGE'S NON-DISCRIMINATORY POLICY IS INCLUDED IN ALL PRINTED AND BROADCAST ADVERTISING, AS WELL AS IN COLLEGE CATALOGS. SUCH POLICY IS ALSO AVAILABLE IN PRINT IN VARIOUS LOCATIONS ON CAMPUS. THE NON-DISCRIMINATORY POLICY FOR SWARTHMORE COLLEGE CAN BE FOUND AT: https://www.swarthmore.edu/equal-opportunity-office/non-discrimination-and -equal-opportunity --------------------"
202031329349300908,231352683,"SCHEDULE E, LINE 6A","DESCRIPTION OF FINANCIAL AID/ASSISTANCE FROM GOV'T AGENCY THE COLLEGE PARTICIPATES IN FIVE FEDERAL STUDENT FINANCIAL AID PROGRAMS: FEDERAL PELL, FSEOG, FEDERAL WORK STUDY, FEDERAL PERKINS LOAN AND FEDERAL STAFFORD LOAN PROGRAMS. THE COLLEGE ALSO PARTICIPATES IN THE PENNSYLVANIA HIGHER EDUCATION ASSISTANCE AGENCY (PHEAA) STUDENT GRANT PROGRAM. THE ONLY DIRECT FINANCIAL ASSISTANCE RECEIVED BY THE COLLEGE FROM A GOVERNMENTAL AGENCY IS THE PHEAA INSTITUTIONAL ASSISTANCE GRANT. --------------------"
202011069349300716,411607453,"SCHEDULE E, PART I, LINE 3","MCAD PUBLISHES ITS NON-DISCRIMINATION POLICY AS STATED ON THE ONLINE APPLICATION. IT READS: ""THE MINNEAPOLIS COLLEGE OF ART AND DESIGN DOES NOT DISCRIMINATE ON THE BASIS OF RACE, COLOR, OR ETHNIC ORIGIN IN ITS ADMISSIONS OR EDUCATIONAL POLICIES, IN SCHOLARSHIPS, FINANCIAL AID, OR LOAN PROGRAMS, IN EMPLOYMENT, OR IN ACCORDING THE RIGHTS, PRIVILEGES AND ACTIVITIES GENERALLY MADE AVAILABLE AT THIS EDUCATIONAL INSTITUTION."""
202011069349300716,411607453,"SCHEDULE E, PART I, LINE 6","THE COLLEGE RECEIVES FINANCIAL ASSISTANCE FROM THE U.S. GOVERNMENT IN CONNECTION WITH VARIOUS PROGRAMS SUCH AS THE FEDERAL PERKINS LOAN PROGRAM, FEDERAL WORK STUDY PROGRAM, PELL GRANT PROGRAM AND FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT PROGRAM. THE COLLEGE ALSO RECEIVES SUPPORT FROM THE STATE OF MINNESOTA THROUGH THE COLLEGE WORK STUDY PROGRAM AND STATE STUDENT SCHOLARSHIPS AND GRANTS."
202011069349301111,231352615,"SCHEDULE E, PART I, LINE 3","ALBRIGHT COLLEGE HAS SATISFIED THE PUBLICITY REQUIREMENT OF IRS REVENUE PROCEDURE 75-50, 1975-2 C.B. 587 SECTION 4.03 BY COMPLYING WITH SECTION 4.02. THE COLLEGE DRAWS A SUBSTANTIAL PERCENTAGE OF ITS STUDENTS NATIONWIDE AND FROM A LARGE GEOGRAPHIC AREA AND ENROLLS MINORITY STUDENTS IN MEANINGFUL NUMBERS, AND, THEREFORE, MEETS THE CONDITION IN SECTION 4.03 - 2(B). THE COLLEGE'S NONDISCRIMINATORY POLICY IS CONTAINED IN ITS SOLICITATION LITERATURE."
202011069349301111,231352615,"SCHEDULE E, PART I, LINE 6","ALBRIGHT COLLEGE PARTICIPATES IN STUDENT FINANCIAL AID ASSISTANCE PROGRAMS OF VARIOUS FEDERAL AND STATE GOVERNMENTAL AGENCIES. FEDERAL PROGRAMS INCLUDE THE PELL GRANT PROGRAM, SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT (SEOG) PROGRAM, FEDERAL WORK STUDY (FWS) PROGRAM, AND THE PERKINS LOAN PROGRAM. STATE PROGRAMS FOR STUDENTS INCLUDE THE PENNSYLVANIA HIGHER EDUCATION ASSISTANCE AGENCY'S (PHEAA) GRANT PROGRAM AND THE PHEAA'S MATCHING FUNDS PROGRAMS WHICH SUPPLEMENT THE FWS PROGRAM. IN ADDITION, THE COLLEGE IS AWARDED SPONSORED RESEARCH AND OTHER PROJECT GRANTS BY VARIOUS LOCAL, STATE, AND FEDERAL AGENCIES, INCLUDING THE NATIONAL SCIENCE FOUNDATION (NSF) AND NATIONAL INSTITUTES OF HEALTH (NIH). IN OCTOBER 2018, THE COLLEGE WAS AWARDED A TITLE III GRANT BY THE U.S. DEPARTMENT OF EDUCATION. GENERAL SUPPORT IS PROVIDED TO ALBRIGHT COLLEGE BY THE COMMONWEALTH OF PENNSYLVANIA UNDER ITS INSTITUTIONAL ASSISTANCE GRANT (IAG) PROGRAM TO PRIVATE COLLEGES AND UNIVERSITIES IN THE STATE."
202011349349301306,237251952,"Schedule E, Part I, Line 3",The School's non-discrimination policy is published in brochures and advertising materials.
202011349349301306,237251952,"Schedule E, Part I, Line 6",The Law School receives financial assistance from the Department of Education to offset the tuition costs for students. The funding that the Law School receives is in the form of Federal Work Study and FFEL.
202000529349300720,810444020,"SCHEDULE E, PART I, LINE 3","THE NONDISCRIMINATORY POLICY IS NOTED ON OUR ADMISSION PRINT MATERIAL, OUR CATALOG, AND IS ALSO POSTED ON OUR WEBSITE."
202030919349300633,430764111,"SCHEDULE E, PART I, LINE 3",RECRUITMENT MATERIALS AND THE COLLEGE CATALOG CONTAIN THE STATEMENT OF FACT THAT THE COLLEGE DOES NOT DISCRIMINATE ON THE BASIS OF RACE.
202030919349300633,430764111,"SCHEDULE E, PART I, LINE 6",FUNDS RECEIVED FROM THE U.S. DEPARTMENT OF EDUCATION FOR STUDENT GRANTS AND LOANS.
202001289349301475,350869045,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY",THE UNIVERSITY'S NONDISCRIMINATORY POLICY IS PUBLICIZED ON ITS WEBSITE AND IN MARKETING MATERIALS.
202001289349301475,350869045,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT","THE UNIVERSITY OFFERS FINANCIAL ASSISTANCE IN THE FORM OF FEDERAL AND STATE ASSISTANCE, SCHOLARSHIPS, GRANTS AND LOANS TO STUDENTS BASED UPON ACADEMIC EXCELLENCE OR FINANCIAL NEED."
201913519349300021,510205293,"SCHEDULE E, PART I, LINE 3","THE POLICY IS PUBLISHED IN THE SCHOOL'S CATALOG, AS WELL AS PUBLICIZED TO THE CHURCHES OF OUR DENOMINATION WHERE STUDENTS ARE RECRUITED."
201913519349300021,510205293,"SCHEDULE E, PART I, LINE 6",STUDENT FINANCIAL AID IN THE FORM OF PELL GRANTS.
202041789349301569,942955205,"SCHEDULE E, PART I, LINE 3",NONDISCRIMINATORY POLICY IS PUBLISHED ON THE ORGANIZATION'S WEBSITE AND PUBLISHED ON THE SAN JOSE MERCURY NEWS DURING REGISTRATION WEEKS FOR SPRING ONCE A YEAR.
202041979349304394,240795453,"SCHEDULE E, PART I, LINE 3",THE NONDISCRIMINATION POLICY IS CLEARLY STATED ON MOST ADMISSIONS ADVERTISEMENTS AND PUBLICATIONS. IT IS ALSO DISCLOSED ON THE SUPPLEMENTAL MATERIAL CREATED BY THE MARKETING AND COMMUNCATIONS OFFICE.
202041979349304394,240795453,"SCHEDULE E, PART I, LINE 6",THE UNIVERSITY AWARDS GRANTS-IN-AID AND SCHOLARSHIPS TO INDIVIDUALS WHO MEET THE UNIVERSITY'S ACADEMIC STANDARDS. THE AMOUNTS OF SUCH AWARDS ARE BASED UPON THE FINANCIAL NEEDS OF EACH APPLICANT. ADDITIONAL FINANCIAL AID IS PROVIDED TO STUDENTS FROM FEDERAL AND STATE PROGRAMS IN WHICH THE UNIVERSITY PARTICIPATES AND FROM MONIES CONTRIBUTED TO THE UNIVERSITY BY ALUMNI AND FRIENDS OF THE UNIVERSITY.
202031979349303368,570314404,"Schedule E, Part I, Line 3",The organization currently enrolls students of racial minority groups in meaningful numbers consistent with the publicity exception found in Rev. Proc. 75-50 section 4.03(2)(b).
202031979349303368,570314404,"Schedule E, Part I, Line 6","The College utilizes the Federal Supplemental Educational Opportunity Grant, Federal Direct Loans, Federal Pell Grants, Federal Work Study, Federal Perkins Loan, and TEACH Grants. The College has received the National Science Foundation Grant for Education and Human Resources. Lastly, the College has loans through the USDA: Community Facility Direct Loan, Community Facility Guaranteed Loan, and the Business and Industry Guaranteed Loan."
202011909349301116,470405319,"SCHEDULE E, PART I, LINE 3",THE COLLEGE'S NONDISCRIMINATORY POLICY IS PUBLISHED IN THE STUDENT HANDBOOK AND IN COLLEGE BROCHURES.
202011909349301116,470405319,"SCHEDULE E, PART I, LINE 6",UNION COLLEGE PARTICIPATES IN THE FOLLOWING FEDERAL PROGRAMS THROUGH THE US DEPARTMENT OF EDUCATION: PELL GRANT PROGRAM; FEDERAL DIRECT LOAN PROGRAM; FEDERAL WORK-STUDY PROGRAM; FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT PROGRAM; FEDERAL PERKINS LOAN PROGRAM; AND FEDERAL NURSING STUDENT LOAN PROGRAM. EXPENDITURES RELATED TO THE PROGRAMS ARE PRIMARILY MADE BY PARTICIPATING STUDENTS AT THE COLLEGE.
202021909349301702,133716314,"SCHEDULE E, PART I, LINE 3","THE SCHOOL DOES NOT DISCRIMINATE AGAINST STUDENTS OF ANY RACE, SEX, COLOR, OR NATIONAL ORIGIN IN ADMINISTERING OF ADMISSION POLICIES, EDUCATIONAL POLICIES, ANY RIGHTS AND PRIVILEGES, SCHOLARSHIPS OR FINANCIAL AID MADE AVAILABLE TO STUDENTS."
202021909349301702,133716314,"SCHEDULE E, PART I, LINE 6",THE ORGANIZATION RECEIVES FINANCIAL CONTRIBUTIONS FROM A LOCAL GOVERNMENT AGENCY IN RETURN FOR PROVIDING CULTURAL EXPERIENCES FOR LOCAL RESIDENTS.
202031679349300403,941279798,"SCHEDULE E, PART I, LINE 3","THE COLLEGE'S RACIALLY NONDISCRIMINATORY POLICY IS AVAILABLE ON THE PUBLIC WEBSITE, IN THE SCHOOL CATALOG AND OTHER PRINTED MATERIALS USED FOR RECRUITMENT AND REGISTRATION, AND WAS EMAILED TO ALL FACULTY AND STAFF."
202031679349300403,941279798,"SCHEDULE E, PART I, LINE 6A",PACIFIC UNION COLLEGE RECEIVES ACCESS TO FEDERAL FUNDS FOR EDUCATIONAL LOANS AND SCHOLARSHIPS.
202030579349301648,942356338,"SCHEDULE E, PART I, LINE 3","THE COLLEGE'S NON-DISCRIMINATION POLICY IS PUBLISHED IN ITS COLLEGE CATALOG, AND IS ALSO PUBLISHED ANNUALLY IN THE SACRAMENTO BEE NEWSPAPER. IT WAS LAST PUBLISHED APRIL 11, 2019."
202001269349302150,953909672,"SCHEDULE E, PART I, LINE 3",SOKA UNIVERSITY PUBLISHES ITS NONDISCRIMINATORY POLICY IN THE NEWSPAPER IN ORDER TO MAKE THE POLICY KNOWN TO ALL PARTS OF THE GENERAL COMMUNITY IT SERVES.
202001269349302150,953909672,"SCHEDULE E, PART I, LINE 6","U.S. DEPARTMENT OF EDUCATION FEDERAL PELL GRANT PROGRAM, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT, AND FEDERAL WORK STUDY."
202020999349300017,410693979,"SCHEDULE E, PART I, LINE 3","THE COLLEGE DOES NOT ENGAGE IN SIGNIFICANT ADVERTISING ACTIVITIES VIA NEWSPAPERS OR BROADCAST MEDIA. HOWEVER, WHEN THE COLLEGE POSTS JOB OPENINGS IN NEWSPAPERS THE APPLICABLE DISCRIMINATION POLICIES ARE INCLUDED."
202020999349300017,410693979,"SCHEDULE E, PART I, LINE 6","ST. OLAF PARTICIPATES IN THE FEDERAL STUDENT FINANCIAL AID PROGRAM ADMINISTERED THROUGH THE US DEPARTMENT OF EDUCATION. ST. OLAF STUDENTS RECEIVE FUNDING FROM CAMPUS BASED PROGRAMS (PERKINS, SEOG AND FEDERAL WORK STUDY) AS WELL AS FEDERAL PELL GRANTS AND FEDERAL STUDENT LOANS. IN ADDITION, ST. OLAF STUDENTS RECEIVE FUNDING VIA THE MINNESOTA STATE GRANT, WORK STUDY AND SELF LOAN PROGRAMS ADMINISTERED THROUGH THE MINNESOTA OFFICE OF HIGHER EDUCATION. THE COLLEGE ALSO RECEIVED OTHER GRANTS THOUGH FEDERAL AND STATE PROGRAMS, SUCH AS THE DEPARTMENT OF EDUCATION AND NATIONAL SCIENCE FOUNDATION."
202021009349300737,582624570,"Schedule E, Part I, Line 3","The school's nondiscriminatory policy can be found on page 3 of the 2018 - 2019 Academic Catalog. https://www.shorter.edu/wp-content/uploads/2018-2019-Catalog- PDF.pdf The policy has also been added to the Shorter University website. The addition of the policy to the website will allow the University to respond ""yes"" to this question on future returns. https://www.shorter.edu/"
202021009349300737,582624570,"Schedule E, Part I, Line 6","The federal government awards the University various monies restricted for student financial aid. The monies are awarded through four federal programs: Pell Grant (Pell), Federal Direct Student Loans (FDL), Federal Work Study (FWS), Federal Supplemental Educational Opportunity Grant (FSEOG) and TEACH grants (TEACH)."
202011149349300811,042108376,"PART I, LINE 3",WESTERN NEW ENGLAND UNIVERSITY'S NONDISCRIMINATION POLICY IS SPECIFICALLY STATED IN THEIR BY-LAWS AND IS INCLUDED IN ALL PRINTED MATERIALS.
202011149349300811,042108376,"PART I, LINE 6","GOVERNMENT AID FINANCIAL AID AND ASSISTANCE FROM GOVERNMENTAL AGENCIES CONSISTS OF US DEPARTMENT OF EDUCATION FINANCIAL AID, STATE OF MASSACHUSETTS FINANCIAL AID, AND FEDERAL AND STATE RESEARCH GRANT FUNDS."
202021269349302062,540505945,"Schedule E, Part I, Line 3","Roanoke College's nondiscriminatory policy is posted on its website for prospective and current students, prospective and current employees, and the general public. It is also on all printed materials provided to, prospective students and employees, and upon request to the general public."
202021269349302062,540505945,"Schedule E, Part I, Line 6","Roanoke College receives financial aid funds from the federal government which are passed-through to individual students in the form of PELL grants, SEOG grants, TEACH grants, and federal CWS (college work study) grants."
202021269349302062,540505945,"Schedule E, Part I, Line 6a","Roanoke College receives financial aid funds from the federal government which are passed-through to individual students in the form of PELL grants, SEOG grants, TEACH grants, and federal CWS (college work study) grants."
202011369349303136,920158414,"SCHEDULE E, LINE 6","THE COLLEGE RECEIVES FUNDING FROM THE BUREAU OF INDIAN AFFAIRS AS A 1994 LAND GRANT ELIGIBLE COLLEGE, WE ALSO BENEFIT FROM PELL GRANTS, SEOG AND FEDERAL WORK STUDY FUNDING FOR OUR STUDENTS. A PORTION OF THE WORK STUDY MONEY GOES TO PAY THE OVERHEAD OF RUNNING THE FINANCIAL AID OFFICE."
202012529349300006,416059072,"SCHEDULE E, LINE 3",POLICY IS CONTAINED IN THE STUDENT INFORMATION BROCHURE AND ON WEBSITE AT WWW.NURSEANASTHESIA.ORG/PROSPECTIVESTUDENTS/STUDENTINFO.HTML.
202031119349301618,956151774,"SCHEDULE E, PART I, LINE 3","CHARLES DREW HAS PUBLICIZED ITS RACIALY NONDISCRIMINATORY POLICY THROUGH THE COURSE CATALOG, THE WEBSITE STATEMENT, THE APPLICATION FOR ADMISSION, THE ADMISSIONS PUBLICATIONS, THE FINANCIAL AID APPLICATION, THE EMPLOYEMENT APPLICATION AND OTHER EMPLOYMENT MATERIALS."
202031119349301618,956151774,"SCHEDULE E, PART I, LINE 6","CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE RECEIVES GOVERNMENT FUNDING FROM FEDERAL, STATE AND LOCAL AGENCIES FOR THE PRIMARY PURPOSE OF RESEARCH AND DEVELOPMENT ACTIVITIES AS WELL AS COMMUNITY EDUCATION AND SERVICE."
202041009349300444,166031585,"Schedule E, Part I, Line 3","The following statement is used in all publications and placed in media advertising at least once each year. Hilbert College is open to men and women regardless of faith, race, age, physical handicap, or national origin. All students have an equal opportunity to pursue their educational goals through programs available at the college."
202041009349300444,166031585,"Schedule E, Part I, Line 6",Hilbert College annually receives funding from New York State in the form of Bundy Aid. The amount of funding is based on the number of students who graduated from the college in the preceding year. The amount of financial assistance is an industry standard among institutions of higher education in New York State and is used by Hilbert College to fund scholarships for Hilbert College students.
