object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,ExclsnAmt
201503039349300205,582155150,EHR REVENUE,621990,808313,808313
201503039349300205,582155150,CAFETERIA SALES,722514,407562,407562
201503039349300205,582155150,CASH DISCOUNTS,621990,369298,369298
201503039349300235,411814223,FUNDRAISING SERVICE REVENUE,621400,6470986,6470986
201513099349300116,596163303,MISCELLANEOUS REVENUES,48021,48021
201513099349300131,620636239,Meaningful Use,900099,2078509,2078509
201513099349300131,620636239,Cafeteria Sales,722212,889578,889578
201513099349300131,620636239,Gift Shop,453220,171639,171639
201513099349300136,316054097,OTHER REVENUE,900099,2,2
201503039349300910,208262083,MISCELLANEOUS REVENUE,12417,12417
201503039349300910,208262083,ANIMALS,1084,1084
201503039349300910,208262083,CANDY SALES,1014,1014
201503039349301010,382776791,MISCELLANEOUS,900099,2028173,2028173
201503039349301010,382776791,SERVICES TO AI & PHO OF BBC,900099,1114522,1114522
201503039349301010,382776791,CAFETERIA REVENUE,722210,1026852,1026852
201503039349301030,431482136,ADMINISTRATION INCOME,493597,493597
201503039349301030,431482136,MISCELLANEOUS INCOME,5131,5131
201543139349302914,431284335,MISCELLANEOUS INCOME,311
201543139349302934,364236714,MISCELLANEOUS,541900,2450,2450
201543139349303024,201155620,Other Income,611620,473,473
201533109349301693,364207887,OTHER,900099,23610,23610
201533109349301693,364207887,NLS SERVICE FEES,900099,100,100
201533139349301118,201690146,OTHER INCOME,900099,13802,13802
201533139349301123,521140942,OTHER INCOME,900099,6723,6723
201533139349301168,742561471,ACQUIS. OF CASTLE ROCK,5365900,5365900
201533139349301168,742561471,"CFIRST, LLC INCOME",623000,27968,27968
201533139349301168,742561471,OTHER REVENUES,623000,609799,609799
201533139349301188,561630045,RENTAL INCOME,120,120
201533139349301208,751439170,RESERVE FOR LOAN LOSS,900099,-116000,-116000
201533139349301213,351406033,MISCELLANEOUS,900099,25865,25865
201533139349301213,351406033,NETWORKING EVENTS,900099,15182,15182
201533139349301213,351406033,INCOME FROM PARTNERSHIP INVESTMEN,900099,7744,7744
201533139349301223,680211969,OTHER,3437,3437
201533139349301223,680211969,Royalties,22844,22844
201533139349301248,410977369,THERAPY,900099,547324,547324
201533139349301248,410977369,OTHER HOSPITAL REVENUE,900099,131528,131528
201533139349301248,410977369,PHARMACY SERVICES,900099,109024,109024
201533149349303753,510172774,MISCELLANEOUS REVENUE,900099,556,556
201533149349303758,990305884,OTHER INCOME,900099,7387,7387
201533149349303773,911182427,MISCELLANEOUS,624100,2500,2500
201533149349303778,330411257,IN-HOUSE SALE OF SNACK,445200,10186,10186
201533149349303803,043265555,RENTAL INCOME-SUBLET SPACE,1500,1500
201533149349303803,043265555,ADMINISTRATIVE FEES,1235,1235
201533149349303803,043265555,ADJ. TO GRANT REVENUES,-2200,-2200
201533159349301338,042160528,MISCELLANEOUS,624100,8674,8674
201533159349301413,131623848,WATERSCAPE RESORT SETTLEMENT,900099,210000,210000
201533159349301413,131623848,CONSULTING,541610,7000,7000
201533159349301413,131623848,LICENSE FEES,900099,1249,1249
201533159349301428,330828803,SNACK SHACK INCOME,49367,49367
201543159349303244,136161632,REALIZED GAIN (LOSS),-2574,-2574
201543159349303244,136161632,UNREALIZED GAIN (LOSS),-27368,-27368
201543159349303259,591592524,OTHER REVENUE,900099,40210,40210
201543169349302859,521110642,MISCELLANEOUS REVENUE,900099,11771,11771
201543169349302864,132569185,ADVERTISING,541800,128106,128106
201543169349302864,132569185,ANNUITY INCOME,900099,3029,3029
201543169349302864,132569185,REBATES,900099,2352,2352
201543169349302914,431505584,MISCELLANEOUS INCOME,717,717
201543169349302924,581781761,SALE OF SOFTWARE LICENSE,541519,5000,5000
201543169349302924,581781761,SALES TAX REFUNDS,1199,1199
201543169349302994,222271921,VACANCY LOSS SUBSIDY,531110,7876,7876
201543169349302994,222271921,OTHER INCOME,561499,6241,0,6241
201543169349303014,311334762,REALIZED GAIN/LOSSES ON INVESTMENTS,623000,29811,29811
201543169349303014,311334762,MANAGEMENT FEES,623000,32500,32500
201533169349304593,411972792,FUNDRAISING REVENUE NET,1353,1353
201533169349304598,256065058,MISCELLANEOUS,853,853
201533169349304598,256065058,"COMMISSIONS, O P & SALES TAX",5,5
201533169349304648,510646454,LAUNDRY REVENUE,900099,1281,1281
201533169349304648,510646454,MISCELLANEOUS,900099,35,35
201543109349300014,131096620,WRITE OFF OF PRIOR YEAR LIABILITY,900099,172912,172912
201543109349300014,131096620,MISCELLANEOUS,900099,124271,124271
201543109349300024,746042276,OTHER INCOME,900099,574,574
201543139349303404,770514995,Bank Refund,24
201543139349303404,770514995,state tax board return,10
201543139349303504,911819560,MISCELLANEOUS,3534,3534
201543149349301214,264307457,LAUNDRY INCOME,900099,10159,10159
201543149349301214,264307457,APPLICATION FEES,900099,9450,9450
201543149349301214,264307457,CONFERENCE HOUSING INC,900099,4814,4814
201543149349301219,273212345,MISCELLANEOUS INCOME,999999,3723,3723
201543149349301234,990109908,TRANSPORTATION,900099,3344225,3344225
201543149349301234,990109908,HAWAII CAPTL GOODS CREDIT,900099,11342,11342
201543149349301309,046152382,Miscellanoeus
201543149349301349,223171529,Other,28978,28978
201543149349301349,223171529,Program/Advertising,541800,19534,19534
201543149349301349,223171529,Dubbing,515100,877,877
201543149349301359,133447888,MISCELLANEOUS,900099,18123,18123
201543149349301404,582065576,OTHER,20,20
201543149349301409,520591537,Other Rv. pass thru Trust,900099,2001,2001
201543159349303519,730724546,MEALS,623000,31109,31109
201543159349303519,730724546,CABLE FEE,623000,26266,26266
201543159349303519,730724546,MISCELLANEOUS,623000,16258,16258
201543169349303069,061065828,MISC REIMBURSMENT,560,560
201543169349303154,150551485,OTHER INCOME,167,167
201543169349303154,150551485,UNREALIZED GAIN ON INVESTMENT,-10106,-10106
201523209349309412,721484313,REFUNDS,900099,2283,2283
201523209349309422,591033966,OTHER INCOME,621300,70823,70823
201523209349309432,310586407,MISCELLANEOUS INCOME,162,162
201523209349309457,141338574,MISCELLANEOUS,629,629
201523209349309467,431689138,MISCELLANEOUS INCOME,30190,30190
201523209349309477,237221094,MISCELLANEOUS INCOME,900099,8975,8975
201523209349309477,237221094,MERCHANDISE SALE,900099,137,137
201533169349301178,344428218,EMPLOYEE PHARMACY,446110,5336554,5336554
201533169349301178,344428218,DIETARY SERVICES,722210,1545551,1545551
201533169349301178,344428218,OFFICE RENTS,531190,1464391,1464391
201533169349301198,630328643,MISCELLANEOUS INCOME,900099,13858,13858
201533169349301203,161312766,LAUNDRY,900099,1069,1069
201533169349301203,161312766,MISCELLANEOUS,900099,524,524
201533169349301213,593212743,Tenant Charges
201513039349301026,931151382,BOOK SALES,900099,4513,4513
201513039349301031,952687693,Miscellaneous revenue,799,799
201513039349301056,237131829,MISCELLANEOUS,900099,7243,7243
201513039349301091,954507153,LAUNDRY & VENDING,531110,1408,1408
201513039349301091,954507153,MISCELLANEOUS INCOME,531110,826,826
201513039349301091,954507153,TENANT CHARGES,531110,75,75
