202011969349302901,060646973,Panco Strategic Real Estate Fund IV LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,831481792,Investment,DE,Yale University,Excluded,-28724045,69923686,false,0,false,0.8422
202011969349302901,060646973,Manaslu Fund II LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,981158285,Investment,CJ,Fourth Century LLC,Excluded,9883916,68781324,false,false,0.5085
202011969349302901,060646973,Bayroot LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,200390410,Investment,DE,Fourth Century LLC,Excluded,2748746,61723444,false,false,0.9881
202011969349302901,060646973,Sedgwick LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260483594,Investment,NV,Fifth Century LP,Excluded,3440652,60751367,false,false,0.7984
202011969349302901,060646973,CYR Fund LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260270646,Investment,DE,CYR Holdings LP,Excluded,2591346,51708627,false,false,0.8543
202011969349302901,060646973,Ridgefield IX LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,901007364,Investment,DE,Fourth Century LLC,Excluded,287594,50390201,false,false,0.7984
202011969349302901,060646973,RCP Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202008465,Investment,NV,Fifth Century LP,Excluded,7349276,45507617,false,false,0.996
202011969349302901,060646973,TDRC II-A LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205025534,Investment,NV,Fifth Century LP,Excluded,6854329,43334326,false,false,0.996
202011969349302901,060646973,VERNON LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,800904292,Investment,DE,Fourth Century LLC,Excluded,8591940,42488466,true,29464,false,0.7984
202011969349302901,060646973,Ramsgate VIII LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,205259910,Investment,DE,Fourth Century LLC,Excluded,0,42354765,false,false,0.7984
202011969349302901,060646973,Ramsgate XI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,465209548,Investment,DE,Fourth Century LLC,Excluded,0,41537205,false,false,0.7984
202011969349302901,060646973,MEP IX LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,752537935,Investment,DE,Fourth Century LLC,Excluded,-15390018,41422769,false,0,false,0.998
202011969349302901,060646973,ECP II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260151337,Investment,NV,Fifth Century LP,Excluded,20195231,41264846,false,false,0.996
202011969349302901,060646973,Luxiver LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,451504333,Investment,DE,Yale University,Unrelated,-22422198,38589157,false,-26108816,false,0.9952
202011969349302901,060646973,Omaha LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,Investment,CA,OM Holdings LP,Excluded,-2592536,35537147,false,false,0.986
202011969349302901,060646973,SP 8 Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260558478,Investment,NV,Fifth Century LP,Excluded,3059051,34742255,false,false,0.996
202011969349302901,060646973,Fulton LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,260165041,Investment,DE,Fourth Century LLC,Excluded,259835,34132063,false,false,0.7984
202011969349302901,060646973,Kenwood 2014 LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,465704870,Investment,DE,Fourth Century LLC,Excluded,2021492,33174093,true,9698,false,0.7984
202011969349302901,060646973,Gloster LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,201263980,Investment,DE,Fourth Century LLC,Excluded,3279,31950361,false,false,0.7984
202011969349302901,060646973,HERNDON IV LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,471698457,Investment,DE,Fourth Century LLC,Unrelated,-145188,30864210,true,-316157,false,0.7984
202011969349302901,060646973,JPS Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208909921,Investment,NV,Fifth Century LP,Excluded,17762442,28606419,false,false,0.996
202011969349302901,060646973,ABINGDON LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,611707283,Investment,DE,Fourth Century LLC,Excluded,2759497,27676806,true,-197780,false,0.7984
202011969349302901,060646973,HERNDON LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,371659934,Investment,DE,Fourth Century LLC,Excluded,850616,27214649,false,false,0.7984
202011969349302901,060646973,NLVF II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261545222,Investment,NV,Fifth Century LP,Excluded,12601697,27200718,false,false,0.996
202011969349302901,060646973,Uhle LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,273981909,Investment,DE,Fourth Century LLC,Excluded,6014578,25783550,true,-418961,false,0.7984
202011969349302901,060646973,MACOMB XI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,800958889,Investment,DE,Fourth Century LLC,Excluded,5130039,25680055,true,-255526,false,0.7984
202011969349302901,060646973,CAUTHEN VII LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,263653027,Investment,DE,Fourth Century LLC,Excluded,5089562,24666995,true,376044,false,0.7984
202011969349302901,060646973,ARC Energy Fund 9 US LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,981441560,Investment,CA,Yale University,Excluded,104344,24360823,true,0,false,0.495
202011969349302901,060646973,Radford LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,455470954,Investment,DE,Fourth Century LLC,Excluded,4581292,24098562,false,false,0.7984
202011969349302901,060646973,Typhoon LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,010685132,Investment,DE,Fourth Century LLC,Excluded,1748159,24022837,false,false,0.9127
202011969349302901,060646973,Kenwood LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,383863347,Investment,DE,Fourth Century LLC,Excluded,7261699,23294057,false,false,0.7984
202011969349302901,060646973,IVP VI Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208699381,Investment,NV,Fifth Century LP,Excluded,-681852,23060846,false,false,0.996
202011969349302901,060646973,HEVP II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261828824,Investment,NV,Fifth Century LP,Excluded,-2544253,22889139,false,false,0.996
202011969349302901,060646973,Farallon Capital Institutional Partners 25 LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,943388317,Investment,DE,Yale University,Unrelated,394643,22438757,true,1238309,false,0.8726
202011969349302901,060646973,Merriweather LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,043664410,Investment,DE,Fourth Century LLC,Excluded,592111,22257054,false,false,0.988
202011969349302901,060646973,CAUTHEN VI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208202030,Investment,DE,Fourth Century LLC,Excluded,-1182346,21561685,true,178280,false,0.7984
202011969349302901,060646973,Corbin VII LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,472456807,Investment,DE,Fourth Century LLC,Excluded,2348848,20226638,false,false,0.7984
202011969349302901,060646973,Veitch LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,450999084,Investment,DE,Fourth Century LLC,Excluded,14700682,20181697,true,-101488,false,0.7984
202011969349302901,060646973,Windom LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261768804,Investment,NV,Fifth Century LP,Unrelated,1099892,20035205,true,972237,false,0.7984
202011969349302901,060646973,POE LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262765485,Investment,NV,Fifth Century LP,Excluded,7880084,19419794,true,-38584,false,0.7984
202011969349302901,060646973,AEF 6 US Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262867531,Investment,NV,Fifth Century LP,Excluded,-9421562,18828156,false,false,0.996
202011969349302901,060646973,Whitehaven XI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,371738599,Investment,DE,Fourth Century LLC,Excluded,2055855,17635959,false,false,0.7984
202011969349302901,060646973,Wynnwood VIII LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,263294405,Investment,NV,Fifth Century LP,Excluded,-2542781,17624554,true,-690509,false,0.7984
202011969349302901,060646973,Harbor Hills Development LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,161453802,Investment,DE,Harbor Hills Holdings LP,Excluded,225166,17137191,true,-190594,false,0.99
202011969349302901,060646973,Sangamore III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,260753284,Investment,DE,Fourth Century LLC,Excluded,13589129,16356581,false,false,0.7984
202011969349302901,060646973,FILLMORE LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,453783115,Investment,DE,Fourth Century LLC,Excluded,1542986,16220743,false,false,0.7984
202011969349302901,060646973,Ramsgate X LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,273616177,Investment,DE,Fourth Century LLC,Excluded,2138258,15827725,false,false,0.7984
202011969349302901,060646973,Tilden III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,462024260,Investment,DE,Fourth Century LLC,Excluded,5405189,15342440,false,false,0.7984
202011969349302901,060646973,Yadkin IV LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,461569715,Investment,DE,Fourth Century LLC,Excluded,905421,15112297,true,559,false,0.7984
202011969349302901,060646973,IRIS 2009 LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,264100777,Investment,NV,Fifth Century LP,Excluded,1254855,14550866,false,false,0.996
202011969349302901,060646973,CLEVELAND LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,900743297,Investment,DE,Fourth Century LLC,Excluded,513770,14546841,false,false,0.7984
202011969349302901,060646973,Woodway LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261206761,Investment,NV,Fifth Century LP,Excluded,9076653,14195224,true,40361,false,0.7984
202011969349302901,060646973,Cauthen VIII LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,452750613,Investment,DE,Fourth Century LLC,Excluded,-469201,13796093,true,-296296,false,0.7984
202011969349302901,060646973,BCVF 2007 Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205965183,Investment,NV,Fifth Century LP,Excluded,8177840,13528307,false,false,0.996
202011969349302901,060646973,AEF 5 US Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204076676,Investment,NV,Fifth Century LP,Excluded,-6249525,13012203,false,false,0.996
202011969349302901,060646973,Barton LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,352497887,Investment,DE,Fourth Century LLC,Excluded,-191619,12981991,false,false,0.7984
202011969349302901,060646973,Kenwood 2014-A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,465722301,Investment,DE,Fourth Century LLC,Excluded,222136,12893851,true,-120494,false,0.7984
202011969349302901,060646973,Lorton LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,454238865,Investment,DE,Fourth Century LLC,Unrelated,-27494,12615341,true,-21702,false,0.7984
202011969349302901,060646973,Ridgefield VIII LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261603389,Investment,NV,Fifth Century LP,Excluded,5107527,11922713,true,533923,false,0.7984
202011969349302901,060646973,Danville LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,453531407,Investment,DE,Fourth Century LLC,Excluded,3148621,11469302,true,292071,false,0.7984
202011969349302901,060646973,Freshet Wind Energy LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,331200160,Investment,DE,FWEB LLC,Excluded,557510,11156897,false,false,0.7984
202011969349302901,060646973,The Lyme Forest Fund V TE LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,832527383,Investment,DE,Yale University,Unrelated,-112353,10845455,false,-177441,false,0.8616
202011969349302901,060646973,Cauthen IX LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,465376519,Investment,DE,Fourth Century LLC,Excluded,51185,10589972,true,-18,false,0.7984
202011969349302901,060646973,Calvert VI LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261603346,Investment,NV,Fifth Century LP,Excluded,849794,10287675,true,-65117,false,0.7984
202011969349302901,060646973,Calvert LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203960036,Investment,NV,Fifth Century LP,Unrelated,-1458208,10260839,true,-1753712,false,0.7984
202011969349302901,060646973,Alderbrook LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202939768,Investment,NV,Fifth Century LP,Excluded,2429695,10169439,true,72540,false,0.7984
202011969349302901,060646973,Quinn LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,263879664,Investment,NV,Fifth Century LP,Excluded,2259318,10038816,false,false,0.7984
202011969349302901,060646973,FIF IV (CFA) Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204764198,Investment,NV,Fifth Century LP,Unrelated,-25246,10016671,true,-123369,false,0.996
202011969349302901,060646973,Whitehaven X LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,275205346,Investment,DE,Fourth Century LLC,Excluded,1,9807588,false,false,0.7984
202011969349302901,060646973,HUIDIKOPER LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,264196504,Investment,NV,Fifth Century LP,Excluded,838246,9720008,false,false,0.7984
202011969349302901,060646973,JBG Investment Fund IV LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,010815265,Investment,DE,Fourth Century LLC,Excluded,-20070419,9662493,true,-1780980,false,0.5988
202011969349302901,060646973,Corbin LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,201263962,Investment,DE,Fourth Century LLC,Excluded,-588779,9559442,true,-32778,false,0.7984
202011969349302901,060646973,KCF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208861865,Investment,NV,Fifth Century LP,Excluded,12312624,9528878,false,false,0.996
202011969349302901,060646973,Ode IV LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,611724296,Investment,DE,Fourth Century LLC,Excluded,0,9387165,false,false,0.7984
202011969349302901,060646973,Harbor Hills Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,020729602,Investment,DE,Yale University,Unrelated,-175597,8988833,true,-586571,false,1.00
202011969349302901,060646973,Wynnwood II LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205548320,Investment,NV,Fifth Century LP,Excluded,-3761401,8500614,true,-284432,false,0.7984
202011969349302901,060646973,JPF V Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202008388,Investment,NV,Fifth Century LP,Excluded,15459352,8232664,true,5751073,false,0.996
202011969349302901,060646973,Gloster III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208833953,Investment,DE,Fourth Century LLC,Excluded,0,8058479,false,0,false,0.7984
202011969349302901,060646973,PEPF IV Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260290250,Investment,NV,Fifth Century LP,Excluded,2316,7907408,false,false,0.996
202011969349302901,060646973,Alamance VII LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,452046522,Investment,DE,Fourth Century LLC,Excluded,6568742,7325044,false,false,0.7984
202011969349302901,060646973,Arlington LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,383909979,Investment,DE,Fourth Century LLC,Excluded,0,6581697,false,0,false,0.7984
202011969349302901,060646973,Fessenden LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262270383,Investment,NV,Fifth Century LP,Excluded,2293185,6567185,false,false,0.7984
202011969349302901,060646973,ANACONDA LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,065208239,Investment,CA,Fifth Century LP,Excluded,-1221677,6518218,false,false,0.988
202011969349302901,060646973,Volta IV LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,270914710,Investment,DE,Fourth Century LLC,Excluded,5655904,6478453,true,378838,false,0.7984
202011969349302901,060646973,Dent VI LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262867610,Investment,NV,Fifth Century LP,Excluded,-2826244,5826560,false,false,0.7984
202011969349302901,060646973,SP II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260697863,Investment,NV,Fifth Century LP,Excluded,50626790,5654637,true,-201704,false,0.996
202011969349302901,060646973,Barton-A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,611732894,Investment,DE,Fourth Century LLC,Excluded,782601,5188181,false,false,0.7984
202011969349302901,060646973,Garfield LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204592367,Investment,NV,Fifth Century LP,Excluded,131297,5153729,false,false,0.7984
202011969349302901,060646973,AVON LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204056103,Investment,NV,Fifth Century LP,Excluded,-3487099,4800009,true,20555,false,0.7984
202011969349302901,060646973,HEVP Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204982016,Investment,NV,Fifth Century LP,Excluded,9080746,4639332,false,false,0.996
202011969349302901,060646973,Scott LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,273616316,Investment,DE,Fourth Century LLC,Excluded,6770681,4607625,true,166917,false,0.7984
202011969349302901,060646973,MEP IV Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260646713,Investment,NV,Fifth Century LP,Excluded,2130696,4418691,false,false,0.996
202011969349302901,060646973,Osceola LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202008431,Investment,NV,Fifth Century LP,Excluded,7284182,3881962,true,2706397,false,0.7984
202011969349302901,060646973,Kilimanjaro Fund LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,981288980,Investment,CJ,Yale University,Excluded,69,3847416,true,false,0.7979
202011969349302901,060646973,Tilden II LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,274210952,Investment,DE,Fourth Century LLC,Excluded,1495967,3760604,false,false,0.7984
202011969349302901,060646973,GEF II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,260348232,Investment,NV,Fifth Century LP,Excluded,4589659,3684777,false,false,0.996
202011969349302901,060646973,FRC II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261670120,Investment,NV,Fifth Century LP,Excluded,103323284,3657211,false,false,0.996
202011969349302901,060646973,BE III Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205495967,Investment,NV,Fifth Century LP,Excluded,-709785,3627769,false,false,0.996
202011969349302901,060646973,Whitehaven LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,263915778,Investment,DE,Fourth Century LLC,Excluded,981051,3552948,false,false,0.7984
202011969349302901,060646973,Ramsgate IX LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208833887,Investment,DE,Fourth Century LLC,Excluded,0,3375084,false,false,0.7984
202011969349302901,060646973,Wynnwood LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201363230,Investment,NV,Fifth Century LP,Excluded,-1115586,2834043,true,5870,false,0.7984
202011969349302901,060646973,Dent LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204202230,Investment,NV,Fifth Century LP,Excluded,-1325302,2758561,false,false,0.7984
202011969349302901,060646973,Wilson LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202232279,Investment,NV,Fifth Century LP,Excluded,-459477,2669684,false,false,0.7984
202011969349302901,060646973,Chandler LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,320438514,Investment,DE,Fourth Century LLC,Excluded,2501223,2638044,true,-39564,false,0.7984
202011969349302901,060646973,ODE LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,371567347,Investment,DE,Fourth Century LLC,Excluded,0,2446632,false,false,0.7984
202011969349302901,060646973,Yadkin LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202707395,Investment,DE,Fourth Century LLC,Excluded,-39097,2396115,true,4446,false,0.7984
202011969349302901,060646973,LCPF V Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202776532,Investment,NV,Fifth Century LP,Excluded,-8143927,1938617,false,false,0.996
202011969349302901,060646973,Alamance VI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208558864,Investment,DE,Fourth Century LLC,Excluded,11,1802142,false,false,0.7984
202011969349302901,060646973,Manaslu Fund LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,980615593,Investment,CJ,MP-MF Holdings LP,Excluded,-4296340,1755023,false,false,0.9529
202011969349302901,060646973,Yuma LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,261584783,Investment,NV,Fifth Century LP,Excluded,483,1646935,false,false,0.7984
202011969349302901,060646973,MP-MF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,262099979,Investment,NV,Fifth Century LP,Excluded,-4296341,1617776,false,false,0.996
202011969349302901,060646973,BCAF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208453177,Investment,NV,Fifth Century LP,Excluded,64964,1522170,false,false,0.996
202011969349302901,060646973,GHEP III Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203853985,Investment,NV,Fifth Century LP,Excluded,-4457118,1506762,false,false,0.996
202011969349302901,060646973,Klingle LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204592461,Investment,NV,Fifth Century LP,Excluded,2345,1468120,false,false,0.7984
202011969349302901,060646973,BOF Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205923569,Investment,NV,Fifth Century LP,Excluded,-135424,1401567,false,false,0.996
202011969349302901,060646973,OM Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205073267,Investment,NV,Fifth Century LP,Excluded,-7857929,1381973,false,false,0.996
202011969349302901,060646973,Ramsgate IX A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,261797786,Investment,DE,Fourth Century LLC,Excluded,0,1227302,false,false,0.7984
202011969349302901,060646973,Westpath LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202297672,Investment,DE,Fourth Century LLC,Excluded,-1029118,1196660,false,false,0.7984
202011969349302901,060646973,YEI Innovation Fund LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,364773553,Investment,CT,Yale University,Excluded,-47789,1192369,true,0,false,0.5029
202011969349302901,060646973,Strategic Residential Fund I LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,043398268,Investment,DE,Yale University,Excluded,35588786,1100824,true,0,false,0.925
202011969349302901,060646973,Yadkin III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,262477930,Investment,DE,Fourth Century LLC,Excluded,-28604,1073754,true,2469,false,0.7984
202011969349302901,060646973,Roseland Property Partners LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,223283867,Investment,NJ,Yale University,Unrelated,-1,895375,false,-1,false,0.60
202011969349302901,060646973,IVA II Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202652041,Investment,NV,Fifth Century LP,Excluded,6468866,893981,false,false,0.996
202011969349302901,060646973,Ordway LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205189347,Investment,NV,Fifth Century LP,Excluded,5818310,725145,false,false,0.7984
202011969349302901,060646973,Dent A LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,208725065,Investment,NV,Fifth Century LP,Excluded,-124220,717238,false,false,0.7984
202011969349302901,060646973,Edmunds LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,204257832,Investment,NV,Fifth Century LP,Unrelated,1945215,676580,true,1609641,false,0.7984
202011969349302901,060646973,Ogden LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201212114,Investment,NV,Fifth Century LP,Excluded,201685,620939,false,false,0.7984
202011969349302901,060646973,Lorton-A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,454239136,Investment,DE,Fourth Century LLC,Excluded,1501670,570940,false,false,0.7984
202011969349302901,060646973,Hawthorne III LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,260854590,Investment,DE,Fourth Century LLC,Excluded,0,522131,false,false,0.7984
202011969349302901,060646973,Cauthen LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202776143,Investment,DE,Fourth Century LLC,Excluded,-475831,372864,true,33762,false,0.7984
202011969349302901,060646973,Newington LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,200763113,Investment,NV,Fifth Century LP,Excluded,0,372847,false,false,0.7984
202011969349302901,060646973,100 Howe Street Associates LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,061386762,Investment,CT,Yale University,Excluded,181881,364705,true,0,false,0.9708
202011969349302901,060646973,Volta LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203738749,Investment,NV,Fifth Century LP,Excluded,-2586338,347472,false,false,0.7984
202011969349302901,060646973,Luxiver Nawab LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,453117734,Investment,DE,Yale University,Excluded,0,346354,false,0,false,1.00
202011969349302901,060646973,4620 Associates LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,134036667,Investment,DE,Yale University,Excluded,130143,307652,false,0,false,0.8399
202011969349302901,060646973,Goldsboro LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201996058,Investment,NV,Fifth Century LP,Excluded,-3598308,291377,true,-27712,false,0.7984
202011969349302901,060646973,Macomb VIII LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205681131,Investment,NV,Fifth Century LP,Excluded,1186777,186034,true,41301,false,0.7984
202011969349302901,060646973,94 Howe Street Associates LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,061428914,Investment,CT,Yale University,Excluded,51843,137552,true,0,false,0.9193
202011969349302901,060646973,Welborn LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201212127,Investment,NV,Fifth Century LP,Excluded,15738,91580,false,false,0.7984
202011969349302901,060646973,Ramsgate LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,200419757,Investment,DE,Fourth Century LLC,Excluded,0,86760,false,false,0.7984
202011969349302901,060646973,Chicago LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,Investment,CA,Fifth Century LP,Excluded,22990314,84077,false,false,0.988
202011969349302901,060646973,Macomb IX LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,205025458,Investment,NV,Fifth Century LP,Excluded,648669,61370,false,false,0.7984
202011969349302901,060646973,Starfar I Partners LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,943205101,Investment,DE,Yale University,Unrelated,-11413,45301,false,-11413,false,0.6083
202011969349302901,060646973,Corbin VI LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,270773197,Investment,DE,Fourth Century LLC,Excluded,4,13627,false,false,0.7984
202011969349302901,060646973,Tilden LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,208558781,Investment,DE,Fourth Century LLC,Excluded,84697,12944,false,false,0.7984
202011969349302901,060646973,CRANBROOK LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,203115503,Investment,DE,Fourth Century LLC,Excluded,4364,2887,false,false,0.7984
202011969349302901,060646973,Alamance A LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,203484520,Investment,DE,Fourth Century LLC,Excluded,-117297,0,false,false,0.7984
202011969349302901,060646973,Dumbarton LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,203919432,Investment,NV,Fifth Century LP,Excluded,0,0,false,false,0.7984
202011969349302901,060646973,KHP Fund I LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,651232049,Investment,CA,Fourth Century LLC,Excluded,603903,0,true,-561081,false,0.508
202011969349302901,060646973,Noga Partners LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,201192059,Investment,DE,Fourth Century LLC,Excluded,1199387,0,true,38835,false,0.9002
202011969349302901,060646973,SF-New Partners LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,920179258,Investment,DE,Fourth Century LLC,Excluded,224730,0,false,false,0.6466
202011969349302901,060646973,ALAMANCE LLC,c/o Yale University PO Box 208239,New Haven,CT,065208239,202575524,Investment,DE,Fourth Century LLC,Excluded,-196901,0,false,false,0.7984
202011969349302901,060646973,IVP V Co-Investment Holdings LP,c/o Yale University PO Box 208239,New Haven,CT,065208239,202707519,Investment,NV,Fifth Century LP,Excluded,-1941631,0,false,false,0.996
