object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,IdRltdTxExmptOrg_DrctCntrllngNACd,IdRltdTxExmptOrg_CntrlldOrgnztnInd
202121349349302757,311308555,EAST NORRITON PHYSICIANS SERVICES INC,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,232515999,HEALTH CARE SERVICES,PA,501(C)(3),LINE 3,MERCY PHYSICIAN NETWORK,1
202121349349302757,311308555,EDDY LICENSED HOME CARE AGENCY,433 RIVER ST SUITE 3000,TROY,NY,12180,141818568,HOME HEALTH SERVICES,NY,501(C)(3),LINE 3,LTC (EDDY) INC,1
202121349349302757,311308555,EMBRACING AGE INC,333 BUTTERNUT DRIVE,DEWITT,NY,13214,461051881,PACE PROGRAM,NY,501(C)(3),"LINE 12B, II",ST JOSEPH'S HEALTH INC,1
202121349349302757,311308555,EMPIRE HOME INFUSION SERVICE INC,10 BLACKSMITH DRIVE,MALTA,NY,12020,141795732,HOME HEALTH SERVICES,NY,501(C)(3),LINE 10,HOME AIDE SERVICE OF EASTERN NEW YORK INC,1
202121349349302757,311308555,FARREN CARE CENTER INC,114 WOODLAND STREET,HARTFORD,CT,06105,042501711,LONG TERM CARE,MA,501(C)(3),LINE 3,THE MERCY HOSPITAL INC,1
202121349349302757,311308555,FRANCISCAN ELDERCARE CORPORATION,PO BOX 2500,WILMINGTON,DE,19805,223008680,LONG TERM CARE (INACTIVE),DE,501(C)(3),LINE 10,ST FRANCIS HOSPITAL INC,1
202121349349302757,311308555,GLACIER HILLS FOUNDATION,1200 EARHART RD,ANN ARBOR,MI,48105,208072723,FOUNDATION,MI,501(C)(3),"LINE 12A, I",GLACIER HILLS INC,1
202121349349302757,311308555,GLACIER HILLS INC,1200 EARHART RD,ANN ARBOR,MI,48105,381891500,SENIOR LIVING COMMUNITY,MI,501(C)(3),LINE 10,TRINITY CONTINUING CARE SERVICES,1
202121349349302757,311308555,GLEN EDDY INC,1 GLEN EDDY DRIVE,NISKAYUNA,NY,12309,141794150,SENIOR LIVING COMMUNITY,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
202121349349302757,311308555,GLOBAL HEALTH MINISTRY,20555 VICTOR PARKWAY,LIVONIA,MI,48152,421253527,HEALTH CARE SERVICES,MI,501(C)(3),"LINE 12A, I",TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,GOOD SAMARITAN HOSPITAL INC,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,261720984,HEALTH CARE AND HOSPITAL SERVICES,GA,501(C)(3),LINE 3,ST MARY'S HEALTH CARE SYSTEM INC,1
202121349349302757,311308555,GOTTLIEB COMMUNITY HEALTH SERVICES CORPORATION,701 W NORTH AVE,MELROSE PARK,IL,60160,363332852,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,LOYOLA UNIVERSITY HEALTH SYSTEM,1
202121349349302757,311308555,GOTTLIEB MEMORIAL FOUNDATION,701 WEST NORTH AVENUE,MELROSE PARK,IL,60160,743260011,FOUNDATION,IL,501(C)(3),"LINE 12C, III-FI",N/A,0
202121349349302757,311308555,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,MELROSE PARK,IL,60160,362379649,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,LOYOLA UNIVERSITY HEALTH SYSTEM,1
202121349349302757,311308555,HAWTHORNE RIDGE INC,30 COMMUNITY WAY,EAST GREENBUSH,NY,12061,800102840,SENIOR LIVING COMMUNITY,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
202121349349302757,311308555,HEART CENTER OF GREATER WATERBURY INC,114 WOODLAND STREET,HARTFORD,CT,06105,830416893,MANAGEMENT,CT,501(C)(3),"LINE 12A, I",N/A,0
202121349349302757,311308555,HERITAGE HOUSE NURSING CENTER INC,2920 TIBBITS AVE,TROY,NY,12180,141725101,LONG TERM CARE,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
202121349349302757,311308555,HOLY CROSS CARENET INC,PO BOX 9184,FARMINGTON HILLS,MI,48152,521945054,LONG TERM CARE,MD,501(C)(3),LINE 10,TRINITY CONTINUING CARE SERVICES,1
202121349349302757,311308555,HOLY CROSS HEALTH FOUNDATION INC,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,208428450,FOUNDATION,MD,501(C)(3),LINE 7,HOLY CROSS HEALTH INC,1
202121349349302757,311308555,HOLY CROSS HEALTH INC,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,520738041,HEALTH CARE AND HOSPITAL SERVICES,MD,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,HOLY CROSS HOSPITAL INC,4725 NORTH FEDERAL HIGHWAY,FT LAUDERDALE,FL,33308,590791028,HEALTH CARE AND HOSPITAL SERVICES,FL,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,HOLY CROSS OUTPATIENT SERVICES INC,4725 NORTH FEDERAL HIGHWAY,FT LAUDERDALE,FL,33308,465421068,HEALTH CARE SERVICES,FL,501(C)(3),LINE 10,HOLY CROSS HOSPITAL INC,1
202121349349302757,311308555,HOLY CROSS PRIMARY CARE INC,4725 NORTH FEDERAL HIGHWAY,FT LAUDERDALE,FL,33308,812531495,HEALTH CARE SERVICES,FL,501(C)(3),LINE 10,HOLY CROSS HOSPITAL INC,1
202121349349302757,311308555,HOLY CROSS SENIOR SERVICES INC,4725 NORTH FEDERAL HIGHWAY,FT LAUDERDALE,FL,33308,832256461,HEALTH CARE SERVICES,FL,501(C)(3),LINE 10,HOLY CROSS HOSPITAL INC,1
202121349349302757,311308555,HOME & COMMUNITY HEALTH SERVICES INC,114 WOODLAND STREET,HARTFORD,CT,06105,810723591,HOME HEALTH SERVICES,CT,501(C)(3),LINE 10,TRINITY HEALTH OF NEW ENGLAND CORP INC,1
202121349349302757,311308555,HOME AIDE SERVICE OF EASTERN NEW YORK INC,433 RIVER ST SUITE 3000,TROY,NY,12180,141514867,HOME HEALTH SERVICES,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
202121349349302757,311308555,HOSPICE OF NORTH IOWA,232 SECOND STREET SE,MASON CITY,IA,50401,421173708,HOSPICE SERVICES,IA,501(C)(3),LINE 10,MERCY HEALTH SERVICES-IOWA CORP,1
202121349349302757,311308555,HOSPICE OF SIOUXLAND,4300 HAMILTON BLVD,SIOUX CITY,IA,51104,383320710,HOSPICE SERVICES,IA,501(C)(3),"LINE 12A, I",N/A,0
202121349349302757,311308555,IHA HEALTH SERVICES CORPORATION,24 FRANK LLOYD WRIGHT DR LOBBY J,ANN ARBOR,MI,48106,383316559,HEALTH CARE SERVICES,MI,501(C)(3),LINE 10,TRINITY HEALTH-MICHIGAN,1
202121349349302757,311308555,JOHNSON MEMORIAL HOSPITAL INC,114 WOODLAND STREET,HARTFORD,CT,06105,475676956,HEALTH CARE AND HOSPITAL SERVICES,CT,501(C)(3),LINE 3,TRINITY HEALTH OF NEW ENGLAND CORP INC,1
202121349349302757,311308555,LANGHORNE MRI INC,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,232519529,HEALTH CARE SERVICES (INACTIVE),PA,501(C)(3),LINE 10,ST MARY MEDICAL CENTER,1
202121349349302757,311308555,LANGHORNE PHYSICIAN SERVICES INC,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,232571699,HEALTH CARE SERVICES,PA,501(C)(3),LINE 10,ST MARY MEDICAL CENTER,1
202121349349302757,311308555,LIFE AT LOURDES INC,2475 MCCLELLAN AVENUE,PENNSAUKEN,NJ,08109,261854750,PACE PROGRAM,NJ,501(C)(3),LINE 3,TRINITY HEALTH PACE,1
202121349349302757,311308555,LIFE AT ST FRANCIS HEALTHCARE INC,7TH AND CLAYTON STREETS,WILMINGTON,DE,19805,452569214,PACE PROGRAM,DE,501(C)(3),LINE 10,ST FRANCIS HOSPITAL INC,1
202121349349302757,311308555,LIFE ST FRANCIS CORPORATION,7500 K JOHNSON BOULEVARD,BORDENTOWN,NJ,08505,222797282,PACE PROGRAM,NJ,501(C)(3),LINE 10,ST FRANCIS MEDICAL CENTER TRENTON NJ,1
202121349349302757,311308555,LIFE ST JOSEPH OF THE PINES INC,4900 RAEFORD ROAD,FAYETTEVILLE,NC,28304,272159847,PACE PROGRAM,NC,501(C)(3),LINE 3,TRINITY HEALTH PACE,1
202121349349302757,311308555,LIFE ST MARY,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,262976184,PACE PROGRAM,PA,501(C)(3),LINE 10,ST MARY MEDICAL CENTER,1
202121349349302757,311308555,LOYOLA MEDICINE TRANSPORT LLC,905 W NORTH AVE,MELROSE PARK,IL,60160,474147171,TRANSPORTATION SERVICES,IL,501(C)(3),LINE 10,LOYOLA UNIVERSITY MEDICAL CENTER,1
202121349349302757,311308555,LOYOLA UNIVERSITY HEALTH SYSTEM,2160 SOUTH FIRST AVENUE,MAYWOOD,IL,60153,363342448,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,IL,501(C)(3),"LINE 12B, II",TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH FIRST AVENUE,MAYWOOD,IL,60153,364015560,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,LOYOLA UNIVERSITY HEALTH SYSTEM,1
202121349349302757,311308555,LTC (EDDY) INC,2212 BURDETT AVE,TROY,NY,12180,222564710,MANAGEMENT SERVICES FOR LONG TERM CARE,NY,501(C)(3),"LINE 12B, II",ST PETER'S HEALTH PARTNERS,1
202121349349302757,311308555,MARIAN HOME HEALTHCARE,801 5TH STREET,SIOUX CITY,IA,51101,383320705,HOME HEALTH SERVICES (INACTIVE),IA,501(C)(3),"LINE 12A, I",MERCY HEALTH SERVICES-IOWA CORP,1
202121349349302757,311308555,MAXIS HEALTH SYSTEM,20555 VICTOR PARKWAY,LIVONIA,MI,48152,911940902,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,PA,501(C)(3),"LINE 12A, I",TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,MCAULEY CENTER INC,275 STEELE ROAD,WEST HARTFORD,CT,06117,061058086,SENIOR LIVING COMMUNITY,CT,501(C)(3),LINE 10,MERCY COMMUNITY HEALTH INC,1
202121349349302757,311308555,MCAULEY MINISTRIES,3333 FIFTH AVENUE,PITTSBURGH,PA,15213,943436142,GRANT MAKING,PA,501(C)(3),"LINE 12B, II",PITTSBURGH MERCY HEALTH SYSTEM INC,1
202121349349302757,311308555,MEMORIAL HOSPITAL ALBANY NY,600 NORTHERN BLVD,ALBANY,NY,12204,141338457,HEALTH CARE AND HOSPITAL SERVICES,NY,501(C)(3),LINE 3,ST PETER'S HEALTH PARTNERS,1
202121349349302757,311308555,MERCY CARE FOUNDATION INC,424 DECATUR STREET,ATLANTA,GA,30312,581448522,FOUNDATION,GA,501(C)(3),LINE 7,SAINT JOSEPH'S HEALTH SYSTEM INC,1
202121349349302757,311308555,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PENNSYLVANIA,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,231352191,HEALTH CARE AND HOSPITAL SERVICES,PA,501(C)(3),LINE 3,TRINITY HEALTH OF THE MID-ATLANTIC REGION,1
202121349349302757,311308555,MERCY COMMUNITY HEALTH INC,2021 ALBANY AVENUE,WEST HARTFORD,CT,06117,061492707,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,CT,501(C)(3),"LINE 12B, II",TRINITY CONTINUING CARE SERVICES,1
202121349349302757,311308555,MERCY FAMILY SUPPORT,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,PA,19064,232325059,HOME HEALTH SERVICES,PA,501(C)(3),LINE 10,MERCY HOME HEALTH SERVICES,1
202121349349302757,311308555,MERCY FOUNDATION INC,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,363227350,FOUNDATION,IL,501(C)(3),LINE 7,MERCY HEALTH SYSTEM OF CHICAGO,1
202121349349302757,311308555,MERCY GENERAL HEALTH PARTNERS AMICARE HOMECARE,888 TERRACE STREET,MUSKEGON,MI,49440,383321856,HOME HEALTH SERVICES,MI,501(C)(3),LINE 10,TRINITY HOME HEALTH SERVICES,1
202121349349302757,311308555,MERCY HEALTH FOUNDATION OF SOUTHEASTERN PENNSYLVANIA,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,232829864,FOUNDATION,PA,501(C)(3),"LINE 12B, II",TRINITY HEALTH OF THE MID-ATLANTIC REGION,1
202121349349302757,311308555,MERCY HEALTH NETWORK INC,1449 NW 128TH ST BLDG 5,CLIVE,IA,50325,421478417,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,DE,501(C)(3),"LINE 12C, III-FI",N/A,0
202121349349302757,311308555,MERCY HEALTH PARTNERS,1500 E SHERMAN BLVD,MUSKEGON,MI,49444,382589966,HEALTH CARE AND HOSPITAL SERVICES,MI,501(C)(3),LINE 3,TRINITY HEALTH-MICHIGAN,1
202121349349302757,311308555,MERCY HEALTH PLAN,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,222483605,MEDICAID MANAGED CARE PLAN,PA,501(C)(3),"LINE 12B, II",TRINITY HEALTH OF THE MID-ATLANTIC REGION,1
202121349349302757,311308555,MERCY HEALTH SERVICES - IOWA CORP,1000 4TH STREET SW,MASON CITY,IA,50401,311373080,HEALTH CARE AND HOSPITAL SERVICES,DE,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,MERCY HEALTH SYSTEM OF CHICAGO,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,363163327,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,IL,501(C)(3),"LINE 12B, II",TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,MERCY HEALTHCARE FOUNDATION - CLINTON,1410 N 4TH ST,CLINTON,IA,52732,421316126,FOUNDATION,IA,501(C)(3),LINE 7,MERCY MEDICAL CENTER - CLINTON INC,1
202121349349302757,311308555,MERCY HOME HEALTH,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,PA,19064,231352099,HOME HEALTH SERVICES,PA,501(C)(3),LINE 10,MERCY HOME HEALTH SERVICES,1
202121349349302757,311308555,MERCY HOME HEALTH SERVICES,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,PA,19064,232325058,MANAGEMENT SERVICES FOR HOME HEALTH,PA,501(C)(3),"LINE 12B, II",TRINITY HEALTH OF THE MID-ATLANTIC REGION,1
202121349349302757,311308555,MERCY HOSPITAL AND MEDICAL CENTER,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,362170152,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,MERCY HEALTH SYSTEM OF CHICAGO,1
202121349349302757,311308555,MERCY HOSPITAL CADILLAC FOUNDATION,318 RIVER RIDGE DR NW SUITE 100,WALKER,MI,49544,203357131,FOUNDATION,MI,501(C)(3),"LINE 12A, I",TRINITY HEALTH-MICHIGAN,1
202121349349302757,311308555,MERCY LIFE CENTER CORPORATION,1200 REEDSDALE STREET,PITTSBURGH,PA,15233,251604115,COMMUNITY OUTREACH,PA,501(C)(3),LINE 10,PITTSBURGH MERCY HEALTH SYSTEM INC,1
202121349349302757,311308555,MERCY LIFE OF ALABAMA,PO BOX 7957,MOBILE,AL,36670,273163002,PACE PROGRAM,AL,501(C)(3),LINE 3,TRINITY HEALTH PACE,1
202121349349302757,311308555,MERCY LIFE INC,200 HILLSIDE CIRCLE,WEST SPRINGFIELD,MA,01089,453086711,PACE PROGRAM,MA,501(C)(3),LINE 3,TRINITY HEALTH PACE,1
202121349349302757,311308555,MERCY MANAGEMENT OF SOUTHEASTERN PENNSYLVANIA,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,232627944,HEALTH CARE SERVICES,PA,501(C)(3),LINE 3,MERCY PHYSICIAN NETWORK,1
202121349349302757,311308555,MERCY MEDICAL CENTER - CLINTON INC,1410 NORTH 4TH ST,CLINTON,IA,52732,421336618,HEALTH CARE AND HOSPITAL SERVICES,DE,501(C)(3),LINE 3,MERCY HEALTH SERVICES-IOWA CORP,1
202121349349302757,311308555,MERCY MEDICAL CENTER - SIOUX CITY FOUNDATION,801 5TH STREET,SIOUX CITY,IA,51102,141880022,FOUNDATION,IA,501(C)(3),LINE 7,MERCY HEALTH SERVICES-IOWA CORP,1
202121349349302757,311308555,MERCY MEDICAL CENTER FOUNDATION - NORTH IOWA,1000 4TH STREET SW,MASON CITY,IA,50401,421229151,FOUNDATION,IA,501(C)(3),LINE 7,MERCY HEALTH SERVICES-IOWA CORP,1
202121349349302757,311308555,MERCY MEDICAL CORPORATION,PO BOX 7957,MOBILE,AL,36670,636002215,PACE PROGRAM,AL,501(C)(3),LINE 10,TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,MERCY MEDICAL GROUP INC,114 WOODLAND STREET,HARTFORD,CT,06105,454884805,HEALTH CARE SERVICES,MA,501(C)(3),LINE 3,THE MERCY HOSPITAL INC,1
202121349349302757,311308555,MERCY PHYSICIAN NETWORK,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,461187365,MANAGEMENT SERVICES FOR PHYSICIAN SERVICE ORGANIZATIONS,PA,501(C)(3),"LINE 12B, II",TRINITY HEALTH OF THE MID-ATLANTIC REGION,1
202121349349302757,311308555,MERCY SENIOR CARE INC,424 DECATUR STREET,ATLANTA,GA,30312,581366508,COMMUNITY OUTREACH,GA,501(C)(3),LINE 7,SAINT JOSEPH'S HEALTH SYSTEM INC,1
202121349349302757,311308555,MERCY SERVICES DOWNTOWN INC,424 DECATUR STREET,ATLANTA,GA,30312,272046353,TITLE HOLDING COMPANY,GA,501(C)(3),"LINE 12B, II",SAINT JOSEPH'S HEALTH SYSTEM INC,1
202121349349302757,311308555,MERCY SERVICES FOR AGING NONPROFIT HOUSING CORPORATION,PO BOX 9184,FARMINGTON HILLS,MI,48333,382719605,LONG TERM CARE,MI,501(C)(3),LINE 10,TRINITY CONTINUING CARE SERVICES,1
202121349349302757,311308555,MERCY SPECIALIST PHYSICIANS INC,114 WOODLAND STREET,HARTFORD,CT,06105,264033168,HEALTH CARE SERVICES,MA,501(C)(3),LINE 3,THE MERCY HOSPITAL INC,1
202121349349302757,311308555,MERCY SUBURBAN HOSPITAL,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,231396763,HEALTH CARE AND HOSPITAL SERVICES,PA,501(C)(3),LINE 3,TRINITY HEALTH OF THE MID-ATLANTIC REGION,1
202121349349302757,311308555,MISSION HEALTH CORPORATION,37595 SEVEN MILE ROAD,LIVONIA,MI,48152,383181557,BUILDING MANAGEMENT SERVICES,DE,501(C)(3),"LINE 12A, I",N/A,0
202121349349302757,311308555,MOUNT CARMEL COLLEGE OF NURSING,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311308555,COLLEGE OF NURSING,OH,501(C)(3),LINE 2,MOUNT CARMEL HEALTH SYSTEM,0
202121349349302757,311308555,MOUNT CARMEL HEALTH INSURANCE COMPANY,6150 EAST BROAD STREET,COLUMBUS,OH,43213,251912781,HEALTH INSURANCE,OH,501(C)(4),N/A,MOUNT CARMEL HEALTH SYSTEM,1
202121349349302757,311308555,MOUNT CARMEL HEALTH PLAN OF IDAHO INC,6150 EAST BROAD STREET,COLUMBUS,OH,43213,831422704,MEDICARE HMO,ID,501(C)(4),N/A,MOUNT CARMEL HEALTH PLAN INC,1
202121349349302757,311308555,MOUNT CARMEL HEALTH PLAN OF NEW YORK INC,6150 EAST BROAD STREET,COLUMBUS,OH,43213,833278543,MEDICARE HMO,NY,501(C)(4),N/A,MOUNT CARMEL HEALTH PLAN INC,1
202121349349302757,311308555,MOUNT CARMEL HEALTH PLAN INC,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311471229,MEDICARE HMO,OH,501(C)(4),N/A,MOUNT CARMEL HEALTH SYSTEM,1
202121349349302757,311308555,MOUNT CARMEL HEALTH SYSTEM,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311439334,HEALTH CARE AND HOSPITAL SERVICES,OH,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,MOUNT CARMEL HEALTH SYSTEM FOUNDATION,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311113966,FOUNDATION,OH,501(C)(3),"LINE 12A, I",MOUNT CARMEL HEALTH SYSTEM,1
202121349349302757,311308555,MOUNT SINAI HOSPITAL FOUNDATION INC,114 WOODLAND STREET,HARTFORD,CT,06105,222584082,FOUNDATION,CT,501(C)(3),"LINE 12C, III-FI",N/A,0
202121349349302757,311308555,MOUNT SINAI REHABILITATION HOSPITAL INC,114 WOODLAND STREET,HARTFORD,CT,06105,061422973,HEALTH CARE AND HOSPITAL SERVICES,CT,501(C)(3),LINE 3,TRINITY HEALTH OF NEW ENGLAND CORP INC,1
202121349349302757,311308555,MOUNT ST JOSEPH,7 HIGHTOWER STREET,WATERVILLE,ME,04901,010274998,LONG TERM CARE,ME,501(C)(3),LINE 3,MERCY COMMUNITY HEALTH INC,1
202121349349302757,311308555,MUSKEGON COMMUNITY HEALTH PROJECT,565 W WESTERN AVENUE,MUSKEGON,MI,49440,911932918,COMMUNITY OUTREACH,MI,501(C)(3),LINE 7,MERCY HEALTH PARTNERS,1
202121349349302757,311308555,NAZARETH HEALTH CARE FOUNDATION,2701 HOLME AVENUE,PHILADELPHIA,PA,19152,232300951,FOUNDATION,PA,501(C)(3),"LINE 12A, I",NAZARETH HOSPITAL,1
202121349349302757,311308555,NAZARETH HOSPITAL,2601 HOLME AVENUE,PHILADELPHIA,PA,19152,232794121,HEALTH CARE AND HOSPITAL SERVICES,PA,501(C)(3),LINE 3,TRINITY HEALTH OF THE MID-ATLANTIC REGION,1
202121349349302757,311308555,NAZARETH PHYSICIAN SERVICES INC,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,203261266,HEALTH CARE SERVICES,PA,501(C)(3),LINE 3,MERCY PHYSICIAN NETWORK,1
202121349349302757,311308555,NE PHYSICIAN SERVICES INC,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,232497355,HEALTH CARE SERVICES (INACTIVE),PA,501(C)(3),LINE 3,MERCY PHYSICIAN NETWORK,1
202121349349302757,311308555,OAKLAND MERCY HOSPITAL,601 EAST 2ND STREET,OAKLAND,NE,68045,208072234,HEALTH CARE AND HOSPITAL SERVICES,NE,501(C)(3),LINE 3,MERCY HEALTH SERVICES-IOWA CORP,1
202121349349302757,311308555,OAKLAND MERCY HOSPITAL FOUNDATION,601 E 2ND STREET,OAKLAND,NE,68045,311678345,FOUNDATION,NE,501(C)(3),"LINE 12A, I",OAKLAND MERCY HOSPITAL,1
202121349349302757,311308555,OSUMOUNT CARMEL HEALTH ALLIANCE,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311654603,COOPERATIVE HEALTH CARE DELIVERY SYSTEM,OH,501(C)(3),"LINE 12A, I",N/A,0
202121349349302757,311308555,OUR LADY OF MERCY LIFE CENTER,2 MERCYCARE LANE,GUILDERLAND,NY,12084,141743506,LONG TERM CARE,NY,501(C)(3),LINE 3,ST PETER'S HOSPITAL,1
202121349349302757,311308555,PIONEER VALLEY CARDIOLOGY ASSOCIATES INC,114 WOODLAND STREET,HARTFORD,CT,06105,454208896,HEALTH CARE SERVICES,MA,501(C)(3),LINE 3,THE MERCY HOSPITAL INC,1
202121349349302757,311308555,PITTSBURGH MERCY HEALTH SYSTEM INC,3333 5TH AVENUE,PITTSBURGH,PA,15213,251464211,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,PA,501(C)(3),"LINE 12B, II",TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,PROBILITY THERAPY SERVICES,2058 S STATE STREET,ANN ARBOR,MI,48104,202020239,HEALTH CARE SERVICES,MI,501(C)(3),LINE 10,TRINITY HEALTH-MICHIGAN,1
202121349349302757,311308555,PROFESSIONAL MED TEAM,965 FORK STREET,MUSKEGON,MI,49442,382638284,HEALTH CARE SERVICES,MI,501(C)(3),LINE 10,MERCY HEALTH PARTNERS,1
202121349349302757,311308555,RIVERBEND MEDICAL GROUP INC,114 WOODLAND STREET,HARTFORD,CT,06105,811807730,HEALTH CARE SERVICES,MA,501(C)(3),LINE 3,THE MERCY HOSPITAL INC,1
202121349349302757,311308555,SJ MANAGEMENT COMPANY OF SYRACUSE INC,301 PROSPECT AVENUE,SYRACUSE,NY,13203,271763712,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,NY,501(C)(3),"LINE 12A, I",ST JOSEPH'S HOSPITAL HEALTH CENTER,1
202121349349302757,311308555,SAINT AGNES MEDICAL CENTER,1303 EAST HERNDON AVE,FRESNO,CA,93720,941437713,HEALTH CARE AND HOSPITAL SERVICES,CA,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,SAINT AGNES MEDICAL FOUNDATION,1303 EAST HERNDON AVE,FRESNO,CA,93720,942839324,HEALTH CARE SERVICES,CA,501(C)(3),"LINE 12A, I",SAINT AGNES MEDICAL CENTER,1
202121349349302757,311308555,SAINT ALPHONSUS DIVERSIFIED CARE INC,1055 NORTH CURTIS RD,BOISE,ID,83706,943028978,HEALTH CARE SYSTEM SUPPORT,ID,501(C)(3),"LINE 12A, I",SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,1
202121349349302757,311308555,SAINT ALPHONSUS FOUNDATION-BAKER CITY INC,3325 POCAHONTAS ROAD,BAKER CITY,OR,97814,943164869,FOUNDATION,OR,501(C)(3),LINE 7,SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY,1
202121349349302757,311308555,SAINT ALPHONSUS FOUNDATION-ONTARIO INC,351 SW 9TH STREET,ONTARIO,OR,97914,202683560,FOUNDATION,OR,501(C)(3),LINE 7,SAINT ALPHONSUS MEDICAL CENTER-ONTARIO,1
202121349349302757,311308555,SAINT ALPHONSUS HEALTH SYSTEM INC,1055 N CURTIS ROAD,BOISE,ID,83706,271929502,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,ID,501(C)(3),"LINE 12B, II",TRINITY HEALTH CORPORATION,1
202121349349302757,311308555,SAINT ALPHONSUS MEDICAL CENTER ONTARIO VOLUNTEERS,351 SW 9TH STREET,ONTARIO,OR,97914,943059469,VOLUNTEER SERVICE AUXILIARY,OR,501(C)(3),LINE 10,SAINT ALPHONSUS MEDICAL CENTER-ONTARIO,1
202121349349302757,311308555,SAINT ALPHONSUS MEDICAL CENTER-BAKER CITY INC,3325 POCAHONTAS ROAD,BAKER CITY,OR,97814,271790052,HEALTH CARE AND HOSPITAL SERVICES,OR,501(C)(3),LINE 3,SAINT ALPHONSUS HEALTH SYSTEM INC,1
202121349349302757,311308555,SAINT ALPHONSUS MEDICAL CENTER-NAMPA HEALTH FOUNDATION INC,4300 E FLAMINGO AVENUE,NAMPA,ID,83687,261737256,FOUNDATION,ID,501(C)(3),LINE 7,SAINT ALPHONSUS MEDICAL CENTER-NAMPA,1
