object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201630139349300638,430653369,STORE SALES,453000,443038,443038
201600199349300640,440556862,STUDENT TUITION FEES,611710,26109346,26109346
201600199349300640,440556862,ROOM AND BOARD,611710,8745489,8745489
201600199349300640,440556862,CAMPUS INDUSTRIES,611710,5746336,5746336
201600199349300610,430764111,TUITION AND FEES,900099,1287006,1287006
201600199349300610,430764111,STUDENT HOUSING,900099,255185,255185
201600199349300610,430764111,CAFETERIA/VENDING,900099,180626,180626
201610129349300331,042105776,Tuition and fees,611310,78901612,78901612,0,0
201610129349300331,042105776,"Auxiliary enterprises(room,board,books)",611310,20407636,20407636,0,0
201513459349300341,390806263,Tuition and Fees,611310,45212485,45212485,0,0
201513459349300341,390806263,Auxiliary Enterprises,611310,5254934,5254934,0,0
201513459349300341,390806263,Other Income,611310,120703,120703,0,0
201640149349301354,620518288,OPERATING REVENUE,611000,31442326,31442326
201640149349301354,620518288,AUXILIARY ENTERPRISES,611000,8497102,8497102
201503229349300230,420680408,Tuition and fees,611310,27914438,27914438
201503229349300230,420680408,Auxiliary enterprises,611710,3873190,3873190
201503229349300230,420680408,Supporting revenue,900099,246126,246126
201503229349300230,420680408,Conf/event catering,722320,219048,219048
201503099349300930,570329786,Tuition and Fees,5646538,5646538
201503099349300930,570329786,Auxillary enterprises,2736521,2736521
201503179349304600,743095284,TUITION LESS TUITION REFUNDS,4652400,4652400
201503209349314360,204075974,TUITION INCOME,611600,38810,38810
201503209349314360,204075974,MISC PROGRAM INCOME,611600,15085,15085
201503179349308510,480543766,TUITION AND FEES,611600,41566488,41566488
201503179349308510,480543766,STUDENT EDUCATION ACTIVITIES,611600,2154705,2154705
201503179349308510,480543766,ROOM & BOARD,721310,1729470,1729470
201503179349308510,480543766,STUDENT CAFETERIA,722320,45158,45158
201503179349308660,462795989,TUITION AND FEES,611600,148500,148500
201503519349300545,730739626,Tuition,611600,62704079,62704079
201503519349300545,730739626,Auxiliary Services,541900,21993716,20729426,1264290
201503519349300545,730739626,GEB America,900099,3324663,3324663
201503519349300545,730739626,Fees,611600,2772300,2772300
201503519349300545,730739626,Other Program Services,900099,1728315,1728315
201503579349300400,521010577,TUITION,611600,11097973,11097973
201503579349300400,521010577,PATIENT FEES,900099,472696,472696
201503579349300400,521010577,STUDENT CLINIC,611600,206294,206294
201503579349300400,521010577,COMMERCIAL CONTRACT,900099,38080,38080
201503179349302825,621149976,TUITION INCOME,611310,354498,354498
201503179349302825,621149976,RESIDENCY ROOM AND BOA,611110,28545,28545
201503179349302825,621149976,SEMINARS,611110,25895,25895
201503179349302825,621149976,STUDENT SERVICES INCOM,611310,2187,2187
201513489349300916,596046500,TUITION & FEES,141385100,141385100
201513489349300916,596046500,HOUSING & FOOD SERVICE,21212182,21212182
201513489349300916,596046500,"FIT AVIATION, LLC",611710,13175360,13175360
201513489349300916,596046500,OTHER,8198852,8198852
201513489349300916,596046500,CONSULTING,2927319,2927319
201513159349301236,391894395,NET PATIENT REVENUE,621110,1144577,1144577
201513159349302101,133705284,TUITION REVENUE,611600,5795162,5795162
201513159349302101,133705284,CHEMISTRY LAB FEES,611600,547498,547498
201513159349302101,133705284,CLINICAL NSG SKILLS,611600,262309,262309
201513159349302101,133705284,TESTING & ACADEMIC REV,611600,130872,130872
201513159349302101,133705284,APPLICATION FEES,611600,79115,79115
201512829349300441,590936101,Higher Education,611310,379039670,379039670,0,0
201513299349300701,330683684,Tuition,611600,815446,815446
201512859349301031,480543782,STUDENT TUITION & FEES,611600,5557337,5557337
201512859349301031,480543782,ROOM & BOARD,611710,2721199,2721199
201512859349301031,480543782,AUXILIARY INCOME,611710,693010,693010
201513379349300636,860671074,BOOK SALES,611600,180,180
201513379349300636,860671074,COURSE TUITION,611600,9200,9200
201512789349300856,980149857,TUITION INCOME,611600,7115228,7115228
201512789349300856,980149857,BANANA/PLANTATION/AGRICULTURAL PRODUCT,611600,6673663,6673663
201512789349300856,980149857,SEMINARS,611600,3316161,3316161
201512789349300856,980149857,STUDENT RECRUITMENT,611600,1452058,1452058
201512789349300856,980149857,CROP/SEED SALES,611600,392694,392694
201512789349300881,620819352,TUITION AND FEES,611710,777137,777137
201512789349300881,620819352,AUXILIARY ENTERPRISES,611710,331754,331754
201512789349300881,620819352,OTHER SOURCES,611710,5788,5788
201513099349301686,562195966,TUITION AND FEES,392706,392706
201512889349300121,042178860,Auxiliary Enterprises,34370,34370
201512889349300121,042178860,"Tuition, Fees and Service",193403,193403
201513459349300301,231424055,STUDENT TUITION & FEES (GROSS),611310,28201381,28201381
201513459349300301,231424055,AUXILIARY FEES,900099,1543709,1543709
201523179349309127,953608910,GROSS TUITION & FEE,667725,667725
201523179349309127,953608910,LESS SCHOLARSHIP & AWARD,-61434,-61434
201513139349301221,237428512,APPLICATION & ADMISSION,611710,4671,4671
201513139349301221,237428512,PATIENT FEES,611710,96880,96880
201513139349301221,237428512,RENTAL INCOME,900099,30860,30860
201513139349301221,237428512,SUPERVISOR FEES,611710,22200,22200
201513139349301221,237428512,TUITION AND MATRICULATION,611430,90785,90785
201532589349300923,620548919,TUITION AND FEES,611710,4865453,4865453
201532589349300923,620548919,AUXILLARY SERVICES,611710,1119087,1119087
201610399349301611,364479457,TUITION & FEES,611710,570000,570000
201620159349300602,470376524,TUITION AND FEES (NET),611310,25236380,25236380
201620159349300602,470376524,AUXILIARY ENTERPRISES,611710,6163378,6163378
201620159349300602,470376524,MISC FEES AND CHARGES,611310,376997,376997
201600429349301880,251491411,PROG.SERV.REVENUE,611710,71445,71445
201620199349301057,141423161,EDUCATION,611600,53467350,53467350,0,0
201620199349301057,141423161,RESEARCH,611600,2518921,2518921,0,0
201620199349301057,141423161,COMMUNITY SERVICE,611600,35497,35497,0,0
201600219349300925,391201561,TUITION AND FEES,611600,20134286,20134286
201640199349300629,381359569,Student Tuition and Fees,611310,53487297,53487297,0,0
201640199349300629,381359569,Auxiliary Services,611310,8585238,8585238,0,0
201610419349302106,590668483,Tuition & Fees Gross of Student Aid,611310,22902269,22902269,0,0
201610419349302106,590668483,Auxiliary Enterprises,611310,5636419,5636419,0,0
201600209349300515,582533742,STUDENT AND OTHER SERVICES,900099,737,737
201640219349300534,620475690,Tuition fees,611600,10125167,10125167
201640219349300534,620475690,Sales and services of auxiliary enterprises,611710,2580730,2580730
201620199349300407,310544271,TUITION & FEES,900099,1982072,1982072
201620199349300407,310544271,AUXILIARY SERVICES,900099,650173,650173
201620199349300407,310544271,SALES & SUBSCRIPTIONS,900099,133512,133512
201620199349300407,310544271,OHIO STATE REIMBURSEMENTS,900099,41052,41052
201620199349300407,310544271,DAY CARE SERVICES,624410,5505,5505
201640219349300324,730579264,Tuition,900099,37678382,37678382
201640219349300324,730579264,Auxiliary-Hsng/Meals,721310,9249883,9249883
201640219349300324,730579264,Fees,900099,4496994,4496994
201640219349300324,730579264,Misc Educational Svcs,900099,1864505,1864505
201640219349300324,730579264,Other Income,900099,236321,236321
201600259349300210,133800725,TUITION AND FEES,634344,634344
201630159349301348,620476666,TUITION AND FEES,611310,41307640,41307640
201630219349301003,020223339,TUITION AND FEES,35843899,35843899
201630219349301003,020223339,STUDENT ROOM & BOARD,3871501,3871501
201630219349301003,020223339,EARLY CHILDHOOD CENTER,1290295,1290295
201630219349301003,020223339,OTHER PROGRAM SERVICE REVENUE,349905,349905
201630219349301003,020223339,SPORTS CAMPS,120744,120744
201630189349300778,460385443,TUITION AND FEES,611710,1624300,1624300
201630189349300778,460385443,OTHER REVENUE,611710,21240,21240
201610419349300716,610444650,Residence/Dining Sev Rev,721310,8133640,8133640
201610419349300716,610444650,Grants for Educ Fees,611710,3700000,3700000
201610419349300716,610444650,Boone Tavern,721110,3111668,3111668
201610419349300716,610444650,Fees/Ins Pd by Students,611710,1534840,1534840
201610419349300716,610444650,Income from Agriculture Farm Lab,900099,351267,351267
201610329349301156,042152671,TUITION AND FEES,611710,36123629,36123629
201620339349301002,042111203,Tuition and fees,611310,120595424,120595424,0,0
201620339349301002,042111203,Geographic Software,443120,550767,550767,0,0
201620339349301002,042111203,Housing,721310,8771143,8771143,0,0
201620339349301002,042111203,Food Services,722310,5186808,5186808,0,0
201620339349301002,042111203,All Other,900099,1033689,1033689,0,0
201640289349300149,560650621,EDUCATIONAL AND GENERA,611310,1930572,1930572
201630359349301293,364682140,Tuition and Fees,611600,15587766,15587766
201630359349301293,364682140,Other Program Services,611600,15055,15055
201640299349300604,381393841,TUITION AND FEES,611600,6775100,6775100
201640299349300604,381393841,OTHER PROGRAM SERVICE,611600,148210,146890,1320
201630229349300713,420698196,Tuition and Fees,611310,31083131,31083131,0,0
201630229349300713,420698196,Auxiliary Enterprises,611710,8131274,8131274,0,0
201630229349300713,420698196,Sales and Service,611710,327063,327063,0,0
201630359349301258,042103701,UNDERGRADUATE & GRADUATE TUITION,611310,65246191,65246191
201630359349301258,042103701,RESIDENCE HALLS,611310,4712552,4712552
201630359349301258,042103701,DINING COMMONS AND BOOKSTORE,611310,4444330,4444330
201630359349301258,042103701,BLAKE DEVELOPMENT CENTER,611110,1833048,1833048
201630359349301258,042103701,FOLLETT COMMISSIONS,611310,100000,100000
201630259349300038,941279803,Tuition & fees,611710,26802835,26802835
201630259349300038,941279803,Auxiliary services,611710,4467185,4467185
201630259349300038,941279803,Other program revenue,611710,325636,325636
201600429349301700,530199507,GOVERNMENT GRANTS & APPROPRIATIONS,900099,129913702,129913702
201600429349301700,530199507,TUITION,611710,25469084,25469084
201600429349301700,530199507,ROOM AND BOARD,721310,10799042,10799042
201600429349301700,530199507,CONFERENCE CENTER REVENUE,721110,6460938,6460938
201600429349301700,530199507,AUXILIARY SERVICES,611710,1777669,981617,796052
201600359349302110,462192790,SCHOOL DISTRICT REVENU,611110,6480954,6480954
201600359349301320,640923875,PROG.SERV.REVENUE-EXCLUDED-990,900099,24488,24488
201532579349301228,611124267,Tuition Revenue,611710,21681222,21681222
201532579349301228,611124267,Auxillary Services,611710,358166,358166
201610399349300421,610444825,Tuition and fees,611310,33269472,33269472,0,0
201610399349300421,610444825,"Room, board other auxiliaries",611310,7492803,7492803,0,0
201600289349301255,570324915,TUITION AND FEES,611310,23778680,23778680
201600289349301255,570324915,AUXILIARY ENTERPRISES,611310,2904492,2904492
201600289349301255,570324915,INTEREST ON LOANS RECEIVABLE,611310,8336,8336
201610339349300216,010271210,TUITION AND FEES,48771684,48771684
201610339349300216,010271210,ROOM AND BOARD,8508978,8508978
201610339349300216,010271210,CAFETERIA,708382,708382
201610339349300216,010271210,SUMMER AND SPORTS CAMPS,302132,82580,219552
201610299349301211,271870108,RENTAL INCOME,531120,6491720,6491720
201610429349300326,237075717,"TUITION, ROOM & BOARD",611710,16152449,16152449
201610429349300326,237075717,AUXILIARY ENTERPRISES,611710,4511719,4511719
201610429349300326,237075717,EDUCATIONAL ACTIVITIES,611710,1954306,1954306
201600369349301370,202951862,COMMISSIONS,451211,700000,700000
201600399349300540,521859814,UNDERGRADUATE TUITION,611710,10396744,10396744
201600399349300540,521859814,STUDENT HOUSING,611710,2268545,2268545
201600399349300540,521859814,STUDENT FEES,611710,612801,612801
201600399349300540,521859814,CONTINUING EDUCATION,611710,293084,293084
201600399349300540,521859814,STUDENT ART SUPPLIES,611710,101150,101150
201630339349301188,860294012,CESLL,44346,44346
201630339349301188,860294012,EXTERNAL DEGREE PROGRAM,7312559,7312559
201630339349301188,860294012,LIBRARY,5179,5179
201630339349301188,860294012,RESIDENT DEGREE PROGRAM,9014998,9014998
201600329349300960,560547478,Tuition and Fees,611600,14853888,14853888
201600329349300960,560547478,Sales and Services of Auxiliary Enterprises,611710,9278825,9278825
201600429349301280,231526668,TUITION AND FEES,611310,47077177,47077177
201600429349301280,231526668,ROOM & BOARD,611310,9791367,9791367
201600429349301280,231526668,CHILDREN'S SCHOOL,611310,393004,393004
201610289349300326,010543513,TUITION,611310,43330,43330
201600269349300905,650807808,STUDENT TUITION AND FEES,838443,838443
201640129349300344,421457548,OPEN SPEED SHOP PROJEC,541700,635931,635931
201640129349300344,421457548,COMMUNICATIONS PROJECT,541700,120885,120885
201640129349300344,421457548,OTHER PROGRAMS,541700,14037,14037
201600279349300985,756114836,Tuition & Fees,611310,2323877,2323877
201600279349300985,756114836,Auxiliary Services,900099,9967,9967
201600279349300985,756114836,Misc Program Revenue,900099,2339,2339
201630209349300733,952113260,TUITION & FEES,999999,35238585,35238585
201630209349300733,952113260,AUXILIARY ENTERPRISES,999999,5987611,5987611
201630209349300733,952113260,ADMINISTRATIVE FEES FOR PROGRAMS,999999,63280,63280
201610229349300221,111733439,TUITION AND FEES,900099,92655854,92655854
201610229349300221,111733439,CHILD STUDY CENTER,900099,1440095,1440095
201610229349300221,111733439,PERFORMANCE FEES,711130,11854,11854
201640339349301184,510107088,TUITION AND FEES,611600,110489649,110489649
201640339349301184,510107088,SALES OF AUXILIARY SVCS,900099,4955859,4955859
201640339349301184,510107088,MISCELLANEOUS INCOME,900099,148382,148382
201640339349301184,510107088,FACILITIES RENTAL INCOME,900099,4500,4500
201600209349300030,941698615,TUITION,611600,8973313,8973313
201600209349300030,941698615,AUXILIARY,611710,3045223,3045223
201610229349300621,344428207,TUITION FEES,611600,24020857,24020857
201610229349300621,344428207,AUXILIARY FEES,611710,780674,780674
201610229349300621,344428207,DORMITORY/HOUSING,611710,3135129,3135129
201610229349300621,344428207,DINING HALL,611710,3183523,3183523
201630299349300543,370864020,Tuition & fees,611310,83602238,83602238,0,0
201630299349300543,370864020,Bookstore sales related,451211,2569466,2569466,0,0
201620329349301027,344430762,Student Tuition and Fees,611310,22389334,22389334,0,0
201620329349301027,344430762,Residence Halls and Board Fees,611710,4132582,0,0,4132582
201620309349300107,454135256,PATIENT SERVICE REVENUE,622000,10155224,10155224
201620309349300107,454135256,CONTRACT REVENUE,611600,3541567,3541567
201620309349300107,454135256,TUITION AND FEES,611600,3341783,3341783
201620309349300107,454135256,CONTINUING EDUCATION REVENUE,611600,264709,264709
201630259349300603,610445823,Tuition and Fees net of Financial Aid,611310,9514035,9514035,0,0
201630259349300603,610445823,Auxiliary enterprises,611310,2285161,2285161,0,0
201630259349300603,610445823,Annuity agreements,611310,89255,89255,0,0
201610159349300736,350868101,TUITION AND FEES,611710,24341280,24341280
201610159349300736,350868101,FOOD SERVICE,611710,2995282,2995282
201610159349300736,350868101,RESIDENCE HALLS,611710,2942233,2942233
201610159349300736,350868101,OTHER PROGRAM,611710,183802,183802
201610159349300736,350868101,SALES & SERVICE OF EDUCATIONAL DEPARTMENT,611710,32436,32436
201600419349300925,931139187,BFA PROGRAM TUITION,611710,13814998,13814998
201600419349300925,931139187,MFA PROGRAM TUITION,611710,3013429,3013429
201600419349300925,931139187,STUDENT HOUSING,531110,1065838,1065838
201600419349300925,931139187,CONTINUING EDUCATION,611710,375628,375628
201610429349300136,980072997,Tuition and Fees,611310,25772148,25772148,0,0
201610429349300136,980072997,Housing and Meal Plan,611310,5862353,5862353,0,0
201610429349300136,980072997,Other Services to Students,611310,561738,561738,0,0
201630269349300208,930401259,Tuition and Fees,611310,150685912,150685912,0,0
201630269349300208,930401259,Room and Board,611310,21190367,21190367,0,0
201630269349300208,930401259,Off-Campus Programs,611310,5546437,5546437,0,0
201630269349300208,930401259,Athletics,611310,2315618,2164914,150704,0
201630259349300788,390806196,"TUITION, FEES AND PRIVATE LESSONS",611600,50859020,50859020
201630259349300788,390806196,AUXILIARY,900099,2263510,2263510
201630259349300788,390806196,SALES AND SERVICES,722210,222009,224364,-2355
201640349349300214,510109178,STUDENT TUITION & FEES,611710,35114127,35114127
201640349349300214,510109178,RESIDENCE HALL FEES,721000,1511078,1511078
201640349349300214,510109178,CAMPUS STORE REVENUE,451211,38878,38878
201600269349300910,042108346,TUITION & FEES,611310,52288626,52288626
201600269349300910,042108346,AUXILIARY ENTERPRISES,611710,9355081,9355081
201600269349300910,042108346,STUDENT ACTIVITIES,611710,259523,259523
201600269349300910,042108346,EDUCATIONAL SERVICES,611710,98005,98005
201600359349301105,461192687,PROGRAM INCOME,900099,17536,17536
201600359349301705,231352692,TUITION AND FEES,611710,12186981,12186981
201600359349301705,231352692,ROOM AND BOARD,611710,2503642,2503642
201600359349301705,231352692,BOOKSTORE,611710,263318,263318
201600359349301705,231352692,STABLE OPERATIONS,611710,107312,83514,23798
201610339349301351,231522643,TUITION AND FEES,611710,60466509,60466509
201610339349301351,231522643,AUXILARY ENTERPRISES,611710,9686680,9686680
201610419349300831,453912932,TUITION AND FEES,611600,6948185,6948185
201600329349301120,270725461,TUITION AND FEES,611310,517751,517751
201600329349301120,270725461,ATHLETIC REVENUE,611710,1861,1861
201600329349301120,270725461,AUXILIARY REVENUE,611710,929,929
201610199349300801,370661211,TUITION AND FEES,900099,26851900,26851900
201610199349300801,370661211,AUXILIARY REVENUE,900099,6983624,6983624
201610429349302416,570324906,Student instruction,611710,54058917,54058917
201610429349302416,570324906,Auxiliary enterprises,611710,11405715,11405715
201610429349302416,570324906,Other program revenue,611710,1146660,1146660
201610429349301321,431007642,STUDENT TUITION/FEE,611310,14590282,14590282
201610429349301321,431007642,AUXILIARY ENTERPRISES,611710,3902357,3902357
201610429349301321,431007642,CAMPS & CONFERENCES,611710,153487,153487
201610429349301321,431007642,BOOKSTORE,451211,23662,23662
201620159349301307,410970173,TUITION AND FEES,611310,3548602,3548602
201610219349300411,410795255,Tuition,900099,1850645,1850645
201610219349300411,410795255,Housing,900099,336819,336819
201610219349300411,410795255,Camps & Conferences,900099,93576,93576
201610219349300411,410795255,Facilities,900099,22724,22724
201610219349300411,410795255,Mission Ministries,900099,15000,15000
201600429349300315,560530242,TUITION AND FEES,900099,55649039,55649039
201600429349300315,560530242,"HOUSING, DINING & OTHER",900099,8682509,8682509
201600429349300315,560530242,WORKSHOPS & OTHER FEES,900099,1469788,1469788
201620129349300412,208384273,TUITION,900099,7228106,7228106
201620129349300412,208384273,RENTAL INCOME,531190,724292,724292
201620129349300412,208384273,AUXILIARY ENTERPRISES,900099,599237,599237
201620129349300412,208384273,BOOKSTORE,451211,67952,67952
201620129349300412,208384273,OTHER REVENUE,900099,52765,52765
201630339349301233,264663584,TUITION,611310,19740,19740
201630339349301233,264663584,RESIDENTIAL LIVING,611310,8594,8594
201630339349301233,264663584,ACTIVITY & ADMIN FEES,611310,4765,4765
201630339349301233,264663584,LIBRARY FEES & BOOK RE,611310,241,241
201610269349301001,390821861,"EDUCATION, TUITION AND FEES",611600,35541110,35541110
201610269349301001,390821861,AUXILIARY SERVICES,611600,5444218,5444218
201610269349301001,390821861,OTHER PROGRAM REVENUE,611710,240164,240164
201610269349301001,390821861,INSTRUCTION ACTIVITIES,611600,162884,162884
201640149349301044,390806297,TUITION AND FEES,611710,74334267,74334267
201640149349301044,390806297,AUXILIARY ENTERPRISE,611710,1793258,1793258
201640149349301044,390806297,EVENTS,611710,91640,91640
201640149349301044,390806297,CONSERVATORY,611710,43765,43765
201640149349301044,390806297,SUMMER CAMPS,611710,25977,25977
201620219349300827,350867954,Tuition and fees,611310,48636817,48636817
201620219349300827,350867954,Auxiliary services,611310,10193038,10193038
201620219349300827,350867954,Radio station income,611310,295354,295354
201620219349300827,350867954,Video production incom,611310,27661,27661
201640279349300934,221487354,TUITION & FEES,611600,204273068,204273068
201640279349300934,221487354,RESEARCH REVENUE,541610,29623295,29623295
201640279349300934,221487354,STUDENT HOUSING,611710,18760918,18760918
201640279349300934,221487354,STUDENT DINING,611710,9514916,9514916
201640289349300329,454475679,PROGRAM FEES,900099,9621,9621
201630299349300018,200118161,Housing Services,531110,6384947,6384947
201630299349300018,200118161,Real Property Mgmt Serv,531120,12000,12000
201513579349300301,480559090,TUITION,611600,3321370,3321370
201513579349300301,480559090,DORMS/RENTALS,611600,608509,608509
201513579349300301,480559090,DINING HALL,611600,582012,582012
201523209349309752,131662715,STUDENT TUITION AND FEES,900099,11111725,11111725
201523209349309752,131662715,STUDENT HOUSING RENTAL REVENUE,900099,332457,332457
201600409349301545,310970262,Tuition and Fees,611310,4651005,4651005,0,0
201610409349301421,030197728,TUITION & FEES,611600,4331308,4331308
201610409349301421,030197728,AUXILIARY SERVICES,611600,1048061,1048061
201610409349301421,030197728,OTHER PROGRAM SERVICE REVENUE,611600,13532,13532
201610339349301001,540575812,Educational Services,611310,40764972,40764972,0,0
201610339349301001,540575812,Auxiliary Services,900099,5437890,5437890,0,0
201600409349301615,430652649,INSTRUCTION & AUXILLIARY,900099,188738302,188738302
201600409349301615,430652649,AUXILLIARY - UNRELATED,900099,833223,833223
201543179349305469,201359433,TUITION & FEES,611710,4371823,4371823
201543179349305469,201359433,STUDENT INSURANCE,524298,68411,68411
201543179349305469,201359433,STUDENT PARKING,812930,43150,43150
201600139349300810,410695509,TUITION,611600,97025368,97025368
201600139349300810,410695509,AUXILIARY SERVICES,532000,11549583,11549583
201600139349300810,410695509,FINANCE FEES,611600,239715,239715
201600139349300810,410695509,FEES & DEPOSITS,611600,218321,218321
201600139349300810,410695509,FITNESS CENTER,531390,71057,71057
201600119349301160,381977050,MICHIGAN STATE UNIV,611430,1207213,1207213
201600119349301160,381977050,RADIOLOGY PROGRAM,611430,835731,835731
201600119349301160,381977050,MEDICAL EDUCATION,611430,333053,333053
201600119349301160,381977050,MSU OSTEOPATHIC,611430,30002,30002
201543179349306439,580633977,FEES & DUES COLLECTED,111354,111354
201543179349306439,580633977,FOOD SERVICES,1766393,1766393
201543179349306439,580633977,OTHER MISC INCOME,281942,281942
201543179349306439,580633977,STUDENT HOUSING,1800334,1800334
201543179349306439,580633977,TUITION & FEES,13199177,13199177
201543149349303714,431742297,Tuition & Fees,611519,1817666
201543149349303714,431742297,Books & Supplies,611519,191561
201543149349303714,431742297,Interest income,611519,1859
201543149349303714,431742297,Finance charges & other,611519,12144
201533219349301213,231416559,TUITION,900099,591544
201600409349301610,570705675,PATIENT CHARGES,621110,32606909,32606909
201600409349301610,570705675,OTHER CONTRACT AND PROFESSIONAL I,621110,26796489,26796489
201600409349301610,570705675,DEAN'S ACADEMIC ENHANCEMENT SUBFU,900099,166288,166288
201600409349301610,570705675,DEPARTMENTAL OPERATIONS SUBFUND,900099,126443,126443
201533209349312343,541031437,TUITIONS & FEES,611600,11044329,11044329
201533209349312343,541031437,AUXILIARY ENTERPRISES,900099,3438659,3438659
201533209349312343,541031437,INTEREST ON STUDENT LOANS,522200,174340,174340
201533179349302208,410706151,TUITION FEES,611600,21116208,21116208
201533179349302208,410706151,RESIDENT HALL,611710,2843015,2843015
201533179349302208,410706151,STUDENT FINANCIAL AID,611710,2212542,2212542
201533179349302208,410706151,CAFETERIA,611710,1526000,1526000
201533179349302208,410706151,OTHER AUXILIARY REVENUE,611710,248403,248403
201533359349300608,237034324,TUITION AND FEES,611310,7370409,7370409
201533359349300608,237034324,OTHER REVENUES,900099,21917,21917
201533359349300608,237034324,CHANGE IN LIFE INTEREST AGREEMENT,900088,12838,12838
201533359349300638,272793072,DEDICATED SPACE REVENUE,611710,555401,555401
201533359349300638,272793072,ACADEMIC INSTITUTION,611710,322271,322271
201533209349313508,752220601,tours to Greece Italy,561520,1690805,1690805
201533209349313508,752220601,less refunds,561520,-13131,-13131
201543169349302869,900893455,Direct Patient Care,621110,24955894,24955894
201543169349302869,900893455,Other Health Care,621110,12620756,12620756
201533209349314323,650216638,TUITION AND FEES,611600,337183572,337183572
201533209349314323,650216638,EDUCATIONAL ACTIVITIES,611600,32604643,32604643
201533209349314323,650216638,BOOKSTORE,611600,17868442,17868442
201543179349303344,800470195,PROGRAM SERVICE REVENUES,46193,46193
201543179349303589,250965603,TUITION & FEES,611600,35002987,35002987
201543179349303589,250965603,AUXILIARY ENTERPRISES,611600,9265467,9265467
201543529349300414,351358522,Tuition and Fees,611600,2519878
201543529349300414,351358522,Auxiliary Income,611710,1189423
201543529349300414,351358522,Other Income,611600,211500
201533209349305753,231352008,Solomon S. Huebner Sch,611310,23739152,23739152
201533209349305753,231352008,Richard D. Irwin Schoo,611310,2973820,2973820
201533209349305753,231352008,LUTC and FSCP Programs,611310,2467848,2467848
201533209349305753,231352008,Customized Consulting,611310,810654,810654
201533209349305753,231352008,Chartered Financial An,611310,73040,73040
201543149349303379,383790195,Endovascular Fellowship Grants,621111,504095,504095,0,0
201543149349303379,383790195,Pediatric Neurosurgery Fellowship Grant,621111,118000,118000,0,0
201543149349303379,383790195,Clinical Trial Grants,621111,48325,48325,0,0
201533179349306458,230973290,TUITION AND FEES,900099,18543940,18543940
201533179349306458,230973290,AUXILIARY ENTERPRISES,900099,4545830,4545830
201533009349300448,954452381,TUITION & PROGRAM FEE,611710,1534033,1534033
201533009349300448,954452381,CLINIC FEE,611710,23096,23096
201533139349302193,042104451,TUITION AND FEES,900099,50585538,50585538
201533139349302193,042104451,AUXILIARY ENTERPRISES,900099,9974954,9974954
201533529349300703,541251090,TUITION,611600,1081734,1081734
201533529349300703,541251090,FEES,611600,110020,110020
201533529349300703,541251090,OTHER,611600,766,766
201533099349301973,953890724,TUITION,136670,136670
201533099349301973,953890724,ROOM AND BOARD,20798,20798
201533099349301973,953890724,FEE,19459,19459
201533099349301973,953890724,MISCELLANEOUS,389,389
201533559349300628,273343277,PROGRAM SERVICE FEES,611710,988199,988199
201533569349300318,330606003,TUITIONS,70587,70587
201533579349300018,370661231,ATHLETICS,711210,462100,462100
201533579349300018,370661231,DORMITORIES,721310,3743946,3743946
201533579349300018,370661231,FOOD SERVICE,722210,2164865,2164865
201533579349300018,370661231,READING CENTER,611710,1270,1270
201533579349300018,370661231,TUITION AND FEES,611430,26585473,26585473
201533199349301153,710462177,TUITION AND FEES,2007725,2007725
201533109349302313,250717890,TUITION AND FEES,900099,46311050,46311050
201533109349302313,250717890,AUXILIARY ENTERPRISES,900099,5010529,5010529
201533069349301488,362310478,Student tuition and Fees,611310,25295127,25295127,0,0
201533069349301488,362310478,Patient Services and Materials,900099,7596419,7596419,0,0
201533069349301488,362310478,Bookstore and Dormitory,900099,1845876,1845876
201533069349301488,362310478,Faculty Research,900099,5564,5564
201533069349301488,362310478,Student Loan Interest,900099,27352,27352
201533179349305018,550777066,MEMBERSHIP,611710,2281653,2281653
201640359349301314,951744369,Tuition & fees,611600,247246370,247246370
201640359349301314,951744369,Auxiliary revenue,611600,18495357,17711858,783499
201640359349301314,951744369,Other prog svc inc,611600,7570728,7570728
201640359349301314,951744369,Outreach ministries,611600,781574,781574
201640359349302109,943204136,STUDENT TUITION,611600,28260451,28260451
201640359349302109,943204136,AUXILIARY FEES,611600,6492130,6492130
201640119349300789,650621012,TUITION AND FEES,900099,1096248,1096248
201640119349300789,650621012,CLINICAL TREATMENTS,900099,99520,99520
201640119349300789,650621012,BOOK STORE SALES,900099,14197,14197
201640269349300809,370661228,Tuition & Fees,611310,41238339,41238339,0,0
201640269349300809,370661228,Room & Board,611310,9928680,0,0,9928680
201640139349300144,131916574,TUITION & FEES,611310,24959202,24959202
201640139349300144,131916574,HOUSING/FOOD REVENUES,721000,1452899,1452899
201640139349300144,131916574,CLINIC REVENUES,621400,842400,842400
201640139349300144,131916574,ATHLETIC CENTER,713940,181302,181302
201640139349300144,131916574,ADVERTISING INCOME,541800,40500,40500
201640149349301139,420707124,Student Tuition and Fees,611310,24849911,24849911,0,0
201640299349300539,731523469,TUITION & FEES,611310,84893,84893
201640299349300539,731523469,ROOM & BOARD,611710,6799,6799
201640329349301254,200471061,FEES,87669,87669
201640329349301254,200471061,HOUSING,1122992,1122992
201640329349301254,200471061,LESS: SCHOLARSHIPS,-2109955,-2109955
201640329349301254,200471061,OTHER INCOME,972,972
201640329349301254,200471061,TUITION,5679102,5679102
201543499349301109,362581098,TUITION AND FEES,611600,2172030,2172030
