object_id,ein,CntrctrNm_PrsnNm,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
201601309349302370,580566167,SHERIDAN CO,PO BOX 4441,MACON,GA,31208,CONTRACTOR,4862248
201601309349302370,580566167,NATIONAL MANAGEMENT SERVICES,PO BOX 1224,LAGRANGE,GA,30241,CUSTODIAL SERVICES,3275197
201601309349302370,580566167,GEORGIA POWER,96 ANNEX,ATLANTA,GA,30396,UTILITIES,3283222
201601309349302370,580566167,BHI CONSTRUCTION INC,1172 HIGHTOWER ROAD,MACON,GA,31206,CONSTRUCTION,1371908
201621319349302532,237421224,DNA SEATTLE,1301 5TH AVENUE SUITE 2600,SEATTLE,WA,98101,ADVERTISING SERVICES,1163651
201621319349302532,237421224,SABEY INTERGATE EXCHANGE LLC,12201 TUKWILA INTERNATIONAL BLVD 4,SEATTLE,WA,98168,WIRELESS SERVICES,588423
201621319349302532,237421224,SIERRA-CEDAR INC,PO BOX 402521,ATLANTA,GA,30384,SOFTWARE HOSTING AND CONSULTING,560078
201621319349302532,237421224,GOOGLE INC,PO BOX 39000,SAN FRANCISCO,CA,94139,ADVERTISING SERVICES,398884
201621319349302532,237421224,POINT IT,151 WESTERN AVE STE 350,SEATTLE,WA,98119,ADVERTISING SERVICES,363225
201641329349302574,030179592,Grant Thornton LLP,75 State Street,Boston,MA,02109,Accounting audit and tax services,215793
201641329349302574,030179592,NEPC LLC,255 State Street,Boston,MA,02109,Investment Consultation,129104
201601349349304580,237251952,Advanced Cleaning Concepts,PO Box 5404,West Lebanon,NH,03784,Cleaning,182931
201610909349300506,310537177,SODEXO SERVICES,200 WEST WARD ST,SPRINGFIELD,OH,45504,MEAL SVS/CATERING,3767194
201610909349300506,310537177,ROYALL AND COMPANY,1920 EAST PARHAM RD,RICHMOND,VA,232282206,CONSULTING SERVICES,764752
201610909349300506,310537177,WFF FACILITY SERVICES,211 SOUTH JEFFERSON AVE,ST LOUIS,MO,63103,JANITORIAL SERVICES,927540
201610909349300506,310537177,FOCUS CFO,L-3213,COLUMBUS,OH,43260,BUSINESS CONSULTING,183200
201610909349300506,310537177,QBASE,3800 PENTAGON BLVD 1,BEAVERCREEK,OH,454312199,IT SERVICE PROVIDER,162068
201620969349300137,362167048,Millard Group Inc,7301 N Cicero,LINCOLNWOOD,IL,60712,Janitorial,9942932
201620969349300137,362167048,JC Anderson Inc,834 N Church Rd,ELMHURST,IL,60126,Construction,7577151
201620969349300137,362167048,Hill Mechanical Operations,11045 Gage Ave,FRANKLIN PARK,IL,60131,Operating Engineer,4558671
201620969349300137,362167048,Marc USA Chicago,325 N LaSalle St,CHICAGO,IL,60654,Facilities Rental,4442184
201620969349300137,362167048,Compass Group USA Inc,PO Box 91337,CHICAGO,IL,60693,Food Services,1997633
201620839349301102,952962604,OLOGIE LLC,447 EAST MAIN STREET,COLUMBUS,OH,43215,CONSULTING,491397
201620839349301102,952962604,HIRSCHFELD KRAEMER LLP,505 MONTGOMERY ST 13TH FLOOR,SAN FRANCISCO,CA,94111,LEGAL,301373
201620839349301102,952962604,GARY WERTH MASONRY,5833 PENFIELD AVENUE,WOODLAND HILLS,CA,91367,MASONRY,141389
201620839349301102,952962604,GONSER GERBER LLP,1776 LEGACY CIRCLE SUITE 100,NAPERVILLE,IL,60563,CONSULTING,114456
201620839349301102,952962604,HORIZON COACH LINES,3333 E 69TH STREET,LONG BEACH,CA,90805,TRANSPORTATION,104180
201630449349301008,540505892,Sodexo Inc Affiliates,PO Box 536922,Atlanta,GA,30353,Food and Facility Services,3486495
201630449349301008,540505892,Branch Associates Inc,PO Box 40051,Roanoke,VA,24022,Construction Services,8371858
201630449349301008,540505892,Craig Gaulden and Davis,19 Washington Park,Greenville,SC,296013111,Architecture Services,229767
201630449349301008,540505892,Independent College Enterprise,Universtiy of Charleston,Charleston,WV,25304,IT Services,209998
201630449349301008,540505892,David Berg dba Wallace Brothers,36571 Plum Creek Road,Glade Spring,VA,24340,Construction Services,167322
201630479349301513,954579025,GLOBAL COMPANY INC,5923 ETIWANDA AVE 2,TARZANA,CA,91356,CLINICAL PROCUREMENT,157500
201641199349300809,030179424,EMBANET CORPORATION,225 SPARKS AVE,TORONTO,ONTARIO,CA,M2H285,ADMISSIONS OUTSOURCING (FIRM),4685456
201641199349300809,030179424,NCS PEARSON INC,5601 GREEN VALLEY DR SUITE 220,BLOOMINGTON,MN,554371187,OUTSOURCED ADMISSIONS,1849493
201641199349300809,030179424,CENTRAL VERMONT MEDICAL CENTER,PO BOX 547,BARRE,VT,05641,MEDICAL CARE,658823
201641199349300809,030179424,INTERNATIONAL STUDIES ABROAD,1112 W BEN WHITE BLVD,AUSTIN,TX,787047281,INTERNATIONAL STUDIES,190700
201641199349300809,030179424,CAMBRIDGE ASSOCIATES LLC,125 HIGH STREET 11TH FLOOR,BOSTON,MA,02110,INVESTMENT CONSULTING,179095
201601329349300040,046130872,MOUNT HOLYOKE COLLEGE,50 COLLEGE STREET,SOUTH HADLEY,MA,01075,PUBLIC SAFETY SVCS.,1155903
201601329349300040,046130872,UNIVERSITY HEALTH SERVICES,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,01003,HEALTH SERVICES,1071627
201601329349300040,046130872,BRUNERCOTT ASSOCIATES INC,130 PROSPECT STREET,CAMBRIDGE,MA,02139,ARCHITECTURE,625457
201601329349300040,046130872,DIVERSIFIED SEARCH,2005 MARKET ST,PHILADELPHIA,PA,19103,EXEC.SEARCH SVCS.,210792
201601329349300040,046130872,FIVE COLLEGES INC,97 SPRING STREET,AMHERST,MA,01002,CONSORTIUM SERVICES,566896
201611309349301996,042103544,CONNELLY PARTNERS LLC,46 WALTHAM STREET,BOSTON,MA,02118,ADVERTISING,2439928
201611309349301996,042103544,FIFTY EGGS INC,231 FOREST ST WOODLAND HILL-BLDG 4,BABSON PARK,MA,02457,CONSULTANT,435228
201611309349301996,042103544,SIGNATURE PRINTING CONSULTING,800 WEST CUMMINGS PARK SUITE 2900,WOBURN,MA,01801,PRINTING,320725
201611309349301996,042103544,CPSG PARTNERS LLC,5001 SPRING VALLEY ROAD 300 EAST,DALLAS,TX,75244,SOFTWARE CONSULTANTS,236229
201611309349301996,042103544,ADAPTIVE COMMUNICATIONS LLC,230 COMMERCE WAY SUITE 100,PORTSMOUTH,NH,03801,WIFI NETWORK,218334
201620989349300627,010211810,SODEXO INC & AFFILIATES,PO BOX 360170,PITTSBURGH,PA,152516170,FOOD SERVICE,4525205
201620989349300627,010211810,ELLUCIAN COMPANY LP,14083 COLLECTIONS CENTER DRIVE,CHICAGO,IL,60693,TECHNOLOGY SERVICES,4051899
201620989349300627,010211810,EBNT USA HOLDINGS INC,2145 METRO CENTER BLVD,ORLANDO,FL,328357632,EDUCATIONAL CURRICULUM,3218278
201620989349300627,010211810,NCS PEARSON INCORPORATED,13036 COLLECTION CENTER DRIVE,CHICAGO,IL,60693,EDUCATIONAL CURRICULUM,3107785
201620989349300627,010211810,NG BAILEY INC,2 BAILEY DRIVE,GRAY,ME,04039,CONSTRUCTION,1186483
201600999349300225,350845258,ASHER AGENCY,535 W WAYNE ST,FORT WAYNE,IN,46802,ADVERTISING,1906654
201600999349300225,350845258,BANNER EDGE MEDIA,14350 N 87TH ST,SCOTTSDALE,AZ,85260,ADVERTISING,708185
201600999349300225,350845258,FERGUSON ADVERTISING,347 WEST BERRY,FORT WAYNE,IN,46802,ADVERTISING,646176
201600999349300225,350845258,SECURITAS SECURITY SERVICES USA IN,2 CAMPUS DRIVE,PAPSIPPANY,NH,07054,SECURITY SERVICES,477568
201600999349300225,350845258,JENZABAR INC,101 HUNTINGTON AVE SUITE 2200,BOSTON,MA,02199,SOFTWARE SUPPORT,320053
201620899349301127,231352613,SYNERGIS EDUCATION,1820 E RAY ROAD,CHANDLER,AZ,85225,INSTITUTIONAL DEVELOPMENT AND PROGRAMS,3231591
201620899349301127,231352613,PARKHURST DINING SERVICES,PO BOX 644091,PITTSBURGH,PA,152644901,FOOD SERVICE CONTRACT,2445360
201620899349301127,231352613,MONT DEL VAL ASSOC,600 OLD ELM ST SUITE 100,CONSHOCKEN,PA,19428,RENTAL PROPERTY LANDLORD,905970
201620899349301127,231352613,A H CORNELL & SON INC,P O BOX 311,JAMISON,PA,18929,PAVING CONTRACTOR,662342
201620899349301127,231352613,G&I VI INTERCHANGE OFFICE LLC,C/O DRA ADVISORS LLC 220 EAST 42ND,NEW YORK,NY,10017,RENTAL PROPERTY LANDLORD,507909
201620929349300637,941156610,CORPORATE SECURITY SERVICES INC,THE HEARST BUILDING 5 THIRD ST,SAN FRANCISCO,CA,94103,SECURITY,205100
201620929349300637,941156610,ALL CLEAN LLC,1001 BAYHILL DRIVE SUITE 225,SAN BRUNO,CA,94066,JANITORIAL,155052
201620929349300637,941156610,GRAYSTONE,3562 ROUND BARN CIRCLE,SANTA ROSA,CA,95403,INVESTMENT CONSULTING,151795
201620929349300637,941156610,G4S SECURE SOLUTIONS INC,PO BOX 277469,ATLANTA,GA,30384,SECURITY,143860
201620929349300637,941156610,LAWRENCE NEWHOUSE INC,503 ETHEL AVE,MILL VALLEY,CA,94941,PIANO MAINTENANCE,123498
201601319349301715,042104229,SODEXO INC AFFILIATES,C/O DINING SERVICES 320 WASHINGTON,NORTH EASTON,MA,02357,FOOD SERVICE,6033685
201601319349301715,042104229,CONGREGATION OF THE HOLY CROSS,PO BOX 774,NOTRE DAME,IN,46556,ADMIN & INSTRCTN SVC,1549259
201601319349301715,042104229,Bond Brothers,145 Spring Street,EVERETT,MA,02149,Construction,2604190
201601319349301715,042104229,API,107 E Hopkins,SAN MARCOS,TX,78666,Educational Services,991562
201601319349301715,042104229,Sasaki Associates Inc,64 Pleasant Street,WATERTOWN,MA,02472,Engineering Services,982542
201621139349300322,221815636,Triangle Services Inc,10 5th St Fl2,Valley Stream,NY,11581,Cleaning,539562
201621139349300322,221815636,DiFrancescoBatemanColeyYospinKunzman,15 Mountain Blvd,Warren,NJ,07059,Legal,101337
201621139349300322,221815636,Concord Engineering Group Inc,520 S Burnt Mills Rd,Voorhees,NJ,08043,Engineering,178737
201621139349300322,221815636,US Security Associates Inc,200 Mansell Ct E Fl5,Roswell,GA,30076,Security,676924
201621139349300322,221815636,CampusEAI Corporation,1111 Superior Ave E Ste 310,Cleveland,OH,44114,Computer Maintenance,693333
201611049349300611,590637903,CUSTODIAL MAINTENANCE INC,622 TOWER LANE STE A-7,SARASOTA,FL,34240,CUSTODIAL SERVICES,936068
201611049349300611,590637903,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRAIL,SARASOTA,FL,34239,STUDENT HEALTH SERVICES,430416
201611049349300611,590637903,KELLY SERVICES INC,PO BOX 530437,ATLANTA,GA,303530437,TEMPORARY STAFFING SERVICES,197290
201611049349300611,590637903,TAMPA BAY TRANE,PO BOX 919309,ORLANDO,FL,328919309,HVAC SERVICING,190959
201611049349300611,590637903,DESORMIER CONSULTING INC,6222 TOWER LANE SUITE A-7,SARASOTA,FL,34240,CUSTODIAL SERVICES,121119
201620479349300017,570314365,GCA Services,PO Box 534198,Atlanta,GA,30353,Contractor,2517105
201620479349300017,570314365,Clausell & Associates,4260 Clausell Ct 200,Decatur,GA,30035,Auditing Services,224673
201620479349300017,570314365,Cherry Bekaert LLP,5350 Woodside Executive Ct,Aiken,SC,29803,Auditing Services,156634
201620479349300017,570314365,JN Alston Consulting Inc,458 Colonial Terrace,Hackensack,NJ,07601,Fundraising Consult,130772
201620479349300017,570314365,Perkins Management Services Co,PO Box 58522,Fayetteville,NC,28305,Food Services,4145003
201621339349304412,042104700,CHARTWELLS DINING SERVICES,2400 YORKMONT ROAD,CHARLOTTE,NC,28217,FOOD & CATERING SERVICES,2627625
201621339349304412,042104700,SECURITAS SECURITY SERVICES,2 CAMPUS DRIVE,PARSIPPANY,NJ,07054,SECURITY SERVICES,818077
201621339349304412,042104700,HARVARD MAINTENANCE INC,800 WEST CUMMINGS PARK SUITE 1850,WOBURN,MA,01801,MAINTENANCE SERVICES,518363
201621339349304412,042104700,AMERICAN GREEN BUILDING SERVICES,190 MILTON STREET,DEDHAM,MA,02026,CLEANING SERVICES,485357
201621339349304412,042104700,CANON BUSINESS PROCESS SERVICES,460 WEST 34TH STREET 6TH FLOOR,NEW YORK,NY,10001,DOCUMENT MANAGEMENT SERVICES,470024
201611339349304706,131656667,CHARTWELLS,PO BOX 91337,CHICAGO,IL,60693,FOOD SERVICE,1406086
201611339349304706,131656667,UNIVERSAL PROTECTION SERVICE LLC,26375 NETWORK PL,CHICAGO,IL,60673,SECURITY SERVICES,481351
201611339349304706,131656667,ELITE SERVICE GROUP,40 WEST 27TH STREET 12TH FLOOR,NEW YORK,NY,10001,CLEANING SERVICE,345464
201611339349304706,131656667,PRECISION ELEVATOR CORP,257 51ST ST,BROOKLYN,NY,11220,ELEVATOR SERVICES,254736
201611339349304706,131656667,LANKEY LIMEY LTD,85 SAINT JAMES TERRACE,YONKER,NY,10704,PRODUCTION SVCS,198748
201640489349300034,366069820,GUIDESTONE FINANCIAL RESOURCES,2401 CEDAR SPRINGS RD,DALLAS,TX,75201,HEALTHCARE INSURANCE,809054
201640649349300819,352158366,AVI FRESH,2590 ELM RD NE,WARREN,OH,44483,FOOD SERVICES,1322628
201640649349300819,352158366,ZEHR CONSTRUCTION INC,914 N 3RD ST,GOSHEN,IN,46528,CONSTRUCTION SERVICES,265006
201640649349300819,352158366,MENNONITE EDUCATION AGENCY INC,63846 COUNTY ROAD 35 SUITE 1,GOSHEN,IN,46528,CONSULTING & ADVISORY SERVICES,218022
201630439349301868,580568687,ARAMARK SERVICES INC,P O BOX 198532,ATLANTA,GA,30384,FOOD SERVICES,743279
201630439349301868,580568687,NATIONAL MANAGEMENT,113 CORPORATE PARK E,LAGRANGE,GA,30241,JANITORIAL SERVICES,388019
201640979349300714,382805044,BILA CONSTRUCTION,7149 N MCCAFFREY RD,OWOSSO,MI,48867,RENOVATION,207256
201601029349301155,381945965,TECHNOLOGY INVESTMENT PARTNERSWELLS FAR,NW-8704,MINNEAPOLIS,MN,554858704,TECHNOLOGY EQUIPMENT FINANCING,1353413
201601029349301155,381945965,INTEGRATED ARCHITECTURE,4090 LAKE DRIVE SE,GRAND RAPIDS,MI,49546,ARCHITECTURE SERVICES,1156247
201601029349301155,381945965,RDG LIVONIA LLC,5540 GLENWOOD HILLS PKWAY,GRAND RAPIDS,MI,49512,BUILDING RENT,973872
201601029349301155,381945965,FLINT 4318 LLCROCKSIDE PROPERTY,4367 CLYBOURN AVE,NORTH HOLLYWOOD,CA,91602,BUILDING RENT,331140
201601029349301155,381945965,45 OTTAWA ASSOCIATES LLC,601 FIRST STREET NW,GRAND RAPIDS,MI,49504,BUILDING RENT,326316
201630989349300543,370661494,MILLER HALL & TRIGGS,416 MAIN ST,PEORIA,IL,61602,LEGAL,372530
201630989349300543,370661494,LONTAI DESIGN LLC,2619 HEADING AVE,PEORIA,IL,61604,ARCHITECT,283949
201630989349300543,370661494,AUBREY L ATKINSON,4507 SILVIS ROAD,BARTONVILLE,IL,61607,CONSTRUCTION & FLOORING,122620
201630989349300543,370661494,BRANDES INVESTMENT PARTNERS LP,FILE 56106,LOS ANGELES,CA,90074,INVESTMENT FIRM,120708
201630989349300543,370661494,FRAY TOURING LLC,3310 W END AVE SUITE 400,NASHVILLE,TN,37203,TRAVEL SERVICES,120300
201610909349300011,410693979,The Boldt Company,2525 N Roemer Road,Appleton,WI,54911,Contractor,6101566
201610909349300011,410693979,Bon Appetit Management Co,100 Hamilton Avenue Suite 400,Palo Alto,CA,94301,Food Service,7993197
201610909349300011,410693979,EBSCO Industries Inc,PO Box 204661,Dallas,TX,753204661,Services & Goods,649303
201610909349300011,410693979,Educational & Institutional Insurance Adm,200 S Wacker Dr Ste 1000,Chicago,IL,60606,Insurance Advisor,1214863
201610909349300011,410693979,Muska Electric Company,1985 Oakcrest Avenue,Roseville,MN,55113,Electric Contractor,1010135
201601069349300540,240795495,THE QUANDEL GROUP INC,4755 LINGESTOWN ROAD,HARRISBURG,PA,17112,GENERAL CONTRACTOR,19804237
201601069349300540,240795495,ARAMARK,C/O UNIVERSITY OF SCRANTON,SCRANTON,PA,18510,FOOD SERVICE PROVIDER,11447967
201601069349300540,240795495,TIAA-CREFF,PO BOX 1259,CHARLOTTE,NC,28201,PENSION PLAN PROVIDER,5789304
201601069349300540,240795495,SCARTELLI GENERAL CONTRACTORS,364 N MAIN STREET,TAYLOR,PA,18517,CONSTRUCTION CONTRACTOR,930361
201601069349300540,240795495,HEMMLER & CAMAYD ARTHITECTS,409 LACKAWANNA AVE,SCRANTON,PA,18503,ARCHITECT,835503
201610889349300031,540505977,KJELLSTROM LEE INC,1607 OWNBY LANE,RICHMOND,VA,23220,CONSTRUCTION,9939512
201610889349300031,540505977,TAYLOR PARRISH INC,710 PERRY ST,RICHMOND,VA,23224,CONSTRUCTION,8532708
201610889349300031,540505977,MAKENA CAPITAL LP,2755 SAND HILL ROAD,MENLO PARK,CA,94025,INVESTMENT MGMT,4117307
201610889349300031,540505977,BRANCH ASSOCIATES INC,5732 AIRPORT ROAD NORTHWEST,ROANOKE,VA,24012,CONSTRUCTION,3922995
201610889349300031,540505977,HANBURY EVANS WRIGHT VLATTAS,120 ATLANTIC STREET,NORFOLK,VA,23514,CONSTRUCTION,1402484
201610939349300221,930386858,COMPASS GROUP USA INC (DBA BON APPETIT),2400 YORKMONT RD,CHARLOTTE,NC,28217,CATERING & FOOD SERVICE,4676925
201610939349300221,930386858,FORTIS CONSTRUCTION,1705 SW TAYLOR ST,PORTLAND,OR,97205,CONSTRUCTION & GENERAL CONTRACTING,1936510
201610939349300221,930386858,SKYLINE BUILDING MAINTENANCE,17446 SW BOONES FERRY RD,LAKE OSWEGO,OR,97035,HOUSEKEEPING & CUSTODIAL,1874195
201610939349300221,930386858,FOUNDATION FOR INTERNATIONAL EDUCATION,114 CROMWELL RD,LONDON,UK,INTERNATIONAL EDUCATION SERVICES,752275
201610939349300221,930386858,CENTER FOR CROSS-CULTURAL STUDY,466 MAIN ST,AMHERST,MA,01002,INTERNATIONAL EDUCATION SERVICES,514600
201600979349300010,470405319,HAMPTON COMMERCIAL CONSTRUCTION,3400 PLANTATION DR 110,LINCOLN,NE,68516,CONSTRUCTION,579719
201600979349300010,470405319,US FOODSERVICE INC,PO BOX 501133,ST LOUIS,MO,63150,FOOD SERVICE,397278
201600979349300010,470405319,ADVENTIST COLLEGES ABROAD,12501 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,STUDENT SERVICES,269224
201600979349300010,470405319,SANDSTONE CONSTRUCTION LLC,500 N BRYANT PO BOX 6896AVE,LINCOLN,NE,68506,CONSTRUCTION,261939
201600979349300010,470405319,GANA TRUCKING & EXCAVATING,2200 W PANAMA RD,MARTEL,NE,68404,CONSTRUCTION,240773
201620569349300832,910615846,PIONEER COLLEGE CATERERS,303 GLENROSE AVE,NASHVILLE,TN,37210,STUDENT FOOD SERVICES,1284039
201620569349300832,910615846,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,FACILITY AND LANDSCAPE MAINTENANCE,1252176
201620569349300832,910615846,SIGNIIFCANT SYSTEMS,201 LOMAS SANTA FE DR 410,SOLANA BEACH,CA,92075,ON-LINE LEARNING,945564
201620569349300832,910615846,SYNERGY CAMPUS SECURITY,PO BOX 1224,LAGRANGE,GA,30241,SECURITY PATROL,180573
201620569349300832,910615846,SAVANT LEARNING SYSTEMS,311 S LINDELL ST,MARTIN,TN,38237,ON-LINE LEARNING,126884
201601329349301715,030179298,CET Academic Programs,1920 N Street NW Suite 200,Washington,DC,20036,Program Fee,963196
201601329349301715,030179298,Sasaki Associates Inc,64 Pleasant Street,Watertown,MA,02472,Architect,937541
201601329349301715,030179298,Eullcian Support Inc,2300 Maitland Center Pkwy,Maitland,FL,32751,Software support,637205
201601329349301715,030179298,Dinse Knapp & McAndrew,209 Battery Street,Burlington,VT,05402,Attorneys,433544
201601329349301715,030179298,Radius GGE (USA) Inc,Dept LA 23551,Pasadena,CA,911853551,Consultants,344654
201621339349302817,951699394,Rogelio Sanchez Painting,3400 E Milton St,Pasadena,CA,91107,Painter,149694
201621339349302817,951699394,ABM Services Inc,File 53120,Los Angeles,CA,90074,Janitorial Service,131427
201621339349302817,951699394,Elite Move Management,12 Starck Drive,Burgettstown,PA,15021,Movers,107696
201621339349302817,951699394,Athens Services,PO Box 60009,City of Industry,CA,61716,Trash Removal,103095
201611329349302791,131628206,compass group north america,2400 yorkmont road,CHARLOTTE,NC,28217,food service,855584
201611329349302791,131628206,us security associates,200 mansell court fifth floor,ROSWELL,GA,30076,security services,695006
201611329349302791,131628206,kencal maintenance corpo,399 knollwood road,WHITE PLAINS,NY,10603,cleaning services,388772
201611329349302791,131628206,bw mechanical inc,2109 Emmorton Park Road Suite 118,EDGEWOOD,MD,21040,hvac services,385203
201611329349302791,131628206,b b contracting group llc,2502 tigani drive,WILINGTON,DE,19808,general contractor,311534
201601339349303330,430654876,DIAMOND DESIGN BUILD LLC,5900-C NORTH TOWER DR,COLUMBIA,MO,65202,CONSTRUCTION,4433453
201601339349303330,430654876,FRESH IDEAS,1000 W NIFONG BLVD,COLUMBIA,MO,65203,FOOD SERVICE,1514229
201601339349303330,430654876,ELLIANCE INC,600 RIVER AVE,PITTSBURGH,PA,15212,ADVERTISING/BRANDING,882064
201601339349303330,430654876,THE LEARNING HOUSE INC,427 S 4TH ST STE 300,LOUISVILLE,KY,40202,ONLINE LEARNING SERVICES,590890
201601339349303330,430654876,BUCKET MEDIA INC,1123 WILKES BLVD,COLUMBIA,MO,65201,ADVERTISING,318149
201601339349301650,231352655,Thompson Hospitality,505 Huntmar Park Dr,Suite 350,Herndon,VA,20170,Food Service Provider,5772969
201601339349301650,231352655,Thompson Facilities,1741 Business Center Dr,Reston,VA,20190,Facilities Maintenance Contractor,2998109
201601339349301650,231352655,Kopp Construction LLC,306 Kennett Pike,Chadds Ford,PA,19317,Construction Contractor,1683891
201601339349301650,231352655,Seiberlich Trane,66 Southgate Blvd,New Castle,DE,19720,HVAC Maintenance,541701
201601339349301650,231352655,Ellucian,4375 Fair Lakes Ct,Fairfax,VA,22033,ERP System Provider,376501
201640439349301969,370673513,PJ Hoerr Inc,107 Commerce Place,Peoria,IL,616045285,Construction,7368006
201640439349301969,370673513,Lake Flato Architects Inc,311 3rd Street,San Antonio,TX,78205,Architects,403418
201640439349301969,370673513,IES,Suite 2300,33 West Monroe Street,Chicago,IL,606035405,Off Campus Programs,336710
201640439349301969,370673513,Associated Colleges of the Midwest,Suite 800,11 East Adams St,Chicago,IL,60603,Off Campus Programs,304290
201640439349301969,370673513,Generation Branding,N0 121,231 Front Street,Brooklyn,NY,11201,Branding and Communication Consultants,293462
201640749349300419,530196549,Whiting Turner Contracting Company,300 East Joppa Road,TOWSON,MD,21286,Construction,55000353
201640749349300419,530196549,Aramark,1101 Market St,PHILADELPHIA,PA,19107,Food & Cleaning,25592694
201640749349300419,530196549,Skanska USA Building Inc,1633 Littleton Road,PARSIPPANY,NJ,07054,Construction,5757428
201640749349300419,530196549,Camson Construction Inc,1 Bank Street Suite 250,GAITHERSBURG,MD,20878,Construction,3836874
201640749349300419,530196549,Early Cassidy Schilling Inc,15200 Omega Dr Suite 100,ROCKVILLE,MD,20850,Risk Management,2744319
201630959349300323,520591661,THE WHITING-TURNER CONTRACTING CO I,PO BOX 17596,BALTIMORE,MD,21297,CONSTRUCTION,4559364
201630959349300323,520591661,PARKHURST DINING SERVICES,PO BOX 644091,PITTSBURGH,PA,15264,FOOD SERVICES,2441772
201630959349300323,520591661,LODRICK HEATING COOLING LLC,1311 TRALEE CIRCLE,ABERDEEN,MD,21001,HVAC SERVICE,393248
201630959349300323,520591661,WITMER MASONRY,1003 CORNERSTONE DRIVE,MOUNT JOY,PA,17552,CONSTRUCTION,369828
201630959349300323,520591661,JUBILEE BALTIMORE INC,1228M CALVERT STREET,BALTIMORE,MD,21202,contracted services,343750
201601099349300730,910565571,PEASE CONSTRUCTION INC,PO BOX 98046 3815 100TH ST SW STE,LAKEWOOD,WA,98499,GENERAL CONTRACTOR,2384820
201601099349300730,910565571,JOHN KORSMO CONSTRUCTION INC,PO BOX 1377,TACOMA,WA,98401,GENERAL CONTRACTOR,1344784
201601099349300730,910565571,NATIONAL PUBLIC RADIO,PO BOX 79540,BALTIMORE,MD,21279,PUBLIC RADIO PROGRAMMING SERVICES,1062978
201601099349300730,910565571,ARIES MECHANICAL INC,1516 S FIFE STREET,TACOMA,WA,98405,MECHANICAL CONTRACTOR,907248
201601099349300730,910565571,MARKET ENGINUITY INC,3131 EAST CLARENDON AVENUE SUITE 1,PHOENIX,AZ,85016,ADVERTISING AGENT,645087
201601059349301105,231352615,ARAMARK CORPORATION,1101 MARKET STREET,PHILADELPHIA,PA,19107,FOOD SERVICE PROVIDER,4167824
201601059349301105,231352615,BURKEY CONSTRUCTION,506 MORGANTOWN ROAD,READING,PA,19611,CONSTRUCTION SERVICES,3598782
201601059349301105,231352615,WEIDENHAMMER SYSTEMS,935 BERKSHIRE BLVD,WYOMISSING,PA,196101229,INFO TECH SERVICES,748229
201601059349301105,231352615,ROYALL & COMPANY,1920 EAST PARHAM ROAD,RICHMOND,VA,232282206,RECRUITING SERVICE,581709
201601059349301105,231352615,ML CONSTRUCTION,504 ELM AVENUE,READING,PA,19605,CONSTRUCTION SERVICES,508176
201601099349300230,560556753,ARAMARK CAMPUS SERVICES,LR BOX 7476,HICKORY,NC,28603,FOOD SERVICES,2248007
201601099349300230,560556753,ARAMARK FACILITY SERVICES,1255 CRESCENT GREEN DRIVE STE 210,CARY,NC,27518,MAINTENANCE & HOUSEKEEPING,2201483
201601099349300230,560556753,ELLUCIAN COMPANY LP,4 COUNTRY VIEW ROAD,MALVERN,PA,19355,INFORMATION TECH CONSULTING,1300132
201601099349300230,560556753,DAVID E LOOPER & CO,PO BOX 3224,HICKORY,NC,28603,CONSTRUCTION NEEDS,1181886
201601099349300230,560556753,WM C REYNOLDS CO INC,PO BOX 2068,HICKORY,NC,28603,CONSTRUCTION NEEDS,487882
201601339349304945,150532200,Charles A Gaetano Construction Co,258 Genessee St,Utica,NY,13502,General Contractor,4928510
201601339349304945,150532200,Beebe Construction Services,PO Box 177,Utica,NY,13503,General Contractor,2542222
201601339349304945,150532200,Lechase Construction Services,205 Indigo Creek Dr,Rochester,NY,14626,General Contractor,910577
201601339349304945,150532200,Lupini Construction,11 Mill St,New York Mills,NY,13417,General Contractor,860782
201601339349304945,150532200,Wellington Small Cap,280 Congress St,Boston,MA,02210,Investment Managment,497899
201641279349301169,952415066,LPA INC,PO BOX 7399,NEWPORT BEACH,CA,92658,ARCHITECTUAL SERVICES,202399
201641279349301169,952415066,ALLEN MATKINS,1900 MAIN ST 5TH FLOOR,IRVINE,CA,92614,EMPLOYMENT LAWYER,144080
201641279349301169,952415066,A-1 BUILDING MAINTENANCE & SUPPLY CO,3410 LA SIERRA AVE F1144,RIVERSIDE,CA,92503,CLEANING SERVICE,109349
201610759349300956,840402707,ACSYS INTERACTIVE DBA PRIMACY,1577 NEW BRITIAN AVE,FARMINGTON,NM,06032,WEBSITE DESIGN,3671500
201610759349300956,840402707,BON APPETIT,PO BOX 417632,BOSTON,MA,022417632,STUDENT CATERING,3580088
201610759349300956,840402707,DELTAK EDU INC,1415 W 22ND ST STE 400,OAK BROOK,IL,60523,CONTRACT SHARING,1494297
