object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,MthdOfAmntDtrmntnTxt
201833179349301318,222325405,Schuyler Hospital,m,81989,CONTRACT
201833179349301318,222325405,Schuyler Hospital,q,663908,COST
201833179349301318,222325405,Tompkins Office Management System,l,61572,CONTRACT
201833179349301318,222325405,Cayuga Area Preferred Inc,l,1640158,CONTRACT
201833179349301318,222325405,Cayuga Medical Center Foundation,l,304304,CONTRACT
201833179349301318,222325405,Cayuga Medical Center Foundation,c,203390,CONTRACT
201833179349301318,222325405,Cayuga Medical Office Building,l,99715,CONTRACT
201833179349301318,222325405,Cayuga Medical Office Building,k,438787,CONTRACT
201910449349301681,943204136,MENLO SCHOOL AND MENLO COLLEGE,Q,115817,FMV
201910249349301151,231501197,SISTERS OF THE HOLY FAMILY OF,NAZARETH,K,60000,COST
201910249349301151,231501197,SISTERS OF THE HOLY FAMILY OF,NAZARETH,M,1100116,COST
201813189349303776,262037695,HENRY W GRADY HEALTH SYSTEM FOUNDATION,c,22547268,FMV
201813189349303776,262037695,HENRY W GRADY HEALTH SYSTEM FOUNDATION,m,2080218,FMV
201813189349303776,262037695,RELIANT EMERGENCY SPECIALTIES,d,1882844,FMV
201813189349303776,262037695,RELIANT EMERGENCY SPECIALTIES,o,44648,FMV
201813189349303776,262037695,GRADY HEALTH RESOURCES INC,j,1365656,FMV
201813189349303776,262037695,GRADY HEALTH RESOURCES INC,k,595472
201813189349303776,262037695,GRADY WIC INC,j,242333,FMV
201813189349303776,262037695,GRADY WIC INC,k,193000,FMV
201813199349309851,741180155,METHODIST HOSPITAL FOUNDATION,S,11926676,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST HOSPITAL FOUNDATION,P,10832075,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST HOSPITAL FOUNDATION,C,22838960,FAIR MARKET VALUE
201813199349309851,741180155,MEDVEST 1 LIMITED PARTNERSHIP,S,280954,FAIR MARKET VALUE
201813199349309851,741180155,STEHLIN FOUNDATION,R,587145,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST INTERNATIONAL LLC,Q,482792,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST INTERNATIONAL LLC,L,120000,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST INTERNATIONAL LLC,S,213578,FAIR MARKET VALUE
201813199349309851,741180155,ALLIED METHODIST HOSPITAL PHYSICIANS,P,339851,FAIR MARKET VALUE
201813199349309851,741180155,ALLIED METHODIST HOSPITAL PHYSICIANS,L,900000,FAIR MARKET VALUE
201813199349309851,741180155,ALLIED METHODIST HOSPITAL PHYSICIANS,S,262333,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST HOSPITAL SELF INSURANCE TRUST,R,8000000,FAIR MARKET VALUE
201813199349309851,741180155,TMH PHYSICIAN ORGANIZATION,P,128360127,FAIR MARKET VALUE
201813199349309851,741180155,TMH PHYSICIAN ORGANIZATION,Q,13888088,FAIR MARKET VALUE
201813199349309851,741180155,TMH PHYSICIAN ORGANIZATION,L,1800000,FAIR MARKET VALUE
201813199349309851,741180155,TMH PHYSICIAN ORGANIZATION,J,2183178,FAIR MARKET VALUE
201813199349309851,741180155,TMH PHYSICIAN ORGANIZATION,R,169660365,FAIR MARKET VALUE
201813199349309851,741180155,MEDVEST INCORPORATED,P,111305,FAIR MARKET VALUE
201813199349309851,741180155,MEDVEST INCORPORATED,S,1018196,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST PRIMARY CARE GROUP,P,1446890,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST PRIMARY CARE GROUP,Q,5506873,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST PRIMARY CARE GROUP,L,300000,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST PRIMARY CARE GROUP,R,20466857,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST HEALTH CENTERS,P,646156,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST HEALTH CENTERS,Q,9273217,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST HEALTH CENTERS,L,106661485,FAIR MARKET VALUE
201813199349309851,741180155,METHODIST HEALTH CENTERS,R,121420094,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST ST JOHN HOSPITAL,Q,1172336,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST ST JOHN HOSPITAL,L,11325863,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST ST JOHN HOSPITAL,S,15634945,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST ST CATHERINE,P,3134623,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST ST CATHERINE,Q,2568202,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST ST CATHERINE,L,1529333,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST ST CATHERINE,R,9948785,FAIR MARKET VALUE
201813199349309851,741180155,DIAGNOSTIC CENTER HOSPITAL,P,1730769,FAIR MARKET VALUE
201813199349309851,741180155,DIAGNOSTIC CENTER HOSPITAL,R,1597627,FAIR MARKET VALUE
201813199349309851,741180155,TMH MEDICAL OFFICE BUILDINGS,Q,2647449,FAIR MARKET VALUE
201813199349309851,741180155,TMH MEDICAL OFFICE BUILDINGS,L,2617258,FAIR MARKET VALUE
201813199349309851,741180155,TMH MEDICAL OFFICE BUILDINGS,R,50813122,FAIR MARKET VALUE
201813199349309851,741180155,THE METHODIST HOSPITAL RESEARCH INSTITUTE,P,84346003,FAIR MARKET VALUE
201813199349309851,741180155,THE METHODIST HOSPITAL RESEARCH INSTITUTE,Q,2243179,FAIR MARKET VALUE
201813199349309851,741180155,THE METHODIST HOSPITAL RESEARCH INSTITUTE,L,7400000,FAIR MARKET VALUE
201813199349309851,741180155,THE METHODIST HOSPITAL RESEARCH INSTITUTE,M,9894348,FAIR MARKET VALUE
201813199349309851,741180155,THE METHODIST HOSPITAL RESEARCH INSTITUTE,Q,6522828,FAIR MARKET VALUE
201813199349309851,741180155,THE METHODIST HOSPITAL RESEARCH INSTITUTE,R,50081695,FAIR MARKET VALUE
201813199349309851,741180155,THE METHODIST HOSPITAL RESEARCH INSTITUTE,B,150363,FAIR MARKET VALUE
201813199349309851,741180155,SAN JACINTO METHODIST HOSPITAL,Q,1838955,FAIR MARKET VALUE
201813199349309851,741180155,SAN JACINTO METHODIST HOSPITAL,L,23993259,FAIR MARKET VALUE
201813199349309851,741180155,SAN JACINTO METHODIST HOSPITAL,S,35133687,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST COORDINATED CARE,L,750000,FAIR MARKET VALUE
201813199349309851,741180155,HOUSTON METHODIST COORDINATED CARE,R,4004048,FAIR MARKET VALUE
201813199349309851,741180155,HEALTH CARE GROUP,R,21656280,FAIR MARKET VALUE
201813199349309851,741180155,HEALTH CARE GROUP,B,147285,FAIR MARKET VALUE
201940729349300444,570314374,PANTHER HEALTH PARTNERS INC,B,614437,BOOK VALUE
201940729349300424,611124267,FRONTIER NURSING SERVICE INCORPORATED,S,622509,FMV
201940729349300424,611124267,FRONTIER NURSING SERVICE INCORPORATED,Q,136200,FMV
201803189349308260,136192377,MCNY Bronx Inc,d,3664336,FMV
201813189349304906,210634462,COOPER HEALTHCARE PROPERTIES INC,L,111151,CASH - FMV
201813189349304906,210634462,THE COOPER FOUNDATION,C,2044054,CASH - FMV
201813189349304906,210634462,COOPER MEDICAL SERVICES,L,507244,CASH - FMV
201813189349304906,210634462,COOPER HEALTHCARE PROPERTIES INC,K,461709,CASH - FMV
201813189349304906,210634462,COOPER MEDICAL SERVICES,K,5423700,CASH - FMV
201813189349304906,210634462,COOPER MEDICAL SERVICES,P,910789,CASH - FMV
201813189349304906,210634462,COOPER MEDICAL SERVICES,O,187944,CASH - FMV
201813189349304906,210634462,C&H COLLECTION SERVICES INC,O,63468,CASH - FMV
201813189349304906,210634462,C&H COLLECTION SERVICES INC,L,1474948,CASH - FMV
201813189349304906,210634462,all physician practices,B,385132675,CASH - FMV
201813199349307886,310621866,Kettcor,A,434770,FMV
201813199349307886,310621866,Kettcor,R,19071205,FMV
201813199349307886,310621866,Alliance Physicians Inc,J,FMV
201813199349307886,310621866,Alliance Physicians Inc,L,FMV
201813199349307886,310621866,Alliance Physicians Inc,M,FMV
201813199349307886,310621866,Alliance Physicians Inc,N,FMV
201813199349307886,310621866,Alliance Physicians Inc,Q,FMV
201813199349307886,310621866,Alliance Physicians Inc,R,84027286,FMV
201813199349307886,310621866,Beavercreek Medical Center,L,FMV
201813199349307886,310621866,Beavercreek Medical Center,N,FMV
201813199349307886,310621866,Beavercreek Medical Center,O,FMV
201813199349307886,310621866,Beavercreek Medical Center,Q,FMV
201813199349307886,310621866,Beavercreek Medical Center,S,17992097,FMV
201813199349307886,310621866,Dayton Osteopathic Hospital,L,FMV
201813199349307886,310621866,Dayton Osteopathic Hospital,N,FMV
201813199349307886,310621866,Dayton Osteopathic Hospital,O,FMV
201813199349307886,310621866,Dayton Osteopathic Hospital,Q,FMV
201813199349307886,310621866,Dayton Osteopathic Hospital,S,20378915,FMV
201813199349307886,310621866,The Fort Hamilton Hospital,L,FMV
201813199349307886,310621866,The Fort Hamilton Hospital,N,FMV
201813199349307886,310621866,The Fort Hamilton Hospital,O,FMV
201813199349307886,310621866,The Fort Hamilton Hospital,Q,FMV
201813199349307886,310621866,The Fort Hamilton Hospital,R,5018046,FMV
201813199349307886,310621866,Fort Hamilton Hospital Foundation,L,FMV
201813199349307886,310621866,Fort Hamilton Hospital Foundation,N,FMV
201813199349307886,310621866,Fort Hamilton Hospital Foundation,O,FMV
201813199349307886,310621866,Fort Hamilton Hospital Foundation,Q,FMV
201813199349307886,310621866,Greene Foundation,L,FMV
201813199349307886,310621866,Greene Foundation,N,FMV
201813199349307886,310621866,Greene Foundation,O,FMV
201813199349307886,310621866,Greene Foundation,Q,FMV
201813199349307886,310621866,Greene Foundation,R,202740,FMV
201813199349307886,310621866,Greene Memorial Hospital,L,FMV
201813199349307886,310621866,Greene Memorial Hospital,N,FMV
201813199349307886,310621866,Greene Memorial Hospital,O,FMV
201813199349307886,310621866,Greene Memorial Hospital,Q,FMV
201813199349307886,310621866,Greene Memorial Hospital,R,7810326,FMV
201813199349307886,310621866,Greene Oaks,L,FMV
201813199349307886,310621866,Greene Oaks,N,FMV
201813199349307886,310621866,Greene Oaks,O,FMV
201813199349307886,310621866,Greene Oaks,Q,FMV
201813199349307886,310621866,Greene Oaks,S,2528868,FMV
201813199349307886,310621866,Kettering Adventist Healthcare,L,FMV
201813199349307886,310621866,Kettering Adventist Healthcare,M,FMV
201813199349307886,310621866,Kettering Adventist Healthcare,N,FMV
201813199349307886,310621866,Kettering Adventist Healthcare,O,FMV
201813199349307886,310621866,Kettering Adventist Healthcare,Q,FMV
201813199349307886,310621866,Kettering Adventist Healthcare,S,3023876,FMV
201813199349307886,310621866,Kettering Affiliated Health Services Inc,L,FMV
201813199349307886,310621866,Kettering Affiliated Health Services Inc,N,FMV
201813199349307886,310621866,Kettering Affiliated Health Services Inc,O,FMV
201813199349307886,310621866,Kettering Affiliated Health Services Inc,Q,FMV
201813199349307886,310621866,Kettering Affiliated Health Services Inc,R,4113869,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,C,3185158,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,J,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,L,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,M,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,N,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,O,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,Q,FMV
201813199349307886,310621866,Kettering Medical Center Foundation,R,1680408,FMV
201813199349307886,310621866,Grandview Foundation,C,10321,FMV
201813189349310421,350892672,REID HOSPITAL & HEALTH CARE SRVCS FDN,C,4223124,ACTUAL
201813189349310421,350892672,CONNERSVILLE PHARMACY LLC,B,95000,FAIR MARKET
201843199349301599,560554230,SOUTH PARK SURGERY CENTER,L,3829048,COST
201843199349301599,560554230,SOUTH PARK SURGERY CENTER,S,1736400,CASH
201813199349320006,221487307,VALLEY MEDICAL SERVICES INC,S,1800000,COST
201813199349320006,221487307,VALLEY PHYSICIAN SERVICES INC,R,55200000,COST
201813199349320006,221487307,VHS INSURANCE COMPANY LTD,R,7313000,COST
201843199349303374,470378779,MARY LANNING HOSPITAL TRUST,C,780000,CASH TRANSFER
201843199349303374,470378779,MARY LANNING HEALTHCARE FOUNDATION,B,209610,CASH TRANSFER
201843199349303374,470378779,MARY LANNING HEALTHCARE FOUNDATION,C,180827,CASH TRANSFER
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,C,32895000,COST
201833179349307968,136171197,THE MOUNT SINAI MEDICAL CENTER INC,S,474341,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,J,6789769,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,N,10504546,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,O,26534725,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,P,1688721000,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,Q,252798297,COST
201833179349307968,136171197,THE MOUNT SINAI MEDICAL CENTER INC,I,2116667,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,S,474341,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,I,2133000,COST
201833179349307968,136171197,MOUNT SINAI CHILDREN'S CENTER FOUNDATION INC,O,73549,COST
201833179349307968,136171197,MOUNT SINAI CHILDREN'S CENTER FOUNDATION INC,C,602637,COST
201833179349307968,136171197,MITRAL FOUNDATION,O,213233,COST
201833179349307968,136171197,VALENTIN FUSTER MT SINAI FND SCI HLTH,C,1486953,COST
201833179349307968,136171197,THE MOUNT SINAI MEDICAL CENTER INC,I,75196583,FMV
201833179349307968,136171197,Beth Israel Medical Center,Q,116936061,COST
201833179349307968,136171197,Beth Israel Medical Center,N,4859064,COST
201833179349307968,136171197,Beth Israel Medical Center,O,51946693,COST
201833179349307968,136171197,Beth Israel Medical Center,P,87951945,COST
201833179349307968,136171197,St Luke's-Roosevelt Hospital Center,Q,105380253,COST
201833179349307968,136171197,St Luke's-Roosevelt Hospital Center,N,6411816,COST
201833179349307968,136171197,St Luke's-Roosevelt Hospital Center,O,35641665,COST
201833179349307968,136171197,St Luke's-Roosevelt Hospital Center,P,66919044,COST
201833179349307968,136171197,NEW YORK EYE & EAR INFIRMARY,Q,13539508,COST
201833179349307968,136171197,NEW YORK EYE & EAR INFIRMARY,O,12718477,COST
201833179349307968,136171197,MSMC REALTY CORPORATION,C,110120,COST
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,I,37039898,COST
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,A,1938121,FMV
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,O,23696187,COST
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,Q,2355872,FMV
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,P,4973173,COST
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,Q,27790866,COST
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,R,736897,COST
201833179349307968,136171197,MOUNT SINAI GENOMICS INC,K,2491022,FMV
201833179349307968,136171197,St Luke's-Roosevelt Hospital Center,B,10000000,COST
201833179349307968,136171197,MSMC RESIDENTIAL REALTY LLC,C,125800,COST
201833179349307968,136171197,THE MOUNT SINAI HOSPITAL,C,48497036,COST
201900739349300015,410693977,CHARITABLE REMAINDER UNITRUSTS (5),S,890494,CASH DISTRIBUTED
201803199349301330,210634484,INSPIRA HEALTH NETWORK INC,D,2573462,COST
201803199349301330,210634484,INSPIRA HEALTH NeTWorK FDN CUMBERLANDSALEM,E,173561,COST
201803199349301330,210634484,INSPIRA HEALTH NETWORK URGENT CARE PC,D,4723843,COST
201803199349301330,210634484,INSPIRA HEALTH NETWORK MEDICAL GROUP PC,E,5966988,COST
201803199349301330,210634484,Oak and Main Surgicenter LLC,E,407227,COST
201803199349301330,210634484,INSPIRA HEALTH NETWORK INC,K,676624,COST
201803199349301330,210634484,INSPIRA HEALTH NeTWorK FDN CUMBERLANDSALEM,K,68928,COST
201803199349301330,210634484,INSPIRA HEALTH NETWORK MEDICAL GROUP PC,J,176841,COST
201803199349301330,210634484,Oak and Main Surgicenter LLC,J,124650,COST
201803199349301330,210634484,INSPIRA HEALTH NeTWorK FDN CUMBERLANDSALEM,C,1013351,COST
201803199349301330,210634484,INSPIRA HEALTH NeTWorK FDN CUMBERLANDSALEM,O,495175,COST
201803199349301330,210634484,INSPIRA HEALTH NETWORK INC,O,2415996,COST
201803199349301330,210634484,OAK & MAIN SURGICENTER LLC,O,542606,COST
201813189349309901,160743134,BEHAVIORAL HEALTH NETWORK,Q,861903,FMV
201813189349309901,160743134,GREATER ROCHESTER ASSURANCE COMPANYLTD,P,7479822,FMV
201813189349309901,160743134,GREATER ROCHESTER HEALTH SYSTEM FOUNDATION,J,4561259,FMV
201813189349309901,160743134,GREATER ROCHESTER HEALTH SYSTEM FOUNDATION,J,149525,FMV
201813189349309901,160743134,GREATER ROCHESTER INDEPENDENT PRACTICE ASSOC INC (GRIPA),Q,3908575,FMV
201813189349309901,160743134,INDEPENDENT LIVING FOR SENIORS INC,Q,1620189,FMV
201813189349309901,160743134,NEWARK WAYNE COMMUNITY HOSPITAL,Q,11159344,FMV
201813189349309901,160743134,RGHS WORKERS' COMPENSATION TRUST,P,2043753,FMV
201813189349309901,160743134,UNITY HOSPITAL OF ROCHESTER,J,58899,FMV
201813189349309901,160743134,ROCHESTER REGIONAL HOSPITAL FOUNDATION,C,1616929,FMV
201813189349309901,160743134,ROCHESTER GENERAL LONG TERM CARE,Q,1356498,FMV
201813189349309901,160743134,WESTERN NY MEDICAL PC,Q,14373706,FMV
201813189349309901,160743134,ROCHESTER REGIONAL HEALTH SYSTEM,P,10609363,FMV
201813189349309901,160743134,THE UNITY HOSPITAL OF ROCHESTER,P,41906548,FMV
201813189349309901,160743134,NORTH PARK NURSING HOME (ETW),Q,845381,FMV
201813189349309901,160743134,PARK RIDGE NURSING HOME (PRLC),Q,1386774,FMV
201813189349309901,160743134,WOODLAND VILLAGE,Q,227590,FMV
201813189349309901,160743134,PARK RIDGE HOUSING,Q,281309,FMV
201813189349309901,160743134,PARK RIDGE CHILD CARE INC,Q,82699,FMV
201813189349309901,160743134,PRCD INC,Q,133782,FMV
201813189349309901,160743134,PRH INC,Q,129616,FMV
201813189349309901,160743134,UNITED MEMORIAL MEDICAL CENTER,Q,656621,FMV
201813189349309901,160743134,CLIFTON SPRINGS HOSPITAL,Q,628852,FMV
201813189349309901,160743134,CLIFTON SPRINGS HOSPITAL,B,249404,FMV
201813189349309901,160743134,UNITED MEMORIAL MEDICAL CENTER,Q,3625584,FMV
201813189349309901,160743134,INDEPENDENT LIVING FOR SENIORS INC,L,13886481,FMV
201813189349309901,160743134,GRHS LLC DBA ROCHESTER AMBULATORY SURGERY CENTER,J,1156477,FMV
201843189349304869,752684723,AGD LP,E,1665770,CASH
201843189349304869,752684723,AGD LP,K,387321,FAIR MARKET VALUE
201823189349308682,550643304,West Virginia University Hospitals East Inc,d,3483376,Cash Received
201823189349308682,550643304,Potomac Valley Hospital,a,118856,Cash Received
201823189349308682,550643304,Potomac Valley Hospital,d,935695,Cash Received
201813189349312621,150532245,ST ELIZABETH MEDICAL CENTER FOUNDATION INC,A,55200,FAIR MARKET VALUE
201813189349312621,150532245,ST ELIZABETH MEDICAL CENTER FOUNDATION INC,N,141361,FAIR MARKET VALUE
201813189349312621,150532245,ST ELIZABETH MEDICAL CENTER FOUNDATION INC,M,160345,FAIR MARKET VALUE
201931349349301278,591083502,NSU Guaranty Insurance Company LTD,S,1039793,claims reimbursed
201931349349301278,591083502,NSU Guaranty Insurance Company LTD,Q,82745,expenses reimbursed
201803199349312665,550753754,CAMC Foundation Inc,C,456545,Fair Market Value
201803199349312665,550753754,Charleston Area Medical Center Inc,S,6497101,Fair Market Value
201803199349312665,550753754,Charleston Area Medical Center Inc,K,266161,Contract
201803199349312665,550753754,Charleston Area Medical Center Inc,L,17767102,Contract
201803199349312665,550753754,Charleston Area Medical Center Inc,M,437781,Fair Market Value
201803199349312665,550753754,Charleston Area Medical Center Inc,P,3289428,Fair Market Value
201803199349312665,550753754,Charleston Area Medical Center Inc,Q,513535,Fair Market Value
201833139349300423,610444825,Bingham Fund for Excellence in Teaching at Transylvania University,q,1594656,Actual expenses
201803179349307970,135564934,ST LUKE'S ROOSEVELT HOSPITAL,o,31558250,COST
201803179349307970,135564934,BI NURSING HOME COMPANY,R,203696,COST
201803179349307970,135564934,NEW YORK EYE AND EAR INFIRMARY,R,147985,COST
201803179349307970,135564934,THE MOUNT SINAI HOSPITAL,O,22608914,COST
201803179349307970,135564934,THE MOUNT SINAI MEDICAL CENTER,I,1843472,COST
201803179349307970,135564934,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Q,116936061,COST
201803179349307970,135564934,MOUNT SINAI AMBULATORY VENTURES INC,R,2940994,COST
201803179349307970,135564934,MOUNT SINAI HEALTH SYSTEM,Q,8650840,COST
201803179349307970,135564934,MOUNT SINAI HEALTH SYSTEM,B,11969865,COST
201803179349307970,135564934,THE MOUNT SINAI HOSPITAL,C,20204067,COST
201803179349307970,135564934,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,O,51946693,COST
201803189349311545,221508627,ST PETER'S COLLEGE REALTY HOLDING INC,"K, O,",824470,COST
201803199349315015,111635088,CHS SERVICES INC,LMPR,2007771,COST
201803199349315015,111635088,CHS SERVICES INC,A,1424196,COST
201803199349315015,111635088,ST FRANCIS HOSPITAL,LM,907558,COST
201803199349315015,111635088,ST CHARLES HOSPITAL,LM,172080,COST
201803199349315015,111635088,ST CATHERINE OF SIENA MEDICAL CENTER,LM,269601,COST
201803199349315015,111635088,WSNCHS NORTH INC,LM,226699,COST
201813199349302226,570828733,Lowcountry Sugery Center LLC,A,112500,Cash
201813199349302226,570828733,Lowcountry Sugery Center LLC,L,138928,Cash
201813199349302226,570828733,Lowcountry Sugery Center LLC,O,782772,Cash
201931349349308178,314379459,DENISON UNIVERSITY RESEARCH FOUNDATION,C,188877,FMV
201931349349308368,231352630,ACADEMIC PROPERTIES INC,K,2937000,BOOK AMOUNT
201931349349308368,231352630,ACADEMIC PROPERTIES INC,M,200000,BOOK AMOUNT
201931349349308368,231352630,THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,Q,209000,BOOK AMOUNT
201931349349308368,231352630,THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,L,1365000,BOOK AMOUNT
201931349349308368,231352630,11TH STREET FAMILY SERVICES INC,K,560000,BOOK AMOUNT
201931349349308368,231352630,3509 SPRING GARDEN LP,K,275000,BOOK AMOUNT
201931349349308368,231352630,3509 SPRING GARDEN MT LP,K,343000,BOOK AMOUNT
201931349349308368,231352630,1200 CHESTNUT STREET I LP,E,228000,BOOK AMOUNT
201931349349308368,231352630,1200 CHESTNUT STREET I LP,A,199000,BOOK AMOUNT
201931349349308368,231352630,1200 CHESTNUT STREET I LP,Q,2251000,BOOK AMOUNT
201931349349308368,231352630,1200 CHESTNUT STREET GP INC,R,10275000,BOOK AMOUNT
201931029349300523,237223216,Charitable Remainder Trusts (5),(c),66622,FMV
201931029349300523,237223216,Sarah lawrence at Oxford,(P),950807,COST
201931279349300908,470376525,HASTINGS COLLEGE FOUNDATION,n,561020,BOOK
201931279349300908,470376525,HASTINGS COLLEGE FOUNDATION,o,853439,BOOK
201803189349304600,710236856,MULTIMANAGEMENT SERVICES INC,A,525664,FMV
201803189349304600,710236856,BAPTIST HEALTH EXTENDED CARE HOSPITAL,A,903405,FMV
201803189349304600,710236856,BAPTIST HEALTH FOUNDATION,C,11551760,FMV
201803189349304600,710236856,ARKANSAS HEALTH GROUP,D,7388043,FMV
201803189349304600,710236856,MULTIMANAGEMENT SERVICES INC,D,8017511,FMV
201803189349304600,710236856,ARKANSAS HEALTH GROUP,J,773025,FMV
201803189349304600,710236856,MULTIMANAGEMENT SERVICES INC,J,260580,FMV
201803189349304600,710236856,ARKANSAS HEALTH GROUP,K,57120,FMV
201803189349304600,710236856,ARKANSAS HEALTH GROUP,O,41839204,FMV
201803189349304600,710236856,BAPTIST HEALTH EXTENDED CARE HOSPITAL,O,2082512,FMV
201803189349304600,710236856,BAPTIST HEALTH HOSPITALS,O,423688,FMV
201803189349304600,710236856,BAPTIST HEALTH EXTENDED CARE HOSPITAL,Q,2042315,FMV
201803189349304600,710236856,BAPTIST HEALTH HOSPITALS,Q,2875521,FMV
201803189349304600,710236856,CONWAY COMMUNITY SERVICES,Q,11617117,FMV
201803189349304600,710236856,PARKWAY VILLAGE INC,Q,748510,FMV
201803189349304600,710236856,PARKWAY HEALTH CENTER INC,Q,149129,FMV
201803189349304600,710236856,BAPTIST HEALTH FOUNDATION,Q,274049,FMV
201803189349304600,710236856,MULTIMANAGEMENT SERVICES INC,Q,825205,FMV
201931039349300328,030179424,NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES,P,192869,CASH
201931039349300328,030179424,NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES,Q,23105,CASH
201931039349300328,030179424,CHARITABLE TRUST,R,345826,CASH
201833139349301123,541547408,POTOMAC HOSPITAL CORP OF PRINCE WILLIAM,B,3407886,CORP BOOKS/REC
201833139349301123,541547408,POTOMAC HOSPITAL CORP OF PRINCE WILLIAM,L,23532466,CORP BOOKS/REC
201833139349301123,541547408,POTOMAC HOSPITAL CORP OF PRINCE WILLIAM,N,14375293,CORP BOOKS/REC
201833139349301123,541547408,SENTARA PRINCESS ANNE HOSPITAL,F,27075000,CORP BOOKS/REC
201833139349301123,541547408,SENTARA PRINCESS ANNE HOSPITAL,L,20527911,CORP BOOKS/REC
201833139349301123,541547408,SENTARA PRINCESS ANNE HOSPITAL,N,10207812,CORP BOOKS/REC
201833139349301123,541547408,SENTARA PRINCESS ANNE HOSPITAL,Q,42105309,CORP BOOKS/REC
201833139349301123,541547408,SMG INNOVATIONS INC,Q,203042,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,A,399850,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,K,5740456,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,C,64112612,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,L,10984667,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,M,98074284,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,N,1075498,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,S,348457,CORP BOOKS/REC
201833139349301123,541547408,SENTARA MEDICAL GROUP,P,127057,CORP BOOKS/REC
201833139349301123,541547408,SENTARA ENTERPRISES,C,801439,CORP BOOKS/REC
201833139349301123,541547408,SENTARA ENTERPRISES,L,6113298,CORP BOOKS/REC
201833139349301123,541547408,SENTARA ENTERPRISES,M,7420382,CORP BOOKS/REC
201833139349301123,541547408,SENTARA ENTERPRISES,N,1445055,CORP BOOKS/REC
201833139349301123,541547408,ST LUKES PROPERTIES LLC,K,983049,CORP BOOKS/REC
201833139349301123,541547408,MPB INC,B,9783884,CORP BOOKS/REC
201833139349301123,541547408,MPB INC,K,9239611,CORP BOOKS/REC
201833139349301123,541547408,MPB INC,P,101254,CORP BOOKS/REC
201833139349301123,541547408,MPB INC,Q,166338,CORP BOOKS/REC
201833139349301123,541547408,MPB INC,R,18762835,CORP BOOKS/REC
