object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,DsrgrddEnttyNm_BsnssNmLn2Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclFrgnCntryCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_DrctCntrllngNACd,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201910639349300856,460283336,BENEDICTINE CONVENT OF SACRED HEART DBA SACRED HEART MONASTARY,1005 W 8TH STREET,YANKTON,SD,570783389,460224541,RELIGIOUS ORDER,SD,501(C)(3),LINE 1,N/A,0
201931239349301173,580566199,LAGRANGE PROPERTY MANAGEMENT INC,601 BROAD STREET,LAGRANGE,GA,30240,811388812,PROPERTY MANAGEMENT,GA,501(C)(3),"LINE 12A, I",LAGRANGE COLLEGE,0
201901309349305265,141338580,ALUMNI COUNCIL OF UNION COLLEGE INC,807 UNION ST ABBE HALL,SCHENECTADY,NY,12308,146019466,Fundraising,NY,501(C)(3),12C,NA,true
201931359349301658,540505941,RMWC ALUMNAE AND RC ALUMNI ASSOC,2500 RIVERMONT AVENUE,LYNCHBURG,VA,24503,540350944,ALUMNAE(I) CONNECTIONS,VA,501(C)(3),11A-TYPE 1,N/A,0
201931359349306268,550713410,GLENVILLE STATE COLLEGE,200 HIGH STREET,GLENVILLE,WV,26351,556000779,HIGHER EDUCATION,WV,170(B)(1)(A)(V),0
201931359349306268,550713410,GLENVILLE STATE COLLEGE HOUSING CORPORATION,200 HIGH STREET,GLENVILLE,WV,26351,550527235,HOUSING,WV,501(C)(3),509(A)(3),0
201901309349305235,231353385,SUSQUEHANNA UNIVERSITY & ORTENZIO CHARITABLE TRUST,4718 GETTYSBURG ROAD STE 405,MECHANICSBURG,PA,17055,806155309,SUPPORTS SUSQUEHANNA UNIVERSITY,PA,501(C)(3),"LINE 12A, I",SUSQUEHANNA UNIVERSITY,0
201940849349301044,391467668,HERBERT V PROCHNOW EDUCATIONAL FOUNDATION,5315 WALL STREET SUITE 280,MADISON,WI,53718,391466758,"SUPPORT THE MISSION OF THE GRADUATE SCHOOL OF BANKING, INC.",WI,501(C)(3),"12A, TYPE 1",GRADUATE SCHOOL OF BANKING INC,1
201901239349300115,131740285,CHRISTIAN & MISSIONARY ALLIANCE,8595 EXPLORER DRIVE,COLORADO SPRINGS,CO,80920,131623940,MINISTRY,CO,501(c)(3),1,NA,false
201901239349300115,131740285,ALLIANCE DEVELOPMENT FUND,8595 EXPLORER DRIVE,COLORADO SPRINGS,CO,80920,841345047,MINISTRY,CO,501(c)(3),1,NA,false
201901239349300115,131740285,THE ORCHARD FOUNDATION,8595 EXPLORER DRIVE,COLORADO SPRINGS,CO,80920,841466105,MINISTRY,CO,501(c)(3),1,NA,false
201931349349308628,042103594,Advanced Functional Fabrics of America,12 EMILY STREET,SUITE 2,CAMBRIDGE,MA,02139,474830465,RESEARCH,MA,501(c)(3),7,MIT,true
201931349349308628,042103594,MIT International Inc,77 MASSACHUSETTS AVENUE,NE49-3142,CAMBRIDGE,MA,02139,812731492,EDUCATION,MA,501(c)(3),7,MIT,true
201931349349308628,042103594,MIT Enterprise Forum Inc,ONE MAIN STREET,13th Floor,CAMBRIDGE,MA,02142,042921492,EDUCATION,MA,501(c)(3),10,TECHNOLOGY REVIEW,true
201931349349308628,042103594,MGHPCC Holyoke Inc,100 BIGELOW STREET,HOLYOKE,MA,01040,452257442,RESEARCH,MA,501(c)(3),NA,false
201931349349308628,042103594,Technology Broadcasting Corporation Inc,3 AMES STREET,CAMBRIDGE,MA,02142,237154684,RADIO,MA,501(c)(3),10,MIT,true
201931349349308628,042103594,Technology Review Inc,ONE MAIN STREET,13TH FLOOR,CAMBRIDGE,MA,02142,954893200,PUBLICATION,MA,501(c)(3),MIT,true
201931349349308628,042103594,The Massachusetts Green High Performance Computing Center Inc,100 BIGELOW STREET,HOLYOKE,MA,01040,273014805,RESEARCH,MA,501(c)(3),NA,false
201931349349308628,042103594,The Lord Foundation of Massachusetts Inc,77 MASSACHUSETTS AVENUE,NE49-3142,CAMBRIDGE,MA,02139,042748895,MIT SUPPORT,MA,501(c)(3),MIT,true
201931349349308628,042103594,Kendall Partners I Inc,1 BROADWAY,9th FLOOR,CAMBRIDGE,MA,02142,270565900,TITLE HOLD,MA,501(c)(2),MIT,true
201931349349308628,042103594,Massachusetts Institute of Technology Welfare Benefit Plans Trust,77 MASSACHUSETTS AVENUE,NE49-3142,CAMBRIDGE,MA,02139,043177556,HEALTH BEN.,MA,501(c)(3),MIT,true
201931349349308628,042103594,MIT Real Estate Foundation Inc,77 MASSACHUSETTS AVENUE,NE49-3142,CAMBRIDGE,MA,02139,043397800,REAL ESTATE,MA,501(c)(3),MIT,true
201931349349308628,042103594,EdX Inc,141 PORTLAND STREET,9th FLOOR,CAMBRIDGE,MA,02139,460807740,EDUCATION,MA,501(c)(3),NA,false
201941029349301014,710236897,Hendrix Murphy Foundation,1600 Washington Avenue,Conway,AR,72032,710534984,Provide for support of language and literature,AR,501(c)3,11,N/A
201941029349301014,710236897,Warrior Booster Club,1600 Washington Avenue,Conway,AR,72032,710633030,Fundraising for Intercollegiate,AR,501(c)3,11,N/A
201941309349300034,210634584,Bruce Springsteen Archives & Center,400 Cedar Avenue,West Long Branch,NJ,07764,825325604,Education,NJ,501(c)(3),12A TYPE I,false
201911239349301751,366112087,EDUCATIONAL ADVANCEMENT FUND INC,525 S STATE STREET,CHICAGO,IL,60605,364480416,UNIVERSITY HOUSING,IL,501(c)(3),11,NA,false
201941299349301229,131740451,FORDHAM UNIVERSITY (USA) UK PROGRAM LTD,15 ST BOTOLPH STREET EC3A 7NJ,LONDON,UK,EC3A 7NJ,EDUCATION,UK,FORDHAM U,true
201941299349301229,131740451,FORDHAM UNIVERSITY UK CHARITABLE TRUST,15 ST BOTOLPH STREET EC3A 7NJ,LONDON,UK,EC3A 7NJ,EDUCATION,UK,FORDHAM U,true
201921309349304477,440545280,INDEPENDENCE AVENUE DEVELOPMENT CO,1750 INDEPENDENCE AVE,KANSAS CITY,MO,64106,431848034,REAL ESTATE,MO,501(C)(3),12A,KCU,true
201941159349300204,452880238,HOLY SPIRIT PREPARATORY SCHOOL INC,4449 NORTHSIDE DRIVE,Atlanta,GA,30327,582141813,PRIVATE SCHOOL - PRESCHOOL THROUGH 12,GA,501(c)(3),LINE 2,false
201931349349304363,311308555,ADVANTAGE HEALTHSAINT MARY'S MEDICAL GROUP,245 STATE ST SE,GRAND RAPIDS,MI,49503,272491974,HEALTH CARE SERVICES,MI,501(C)(3),LINE 10,TRINITY HEALTH-MICHIGAN,1
201931349349304363,311308555,ALLEGANY FRANCISCAN MINISTRIES INC,33920 US HIGHWAY 19 NORTH SUITE 269,PALM HARBOR,FL,34684,581492325,GRANT MAKING,FL,501(C)(3),"LINE 12A, I",TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,ASYLUM HILL FAMILY MEDICINE CENTER INC,114 WOODLAND STREET,HARTFORD,CT,06105,061450170,HEALTH CARE SERVICES,CT,501(C)(3),LINE 3,TRINITY HEALTH OF NEW ENGLAND CORP INC,1
201931349349304363,311308555,BAUM HARMON MERCY HOSPITAL,255 NORTH WELCH AVENUE,PRIMGHAR,IA,51245,421500277,HEALTH CARE AND HOSPITAL SERVICES,IA,501(C)(3),LINE 3,MERCY HEALTH SERVICES-IOWA CORP,1
201931349349304363,311308555,BAUM HARMON MERCY HOSPITAL AND CLINICS FOUNDATION,255 NORTH WELCH AVENUE,PRIMGHAR,IA,51245,262973307,FOUNDATION,IA,501(C)(3),"LINE 12A, I",BAUM HARMON MERCY HOSPITAL,1
201931349349304363,311308555,BEECHWOOD INC,2212 BURDETT AVE,TROY,NY,12180,141651563,TITLE HOLDING COMPANY,NY,501(C)(2),N/A,LTC (EDDY) INC,1
201931349349304363,311308555,BETHLEHEM HAVEN OF PITTSBURGH,905 WATSON STREET,PITTSBURGH,PA,15219,251436685,HOMELESS SHELTER,PA,501(C)(3),LINE 7,PITTSBURGH MERCY HEALTH SYSTEM INC,1
201931349349304363,311308555,BEVERWYCK INC,40 AUTUMN DRIVE,SLINGERLANDS,NY,12159,141717028,SENIOR LIVING COMMUNITY,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
201931349349304363,311308555,BRIGHTSIDE INC,1221 MAIN STREET SUITE 213,HOLYOKE,MA,01040,042182395,HEALTH CARE SERVICES,MA,501(C)(3),LINE 10,THE MERCY HOSPITAL INC,1
201931349349304363,311308555,CAPITAL REGION GERIATRIC CENTER INC,421 WEST COLUMBIA STREET,COHOES,NY,12047,141701597,LONG TERM CARE,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
201931349349304363,311308555,CARING PARTNERS HOME HEALTH INC,1200 EARHART RD,ANN ARBOR,MI,48105,201681131,HOME HEALTH SERVICES,MI,501(C)(3),LINE 10,GLACIER HILLS INC,1
201931349349304363,311308555,CATHERINE MCAULEY HEALTH SERVICES CORP,PO BOX 995,ANN ARBOR,MI,48106,382507173,HEALTH CARE SERVICES,MI,501(C)(3),LINE 3,TRINITY HEALTH-MICHIGAN,1
201931349349304363,311308555,CATHOLIC HEALTH MINISTRIES,20555 VICTOR PARKWAY,LIVONIA,MI,48152,GOVERNANCE AND MANAGEMENT OF TRINITY HEALTH SYSTEM,VT,501(C)(3),LINE 1,N/A,0
201931349349304363,311308555,COLUMBUS ACQUISITION CORP,111 CENTRAL AVENUE,NEWARK,NJ,07102,262616342,INACTIVE ENTITY,NJ,501(C)(3),LINE 10,SAINT MICHAEL'S MEDICAL CENTER,1
201931349349304363,311308555,DILEY RIDGE MEDICAL CENTER,6150 EAST BROAD STREET,COLUMBUS,OH,43213,342032340,HEALTH CARE AND HOSPITAL SERVICES,OH,501(C)(3),LINE 3,MOUNT CARMEL HEALTH SYSTEM,1
201931349349304363,311308555,DUBUQUE MERCY HEALTH FOUNDATION,250 MERCY DRIVE,DUBUQUE,IA,52001,262227941,FOUNDATION,IA,501(C)(3),"LINE 12A, I",MERCY HEALTH SERVICES-IOWA CORP,1
201931349349304363,311308555,DYERSVILLE HEALTH FOUNDATION INC,1111 3RD STREET SW,DYERSVILLE,IA,52040,205383271,FOUNDATION,IA,501(C)(3),"LINE 12A, I",MERCY HEALTH SERVICES-IOWA CORP,1
201931349349304363,311308555,EAST NORRITON PHYSICIANS SERVICES INC,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,232515999,HEALTH CARE SERVICES,PA,501(C)(3),LINE 3,MERCY PHYSICIAN NETWORK,1
201931349349304363,311308555,EDDY LICENSED HOME CARE AGENCY,433 RIVER ST SUITE 3000,TROY,NY,12180,141818568,HOME HEALTH SERVICES,NY,501(C)(3),LINE 3,LTC (EDDY) INC,1
201931349349304363,311308555,EMBRACING AGE INC,333 BUTTERNUT DRIVE,DEWITT,NY,13214,461051881,PACE PROGRAM,NY,501(C)(3),LINE 10,ST JOSEPH'S HEALTH INC,1
201931349349304363,311308555,EMPIRE HOME INFUSION SERVICE INC,10 BLACKSMITH DRIVE,MALTA,NY,12020,141795732,HOME HEALTH SERVICES,NY,501(C)(3),LINE 10,HOME AIDE SERVICE OF EASTERN NEW YORK INC,1
201931349349304363,311308555,FARREN CARE CENTER INC,1221 MAIN STREET SUITE 213,HOLYOKE,MA,01040,042501711,LONG TERM CARE,MA,501(C)(3),LINE 3,THE MERCY HOSPITAL INC,1
201931349349304363,311308555,FRANCISCAN ELDERCARE CORPORATION,PO BOX 2500,WILMINGTON,DE,19805,223008680,LONG TERM CARE (INACTIVE),DE,501(C)(3),LINE 10,ST FRANCIS HOSPITAL,1
201931349349304363,311308555,GLACIER HILLS FOUNDATION,1200 EARHART RD,ANN ARBOR,MI,48105,208072723,FOUNDATION,MI,501(C)(3),"LINE 12A, I",GLACIER HILLS INC,1
201931349349304363,311308555,GLACIER HILLS INC,1200 EARHART RD,ANN ARBOR,MI,48105,381891500,SENIOR LIVING COMMUNITY,MI,501(C)(3),LINE 10,TRINITY CONTINUING CARE SERVICES,1
201931349349304363,311308555,GLEN EDDY INC,1 GLEN EDDY DRIVE,NISKAYUNA,NY,12309,141794150,SENIOR LIVING COMMUNITY,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
201931349349304363,311308555,GLOBAL HEALTH MINISTRY,20555 VICTOR PARKWAY,LIVONIA,MI,48152,421253527,HEALTH CARE SERVICES,MI,501(C)(3),"LINE 12A, I",TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,GOOD SAMARITAN HOSPITAL INC,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,261720984,HEALTH CARE AND HOSPITAL SERVICES,GA,501(C)(3),LINE 3,ST MARY'S HEALTH CARE SYSTEM INC,1
201931349349304363,311308555,GOTTLIEB COMMUNITY HEALTH SERVICES CORPORATION,701 W NORTH AVE,MELROSE PARK,IL,60160,363332852,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,GOTTLIEB MEMORIAL HOSPITAL,1
201931349349304363,311308555,GOTTLIEB MEMORIAL FOUNDATION,701 WEST NORTH AVENUE,MELROSE PARK,IL,60160,743260011,FOUNDATION,IL,501(C)(3),"LINE 12C, III-FI",N/A,0
201931349349304363,311308555,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,MELROSE PARK,IL,60160,362379649,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,LOYOLA UNIVERSITY HEALTH SYSTEM,1
201931349349304363,311308555,GRAND RAPIDS MEDICAL EDUCATION PARTNERS,945 OTTAWA AVE NW,GRAND RAPIDS,MI,49503,237270669,MEDICAL EDUCATION TRAINING PROGRAMS,MI,501(C)(3),"LINE 12A, I",TRINITY HEALTH-MICHIGAN,1
201931349349304363,311308555,HACKLEY LIFE COUNSELING,125 E SOUTHERN AVENUE,MUSKEGON,MI,49442,381386362,HEALTH CARE SERVICES,MI,501(C)(3),LINE 10,MERCY HEALTH PARTNERS,1
201931349349304363,311308555,HAWTHORNE RIDGE INC,30 COMMUNITY WAY,EAST GREENBUSH,NY,12061,800102840,SENIOR LIVING COMMUNITY,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
201931349349304363,311308555,HEART CENTER OF GREATER WATERBURY INC,PO BOX 2153,WATERBURY,CT,06722,830416893,MANAGEMENT,CT,501(C)(3),"LINE 12A, I",N/A,0
201931349349304363,311308555,HERITAGE HOUSE NURSING CENTER INC,2920 TIBBITS AVE,TROY,NY,12180,141725101,LONG TERM CARE,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
201931349349304363,311308555,HOLY CROSS CARENET INC,PO BOX 9184,FARMINGTON HILLS,MI,48152,521945054,LONG TERM CARE,MD,501(C)(3),LINE 10,TRINITY CONTINUING CARE SERVICES,1
201931349349304363,311308555,HOLY CROSS HEALTH FOUNDATION INC,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,208428450,FOUNDATION,MD,501(C)(3),LINE 7,HOLY CROSS HEALTH INC,1
201931349349304363,311308555,HOLY CROSS HEALTH INC,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,520738041,HEALTH CARE AND HOSPITAL SERVICES,MD,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,HOLY CROSS HOSPITAL INC,4725 NORTH FEDERAL HIGHWAY,FT LAUDERDALE,FL,33308,590791028,HEALTH CARE AND HOSPITAL SERVICES,FL,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,HOLY CROSS OUTPATIENT SERVICES INC,4725 NORTH FEDERAL HIGHWAY,FT LAUDERDALE,FL,33308,465421068,HEALTH CARE SERVICES,FL,501(C)(3),LINE 10,HOLY CROSS HOSPITAL INC,1
201931349349304363,311308555,HOLY CROSS PRIMARY CARE INC,4725 NORTH FEDERAL HIGHWAY,FT LAUDERDALE,FL,33308,812531495,HEALTH CARE SERVICES,FL,501(C)(3),LINE 10,HOLY CROSS HOSPITAL INC,1
201931349349304363,311308555,HOME & COMMUNITY HEALTH SERVICES INC,114 WOODLAND STREET,HARTFORD,CT,06105,810723591,HOME HEALTH SERVICES,CT,501(C)(3),LINE 10,TRINITY HEALTH OF NEW ENGLAND CORP INC,1
201931349349304363,311308555,HOME AIDE SERVICE OF EASTERN NEW YORK INC,433 RIVER ST SUITE 3000,TROY,NY,12180,141514867,HOME HEALTH SERVICES,NY,501(C)(3),LINE 10,LTC (EDDY) INC,1
201931349349304363,311308555,HOSPICE OF NORTH IOWA,232 SECOND STREET SE,MASON CITY,IA,50401,421173708,HOSPICE SERVICES,IA,501(C)(3),LINE 10,MERCY HEALTH SERVICES-IOWA CORP,1
201931349349304363,311308555,HOSPICE OF SIOUXLAND,4300 HAMILTON BLVD,SIOUX CITY,IA,51104,383320710,HOSPICE SERVICES,IA,501(C)(3),"LINE 12A, I",N/A,0
201931349349304363,311308555,IHA HEALTH SERVICES CORPORATION,24 FRANK LLOYD WRIGHT DR LOBBY J,ANN ARBOR,MI,48106,383316559,HEALTH CARE SERVICES,MI,501(C)(3),LINE 10,TRINITY HEALTH-MICHIGAN,1
201931349349304363,311308555,JOHNSON MEMORIAL HOSPITAL INC,114 WOODLAND STREET,HARTFORD,CT,06105,475676956,HEALTH CARE AND HOSPITAL SERVICES,CT,501(C)(3),LINE 3,TRINITY HEALTH OF NEW ENGLAND CORP INC,1
201931349349304363,311308555,LANGHORNE MRI INC,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,232519529,HEALTH CARE SERVICES (INACTIVE),PA,501(C)(3),LINE 10,ST MARY MEDICAL CENTER,1
201931349349304363,311308555,LANGHORNE PHYSICIAN SERVICES INC,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,232571699,HEALTH CARE SERVICES,PA,501(C)(3),LINE 10,ST MARY MEDICAL CENTER,1
201931349349304363,311308555,LIFE AT LOURDES INC,2475 MCCLELLAN AVENUE,PENNSAUKEN,NJ,08109,261854750,PACE PROGRAM,NJ,501(C)(3),LINE 3,OUR LADY OF LOURDES HEALTH CARE SERVICES,1
201931349349304363,311308555,LIFE AT ST FRANCIS HEALTHCARE INC,7TH AND CLAYTON STREETS,WILMINGTON,DE,19805,452569214,PACE PROGRAM,DE,501(C)(3),LINE 10,ST FRANCIS HOSPITAL,1
201931349349304363,311308555,LIFE ST FRANCIS CORPORATION,7500 K JOHNSON BOULEVARD,BORDENTOWN,NJ,08505,222797282,PACE PROGRAM,NJ,501(C)(3),LINE 10,ST FRANCIS MEDICAL CENTER TRENTON NJ,1
201931349349304363,311308555,LIFE ST JOSEPH OF THE PINES INC,100 GOSSMAN DRIVE,SOUTHERN PINES,NC,28387,272159847,PACE PROGRAM,NC,501(C)(3),LINE 3,ST JOSEPH OF THE PINES INC,1
201931349349304363,311308555,LIFE ST MARY,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,262976184,PACE PROGRAM,PA,501(C)(3),LINE 10,ST MARY MEDICAL CENTER,1
201931349349304363,311308555,LOURDES ANCILLARY SERVICES,1600 HADDON AVENUE,CAMDEN,NJ,08103,222568525,VOLUNTEER SERVICE AUXILIARY,NJ,501(C)(3),"LINE 12B, II",OUR LADY OF LOURDES HEALTH CARE SERVICES,1
201931349349304363,311308555,LOURDES CARDIOLOGY SERVICES PC,1600 HADDON AVENUE,CAMDEN,NJ,08103,274357794,HEALTH CARE SERVICES,NJ,501(C)(3),LINE 3,OUR LADY OF LOURDES HEALTH CARE SERVICES,1
201931349349304363,311308555,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218 SUNSET ROAD,WILLINGBORO,NJ,08046,223612265,HEALTH CARE AND HOSPITAL SERVICES,NJ,501(C)(3),LINE 3,OUR LADY OF LOURDES HEALTH CARE SERVICES,1
201931349349304363,311308555,LOYOLA MEDICINE TRANSPORT LLC,905 W NORTH AVE,MELROSE PARK,IL,60160,474147171,TRANSPORATION SERVICES,IL,501(C)(3),LINE 10,LOYOLA UNIVERSITY MEDICAL CENTER,1
201931349349304363,311308555,LOYOLA UNIVERSITY HEALTH SYSTEM,2160 SOUTH FIRST AVENUE,MAYWOOD,IL,60153,363342448,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,IL,501(C)(3),"LINE 12B, II",TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH FIRST AVENUE,MAYWOOD,IL,60153,364015560,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,LOYOLA UNIVERSITY HEALTH SYSTEM,1
201931349349304363,311308555,LTC (EDDY) INC,2212 BURDETT AVE,TROY,NY,12180,222564710,MANAGEMENT SERVICES FOR LONG TERM CARE,NY,501(C)(3),"LINE 12B, II",ST PETER'S HEALTH PARTNERS,1
201931349349304363,311308555,MARIAN HOME HEALTHCARE,801 5TH STREET,SIOUX CITY,IA,51101,383320705,HOME HEALTH SERVICES (INACTIVE),IA,501(C)(3),"LINE 12A, I",MERCY HEALTH SERVICES-IOWA CORP,1
201931349349304363,311308555,MAXIS HEALTH SYSTEM,3805 WEST CHESTER PIKE STE 100,NEWTOWN SQUARE,PA,19073,911940902,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT (INACTIVE),PA,501(C)(3),"LINE 12A, I",TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,MCAULEY CENTER INC,275 STEELE ROAD,WEST HARTFORD,CT,06117,061058086,SENIOR LIVING COMMUNITY,CT,501(C)(3),LINE 10,MERCY COMMUNITY HEALTH INC,1
201931349349304363,311308555,MCAULEY CLINIC CORPORATION,PO BOX 992,ANN ARBOR,MI,48106,382561013,HEALTH CARE SERVICES (INACTIVE),MI,501(C)(3),LINE 3,CATHERINE MCAULEY HEALTH SERVICES CORP,1
201931349349304363,311308555,MCAULEY MINISTRIES,3333 FIFTH AVENUE,PITTSBURGH,PA,15213,943436142,GRANT MAKING,PA,501(C)(3),"LINE 12B, II",PITTSBURGH MERCY HEALTH SYSTEM INC,1
201931349349304363,311308555,MEMORIAL HOSPITAL ALBANY NY,600 NORTHERN BLVD,ALBANY,NY,12204,141338457,HEALTH CARE AND HOSPITAL SERVICES,NY,501(C)(3),LINE 3,ST PETER'S HEALTH PARTNERS,1
201931349349304363,311308555,MERCY AMICARE HOME HEALTHCARE OAKLAND,17410 COLLEGE PARKWAY STE 150,LIVONIA,MI,48152,383320698,HOME HEALTH SERVICES,MI,501(C)(3),LINE 10,TRINITY HOME HEALTH SERVICES,1
201931349349304363,311308555,MERCY CARE FOUNDATION INC,424 DECATUR STREET,ATLANTA,GA,30312,581448522,FOUNDATION,GA,501(C)(3),LINE 7,SAINT JOSEPH'S HEALTH SYSTEM INC,1
201931349349304363,311308555,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PENNSYLVANIA,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,231352191,HEALTH CARE AND HOSPITAL SERVICES,PA,501(C)(3),LINE 3,MERCY HEALTH SYSTEM OF SOUTHEASTERN PENNSYLVANIA,1
201931349349304363,311308555,MERCY COMMUNITY HEALTH INC,2021 ALBANY AVENUE,WEST HARTFORD,CT,06117,061492707,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,CT,501(C)(3),"LINE 12B, II",TRINITY CONTINUING CARE SERVICES,1
201931349349304363,311308555,MERCY FAMILY SUPPORT,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,PA,19064,232325059,HOME HEALTH SERVICES,PA,501(C)(3),LINE 10,MERCY HOME HEALTH SERVICES,1
201931349349304363,311308555,MERCY FOUNDATION INC,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,363227350,FOUNDATION,IL,501(C)(3),LINE 7,MERCY HEALTH SYSTEM OF CHICAGO,1
201931349349304363,311308555,MERCY GENERAL HEALTH PARTNERS AMICARE HOMECARE,888 TERRACE STREET,MUSKEGON,MI,49440,383321856,HOME HEALTH SERVICES,MI,501(C)(3),LINE 10,TRINITY HOME HEALTH SERVICES,1
201931349349304363,311308555,MERCY HEALTH FOUNDATION OF SOUTHEASTERN PENNSYLVANIA,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,232829864,FOUNDATION,PA,501(C)(3),"LINE 12B, II",MERCY HEALTH SYSTEM OF SOUTHEASTERN PENNSYLVANIA,1
201931349349304363,311308555,MERCY HEALTH NETWORK INC,1111 6TH AVENUE,DES MOINES,IA,50314,421478417,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,DE,501(C)(3),"LINE 12B, II",N/A,0
201931349349304363,311308555,MERCY HEALTH PARTNERS,1500 E SHERMAN BLVD,MUSKEGON,MI,49444,382589966,HEALTH CARE AND HOSPITAL SERVICES,MI,501(C)(3),LINE 3,TRINITY HEALTH-MICHIGAN,1
201931349349304363,311308555,MERCY HEALTH PLAN,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,222483605,MEDICAID MANAGED CARE PLAN,PA,501(C)(3),"LINE 12B, II",MERCY HEALTH SYSTEM OF SOUTHEASTERN PENNSYLVANIA,1
201931349349304363,311308555,MERCY HEALTH SERVICES - IOWA CORP,1000 4TH STREET SW,MASON CITY,IA,50401,311373080,HEALTH CARE AND HOSPITAL SERVICES,DE,501(C)(3),LINE 3,TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,MERCY HEALTH SYSTEM OF CHICAGO,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,363163327,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,IL,501(C)(3),"LINE 12B, II",TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,MERCY HEALTH SYSTEM OF SOUTHEASTERN PENNSYLVANIA,ONE WEST ELM STREET SUITE 100,CONSHOHOCKEN,PA,19428,232212638,HEALTH CARE SYSTEM MANAGEMENT AND SUPPORT,PA,501(C)(3),"LINE 12C, III-FI",TRINITY HEALTH CORPORATION,1
201931349349304363,311308555,MERCY HEALTHCARE CENTER,114 WAWBEEK AVENUE,TUPPER LAKE,NY,12986,150532211,HEALTH CARE AND HOSPITAL SERVICES (INACTIVE),NY,501(C)(3),LINE 3,MERCY UIHLEIN HEALTH CORPORATION,1
201931349349304363,311308555,MERCY HEALTHCARE FOUNDATION - CLINTON,1410 N 4TH ST,CLINTON,IA,52732,421316126,FOUNDATION,IA,501(C)(3),LINE 7,N/A,0
201931349349304363,311308555,MERCY HOME HEALTH,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,PA,19064,231352099,HOME HEALTH SERVICES,PA,501(C)(3),LINE 10,MERCY HOME HEALTH SERVICES,1
201931349349304363,311308555,MERCY HOME HEALTH SERVICES,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,PA,19064,232325058,MANAGEMENT SERVICES FOR HOME HEALTH,PA,501(C)(3),"LINE 12B, II",MERCY HEALTH SYSTEM OF SOUTHEASTERN PENNSYLVANIA,1
201931349349304363,311308555,MERCY HOSPITAL AND MEDICAL CENTER,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,362170152,HEALTH CARE AND HOSPITAL SERVICES,IL,501(C)(3),LINE 3,MERCY HEALTH SYSTEM OF CHICAGO,1
201931349349304363,311308555,MERCY HOSPITAL CADILLAC FOUNDATION,1820 44TH ST SE,KENTWOOD,MI,49508,203357131,FOUNDATION,MI,501(C)(3),"LINE 12A, I",TRINITY HEALTH-MICHIGAN,1
