object_id,ein,Dsc
201911359349311821,910565553,Trust and annuity obligations (present value),437816
201911359349311821,910565553,Miscellaneous liabilities,36699
201913059349300341,410693856,ANNUITY OBLIGATIONS,92221
201913059349300341,410693856,ENVIRONMENTAL REMEDIATION,306871
201930179349300818,480554341,BONDS AND NOTES PAYABLE,3757941
201930179349300818,480554341,LIABILITIES UNDER TRUST AGREEMENTS,43253
201930179349300818,480554341,ANNUITIES PAYABLE,16866
201930179349300818,480554341,AMOUNTS HELD FOR OTHERS UNDER AGENCY TRANSACTIONS,11139
201931209349301243,160743140,FEDERAL PERKINS LOAN PROGRAM,22819844
201931209349301243,160743140,ASSET RETIREMENT OBLIGATIONS,24691007
201931209349301243,160743140,ASC 715 POSTRETIREMENT BENEFITS OBLIGATION,118269382
201931209349301243,160743140,ALL OTHER,4511500
201931349349307983,231653718,REFUNDABLE GOV'T LOAN FUNDS,1462395
201931349349307983,231653718,LIABILITIES UNDER SPLIT INTEREST AGREEMENTS,87274
201931349349307983,231653718,NET UNAMORTIZED DEBT PREMIUM,94250
201910149349300881,237125575,PAYROLL TAXES PAYABLE,725
201900739349301200,952594166,CDE Reserve Account,3758396
201900739349300245,440589787,FUNDS HELD FOR OTHERS,12001
201900739349300245,440589787,DEPOSITS,553095
201900739349300245,440589787,TRUST OBLIGATIONS,99901
201900739349300245,440589787,DUE TO AFFILIATES,87546
201903129349303170,472237488,Capital Leases
201903129349303170,472237488,Accrued Rent
201903129349303170,472237488,Lease Incentive Obligation,27044
201903129349303170,472237488,Operating Lease FMV Adjustment
201903129349303170,472237488,Federal Perkins Loans
201903129349303170,472237488,Earn Out Agreement Liability with ED,7764721
201903129349303170,472237488,Due to ECMC Foundation
201903129349303170,472237488,Deferred Grant Revenue,2797350
201903129349303170,472237488,State Grant Funds Liability
201903129349303170,472237488,"Notes payable to ECMC Group, Inc."
201903129349303170,472237488,"Due to ECMC Group, Inc.",580526
201903129349303170,472237488,Due to Educational Credit Management Corporation,494047
201903129349303170,472237488,Deferred Compensation Plan Liability
201903129349303170,472237488,"Due to ECMC Shared Services Company, LLC",2219739
201903129349303170,472237488,Due to ECMC Holdings Corporation,363
201941359349300304,910564993,GOVERNMENT GRANTS REFUNDABLE,689897
201941359349300304,910564993,ANNUITIES PAYABLE,1661796
201941359349300304,910564993,INTERESET RATE SWAP,4833004
201941359349300304,910564993,NOTES AND LOANS PAYABLE,388519
201901279349300215,930386908,Postretirement benefits payable,26432053
201901279349300215,930386908,Liability for split-interest agreements,11783120
201901279349300215,930386908,Refundable loan programs,1820048
201901279349300215,930386908,Asset retirement obligation,3073572
201901279349300215,930386908,Swap derivative,824712
201901279349300215,930386908,Other,1448816
201912769349300141,271503981,DEFERRED RENT,700664
201901269349300335,240795445,ANNUITY PAYMENT LIABILITY,18099542
201901269349300335,240795445,POSTRETIREMENT BENEFIT LIABILI,44900000
201901269349300335,240795445,FIN47 ASSET RETIREMENT OBLIGAT,4051654
201901269349300335,240795445,DEPOSITS HELD FOR OTHERS,1217118
201901269349300335,240795445,REFUNDABLE STUDENT LOANS,1434269
201901269349300335,240795445,OTHER LIABILITIES,1200573
201901269349300335,240795445,P3 FINANCING OBLIGATION,7357538
201900679349301000,620484185,ADVANCES FROM FEDERAL GOVERNMENT FOR STUDENT LOANS,280639
201900679349301000,620484185,DUE TO RELATED ORGANIZATION,8985
201900679349301000,620484185,CAPITAL LEASE,89120
201900749349301420,314379584,CAPITAL LEASE OBLIGATIONS
201900749349301420,314379584,AGENCY FUNDS HELD FOR OTHER,59117
201900749349301420,314379584,ANNUITIES PAYABLE,789388
201900749349301420,314379584,US GOVERNMENT REFUNDABLE ADVANCES,1249109
201900749349301420,314379584,ACCRUED POST RETIREMENT LIABILITY,384706
201900369349300745,610444671,FV ADJUSTMENT IN INTEREST RATE,8831308
201900369349300745,610444671,ANNUITY PAYMENT & LIFE INCOME,2237426
201900369349300745,610444671,ADVANCES FROM FEDERAL GOVT.,602868
201900369349300745,610444671,DEPOSITS AND AGENCY FUNDS,1153874
201930399349300443,620544854,PAYABLES RELATED TO THIRD PARTIES,846167
201931349349309638,042103558,INTEREST RATE SWAP,6330534
201931349349309638,042103558,US GOVT REFUNDABLE ADVANCES,4891751
201931349349309638,042103558,ANNUITY OBLIGATIONS,3980023
201931349349309638,042103558,ACCRUED PENSION OBLIGATION,579665
201920459349300032,390977529,Federal income taxes
201920459349300032,390977529,ANNUITIES PAYABLE,156596
201903129349301205,760252589,Due to related parties,25051
201933169349301648,540506331,PAYABLE TO AFFILIATES,12341
201933169349301648,540506331,DUE TO THIRD PARTIES,2280745
201933169349301648,540506331,OTHER LIABILITIES,3149448
201933169349301648,540506331,GENERAL RESERVE,16736758
201931209349301318,626001104,DEPOSITS,476891
201931209349301318,626001104,OBLIGATIONS UNDER ANNUITY AGREEMENTS,1795501
201931209349301318,626001104,RETIREMENT OBLIGATIONS PAYABLE,196302
201931209349301318,626001104,FUNDS HELD IN CUSTODY FOR OTHERS,1295869
201931209349301318,626001104,FUNDS HELD - THE JOHNSON FOUNDATION,2238746
201931209349301318,626001104,DUE TO GROUP SUBORDINATE ORGANIZATION,1018179
201912819349301521,941254638,TENANT DEPOSITS HELD ON LEASES,20973
201911299349300846,660379122,DUE TO AFFILIATES,1223348
201911299349300846,660379122,UNEARNED REVENUES,106193
201933159349302223,310785684,OTHER,2124965
201901159349300800,580619030,ANNUITIES PAYABLE,5410
201901159349300800,580619030,REFUNDABLE ADVANCES,1403061
201843199349301564,210662542,ACCRUED RETIREMENT BENEFITS,24904074
201843199349301564,210662542,IBNR MALPRACTICE COSTS,2860000
201843199349301564,210662542,IBNR WORKERS COMPENSATION LIABILITY,441600
201843199349301564,210662542,"THIRD-PARTY PAYORS, NET",1737762
201843199349301564,210662542,OTHER LIABILITIES,1074991
201901159349300130,050470320,DEFERRED COMPENSATION LIABILITY,100090
201901099349301000,931022351,BENEFICIAL INTEREST HELD FOR OTHERS,72461
201901099349301000,931022351,REFUNDABLE DEPOSITS,39010
201921149349300707,231352648,CONDITIONAL ASSET RETIREMENT,2132849
201921149349300707,231352648,STUDENT DEPOSITS,455535
201940449349300979,470384159,ANNUITIES PAYABLE,460149
201910739349301401,240795406,STUDENT DEPOSITS & ADVANCES,544914
201910739349301401,240795406,ANNUITIES PAYABLE,13147
201910739349301401,240795406,ADVANCE FROM FED. GOVT-STUD. LOANS,1794920
201910739349301401,240795406,ASSET RETIREMENT OBLIGATIONS,40139
201910739349301401,240795406,ACCRUED PENSION COST,325594
201910789349300721,956001907,Due to Annuitants,4068884
201910789349300721,956001907,Due to Trustors and Other Remainderman under Trust Agreements,395860
201930539349300533,746066216,Annuities Payable,357494
201910249349300826,660177776,Loans Payable,57830842
201910249349300826,660177776,Deferred Compensation,6765662
201910249349300826,660177776,Student Deposit,81747
201930669349300313,221500484,REFUNDABLE LOAN PROGRAMS,1100645
201930669349300313,221500484,ASSET RETIREMENT OBLIGATION,70875
201930669349300313,221500484,CHARITABLE GIFT ANNUITY LIAB.,497366
201910249349300111,431658069,STUDENT DEPOSITS,3300
201920359349300107,056015988,ADVANCE TUITION AND OTHER DEPOSITS,88259
201932779349301408,942830046,Accrued payroll liabilities,38264
201932779349301408,942830046,Lease payable,1212890
201910469349301391,440545914,DEPOSITS,194060
201910469349301391,440545914,ASSET RETIREMENT OBLIGATIONS,482641
201910469349301391,440545914,PV OF ANNUITIES PAYABLE,1347384
201910469349301391,440545914,REFUNDABLE LOAN PROGRAM,2577693
201910469349301391,440545914,POST RETIREMENT OBLIGATION,4838871
201900459349301125,951958142,ACCRUED POST RETIREMENT BENEFIT,8015028
201813199349301851,237001501,RESERVE FOR FRINGE BENEFITS,162436
201833169349303383,462931956,LOAN PAYABLE TO PARENT,39414536
201833169349303383,462931956,LOAN PAYABLE TO AFFILIATE,2281308
201833169349303383,462931956,DUE TO THIRD PARTIES PAYORS,2893797
201833169349303383,462931956,EST INSURANCE CLAIMS LIABILITIES,28614000
201833169349303383,462931956,MALPRACTICE INSURANCE LIABILITIES,2791422
201940709349300904,391319049,BANK OVERDRAFTS,2126
201940709349300904,391319049,SECURITY DEPOSITS,421
201803189349310405,420680452,ASBESTOS REMOVAL LIABILITY,2770161
201803189349310405,420680452,DUE TO AFFILIATES,136853732
201803189349310405,420680452,SELF-INSURANCE RESERVE,15668069
201803189349310405,420680452,LONG-TERM RETENTION INCENTIVES,16215091
201803189349310405,420680452,HEALTH & WELFARE BENEFITS RESERVE,3793002
201803189349310405,420680452,MISCELLANEOUS LIABILITY,3838545
201843189349301319,351148835,Deferred Gain on Sale of Property,24584871
201843189349301214,521547103,DUE TO KNIGHTS OF COLUMBUS FOURTH DEGREE FUND,1684
201843189349301214,521547103,DEMAND NOTES PAYABLE TO KNIGHTS OF COLUMBUS,30000000
201843189349301214,521547103,DUE TO KNIGHTS OF COLUMBUS,71501
201803189349312310,141338428,ESTIMATED SELF-INSURANCE,10670982
201803189349312310,141338428,ACCRUED VACATION PAYABLE,9227863
201803189349312310,141338428,ACCRUED SICK PAYABLE,6201243
201803189349312310,141338428,ESTIMATED PAYABLES TO 3RD PARTY PAYERS,700000
201803189349312310,141338428,CLAIMS PAYABLE,1204029
201803189349312310,141338428,ACCRUED INTEREST PAYABLE,74878
201803189349312310,141338428,ASSET RETIREMENT OBLIGATION,1060744
201803189349312310,141338428,ACCRUED PENSION,1869719
201803189349312310,141338428,ACCRUED SALARIES,10118848
201803189349312310,141338428,OTHER LIABILITIES,4399014
201920459349301587,591146751,Federal income taxes
201920459349301587,591146751,Obligation under interest swap agreement,39557
201920459349301587,591146751,Capital lease obligation,824288
201930449349300103,750950119,Actuarial Liability for Annuities,276940
201930449349300038,390806325,LIABILITIES UNDER SPLIT INTEREST AGREEMENTS,775188
201930449349300038,390806325,DEFERRED COMPENSATION,810662
201930449349300038,390806325,ASSET RETIREMENT OBLIGATION,2498164
201930449349300038,390806325,U.S. GOVERNMENT GRANTS REFUNDABLE,2379336
201930449349300038,390806325,OTHER LIABILITIES,731318
201833179349301503,251065148,LINE OF CREDIT,4992410
201833179349301503,251065148,ACCRUED PENSION COSTS,3364536
201833179349301503,251065148,CAPITAL LEASE OBLIGATIONS,1181256
201833179349301318,222325405,Due to Third Party Payers,7331262
201833179349301318,222325405,Fair Value of Interest Rate Swaps,104178
201833179349301318,222325405,Accrued Insurance Claims,2677831
201833179349301318,222325405,Accrued Pension Cost,34037852
201833179349301318,222325405,Accrued Post Retirement Costs,12357192
201910339349300006,611103422,ANNUITY OBLIGATION,150000
201910339349300006,611103422,STUDENT ADVANCE PAYMENTS,36248
201910449349301681,943204136,ANNUITY RESERVES,135367
201900449349301255,391399196,Student Deposits Held in Trust,245000
201900449349301255,391399196,Postretirement benefit Cost,5103065
201900449349301255,391399196,Capital Lease,53802
201920449349300622,430764111,ANNUITIES & AGENCY FUNDS,5557
201920449349300622,430764111,DEPOSITS COLLECTED,6000
201920449349300622,430764111,FUNDS HELD FOR OTHERS,1754
201920329349300837,231352691,ANNUITY OBLIGATIONS,475169
201910249349301151,231501197,REFUNDABLE LOAN PROGRAM,2255179
201910249349301151,231501197,CAPITAL LEASE PAYABLE,629320
201910249349301151,231501197,DEPOSITS HELD IN CUSTODY,183268
201910249349301151,231501197,GIFT ANNUITY LIABILITY,77618
201910289349300681,420680466,ANNUITIES PAYABLE,4922307
201910289349300681,420680466,ASSET RETIREMENT OBLIGATION,2474655
201910289349300681,420680466,CAPITAL LEASE OBLIGATION,577092
201910289349300681,420680466,DEPOSITS HELD IN CUSTODY OF OTHERS,272612
201910289349300681,420680466,PAYROLL LIABILITIES,2503330
201910289349300681,420680466,STUDENT DEPOSITS,784450
201910289349300681,420680466,OTHER LIABILTIIES,63177
201940679349300114,461812625,OTHER LIABILITIES,195946
201813189349303776,262037695,DUE TO THIRD PARTIES,3486128
201813189349303776,262037695,WORKERS COMP RESERVE,246738
201813189349303776,262037695,SELF INSURED LIABILITY,35870725
201813189349303776,262037695,OTHER RESERVES,13536890
201813199349309851,741180155,RESERVE FOR CONTINGENCIES,63058051
201813199349309851,741180155,ASSET RETIREMENT OBLIGATION,5400000
201940729349300444,570314374,OTHER LIABILITIES,780708
201940729349300444,570314374,OBLIGATIONS UNDER CAPITAL LEASE,558556
201940729349300424,611124267,Accrued Preceptor Fees,1856772
201940729349300424,611124267,Committments Under Nurse Faculty Loan Program,349620
201940729349300424,611124267,Intercompany Payable to Foundation,41043
201940729349300424,611124267,Accrued Interest,37478
201920779349300837,620475691,Due to the US Government,1581100
201920779349300837,620475691,Annuities Payable,738106
201920779349300837,620475691,Student and Other Deposits,674431
201813189349307481,390806297,POSTRETIREMENT OBLIGATIONS,3053736
201813189349307481,390806297,ANNUITIES PAYABLE,2254880
201813189349307481,390806297,ASSET RETIREMENT OBLIGATIONS,3569758
201813189349307481,390806297,INTEREST RATE EXCHANGE LIABILITY,-151183
201843199349309869,454620000,OBLIGATIONS UNDER CAPITAL LEASES,260361
201843199349309869,454620000,NOTES PAYABLE,7107024
201930079349300353,344428207,DEPOSITS & PREPAID FEES,463043
201930079349300353,344428207,FEDERAL ADVANCES FOR STUDENTS,1619984
201930079349300353,344428207,INTEREST RATE SWAP AGREEMENTS,824
201803189349308260,136192377,DUE TO STUDENTS,189737
201813189349304906,210634462,SETTLEMENTS-3RD PARTY PAYORS,484049
201813189349304906,210634462,"SELF-INSURED RESERVES, CURRENT",19833635
201813189349304906,210634462,"SELF-INSURED RESERVES, NON-CUR",55078749
201813189349304906,210634462,ACCRUED RETIREMENT BENEFITS,19644926
201813189349304906,210634462,LT SETTLEMENT- MEDICARE,8013390
201813189349304906,210634462,LONG TERM INTERCOMPANY PAYABLE,39757047
201813189349304906,210634462,MISCELLANEOUS,1338462
201813199349307886,310621866,Accrued pension liability,21380263
201813199349307886,310621866,Estimated amounts due to third-party payors,26718969
201813199349307886,310621866,Interest rate swap agreements liability,33473847
201813199349307886,310621866,Other long-term liabilities,473333
201813199349307886,310621866,Physician income guarantee commitments,1322917
201813199349307886,310621866,Professional self-insurance liability,20784789
201813199349307886,310621866,Reserve for payroll tax liability,1288889
201813199349307886,310621866,Retirement plans liabilities,218143
201813199349307886,310621866,Synthetic lease obligations,3240078
201813189349310421,350892672,Derivative Liability,17524498
201813189349310421,350892672,Est Third Party Settlements,2830000
201843189349309659,391620530,DUE TO AFFILIATE,1113595
201843189349309659,391620530,CAPITAL LEASE OBLIGATION,46264
201843199349301599,560554230,THIRD PARTY PAYMENT PAYABLE,10475821
201843199349301599,560554230,REFUND LIABILITY,6801077
201843199349301599,560554230,NOTES PAYABLE,17565404
201803199349301800,133916822,SBA LOAN,585546
201813189349308681,550357045,Federal income taxes
201813189349308681,550357045,Leases Payable - Current,242230
201813189349308681,550357045,Other Current Liabilities,18750
201813189349308681,550357045,Capitalized Leases Payable - Non Current,267913
201813189349308681,550357045,Self Insurance Liabilities,525000
201813189349308681,550357045,Line of Credit,1463287
201813189349308681,550357045,Other Non-Current Liabilities,5000000
201803179349308380,472237488,Capital Leases,9419576
201803179349308380,472237488,Accrued Rent
201803179349308380,472237488,Lease Incentive Obligation,277869
201803179349308380,472237488,Operating Lease FMV Adjustment,6263204
201803179349308380,472237488,Federal Perkins Loans
201803179349308380,472237488,Earn Out Agreement Liability with ED,7610000
201803179349308380,472237488,Due to ECMC Foundation,4120300
201803179349308380,472237488,Deferred Grant Revenue,3893288
201803179349308380,472237488,State Grant Funds Liability,668535
201803179349308380,472237488,"Notes payable to ECMC Group, Inc."
201803179349308380,472237488,"Due to ECMC Group, Inc.",4033390
201803179349308380,472237488,Due to Educational Credit Management Corporation,989232
201803179349308380,472237488,Deferred Compensation Plan Liability
201803179349308380,472237488,"Due to ECMC Shared Services Company, LLC",11039621
201813199349320006,221487307,AMOUNT DUE TO THIRD PARTY PAYERS AND OTHER LIABILITIES,70713546
201813199349320006,221487307,ESTIMATED PROFESSIONAL MEDICAL LIABILITY,33955000
201813189349311951,750818183,Federal income taxes
201813189349311951,750818183,Capital Lease Obligation,377318
201813189349311951,750818183,Deposit Liability,2000
201813189349311951,750818183,Advances from U.S. Government for Student Loans,304030
201813189349311951,750818183,Payable to Endowment,4819562
201823189349311107,430654874,DUE TO 3RD PARTY,14078352
201823189349311107,430654874,DEF COMP LIABILITY,2187355
201843199349303374,470378779,THIRD PARTY REIMBURSEMENT CONTRACTS,1548428
201843169349302169,134025667,SBA LOAN PAYABLE
201833179349307968,136171197,ACCRUED INTEREST PAYABLE,13976156
201833179349307968,136171197,FEDERAL LOAN CAPITAL ADVANCES,2751820
201833179349307968,136171197,EMPLOYEE RELOCATION LOANS,72829184
201833179349307968,136171197,POST RETIREMENT HLTH BENF OBLI,11507154
201833179349307968,136171197,DUE TO RELATED ORGS NET,194517685
201833179349307968,136171197,INSURANCE CLAIMS,176378400
201833179349307968,136171197,457B PLAN,67950093
201833179349307968,136171197,DUE TO NYCH&H CORP.,6902428
201910789349300126,710239383,INTERNAL BORROWINGS,18397553
201910789349300126,710239383,REFUNDABLE ADVANCES GOV'T LOANS,356623
201910789349300126,710239383,OTHER LIABILITIES,519002
201803199349302110,382030679,LINE OF CREDIT,145994
201803199349302110,382030679,ACCRUED WAGES & TAXES,48671
201803199349302110,382030679,DEFERRED REVENUE,2832
201843539349301019,952113260,ACCRUED EMPLOYEES SALARIES & BENEFITS,888381
201843539349301019,952113260,CAPITAL LEASE OBLIGATIONS,362830
201900739349300015,410693977,DEPOSITS,582361
201900739349300015,410693977,ANNUITIES PAYABLE,16330627
201803199349301330,210634484,ACCRUED INTEREST PAYBLE,4127901
201803199349301330,210634484,THIRD-PARTY PAYORS,41041754
201803199349301330,210634484,ACCRUED RETIREMENT BENEFITS,8815428
201803199349301330,210634484,OTHER LONG-TERM LIABILITIES,40667966
201813189349309901,160743134,DEFERRED COMPENSATION,2705377
201813189349309901,160743134,ACCRUED SELF INSURANCE,83664885
201813189349309901,160743134,ESTIMATED 3RD PARTY PAYABLE,120963872
201813189349309901,160743134,DUE TO AFFILIATES,19709887
201803199349301775,141338413,DEFERRED COMP PAYABLE,7998708
201803199349301775,141338413,SELF INSURED LIABILITY RESERVE,17175773
201803199349301775,141338413,ASSET RETIREMENT OBLIGATION,445289
201803199349307730,560529972,ANNUITIES PAYABLE,281385
201803199349307730,560529972,CONSTRUCTION COSTS PAYABLE,71406
201803199349307730,560529972,DUE TO AGENCIES,546143
201803409349301005,954559065,PAYROLL TAX PAYABLE,4652
201833189349310308,810994377,DUE TO AFFILIATES,112621
201823189349308682,550643304,Federal income taxes
201823189349308682,550643304,Self Insured Liability,20918723
201823189349308682,550643304,Deferred Compensation Plan,1143098
201823189349308682,550643304,Derivative Financial Instruments,7993319
201823189349308682,550643304,Due to Related Organizations - Current,6728850
201823189349308682,550643304,Due to Related Organizations - Accrued,1699705
201823189349308682,550643304,Estimated Malpractice Costs - Current,5654542
201823189349308682,550643304,Local/City Payroll Taxes,71717
201823189349308682,550643304,Due to Related Organizations- Noncurrent,935695
201813189349312621,150532245,ACCRUED PENSION LIABILITY,49248716
201813189349312621,150532245,LIABILITY TO THIRD PARTY PAYORS,1581244
201813189349312621,150532245,PROFESSIONAL LIABILITY DEDUCTIBLE,4759251
201813189349312621,150532245,OTHER LONG-TERM LIABILITIES,766440
201813189349312621,150532245,DUE TO AFFILIATES,1564611
201813189349312621,150532245,OTHER CURRENT LIABILITIES,346996
201813189349312621,150532245,CAPITAL LEASE OBLIGATIONS,489041
201931349349301278,591083502,Other Current Liabilities,36503963
201931349349301278,591083502,Accrued Insurance,9511620
201931349349301278,591083502,Grande Oaks Other LT Liabilities,4296723
201931349349301278,591083502,Current Student Deposit,4660016
201931349349301278,591083502,Long Term Refundable Perkins,4909743
201931349349301278,591083502,Deferred Rent Liability,2277008
201931349349301278,591083502,Other Long Term Liabilities,6754436
201931349349301278,591083502,LT Refundable DHHS Liability,3240767
201803199349312665,550753754,"Affiliate Payable - Charleston Area Medical Center, Inc.",402728
201931309349302053,560532144,DEPOSITS HELD IN CUSTODY FOR OTHERS,59273
201931309349302053,560532144,FEDERAL GOVERNMENT ADVANCES,1140517
201931309349302053,560532144,CONTRACTUAL FINANCIAL COMMITMENTS,350000
201803389349300605,370661231,GOVERNMENT ADVANCES-STUDENT LOANS,376151
201833189349308858,470377991,ANNUITY AGREEMENTS,556724
201833189349308858,470377991,UNITRUST AGREEMENTS,424029
201833139349300423,610444825,Annuity Liability Payable,859346
201833139349300423,610444825,Leases obligation,207606
201931349349306393,560623936,OBLIGATIONS UNDER SPLIT-INTEREST AGREEMENTS,615031
201931349349306393,560623936,MISCELLANEOUS,168051
201813189349310886,470724387,DUE TO AFFILIATES,452679
201813189349310886,470724387,SELF INSURANCE RESERVES,3366
201833189349302038,132635819,DUE TO/FROM IFEL,29178
201803179349307970,135564934,DEFERRED REVENUE,41730921
201803179349307970,135564934,MALPRACTICE INSURANCE,30409612
201803179349307970,135564934,THIRD PARTY LIABILITIES,128591568
201803179349307970,135564934,DUE TO AFFILIATES,233436891
201803179349307970,135564934,RETIRE OBLIG WORKMEN'S COMP,8387475
201803179349307970,135564934,INSURED LIABILITIES,453628000
201803179349307970,135564934,OTHER LIABILITIES,20490875
201803189349311545,221508627,ANNUITY PAYMENT OBLIGATIONS,1358030
201803189349311545,221508627,ASSET RETIREMENT OBLIGATIONS,499323
201803189349311545,221508627,INTEREST RATE SWAP AGREEMENT,1752035
201803189349311545,221508627,OBLIGATIONS,10014651
201803199349315015,111635088,ESTIMATED MALPRACTICE LIABILIT,57238181
201803199349315015,111635088,AMOUNTS DUE TO RELATED PARTIES,34699115
201803199349315015,111635088,OTHER SELF INSURANCE LIABILITY,17167265
201803199349315015,111635088,THIRD PARTY PAYOR LIABILITIES,6545875
201813199349302226,570828733,Third Party Reserves,4430324
201813199349302226,570828733,Fin-47 Asbestos Accrual,623000
201813199349302226,570828733,Net Intercompany Payable,47815714
201813199349302226,570828733,Other Liabilities,731397
201931349349308178,314379459,LIAB.TO BENEF.-SPLIT INT.AGREEMENTS,3518548
201931349349308178,314379459,DISC.FOR FUTURE INT.-LIFE INC.AGREE,906064
201931349349308178,314379459,LIAB.FOR POST-RETIRE.HEALTH BEN,18691862
201931349349308178,314379459,REFUNDABLE ADVANCES-PERKINS LOANS,2027604
201931349349308178,314379459,REFUNDABLE ADVANCES-SCHELL FDN LOAN,346050
201931349349308178,314379459,REVOCABLE CHAR.REMAINDER TRUSTS,398739
201931349349308368,231352630,DEPOSITS,23814864
201931349349308368,231352630,GOVERNMENT ADVANCES FOR STUDENT LOANS,29096166
201931349349308368,231352630,"CAPITAL LEASE, ARMORY",2612553
201931349349308368,231352630,STATE AND LOCAL TAX PAYABLE,162784
201940739349300829,420680335,"US GOVERNMENT LOANS, REFUNDABLE",483660
201940739349300829,420680335,STUDENT TUITION PAID IN ADVANCE,197414
201940739349300829,420680335,ANNUITIES PAYABLE,1331870
201940739349300829,420680335,LIFE-INCOME PAYABLE,732613
201940739349300829,420680335,CONTRACT ADVANCES,2967248
201940739349300829,420680335,ASSET RETIREMENT OBLIGATION,431350
201931029349300348,741193459,ASSET RETIREMENT OBLIGATION,262469
201931029349300523,237223216,POSTRETIREMENT HEALTH&LIFE INS,6134879
201931029349300523,237223216,ANNUITIES PAYABLE,2055942
201931029349300523,237223216,US GOV'T GRANTS REFUNDABLE,997918
201931029349300523,237223216,ASSET RETIREMENT OBLIGATION,653352
201931029349300538,560554207,POST RETIREMENT BENEFIT OBLIGATION,1327956
201931029349300538,560554207,REFUNDABLE ADVANCES FROM DEPARTMENT OF EDUCATION,565107
201931029349300538,560554207,ANNUITIES PAYABLE,591973
201931029349300713,370661217,Capital Lease Obligations,228951
201931029349300713,370661217,Liability for Split Interest Agreements,151454
201931029349300713,370661217,Deposits Held for Others,49464
201931279349300908,470376525,US GOVT STUDENT LOANS,894448
201931279349300908,470376525,CUSTODIAL FUNDS,430103
201931279349300908,470376525,ANNUITIES PAYABLE,796120
201931279349300908,470376525,ASSET RETIREMENT OBLIGATION,1258930
201911359349308051,660191965,Deposits held in custody for others,526743
201911359349308051,660191965,Obligations under capital lease,428479
201911359349308051,660191965,Refundable government loans funds,7530364
201911359349308051,660191965,Liability pension benefits,12674165
201803189349308470,640876425,Unearned Tuition,54894
201803189349308470,640876425,Student Advance Payments,36817
201803189349308470,640876425,Accrued Expenses,10978
201803189349304600,710236856,THIRD PARTY SETTLEMENTS,1300000
201803189349304600,710236856,ADVANCE FROM AFFILIATES,9825714
201803189349304600,710236856,ASSET RETIREMENT OBLIGATIONS,15886388
201803189349304600,710236856,PENSION LIABILITY,51108000
201803189349304600,710236856,OTHER LIABILITIES,15867173
201931349349310653,951664123,Life income and annuities payable,3645390
201931349349310653,951664123,Government advances for student loans,265160
201931349349310653,951664123,Funds held in trust for others,92585
201931349349310653,951664123,Asset retirement obligation,1011926
201931039349300328,030179424,GOVERNMENT ADVANCES & STUDENT LOANS,7543997
201931039349300328,030179424,ACCRUED LIABILITIES,5148461
201931039349300328,030179424,DISCOUNT ON LIFE INCOME FUNDS,2688784
201931039349300328,030179424,SWAP VALUATION,12291486
201931299349301553,341018992,Refundable advances,7527871
201931299349301553,341018992,Pension liability,89893155
201931299349301553,341018992,Refundable federal student loans,26727810
201931299349301553,341018992,Annuities payable,35141405
201931299349301553,341018992,Deferred income and other liabilities,52310977
201901299349301245,582032904,TAX EXEMPT BOND LIAB. DUE TO WHS,384381232
201901299349301245,582032904,OTHER LONG TERM LIABILITIES,1324458
201803189349308420,160743102,ESTIMATED THIRD-PARTY PAYOR SETTLEMENTS,1886562
201803189349308420,160743102,ACCRUED PENSION LIABILITY,17542928
201833139349301123,541547408,DUE TO AFFILIATES,1611418
201833139349301123,541547408,OTHER LIABILITIES,31140786
201833139349301123,541547408,DUE TO 3RD PARTY PAYORS,9025052
201833139349301123,541547408,CAPITAL LEASE OBLIGATION,21682654
201833139349301123,541547408,GENERAL RESERVE,24677878
201901309349304190,580566243,ADVANCES FROM FEDERAL GOVERNME,1151592
201843189349304009,362169147,SELF INSURANCE LIABILITY,668795221
201843189349304009,362169147,3RD PARTY SETTLEMENTS,197607999
201843189349304009,362169147,EXECUTIVE PENSION LIABILITY & DEF COMP,121839181
201843189349304009,362169147,TAXABLE TERM LOAN,114813071
201843189349304009,362169147,INTEREST RATE SWAP MTM SERIES,73874557
201843189349304009,362169147,UNFUNDED HRA/DRA,28480402
201843189349304009,362169147,OBLIGATION TO RETURN COLLATERAL,19576912
201843189349304009,362169147,LONG TERM DISABILITY,18455200
201843189349304009,362169147,REMEDIATION COST ACCRUAL,16375633
201843189349304009,362169147,DEFERRED CONTRACTS,2212305
201843189349304009,362169147,DEACONESS RESIDENCE LIABILITY,166859
201911359349307736,381359081,REFUNDABLE PERKINS LOAN PROGRAM,1990242
201911359349307736,381359081,REFUNDABLE STUDENT DEPOSITS,668285
201931369349300018,381357980,REFUNDABLE STUDENT DEPOSITS,270752
201931369349300018,381357980,REFUNDABLE LOAN PROGRAM ADVANCES,1287057
201940419349300454,430610813,ANNUITY OBLIGATIONS,159621
201940419349300454,430610813,DEPOSITS AND AGENCY FUNDS,460396
201940419349300454,430610813,PERKINS FCC LIABILITY,405209
201901309349304395,941358307,CAPITAL LEASE OBLIGATIONS,373348
201901309349304395,941358307,ASSET RETIREMENT OBLIGATION,291799
201901309349304395,941358307,U.S. GOVERNMENT GRANTS REFUNDABLE,67354
201901159349301475,132553815,DUE TO RELATED PARTIES,107438
201813199349317311,364195126,DUE TO THIRD PARTY PAYORS,91071173
201813199349317311,364195126,OTHER LONG TERM LIABILITIES,1321487
201813199349317311,364195126,CAPITAL ACCUMULATION,173308
201931349349305288,941312349,Split-interest obligations,145196
