object_id,ein,FrmAndLnRfrncDsc
201740839349300334,370681530,"Schedule E, Part I, Line 3","A statement of the racial non discrimination policy is included as a student admissions policy and requirement within our College Catalog, which is viewable on our website."
201740839349300334,370681530,"Schedule E, Part I, Line 6","The College receives funding from the federal government in connection with provisions of Title IV of the Higher Education Act. As a result, the College is required to comply with various regulations related to these programs."
201700679349300145,986001141,"Schedule E, Part I, Line 3",Information is available on our website at www.utoronto.ca.
201700679349300145,986001141,"Schedule E, Part I, Line 4",Racial composition data is not maintained.
201700679349300145,986001141,"Schedule E, Part I, Line 6",We receive funding from the federal and provincial governments in Canada.
201740419349300424,750950119,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized","LCU publishes its nondiscriminatory policy on our public website, in the university catalog and on the application for admission."
201740419349300424,750950119,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
201740419349300424,750950119,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
201730869349300733,240839402,"SCHEDULE E, PART I, LINE 3",NEWSPAPER ADVERTISEMENTS
201730869349300733,240839402,"SCHEDULE E, PART I, LINE 6","THE COLLEGE PARTICIPATES IN THE DEPT OF ED'S STUDENT FINANCIAL ASSISTANCE PROGRAM. ALSO, FUNDING IS RECEIVED FOR OTHER EDUCATIONAL PROGRAMS AND FOR CAPITAL PROJECTS."
201710449349302371,581438873,EXPLANATION FOR LINE 3,"IF A SCHOOL CUSTOMARILY DRAWS A SUBSTANTIAL PERCENTAGE OF ITS STUDENTS NATIONWIDE OR WORLDWIDE OR FROM A LARGE GEOGRAPHIC SECTION OR SECTIONS OF THE UNITED STATES AND FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY AS TO STUDENTS, THE PUBLICITY REQUIREMENT MAY BE SATISFIED BY COMPLYING WITH SECTION 4.02. SUCH A SCHOOL MAY DEMONSTRATE THAT IT FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY WITHIN THE MEANING OF THE PRECEDING SENTENCE EITHER BY SHOWING THAT IT CURRENTLY ENROLLS STUDENTS OF RACIAL MINORITY GROUPS IN MEANINGFUL NUMBERS. THE SCHOOL CURRENTLY ENROLLS A MAJORITY OF THEIR STUDENTS FROM RACIAL MINORITY GROUPS."
201710449349302371,581438873,Explanation of Line 6a,"The School receives various forms of financial aid and assistance from the federal government in the form of research funding, student financial aid and other financial assistance."
201710459349301166,270725461,"SCHEDULE E, PART I, LINE 3",OUR WEBSITE CONTAINS THE NON-DISCRIMINATION POLICY ON THE FRONT PAGE.
201710459349301166,270725461,"SCHEDULE E, PART I, LINE 4","SCHOLARSHIPS ARE NEED, ACADEMIC OR TALENT BASED. WE DO NOT DISCRIMINATE BASED ON RACE; HOWEVER, WE ALSO DO NOT KEEP RECORDS PROVING THAT WE DON'T DISCRIMINATE BASED ON RACE."
201710459349301166,270725461,"SCHEDULE E, PART I, LINE 6",MORTHLAND COLLEGE RECEIVES FEDERAL TITLE IV PROGRAM FUNDS.
201710899349301151,481249429,"SCHEDULE E, PART I, LINE 3","THE CENTER FOR VENTURE EDUCATION AND THE KAUFFMAN FELLOWS PROGRAM ADMIT STUDENTS OF ANY RACE, COLOR, NATIONAL AND ETHNIC ORIGIN TO ALL THE RIGHTS, PRIVILEGES, PROGRAMS, AND ACTIVITIES GENERALLY ACCORDED OR MADE AVAILABLE TO STUDENTS AT THE SCHOOL. IT DOES NOT DISCRIMINATE ON THE BASIS OF RACE, COLOR, NATIONAL AND ETHNIC ORIGIN IN ADMINISTRATION OF ITS EDUCATIONAL POLICIES, ADMISSION POLICIES, SCHOLARSHIP AND LOAN PROGRAMS, AND OTHER SCHOOL-ADMINISTERED PROGRAMS."
201710679349300781,344431169,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY",CLEARLY DEFINED IN ALL UNIVERSITY LITERATURE
201710679349300781,344431169,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT","U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES: PASSED THROUGH THE GREATER CINCINNATI OCCUPATIONAL HEALTH CENTER, NIEHS HAZARDOUS WASTE WORKER HEALTH AND SAFETY TRAINING. U.S. DEPARTMENT OF STATE: BUREAU OF EDUCATIONAL AND CULTURAL AFFAIRS GRANT DIVISION, PROFESSIONAL AND CULTURAL EXCHANGE PROGRAMS - CITIZEN EXCHANGES. U.S. DEPARTMENT OF HOMELAND SECURITY: PASSED THROUGH EASTERN KENTUCKY UNIVERSITY, STATE AND LOCAL HOMELAND SECURITY TRAINING PROGRAM. U.S. DEPARTMENT OF HOMELAND SECURITY: PASSED THROUGH OHIO DEPARTMENT OF PUBLIC SAFETY, STATE AND LOCAL HOMELAND SECURITY TRAINING PROGRAM. NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION: PASSED THROUGH THE OHIO STATE UNIVERSITY RESEARCH FOUNDATION, RESEARCH AND DEVELOPMENT, EDUCATION AND TRAINING, AND ADVISORY SERVICES."
201700889349300845,620730291,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized","JOHN A. GUPTON COLLEGE RACIALLY NONDISCRIMINATORY POLICY IS STATED IN THEIR COLLEGE CATALOG, STUDENT HANDBOOK AND FINANCIAL AID HANDBOOK. THE COLLEGE HANDBOOK IS MAILED TO EACH PROSPECTIVE STUDENT WHO CONTACTS THE COLLEGE."
201700889349300845,620730291,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained",JOHN A. GUPTON COLLEGE DOES NOT SOLICIT CONTRIBUTIONS.
201700889349300845,620730291,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
201740469349301719,344427516,"SCHEDULE E, PART I, LINE 3",TIFFIN UNIVERSITY'S FULL NON-DISCRIMINATION POLICY IS POSTED ONLINE ON THE UNIVERSITY WEBSITE UNDER THE INSTITUTIONAL DIVERSITY SECTION. THE POLICY IS ALSO CLEARLY PRINTED ON UNIVERSITY APPLICATIONS AND MATERIALS PRESENTED TO INCOMING AND PROSPECTIVE STUDENTS.
201740469349301719,344427516,"SCHEDULE E, PART I, LINE 6A","TIFFIN UNIVERSITY RECEIVES FEDERAL AND STATE FINANCIAL AID FROM THE FOLLOWING GOVERNMENT agencies: U.S. Department of Treasury, U.S. Department of Education, State of Ohio Department of Education, Ohio Tuition Trust, Pennsylvania Higher Education, and Veterans Administration."
201700879349300210,570314408,"SCHEDULE E, PART I, LINE 3","THE COLLEGE PUBLISHES IN THE OFFICIAL RECRUITING LITERATURE THE FOLLOWING: PRESBYTERIAN COLLEGE DOES NOT DISCRIMINATE AGAINST ANY APPLICANT OR STUDENT ON THE BASIS OF RACE, SEX, RELIGION, NATIONAL ORIGIN OR HANDICAP."
201700879349300210,570314408,"SCHEDULE E, PART I, LINE 6","PRESBYTERIAN COLLEGE STUDENTS MAY RECEIVE TITLE IV AID, FEDERAL LOANS, AND/OR SC TUITION GRANT ASSISTANCE."
201740469349302589,310820394,"SCHEDULE E, PART I, LINE 3",THE POLICY IS PUBLICIZED THROUGH THE NEWSPAPER.
201740469349302589,310820394,"SCHEDULE E, PART I, LINE 6",THE FOLLOWING ARE GOVERNMENT PROGRAMS IN WHICH THE SCHOOL PARTICIPATES AND FROM WHICH IT RECEIVES THE FINANCIAL ASSISTANCE REFERRED TO IN THIS SECTION: A. FEDERAL PELL GRANT PROGRAM B. FEDERAL PERKINS LOAN C. FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT D. FEDERAL DIRECT SUBSIDIZED LOAN E. FEDERAL DIRECT UNSUBSIDIZED LOAN F. FEDERAL COLLEGE WORK-STUDY PROGRAM G. FEDERAL DIRECT PLUS LOAN H. OHIO NATIONAL GUARD SCHOLARSHIP I. WAR ORPHANS SCHOLARSHIP - STATE OF OHIO J. VETERANS ADMINISTRATION BENEFITS K. BUREAU OF VOCATIONAL REHABILITATION L. PENNSYLVANIA STATE GRANT PROGRAM M. OHIO COLLEGE OPPORTUNITY GRANT
201710869349300231,370661494,"SCHEDULE E, PART I, LINE 3","THE STATEMENT ""BRADLEY UNIVERSITY IS COMMITTED TO A POLICY OF NON-DISCRIMINATION AND THE PROMOTION OF EQUAL OPPORTUNITIES FOR ALL PERSONS REGARDLESS OF AGE, COLOR, CREED, DISABILITY, ETHNICITY, MARITAL STATUS, NATIONAL ORIGIN, RACE, RELIGION, SEX, SEXUAL ORIENTATION, OR VETERAN STATUS. THE UNIVERSITY IS ALSO COMMITTED TO COMPLIANCE WITH ALL APPLICABLE LAWS REGARDING NON-DISCRIMINATION, HARASSMENT AND AFFIRMATIVE ACTION."" IS CONSPICUOUSLY DISPLAYED IN ALL ADMISSIONS MATERIAL INCLUDING UNIVERSITY CATALOGS."
201710869349300231,370661494,"SCHEDULE E, PART I, LINE 6",THE UNIVERSITY RECEIVES TITLE IV FEDERAL FUNDS.
201710739349300811,381358000,"SCHEDULE E, LINE 3",THE COLLEGE'S RACIALLY NONDISCRIMINATORY POLICIES ARE INCLUDED IN THE CATALOG OF THE LAW SCHOOL WHICH IS AN INTEGRAL PART OF THE REGISTRATION PROCESS.
201710739349300811,381358000,"SCHEDULE E, LINE 5","THE FINANCIAL AID PROGRAM PROVIDES ASSISTANCE TO STUDENTS BASED ON ACADEMIC POTENTIAL, FINANCIAL NEED AND STUDENTS' ABILITY TO CONTRIBUTE TO A DIVERSE LEARNING ENVIRONMENT. AWARDS AIMED AT DIVERSIFYING THE CLASS ARE PROVIDED TO STUDENTS OF ALL BACKGROUNDS AND, AS SUCH, THE FINANCIAL AID PROGRAM CONFORMS TO THE COLLEGE'S NONDISCRIMINATORY POLICIES."
201710739349300811,381358000,"SCHEDULE E, LINE 6","THE COLLEGE RECEIVES FUNDS FROM THE FOLLOWING GOVERNMENT AGENCIES: NATIONAL SCIENCE FOUNDATION - SOCIAL, BEHAVIORAL AND ECONOMIC SCIENCES, INTERNAL REVENUE SERVICE - LOW INCOME TAXPAYER CLINICS AND U.S. DEPARTMENT OF EDUCATION - FEDERAL WORK STUDY PROGRAM."
201730829349300518,540506306,"Schedule E, Part I, Line 3","Bridgewater College draws from a wide geographical area not covered by one newspaper or broadcast media as a solicitation for students. As required by revenue procedure 75-50, Bridgewater College has publicized its racially non-discriminatory policy by including a statement of this fact in all its publications and promotional materials."
201730829349300518,540506306,"Schedule E, Part I, Line 6","Bridgewater College received financial aid in the form of Pell Grants, SEOG and Perkins loans which was awarded to our students based on federal guidelines."
201740479349300444,410747165,"Schedule E, Part I, Line 3",The use of these media formats are primarily used for event related activities. The College does not use them to solicit students for enrollment.
201740479349300444,410747165,"Schedule E, Part I, Line 6","Bethany Lutheran College participates in Title IV financial aid programs, so many students receive aid through federal and state agencies."
201740599349300729,741109748,"SCHEDULE E, PART I, LINE 3","PRINT MEDIA INCLUDING ANNUAL CATALOG STATING ""TEXAS LUTHERAN UNIVERSITY IS OPEN TO ALL PERSONS COMMITTED TO AND PREPARED FOR A QUALITY EDUCATION WITHOUT REGARD TO RACE, AGE, SEX, COLOR, NATIONAL ORIGIN, RELIGION, DISABILITY OR SEXUAL ORIENTATION."""
201740599349300729,741109748,"SCHEDULE E, PART I, LINE 6",THE UNIVERSITY RECEIVES FINANCIAL AID FROM THE FOLLOWING GOVERNMENTAL AGENCIES: TEXAS HIGHER EDUCATION COORDINATING BOARD UNITED STATE DEPARTMENT OF EDUCATION
201700539349301305,275316628,"SCHEDULE E, PART I, QUESTION 3","BELOW IS A TRUE AND COMPLETE COPY OF THE RACIALLY NONDISCRIMINATION POLICY, AND IS INCLUDED IN ADMISSIONS MATERIAL AND BROCHURES AS NEEDED TO DISSEMINATE THE POLICY TO INTERESTED APPLICANTS AND MEMBERS OF THE COMMUNITY: RELAY GRADUATE SCHOOL OF EDUCATION ADMITS STUDENTS OF ANY RACE, COLOR, NATIONAL AND ETHNIC ORIGIN TO ALL THE RIGHTS, PRIVILEGES PROGRAMS, AND ACTIVITIES GENERALLY ACCORDED OR MADE AVAILABLE TO STUDENTS AT THE SCHOOL. IT DOES NOT DISCRIMINATE ON THE BASIS OF RACE, COLOR AGE, NATIONAL AND ETHNIC ORIGIN IN ADMINISTRATION OF ITS EDUCATIONAL POLICIES, ADMISSIONS POLICIES, SCHOLARSHIP AND LOAN PROGRAMS, AND OTHER SCHOOL-ADMINISTERED PROGRAMS."
201700539349301305,275316628,SCHEDULE E PART 1 LINE 6A,"In fiscal year 2016, Relay received financial aid or assistance from a governmental agency in the form of both a Federal Direct Student Loan Program and TEACH Grants."
201720809349300132,202394341,Description of nondiscriminatory policy (Question 3),The nondiscriminatory policy can be found on the application form for admission to the school.
201700539349301315,630288850,"Schedule E, Part I, Line 3","Judson College is an Equal Opportunity Institution and does not unlawfully discriminate in its educational and employment policies on the basis of race, color, sex, age, disability, or national or ethnic origin."
201700539349301315,630288850,"Schedule E, Part I, Line 6",Judson College receives financial assistance through the U.S. Department of Education's Student Financial Assistance Program.
201700529349300215,830340684,"SCHEDULE E, LINE 3",THE COLLEGE PUBLICIZES ITS RACIALLY NONDISCRIMINATORY POLICY THROUGH LOCAL AND NATIONAL MEDIA DURING THE FISCAL YEAR.
201700529349300215,830340684,"SCHEDULE E, LINE 6",THE COLLEGE RECEIVES GRANTS AND FINANCIAL AID FROM FEDERAL AGENCIES WHICH ARE USED IN THE DEVELOPMENT OF THE COLLEGE'S EXEMPT PURPOSES OF PROVIDING QUALITY EDUCATION.
201711049349301021,231352674,"SCHEDULE E, PART I, LINE 3",THE NON-DISCRIMINATION POLICY IS PRESENTED IN RECRUITING MATERIALS.
201711049349301021,231352674,"SCHEDULE E, PART I, LINE 6","SAINT JOSEPH'S UNIVERSITY PARTICIPATED IN THE FOLLOWING PROGRAMS: FEDERAL PELL GRANT, PERKINS STUDENT LOAN PROGRAM, SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT, COLLEGE WORK STUDY, STAFFORDS STUDENT LOAN PROGRAM, PARENT LOANS FOR UNDERGRADUATE STUDENTS AND DEPARTMENT OF HEALTH AND HUMAN SERVICES, INSTITUTIONAL ASSISTANCE GRANT PROGRAM OF THE PENNSYLVANIA HIGHER EDUCATION ASSISTANCE AGENCY AND PASSPORT PROGRAM."
201701309349301320,133036302,"SCHEDULE E, PART I, LINE 3","IT IS WRITTEN IN THEIR SCHOOL CATALOG, STUDENT HANDBOOK, EMPLOYEE APPLICATIONS, AND IN THEIR ADS IN THE DAILY NEWS."
201701309349301320,133036302,"SCHEDULE E, PART I, LINE 6",GOVERNMENT ASSISTANCE IS PROVIDED BY THE U.S. DEPARTMENT OF EDUCATION AND THE NEW YORK STATE EDUCATION DEPARTMENT FOR THE PURPOSES OF TUITION ASSISTANCE AND CAPITAL EXPENDITURES.
201701089349300230,160743150,"SCHEDULE E, PART I, LINE 3","THE POLICY IS PUBLISHED IN PRINTED PAMPHLETS, CATALOGUES, BROCHURES, AND NEWSPAPER ADVERTISEMENTS."
201701089349300230,160743150,"SCHEDULE E, PART I, LINE 6",SBU RECEIVES FUNDING FROM FEDERAL AND NEW YORK STATE AGENCIES FOR VARIOUS PROGRAMS AND STUDENT FINANCIAL ASSISTANCE.
201701299349301735,480543772,"Schedule E, Part I, Line 3","THE COLLEGE CATALOG, STUDENT HANDBOOK, AND GENERAL DISTRIBUTION ADMISSION BROCHURES STATE THE UNIVERSITY'S NON-DISCRIMINATORY POLICY."
201701299349301735,480543772,"Schedule E, Part I, Line 6",THE UNIVERSITY RECEIVES AID VIA THE STUDENT FINANCIAL ASSISTANCE CLUSTER.
201731089349300038,410708577,"SCHEDULE E, PART I, LINE 3","THE POLICY IS PUBLISHED ON THE UNIVERSITY'S WEBSITE AND IN EMPLOYMENT, ADMISSIONS, AND REGISTRATION MATERIALS."
201731089349300038,410708577,"SCHEDULE E, PART I, LINE 6",THE UNIVERSITY RECEIVES FEDERAL AND STATE FUNDS FOR THE PURPOSE OF GRANTS AND WORKSTUDY.
201731079349301123,560554207,"Schedule E, Part I, Line 3","RACIALLY NONDISCRIMINATORY POLICY STATEMENT IS INCLUDED IN all college generated documents including the college catalog. in addition, it is published in the local newspaper at least annually."
201731079349301123,560554207,"Schedule E, Part I, Line 6",LINE 6A - THE UNIVERSITY RECEIVED STUDENT FINANCIAL AID GRANTS FROM THE U.S. DEPARTMENT OF EDUCATION.
201741359349311074,620485724,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized"
201741359349311074,620485724,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
201741359349311074,620485724,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
201701089349301300,362722198,"SCHEDULE E, PART I, LINE 3:","BENEDICTINE UNIVERSITY PUBLISHES ITS RACIALLY NON-DISCRIMINATORY POLICY IN ITS STUDENT AND EMPLOYEE RECRUITMENT MATERIALS, APPLICATIONS, BUS. TRANSACTIONS, LEGAL DOCUMENTS, CATALOG, OPERATIONAL MATERIALS, AND IN INTERNAL AND EXTERNAL COMMUNICATION."
201701089349301300,362722198,"SCHEDULE E, PART II, LINE 6B:","THE INSTITUTION RECEIVED FINANCIAL AID FROM GOVERNMENT AGENCIES OF $13,605,303 AS INDICATED IN SUPPORT OF FORM 990, PAGE 9, LINE 1e."
201730949349300323,611312812,"SCHEDULE E, PART I, LINE 3","DURING THE REGISTRATION PERIOD, THE FOLLOWING IS PUBLICIZED: ""NON-DISCRIMINATORY POLICY: BAPTIST SEMINARY OF KENTUCKY IS COMMITTED TO OFFERING EQUAL ACCESS TO EDUCATIONAL OPPORTUNITIES FOR ALL QUALIFIED STUDENTS. BAPTIST SEMINARY OF KENTUCKY DOES NOT DISCRIMINATE IN MATTERS OF HIRING, ADMISSIONS, ACADEMICS, OR STUDENT AFFAIRS ON THE BASIS OF RACE, COLOR, NATIONAL OR ETHNIC ORIGIN, GENDER, DISABILITY, OR AGE."""
201730909349300763,042103585,"SCHEDULE E, PART I, LINE 3","PER PART 4.03 2(B) OF REV. PROC 75-50, 1975-2 C.B.587, THE COLLEGE CUSTOMARILY DRAWS A SUBSTANTIAL PERCENTAGE OF ITS STUDENTS FROM A LARGE GEOGRAPHICAL SECTION OF THE UNITED STATES AND FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY AS TO ITS STUDENTS. IT CURRENTLY ENROLLS STUDENTS OF RACIAL MINORITY GROUPS IN MEANINGFUL NUMBERS. ITS PROMOTIONAL ACTIVITIES AND RECRUITING EFFORTS ARE REASONABLY DESIGNED TO INFORM STUDENTS OF ALL RACIAL SEGMENTS OF THE AVAILABILITY OF THE COLLEGE."
201730909349300763,042103585,"SCHEDULE E, PART I, LINE 6",THE COLLEGE RECEIVES GRANTS IN THE FORM OF FUNDS DISTRIBUTED FOR FINANCIAL AID OR SUPPORT OF EDUCATIONAL PROGRAMS.
201721109349301007,381358014,"Schedule E, Part I, Line 3","The following statement appears in the College catalogue: ""Kalamazoo College is committed to equal rights, equal opportunities, and equal protection under the law. The College administers its programs without regard to race, color, religion, age, sex, national origin, height, weight, marital status, familial status, physical disability as protected by law, or sexual orientation. The College's definition of sexual orientation proscribes discrimination based on a person's heterosexuality, homosexuality, bisexuality, or gender identity, actual or presumed."" Kalamazoo College draws a substantial percentage of its students from outside the Kalamazoo community including other areas of Michigan, the United States, and foreign countries and follows a racially nondiscriminatory policy as to students. Publication is not required under Rev Proc 75-50, Section 4.03-2(b)."
201721109349301007,381358014,"Schedule E, Part I, Line 6","Kalamazoo College participates in the following campus-based financial aid programs: SEOG, FWSP, Perkins (NDSL). In addition, students from the College are recipients of Pell grants, Guaranteed Student Loans, and Parent Loans."
201721079349301502,741109633,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY","TRINITY DOES NOT AND WILL NOT DISCRIMINATE IN ADMISSION OF STUDENTS TO STUDY AT THE UNIVERSITY, ENROLL IN CLASSES, OBTAIN ON-CAMPUS HOUSING, OR USE FACILITIES BECAUSE OF RACE, COLOR, RELIGION, SEX, AGE, NATIONAL ORIGIN, DISABILITY (IF OTHERWISE QUALIFIED FOR ADMISSION), MILITARY/VERTERAN STATUS, SEXUAL ORIENTATION, OR ANY OTHER STATUS PROTECTED BY FEDERAL, STATE, OR LOCAL LAW. THE NON-DISCRIMINATION POLICY IS LISTED IN THE COURSE CATALOG, INCLUDED IN THE STUDENT HANDBOOK, AND LISTED ON THE UNIVERSITY'S WEBSITE."
201721079349301502,741109633,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT","FEDERAL PERKINS LOAN PROGRAM, Direct Loans, Work Study, SEOG & Pell grants; additionally the University receives state TEG funds."
201721049349300517,383333920,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY",The nondiscrimination policies are published frequently in local newspapers and are stated in publications and other printed materials.
201721049349300517,383333920,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT",Baker College students receive Title IV funds.
201740969349301254,042104149,"SCHEDULE E, PART I, LINE 3","DEAN COLLEGE FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY IN ALL ASPECTS OF RECRUITING, ADMISSION AND FINANCIAL AID AWARDING. THE NOTICE OF NON-DISCRIMINATION IS PUBLISHED IN ALL BROCHURES AND CATALOGUES DEALING WITH STUDENT ADMISSIONS, PROGRAMS AND SCHOLARSHIPS. DEAN COLLEGE CUSTOMARILY DRAWS A SUBSTANTIAL PERCENTAGE OF ITS STUDENTS FROM A LARGE GEOGRAPHIC SECTION OF THE UNITED STATES AND, AS NOTED, FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY AS TO STUDENTS. THE COLLEGE DEMONSTRATES THAT IT FOLLOWS A RACIALLY NONDISCRIMINATORY POLICY AS TO STUDENTS BY ENROLLING STUDENTS OF RACIAL MINORITY GROUPS IN MEANINGFUL NUMBERS."
201740969349301254,042104149,"SCHEDULE E, PART I, LINE 6","FINANCIAL ASSISTANCE IS IN THE FORM OF STUDENT AID SUCH AS PERKINS, SEOG, WORKSTUDY AND PELL."
201720989349300607,250965376,"SCHEDULE E, PART I, LINE 3",SEE SCHEDULE O
201720989349300607,250965376,"SCHEDULE E, PART I, LINE 6",THE COLLEGE RECEIVES AN INSTITUTIONAL ASSISTANCE GRANT BASED ON THE NUMBER OF PENNSYLVANIA STATE GRANT RECIPIENTS FROM THE PENNSYLVANIA HIGHER EDUCATION ASSISTANCE AGENCY.
201711049349301001,381895805,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY",The nondiscrimination policies are published frequently in local newspapers and are stated in publications and other printed materials.
201711049349301001,381895805,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT",Baker College students receive Title IV funds.
201711039349301511,221508627,"SCHEDULE E, PART I, QUESTION 3","THE SAINT PETER'S UNIVERSITY (""UNIVERSITY"") RACIALLY NONDISCRIMINATORY POLICY IS DESCRIBED IN ALL LITERATURE PUBLISHED FOR GENERAL DISTRIBUTION, WITHIN THE STUDENT HANDBOOK AND ON THE UNIVERSITY'S WEBSITE."
201711039349301511,221508627,"SCHEDULE E, PART I, QUESTION 6A","SAINT PETER'S UNIVERSITY (""UNIVERSITY"") PARTICIPATES IN VARIOUS FEDERAL AND STATE FINANCIAL AID PROGRAMS FOR THE BENEFIT OF STUDENTS WHO ATTEND THE UNIVERSITY. THESE PROGRAMS HAVE STRICT REQUIREMENTS FOR PARTICIPATION AND THE UNIVERSITY IS SUBJECT TO GOVERNMENT PROGRAM REVIEWS COVERING COMPLIANCE WITH LAWS AND REGULATIONS. SPECIFIC AREAS OF REVIEW INCLUDE STUDENT PROGRAM ELIGIBILITY, COORDINATION OF FINANCIAL AID PROGRAMS AND OTHER MATTERS."
201731109349300828,250496976,"Schedule E, Part I, Line 3",Publication in Erie Times News each fall
201731109349300828,250496976,"Schedule E, Part I, Line 6","The University receives various federal grants directly from the U.S. Department of Education, such as Pell Grants, Supplemental Education Opportunity Grants (SEOG), and College Work-Study funds. The University also receives grants from the Commonwealth of Pennsylvania, such as PHEAA Grants and the Institutional Assistance Grant (IAG). The University was awarded a federal capital contribution from the U.S. Department of Health and Human Services for the Nursing Student Loan Program. There are two programs, the Baccalaureate Nursing and Associate Nursing. The University's Associate Nursing Student Loan Program has been terminated due to noncompliance with the default rate regulations as of June 30, 1993. During fiscal year 2012 the University reimbursed the governmental share of all outstanding loans under this program."
201741329349306599,042463847,"Schedule E, Part I, Line 3",Gordon-Conwell publishes its racially nondiscriminatory policy on its website's persona pages for prospective students and current students.
201741329349306599,042463847,"Schedule E, Part I, Line 6","The Seminary participates in the US Department of Education's Direct Loan, FWS and Perkins programs."
201711029349300736,750800689,"SCHEDULE E, LINE 3","THE SOUTHERN METHODIST UNIVERSITY NONDISCRIMINATION STATEMENT APPEARS ON THE UNIVERSITY'S WEBSITE AND IN ELECTRONIC AND PRINTED MATERIALS, SUCH AS THE STUDENT HANDBOOK, ADMISSION BROCHURES, ADVERTISEMENTS, ETC."
201711029349300736,750800689,"SCHEDULE E, LINE 6","THE UNIVERSITY PARTICIPATES IN THE FEDERAL PERKINS LOAN PROGRAM, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT; FEDERAL WORK-STUDY PROGRAM, FEDERAL PELL GRANT, WILLIAM D. FORD FEDERAL DIRECT LOAN PROGRAM, TEXAS TUITION EQUALIZATION GRANT, TEXAS B-ON-TIME PROGRAM, AND TEXAS COLLEGE ACCESS LOAN PROGRAM AND RECEIVED FEDERAL AND STATE FUNDING FOR RESEARCH GRANTS AND CONTRACTS."
201721009349301207,430746185,"SCHEDULE E, PART I, LINE 3",CATALOG ON WEBSITE SENT TO PERSPECTIVE STUDENTS EXPLAINS POLICY. ADVERTISING FOR PERSPECTIVE STUDENTS PROVIDES POLICY. WEBSITE INCLUDES STATEMENT.
201721009349301207,430746185,"SCHEDULE E, PART I, LINE 6",PARTICIPATING IN THE STUDENT FINANCIAL AID PROGRAM THRU THE OFFICE OF EDUCATION
201701079349300530,237121060,"SCHEDULE E, PART I, LINE 3:",THE SCHOOL'S NON-DISCRIMINATORY POLICY STATEMENT IS INCLUDED IN ALL OF BRITE'S PROGRAM HANDBOOKS AND RECRUITMENT MATERIAL. IT IS ALSO INCLUDED ON THE SCHOOL'S WEBSITE.
201711079349300946,953075415,"Schedule E, Part I, Line 3","SEMESTER AT SEA IS A LEARNING EXPERIENCE DESIGNED TO TRANSFORM STUDENTS OF EVERY RACE, COLOR, AND CREED INTO A CITIZEN AND SCHOLAR OF THE WORLD. The employee handbook, voyager handbook and all job descriptions for hiring contain nondiscriminatory language."
201701049349300215,382901703,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY",The nondiscrimination policies are published frequently in local newspapers and are stated in publications and other printed materials.
201701049349300215,382901703,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT",Baker College students receive Title IV funds.
201701049349301230,263550133,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized","THE RACIALLY NON-DISCRIMINATORY POLICY OF THE SEMINARY IS INCLUDED IN ALL BROCHURES AND CATALOGUES OF THE SEMINARY DEALING WITH STUDENT ADMISSION, PROGRAMS, AND SCHOLARSHIPS, AND THE SEMINARY ALSO PUBLISHES ONCE ANNUALLY IN A NEWPAPER OF GENERAL CIRCULATION ITS POLICY IN THE FORM AND MANNER REQUIRED BY REV. PROC. 75-50, 1975-2 CB 587."
201701049349301230,263550133,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
201701049349301230,263550133,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
