object_id,ein,NnCshChckbxInd,Dsc,CntrbtnCnt,NncshCntrbtnsRptF990Amt
201931039349300328,030179424,X,CONTRACTUAL,2,11610,COST
201931039349300328,030179424,X,FOOD & ENTERTAINMENT,3,6052,COST
201931039349300328,030179424,X,EDUCATIONAL,1,2643,COST
201931299349301553,341018992,X,Equipment,13,1865439,Cost
201931299349301553,341018992,X,Fundraiser Donations,40,51619,Cost
201931299349301553,341018992,X,Company Products,1,7000,Cost
201931299349301553,341018992,X,Event Costs,4,9323,Cost
201833139349301108,596605703,X,SUPPLIES,3,891,ASSIGNED BY DONOR
201911359349307716,741277664,X,Various auction items and other minor donations.,44,57615,Market value
201911359349307716,741277664,X,PIANOS.,2,21000,Market value
201911359349307736,381359081,X,HORSES,12,434289,APPRAISAL
201911359349307736,381359081,X,PROGRAM SUPPORT,5,6313,ACTUAL VALUE
201901309349304395,941358307,X,TICKETS,1,1074,FMV
201901309349304395,941358307,X,FURNITURE,1,25,FMV
201931349349305773,160743900,X,Horse Equestrian Center,5,0,Appraisal
201901309349304510,310544271,X,COMPUTERS & EQUIPMENT,1,54188,FMV
201901309349304305,581357177,X,HORSES,7,775500,APPRAISAL
201931339349303113,650807808,X,FURNITURE,1,79955
201931359349311938,591157081,X,AUCTION ITEMS,5,6640,FAIR MARKET VALUE
201911349349307661,610444788,X,"FURNITURE, FIXTURES & EQUIPMENT",8,14527,FMV
201911349349307661,610444788,X,LANDSCAPING,2,7585,FMV
201911349349307661,610444788,X,OTHER MISC ITEMS,39,2563,FMV
201940439349300309,930401259,X,Automobile Lease,2,7113,Retail Value
201940439349300309,930401259,X,Gift Certificates,10,10,Default Value of $1 per Gift
201901319349300415,352158366,X,Equipment & Supplies,3,5027,Market value
201901319349300415,352158366,X,Hotel & Facility Rentals,1,1425,Market value
201901319349300415,352158366,X,Musical Instruments,3,151000,Market value
201901319349300415,352158366,X,Concert Tickets,80,5267,Market value
201931649349301308,412096004,X,LEASEHOLD IMPROVEMENTS,1,511459,ACTUAL
201901359349304795,060646973,X,FURNITURE,1,0,NONE
201901359349304795,060646973,X,EQUIPMENT,1,0,NONE
201901359349304795,060646973,X,MUSICAL INSTRUMENTS,2,0,NONE
201901359349304795,060646973,X,ARCHIVAL RECORDS,1,0,NONE
201931339349300343,251024358,X,WWII MEMORABILIA,1,52709,APPRAISED VALUE
201931339349300343,251024358,X,FURNITURE,2,5014,DONOR COST
201931339349300343,251024358,X,FOOD,3,1260,DONOR COST
201931339349300343,251024358,X,FLOWERS/TREES,1,233,DONOR COST
201901309349301750,620483210,X,CONSTRUCTION,2,28000,FMV
201901309349301750,620483210,X,SPORTS EQUIPMENT,2,2200,FMV
201901309349301750,620483210,X,PLANTS & TREES,1,840,FMV
201901309349301750,620483210,X,MISCELLANEOUS,4,334,FMV
201921679349300002,451215081,IN KIND SERVICE,343863
201931339349303848,231352661,X,Construction materials,3,170001,Market rates
201931339349303848,231352661,X,Equipment and fixtures,5,5,Market rates
201931309349304203,870212470,X,Furniture,1,7898,Appraisal/Cost
201931309349304203,870212470,X,Event Use Donations,1,5331,Cost
201931309349304203,870212470,X,Furniture,1,67100,Appraisal/Cost
201931309349304203,870212470,X,Furniture,1,22500,Appraisal/Cost
201931309349304203,870212470,X,EEvent Use Don,6,1335,Cost
201931309349304203,870212470,X,Furniture,1,671499,Cost
201931309349304203,870212470,X,Other-Auction I,79,12274,Cost
201931309349304203,870212470,X,Other-Instr/Pro,2,1193,Cost
201931339349306093,610458355,X,EQUIPMENT,2,21505,FAIR MARKET VALUE
201931339349306093,610458355,X,CD COLLECTION,1,14999,FAIR MARKET VALUE
201931339349306093,610458355,X,HORSE,1,7500,FAIR MARKET VALUE
201940639349300909,986001141,X,Media Production,17,6583929,Appraisal
201940639349300909,986001141,X,Public Opinion Polls,1,198193,Appraisal
201940639349300909,986001141,X,Audio-Visual Materials and Memorabilia,5,185779,Appraisal
201940639349300909,986001141,X,Other,41,172394,Appraisal
201911239349300421,390806202,X,OTHER,1,0
201911239349300421,390806202,X,RAFFLE PRIZES,18,0
201911239349300421,390806202,X,PIANO,1,0
201911239349300421,390806202,X,"POOL TABLE, LIGHT AND CUES",1,0
201931059349301338,231526668,X,ENTERTAINMENT,60,7588,SELLING PRICE
201931059349301338,231526668,X,SUNDRY ITEMS,50,6245,SELLING PRICE
201931059349301338,231526668,X,TRAVEL AND VACATION,7,6240,SELLING PRICE
201931059349301338,231526668,X,SERVICE,4,5695,SELLING PRICE
201931059349301403,420707124,X,FUNDRAISING PRIZES,3,2030,FAIR MARKET VALUE
201931059349301618,141338562,X,HORSES,3,215000,EXPERT OPINION
201900639349300210,590624458,X,Equipment,4,39311,Fair Market Value
201900639349300210,590624458,X,Auction Items,406,0,See Part II
201911349349307641,237225104,X,INSTRUMENTS,12,293120,FMV
201911239349300216,231177930,X,CRANE & MANPOWER,1,5030,PURCHASE PRICE
201911239349300216,231177930,X,FOOD FOR EVENTS,4,2792,PURCHASE PRICE
201911239349300216,231177930,X,SCIENTIFIC EQUIPMENT,1,2127,PURCHASE PRICE
201931309349304918,042103552,X,BOOK COLLECTION,1,1,No appraisal
201931309349304918,042103552,X,autographed book,1,20,No appraisal
201931309349304918,042103552,X,sport game tickets,4,1225,No appraisal
201931309349304918,042103552,X,authentic Knoll Barcelona Chairs,1,4800,No appraisal
201931309349304918,042103552,X,Jus Brandeis law diploma,1,7500,Appraisal
201941229349301334,240795460,X,Equipment,26,91891,FMV
201941229349301334,240795460,X,Gifts/Prizes,2,543,FMV
201921349349306707,841029228,X,AUCTION ITEMS,32,8571,FAIR MARKET VALUE
201941229349301604,221500645,X,MISCELLANEOUS,69,81000,Cost
201931359349303083,131624067,X,Musical instruments & materials,5,95743,expert opinion
201911349349307051,460280847,X,Miscellaneous noncash contributions for fundraising events,218,64077,Cost or selling pric
201941359349309614,550356985,X,Food/Beverage,3,2282,Market value
201941359349309614,550356985,X,Food/Beverage,5,1164,Market value
201941359349309614,550356985,X,Horses/Equine Items,1,20000,Market value
201941359349309614,550356985,X,Equipment,4,5587,Market value
201941359349309614,550356985,X,Land Improvement,1,1484,Market value
201931359349302423,050258809,X,PHOTOGRAPHS,11,0,FMV
201931359349302423,050258809,X,EVENT EXPENSES,17,0,MV
201931359349302423,050258809,X,APPAREL,1,0,FMV
201931359349302423,050258809,X,HOTEL ROOM,2,0,FMV
201931359349302423,050258809,X,AIRLINE TICKETS,1,0,FMV
201931359349302423,050258809,X,COMPUTER SYSTEM,1,0,FMV
201931359349302423,050258809,X,GIFT CARDS,1,0,FMV
201931359349302423,050258809,X,HORSE,1,0,FMV
201911359349302421,020274509,X,Cryptocurrency,1,300000,FMV
201940469349301774,131624158,X,Pledges,34,83474168,Net Present Value
201941359349311639,810235407,X,AUCTION PROPERTY,0,43984
201941359349311639,810235407,X,RAFFLE ROLEX WATCHES,1,16050
201941359349311639,810235407,X,PHYSICIAN'S ASSISTANT PROGRAM EQUIPMENT,1,4432
201941359349311639,810235407,X,OCCUPATIONAL THERAPY PROGRAM,1,1000
201930819349301128,910567740,X,"Travel vouchers, grand piano and musical cds",5,27490,Market value
201901339349303375,370661219,X,"Art Department equipment, furniture, tools and other small tools",1,8575,Market Value
201931269349301128,480547846,X,"DRUM EQUIP, DUMBBELLS, CAMERA. SEWING SUP,CAMERA,C",10,9856,"INVOICES, PURCHASE"
201931269349301128,480547846,X,PIANO,1,25000,INVOICE
201931269349301128,480547846,X,STEEL & LABOR FOR ST. MARY ENTRY ARCH,2,30307,PURCHASE PRICE
201931269349301128,480547846,X,NON-CASH PRIZES SPIREFEST,196,26265,PURCHASE PRICE
201911349349302061,240795686,X,EQUIPMENT,1,17086,FMV
201911349349302061,240795686,X,GOODS/SERVICES,2,3866,FMV
201901339349305860,150532082,X,Equipment,57,8393484,Appraisal
201901339349305860,150532082,X,Horses,34,275030,Appraisal
201901339349305860,150532082,X,Gift Certificates,15,1010,Appraisal
201901339349305860,150532082,X,Trusts,4,8044366,Appraisal
201921309349300207,620475697,X,Horse,2,0,No revenue recorded.
201921309349300207,620475697,X,Jukebox,1,0,No revenue reported.
201921309349300207,620475697,X,China Set,1,0,No revenue reported.
201931359349305528,135598093,X,EQUIPMENT,7,0,0
201931359349305528,135598093,X,EVENT TICKETS & FEES,12,0,0
201931359349305528,135598093,X,BOOKS,2,0,0
201931359349305528,135598093,X,SOFTWARE,1,0,0
201901339349304650,560532138,Furniture,1,400,Market Value
201931359349303213,340877803,X,MISCELLANEOUS,1,4242,ESTIMATED & FAIR VALUE
201931359349303558,581825259,X,Equipment and Event Hosting Costs,3,202060,Selling cost
201931359349303538,041679980,X,EQUIPMENT,6,1200523,MARKET VALUE
201941309349305364,390826049,X,FUNDRAISING EVENTS,13,6502,COST/SELLING PRICE
201941309349305364,390826049,X,STUDENT EVENTS,4,1891,COST/SELLING PRICE
201941309349305364,390826049,X,STRINGING MACHINE,1,990,FAIR MARKET VALUE
201941309349305364,390826049,X,MOVING COST OF PIANO,1,475,FAIR MARKET VALUE
201901499349300645,240772407,X,Supplies,31
201901499349300645,240772407,X,Equipment,2
201901499349300645,240772407,X,Athletic Equip,3
201941359349304984,362177139,X,SOFTWARE,0,506500,COST/SELLING PRICE
201941359349304984,362177139,X,INSTRUMENTS,0,90000,COST/SELLING PRICE
201901339349301010,820200906,X,Construction Materials,1,40756,FMV
201901339349301010,820200906,X,Raffle Items,2,4200,FMV
201901339349303835,410711610,X,KLBF RADIO STATION ACQUISITION,1,164492,ESTIMATED VALUE
201901339349303835,410711610,X,GRAIN,19,23900,ESTIMATED VALUE
201901339349303835,410711610,X,EQUIPMENT,3,21674,ESTIMATED VALUE
201901339349303835,410711610,X,EVENT GOODS,5,3421,ESTIMATED VALUE
201901339349303835,410711610,X,TICKETS/GIFT CARDS,7,383,ESTIMATED VALUE
201941359349305449,060646959,X,AUCTION ITEMS,3,578,FMV
201941359349305449,060646959,X,GOLF OUTING ITEMS,5,1476,FMV
201941359349305449,060646959,X,WINE,1,3272,FMV
201941359349305449,060646959,X,VARIOUS,4,1762,FMV
201921679349300052,451215081,in kind service,662295
201921309349304382,630312914,X,Food for events,6,2733,Cost
201921309349304382,630312914,X,Furniture and equipment,2,2946,Market value
201921309349304382,630312914,X,Gift certificates,15,1645,Market value
201921309349304382,630312914,X,Tickets,1,150,Cost
201931339349301313,236002304,X,PIANO,1,84750,APPRAISED VALUE
201941299349302199,560594591,X,1,40694
201901339349303275,362167725,X,Dept'l Supplies,24,32980,Market value
201901339349303275,362167725,X,Special Events,52,35727,Market value
201901339349303275,362167725,X,Furniture,1,41384,Market value
201941239349301409,221529785,X,ATHLETIC EQUIPMENT,1,3119,FMV
201941239349301409,221529785,X,CATERING/FOOD FOR SCHOLARSHIP GALA,1,2500,FMV
201941239349301409,221529785,X,2 SPIRIT OF NEW YORK CRUISE TICKETS,1,400,FMV
201911239349301856,952415066,X,VACATION,1,3300,SELLING PRICE
201941359349307319,042463847,X,Office Equip.,3,2497,Market quotations
201921349349302367,141338371,X,VARIOUS IN KIND,62,15130,FAIR VALUE
201901339349301405,391024723,X,SCOREBOARD,1,100000,COMPARABLE SALES
201931349349304778,362167842,X,12,32664
201931359349311513,391097032,X,Life Insurance Policy,1,45107,Cash Surrender Value
201901309349305115,250496976,X,Table tennis table,1,325,comparable sales
201901309349305115,250496976,X,Construction support,1,93325,cost
201901309349305115,250496976,X,Amusement park tickets,1,1960,comparable sales
201931349349304633,061645496,X,Flowers,1,1591,FMV
201931349349304633,061645496,X,Respiratory Equipment,1,2000,FMV
201910639349300856,460283336,X,IN-KIND GIFTS,37,18164,FMV
201931239349301173,580566199,X,EVENT SUPPLIES,1,1052,ACTUAL COST
201931239349301173,580566199,X,AWARD CEREMONY,4,92,FMV
201931159349301223,430356250,X,MEDICAL EQUIPMENT,6,385783,COST
201931159349301223,430356250,X,MISCELLANEOUS ITEMS,11,6150,COST
201901309349305265,141338580,X,Miscellaneous,71,34842,COST
201931359349301658,540505941,X,HORSES,2,30000,OPINION OF EXPERTS
201901309349305235,231353385,X,MUSICAL INSTRUMENT,1,8000,MARKET VALUE
201901309349305235,231353385,X,LARGE APPLIANCE,1,899,MARKET VALUE
201901299349302165,042108376,X,Fundraising event,1,720,ACTUAL INVOICE
201901299349302165,042108376,X,Equipment,2,2133,ACTUAL INVOICE
201901299349302165,042108376,X,ATHLETIC EVENT,1,532,ACTUAL INVOICE
201931349349308628,042103594,X,Equipment,22,1785782,Market value
201931349349308628,042103594,X,Archival Records,15,0,NONE
201931349349308628,042103594,X,Other,37,0,NONE
201931159349301118,941156266,X,Education Items,11,61335,Market value
201941309349300034,210634584,X,MUSICAL INSTRUMENT,1,2500,EXPERT
201941309349300034,210634584,X,SCIENTIFIC EQUIPMENT,1,10125,SELLING PRICE
201941309349300034,210634584,X,SIGNAGE,1,3255,SELLING PRICE
201941309349300034,210634584,X,SUPPLIES/BROCHURES,2,8727,SELLING PRICE
201941309349300034,210634584,X,FURNITURE/FIXTURES,1,3938,SELLING PRICE
201901339349306525,381381271,X,OTHER,3,21400,FMV
201901339349306525,381381271,X,WATERFOWL COLLECTION,1,4485,FMV
201901339349306525,381381271,X,TRAVEL EXPENSES,2,764,FMV
201911239349301066,473530185,X,EQUIPMENT,1,35674,ORIGINAL COST LESS E
201911239349301066,473530185,X,"SUPPLIES, SMALL EQUIPMENT",1,27011,ORIGINAL COST LESS E
201911239349301066,473530185,X,SOFTWARE,1,9407,ORIGINAL COST LESS E
201911239349301751,366112087,X,"Miscellaneous - sport tickets, theatre tickets, food items, etc.",14,43906,Market value
201921239349300612,550357021,X,FURNISHINGS,10,97185,DONOR VALUE
201921239349300612,550357021,X,1937 B&O CABOOSE,1,40000,APPPRAISAL
201921239349300612,550357021,X,CABOOSE RENOVATION,1,40000,DONOR VALUE
201921239349300612,550357021,X,SUPPLIES,15,8597,DONOR VALUE
201921239349300612,550357021,X,MISCELLANEOUS ITEMS,8,5289,DONOR VALUE
201941299349301229,131740451,X,SPORT EVNT TKTS,2,4038,COST
201941299349301229,131740451,X,RECEPTIONS,16,69945,COST
201941299349301229,131740451,X,PRINTED MAT,1,14375,COST
201931349349306533,610461768,X,5,185677
201941039349300509,620518288,X,Advertising space,13,393750,FMV by donor
201941039349300509,620518288,X,Technical equipment,1,18300,FMV by donor
201941039349300509,620518288,X,Airplance usage,1,25000,FMV by donor
201921239349300847,362169145,X,Macbook Pro Laptop,1,1000,Invoices
201921239349300847,362169145,X,U2 Concert Tickets,1,1035,Invoices
201921309349304612,951644026,X,Miscellaneous Small Gifts,75,28582,Donor appraised
201921309349304612,951644026,X,"2 Cisco Video, Racks and Server",1,4620,Donor appraised
201921309349304612,951644026,X,PEC Retreat,1,4999,Donor Appraised
201921309349304612,951644026,X,Wine for Gala,1,7542,Donor Appraised
201941309349301074,166054295,X,WINE,266,7554,ESTIMATED FAIR MARKE
201901339349306710,050258932,X,MISCELLANEOUS,36,72417,FMV
201901339349306670,381366958,X,AUCTION MATERIALS,178,36754,FAIR MARKET VALUE
201901339349306670,381366958,X,ATHLETIC EQUIPMENT,2,6372,FAIR MARKET VALUE
201901339349306670,381366958,X,GIFT CARDS,8,290,FAIR MARKET VALUE
201911359349305526,520591691,X,Gift Certificate,1,500,Cash value
201931359349304273,042103637,X,OTHER PERS.PPTY.,9,1620,APPRAISAL
201931349349301148,610444763,X,LEASEHOLD IMPROVEMENTS,1,75000,FAIR MARKET VALUE
201931349349301148,610444763,X,VACATION PACKAGES,1,14925,FAIR MARKET VALUE
201931349349302733,720408915,X,GRAND PIANO & BENCH,1,40000,FMV
201931349349303643,620497990,X,Farm supplies,2,2554,FMV
201931349349303643,620497990,X,Miscellaneous,2,30,FMV
201931359349306188,042225850,X,AUDIO LAB ITEMS,1,8530,50% OF ESTIMATED COS
201901349349309485,390806261,X,Skills simulation trainer,1,595,Cost/ Selling price
201901349349309485,390806261,X,Sports Tickets,6,2866,Cost/ Selling price
201901349349309485,390806261,X,Patient Gifts,1,630,Cost/ Selling price
201901359349307600,050306206,X,OTHER,43,114202,SALE COMPARABLE ITEM
201921359349300642,580566133,X,Materials and Supplies,6,2982,FMV
201921359349300642,580566133,X,Equipment,5,22370,FMV
201921359349300642,580566133,X,Animals,3,13399,FMV
201941059349300229,750800691,X,DATA STORAGE EQUIPMENT,1,52021,FMV
201901309349302500,314379435,X,"TICKETS, CERTIF.,MISC.",4,30381,COST
201901309349302500,314379435,X,"EQUIP.,MUSIC INST.",6,11025,MARKET VALUE
201901309349302500,314379435,X,TRAVEL EXPENSES,9,10988,COST
201921359349302022,340714334,X,INSTR.EQUIP.,4,0,N/A
201921359349302022,340714334,X,FURN.&EQUIP.,2,0,N/A
201931359349310578,370661227,X,LED LIGHTING,1,26025,COST
201931359349310578,370661227,X,SOIREE AUCTION DONATIONS,53,18335,COST
201931359349310578,370661227,X,PERCUSSION INSTRUMENTS,1,9665,COST
201931359349310578,370661227,X,GOLF OUTING SWAG,1,4010,COST
201901359349312125,050258810,X,GOLF TOURNAMENTS,45,13604,FMV
201901359349312125,050258810,X,MISCELLANEOUS,16,24263,FMV
201911309349301771,941156610,X,MUSICAL INSTRUMENTS,5,76500,FAIR MARKET VALUE
201941059349301704,350867977,X,PRIZES,8,3755,COST
201941059349301704,350867977,X,BANNERS/SIGNS/PICTURES,14,11143,FMV
201941059349301704,350867977,X,EQUIPMENT,1,1594,COST
201941059349301704,350867977,X,FOOD/BEVERAGES/MEALS,14,14428,COST
201941059349301704,350867977,X,FURNITURE,1,11766,COST
201941059349301754,741109661,X,Sports and Entertainment,72,50152,Fair market value
201941059349301754,741109661,X,Gift Certificates,78,18463,Fair market value
201941059349301754,741109661,X,Inclusive Trips,6,16240,Fair market value
201941059349301754,741109661,X,Fabric,35,10396,Fair market value
201941059349301754,741109661,X,Hotel Stays,20,10146,Fair market value
201941059349301754,741109661,X,Event Food/Entertainment,4,4636,Fair market value
201941059349301754,741109661,X,Sporting Equipment,1,1793,Fair market value
201911069349300511,020222120,X,Steinway upright piano,1,6000
201911069349300511,020222120,X,Battery Wharf Hotel Harborview Ballroon rental,3,4280
201911069349300511,020222120,X,Pairs of Nike running shoes,21,2610
201911069349300511,020222120,X,Catering for CSC Alumni DC tour/reception,1,2587
201911069349300511,020222120,X,Expenses for hosting reception,1,1227
201911069349300511,020222120,X,Hermann Miller Chair & Keurig Coffee Maker,1,1170
201911069349300511,020222120,X,Misc Items,1,835
201911069349300511,020222120,X,Items for FA17 renovation of Baird H&C Center,1,501
201911069349300511,020222120,X,T-shirts for cross country team,30,389
201911069349300511,020222120,X,Bike rack for Center for Art & Design,1,144
201911069349300511,020222120,X,Proceeds from Ski Swap,4,109
201911269349301191,590624416,X,Volunteer expenses,26,15439,Actual Cost
201911269349301191,590624416,X,Gift in Kind,23,30196,Fair Market Value
201911269349301191,590624416,X,Event Food/Supplies,15,16951,Fair Market Value
201920239349300347,362177133,X,MISCELLANEOUS,19,30531,ESTIMATED VALUES
201920239349300347,362177133,X,EVENT TICKETS,10,13477,ESTIMATED VALUE OF T
201920239349300347,362177133,X,FOOD ITEMS/BEVERAGES,25,11348,ESTIMATED VALUES
201920239349300347,362177133,X,GIFT CERTIFICATES,26,2614,DOLLAR VALUE OF GIFT
201901059349300415,590624458,X,Equipment,234,218902,Fair Market Value
201901059349300415,590624458,X,Auction Items,156,0,See Part II
201901059349301415,470405319,X,DRONES AND EQUIPMENT,1,10642,ESTIMATED FAIR VALUE
201921829349301312,370661496,X,OTHER,50,32938,DONOR SUPPLIED
201921829349301312,370661496,X,EQUIPMENT - MICROSCOPE,1,30000,DONOR SUPPLIED
201901309349302405,251035663,X,EQUIPMENT,4,0,FMV
201901309349302405,251035663,X,AUCTION ITEMS,6,0,FMV
201901309349302405,251035663,X,RECEPTION,2,0,FMV
201921369349300622,381624684,X,Tile,1,92984
201921369349300622,381624684,X,Admission,1,60
201921369349300622,381624684,X,Auction Item donation,1,1000
201921349349308757,522027415,X,FORGIVENESS OF DEBT,1,150000
201901349349307355,250965438,X,EQUIPMENT,1,90086,DONOR COST
201901349349307355,250965438,X,STATUE,1,17500,DONOR COST
201901349349307355,250965438,X,MISCELLANEOUS,4,2023,DONOR COST
201901349349307355,250965438,X,GIFT CARDS,17,1200,DONOR COST
201901349349307355,250965438,X,TICKETS/PASSES,11,794,DONOR COST
201901349349307355,250965438,X,HOTEL STAY/TRAVEL,2,639,DONOR COST
201901349349307355,250965438,X,WINE,3,76,DONOR COST
201910549349300416,821654425,X,Operating expenses,1,134807
201910729349301161,951744369,X,Electronic Equipment,1,18195,Appraisal
201910729349301161,951744369,X,Sports equipment,1,8841,Fair market value
201910729349301161,951744369,X,Airline Travel,1,2907,Fair market value
201910729349301161,951744369,X,Landscaping Materials,1,1801,Fair market value
201901349349308535,460224600,X,MISCELLENEOUS ITEMS,78,10389,MARKET VALUE
201941339349305224,041958460,X,Equipment,2,9377,Sale of comparable property
201941339349305224,041958460,X,Tickets,1,336,Fair market value
201941339349305274,620476822,X,Donor paid expenses,14,29434,Market value
201941339349305274,620476822,X,Misc. Auction Items,40,4647,Market value
201941339349305274,620476822,X,Software,1,3178368,Market value
201941339349305274,620476822,X,Misc. Equipment,2,7758,Market value
201941339349306459,540525605,X,Program Support,6,155250,FMV
201941929349301159,135562308,X,OTHER MISC.,714,20862,SEE SCHEDULE O
201941929349301159,135562308,X,GAMING ITEMS,532,6035,SEE SCHEDULE O
201941929349301159,135562308,X,THEATER TKTS,1,3643,SEE SCHEDULE O
201941929349301159,135562308,X,EVENT PASSES,12,2391,SEE SCHEDULE O
201910779349300756,420698196,X,Concrete,1,51720,Invoice
201910779349300756,420698196,X,Meals,7,5580,Invoices
201910779349300756,420698196,X,Admissions T-Shirts,1,672,Invoice
201910779349300756,420698196,X,Spinet Piano,1,600,Appraisal
201901209349300635,470378777,X,Gift of Livestock,1,3130,Market Value
201901209349300635,470378777,X,Gift of Grain,4,15685,Market Value
201911219349301486,470376583,X,"Under 100,000",154,209790,Various
201911219349301486,470376583,X,Digital Network,1,337500,Invoice Price
201911029349300426,520591623,X,Piano,1,3600,FMV
201911029349300426,520591623,X,Misc,3,3674,FMV
201813389349300016,391201561,X,PROGRAM EQUIPMENT AND SUPPLIES,7,11450,DONOR REPORTED
201813389349300016,391201561,X,FOOD - NON INVENTORY,3,4825,DONOR REPORTED
201911029349301101,160743150,X,VISUAL ARTS STUDIO EQUIPMENT,1,4652,FMV AT TIME OF GIFT
201911029349301101,160743150,X,MISC. ITEMS,2,1000,FMV AT TIME OF GIFT
201900639349300955,350868074,X,SAE FORMULA CAR SUPPLIES,1,6230,FMV
201901349349302540,231352256,X,WINE AUCTION ITEMS,284,206991,AUCTION SALE VALUE
201910459349300831,640303086,X,HORSES,5,5,EACH HORSE AS A $1
201901029349300410,610482955,X,OTHER,14,187364,MARKET VALUE
201901029349301005,231352613,X,VENTILATOR,1,18716,COMPARABLE SALES
201803499349300210,580593438,X,OTHER,2,20000,APPRAISAL
201901349349304795,363377698,X,Raffle Items - Fundraising,220,54592,Selling cost
201901349349304795,363377698,X,One Horse-named Chester,1,20000,Opinions of experts
201911069349300106,910916534,X,Gift cards for students,2,5200,cash value
201911069349300106,910916534,X,Equipment for departments,3,12764,market value
201833539349300923,410695509,X,WHOLE LIFE INSURANCE POLICY OWNERSHIP,3,29545,SURRENDER VALUE
201833539349300923,410695509,X,"GIFT CARDS, CERTIFICATES, AND TICKETS",15,2836,FACE VALUE
201921339349300532,231365954,X,MUSICAL INSTRUMENTS,2,50000,APPRAISED VALUE
201921339349300532,231365954,X,POTTERY WHEELS,1,3575,APPRAISED VALUE
201921079349300012,560530003,X,RECEPTION,3,9417,FMV
201921079349300012,560530003,X,TRANSPORTATION & LUNCH,1,1374,FMV
201921079349300012,560530003,X,miscellaneous,5,1787,FMV
201823189349301077,020223955,X,Golf Tournament/GiveCampus Raffles/Prizes,27,7069,Comparable Selling P
201823189349301077,020223955,X,Signed Photographs,2,160,Comparable Selling P
201921339349301877,042104329,X,OTHER,1,300000
201921299349301307,382410852,X,Lab Equipment,3,91815,Documentation supplied by donor
201921299349301307,382410852,X,Trustee Travel,13,14248,Documentation supplied by donor
201921299349301657,350868107,X,Supplies,9,68982,Cost
201921299349301657,350868107,X,Small prize give aways,145,145,Cost
201901299349300540,530196584,X,Archival records,26,1460263,Other - FMV - Appraisal or estimate
201901299349300540,530196584,X,Equipment,8,325051,Other - FMV - Appraisal or estimate
201901299349300540,530196584,X,Life insurance,11,68071,Other - Net Cash value
201901299349300540,530196584,X,Various,69,346276,Other - FMV - Appraisal or estimate
201901299349300440,042103634,X,EQUIPMENT,13,1965807,Market value
201901299349300440,042103634,X,GIFT CARDS,11,615,Market value
201901299349300440,042103634,X,DINNER EVENTS AND MEETINGS,13,54243,Market value
201901299349300440,042103634,X,DONATED TRAVEL EXPENSES,3,40287,Market value
201901299349300440,042103634,X,CONTRIBUTION PORTION FROM THE SMFA ART SALE,339,420232,Market value
201901299349300440,042103634,X,MUSIC INSTRUMENT,1,600,Market value
201901299349300440,042103634,X,PURCHASE CREDIT WITH IDEXX LABORATORIES,1,89081,Market value
201901299349300440,042103634,X,RENTAL EXPENSE REDUCTION,1,3811912,Market value
201901299349300440,042103634,X,SOFTWARE,1,25485,Market value
201901299349300440,042103634,X,SPORTS/CONCERT TICKETS,8,3625,Market value
201920719349300952,730739626,X,Electronic Equipment,7,28895,FMV
201920719349300952,730739626,X,Piano,1,6500,FMV - Sales Price
201823489349300002,311682468,X,Musical instruments,1,9788,Selling Price
201803379349300365,980085912,X,APPATUS FOR STUDIES,18,42895,FMV
201930259349300228,240795439,X,DIESEL ENGINE,1,53628,FMV
201930259349300228,240795439,X,DELL PRECISION WORKSTATION,1,1974,FMV
201930259349300228,240795439,X,2017 DELL XPS 13,1,1361,FMV
201930259349300228,240795439,X,CARPENTRY ITEMS,1,793,FMV
201930259349300228,240795439,X,VEHICLE COMPONENTS,1,750,FMV
201930259349300228,240795439,X,2 INSIGNIA 40-INCH TV,1,460,FMV
201930259349300228,240795439,X,BEVERAGES,1,372,FMV
201911359349312171,060731360,X,INSTRUMENTS,7,21150,APPRAISAL
201911359349312171,060731360,X,MISCELLANEOUS,168,1894,DONOR RECEIPTS
201911359349312171,060731360,X,EQUIPMENT,4,56311,DONOR RECEIPTS
201911359349312126,132676570,X,FOOD,64,9535,SELLING PRICE
201911359349312126,132676570,X,EVENTS,46,10175,SELLING PRICE
201911359349312126,132676570,X,EDUCATION,24,6380,SELLING PRICE
201911359349312126,132676570,X,MEMBERSHIPS,6,500,SELLING PRICE
201921029349300642,610466713,X,FURNITURE & EQUIPMENT,7,190718,SELLING PRICE
201911059349300741,060653264,X,CAPITAL EQUIPMENT,14,3786003,COST
201911059349300811,590737882,X,MEALS,4,928,FAIR MKT VALUE
201911059349300811,590737882,X,SUPPLIES,7,2715,FAIR MKT VALUE
201911059349300811,590737882,X,GIFTS,2,1800,FAIR MKT VALUE
201911059349300806,410708577,X,DOOR PRIZES,28,4196,FAIR MARKET VALUE
201911059349300806,410708577,X,MISCELLANEOUS,5,1964,FAIR MARKET VALUE
201920519349300137,460229820,X,FARM INPUTS,41,44750,ESTIMATED VALUE FROM MNGR
201901059349300230,310725957,X,VARIOUS AUCTION ITEMS,79,46253,Selling cost
201911059349301311,741196134,X,GRAND PIANO,1,10000,COST
201911059349301311,741196134,X,VARIOUS MUSICAL ITEMS,1,800,COST
201901059349300720,231352615,X,SCIENTIFIC COLLECTION OF BUTTERFLIES,1,18355,APPRAISAL
201901059349300720,231352615,X,TREADMILL,1,200,COST
201901059349300720,231352615,X,AUCTION ITEMS,8,0,VALUES NOT PROVIDED
