object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201541059349301134,590624440,"Langford RCI, LLC",721110,-5590909,-5590909
201501049349300005,160755807,ICE COMPLEX FEES,532000,339425,339425
201501049349300005,160755807,KIERNAN CAMP,624410,62575,62575
201501049349300005,160755807,KIERNAN CENTER FEES,713990,41950,2163,39787
201541009349300909,160743989,RECOVERY OF COSTS,900099,340665,340665,0,0
201541009349300909,160743989,PARKING,812930,88413,88413,0,0
201541009349300909,160743989,THEATRE,611310,476905,476905,0,0
201521109349300512,350868127,Auxiliary Services,721000,310413,0,131670,178743
201531059349300523,750800691,MISCELLANEOUS REVENUE,900099,2361059,2361059
201531059349300523,750800691,COLLECTION OF BAD DEBTS,611600,20061,20061
201531059349300523,750800691,CRNA FEES,900099,129103,129103
201511049349300316,042199867,SPORTS CAMP REVENUE,900099,658841,658841
201511049349300316,042199867,DAYCARE & OTHER VENDING,624410,561255,561255
201511049349300316,042199867,FACILITIES REVENUE,900099,565790,565790
201501039349300415,141338498,ADVERTISING REV.,541800,256164,256164
201501059349300245,362167770,Rec Center and Ice Rink,713900,258031,0,258031,0
201501059349300245,362167770,Glen Rowan Revenue,721000,148235,0,148235,0
201501059349300245,362167770,Printing Services,323100,64033,0,64033,0
201501049349301045,942356338,MISCELLANEOUS,900099,1939,1939
201501049349301110,231352674,UNIV PRESS EXT INC,511190,189805,189805
201501049349301110,231352674,FACILITIES RENTAL,611710,41465,41465
201501049349301110,231352674,COMPUTER RESALE CO,900004,5757,5757
201511059349301106,420680412,EXT. EVENTS & CATERING INCOME,722320,112020,112020
201511059349301106,420680412,ADVERTISING,541800,968,968
201521049349300007,560529999,SUMMER CONFERENCES,611710,2052662,2052662,0,0
201531069349300623,270716971,MISCELLANEOUS INCOME,900099,21,21
201541059349301404,741109661,CHARGES/PENALTIES AND FEES,611710,913608,913608
201541059349301404,741109661,INTERNATIONAL PROGRAMS,611710,786421,786421
201541059349301404,741109661,PARKING,611710,427038,427038
201541049349300039,237121060,Vending,10557,10557
201541049349300039,237121060,Miscellaneous Revenue,10830,10830
201541039349301014,260152908,MISCELLANEOUS REVENUE,900099,1733,1733
201541039349301159,741161940,Sponsorships,9615,9615
201541009349300504,590624401,OTHER PROGRAM REVENUE,900099,1771327,1771327
201541009349300504,590624401,STUDENT INSURANCE PREMIUMS,524292,418582,418582
201541009349300504,590624401,LESSONS/MEMBERSHIPS,900099,57152,57152
201511039349300006,756001300,FOOD SERVICE INVESTMENT,611710,94448,94448
201511039349300006,756001300,BOOKSTORE INVESTMENT,611710,50000,50000
201511039349300006,756001300,SPONSORSHIP FEES,611710,32500,32500
201511039349300541,743075712,MISCELLANEOUS INCOME,900099,26054,26054
201511039349300541,743075712,0
201511039349300541,743075712,0
201511039349300821,741109633,CONFERENCES,611600,2185741,2185741
201511039349300821,741109633,OTHER MISCELLANEOUS,611600,1586562,1518322,68240
201511039349300821,741109633,PROGRAM FEES,611600,1086756,1069969,16787
201541039349300024,383148566,MISCELLANEOUS,900099,12317,12317
201541039349300024,383148566,0
201541039349300024,383148566,0
201511049349301106,750827465,BRITE ADMINISTRATION MAINTENANCE FEE,611710,928176,0,0,928176
201511049349301106,750827465,ANNUITY INCOME,611710,236486,0,0,236486
201511049349301106,750827465,ALUMNI EVENTS,611710,1130421,0,0,1130421
201511049349301251,060646623,Summer Conferences,611710,1059226,142539,916687
201511049349301251,060646623,Miscellaneous Income,611710,768226,143554,624672
201501049349300235,362167048,PARKING FEES,812930,1215817,158119,1057698
201501049349300235,362167048,COPYING AND PRINTING,900099,140855,140855
201501049349300235,362167048,OTHER,900099,236166,236166
201501049349300400,930386972,OTHER INCOME,900099,2307197,2307197
201541039349300134,382901703,MISCELLANEOUS,900099,4994,4994
201541039349300134,382901703,0
201541039349300134,382901703,0
201511049349300521,042300472,INTEREST INCOME NON-SECURITIES,900099,1078,1078
201511049349300521,042300472,BOOKSTORE,451211,486221,486221
201511049349300521,042300472,BERKLEE PRESS,900099,565472,565472
201521039349300542,383474281,VENDING MACHINE INCOME,722210,8834,8834
201521039349300542,383474281,MISCELLANEOUS INCOME,900099,12172,12172
201521039349300542,383474281,0
201501019349300605,440567385,GAIN ON FUNDS HELD IN TRUST,900099,79600,79600
201521049349301037,141338562,PASS-THROUGH ENTITIES,900099,1148640,1148640
201521059349300412,526056979,CHANGE IN FAIR VALUE O,900099,-28322,-28322
201531039349300023,383333920,MISCELLANEOUS INCOME,900099,10665,10665
201531039349300023,383333920,VENDING MACHINE,900099,4890,4890
201531039349300023,383333920,0
201531039349300133,382805044,DAYCARE INCOME,624410,324580,324580
201531039349300133,382805044,MISCELLANEOUS,900099,19412,19412
201531039349300133,382805044,RESIDENCE HALL MACHINE INCOME,900099,5883,5883
201531059349300003,560529953,BOOKSTORE,611310,24000,24000
201531059349300108,042104149,PARKING,812930,1275,1275
201501039349300135,383177823,MISCELLANEOUS,900099,14559,14559
201501039349300135,383177823,0
201501039349300135,383177823,0
201501039349300140,231352615,CONFERENCES,812900,435602,435602
201501039349300140,231352615,ATHLETICS AND AQUATIC PROGRAMS,900099,251180,19950,231230
201501039349300140,231352615,FITNESS CENTER REVENUE,900099,118816,118816
201501039349300210,150545841,FEES AND ADMISSIONS,465455,465455
201501039349300210,150545841,CONFERENCES,190576,190576
201501039349300210,150545841,INDIRECT COST RECOVERY,77728,77728
201501039349300225,730555460,OIL & GAS INVESTMENTS,162,162
201501039349300225,730555460,Other Investment Interest,224255,224255
201501039349300230,383474279,MISCELLANEOUS INCOME,900099,26863,26863
201501039349300230,383474279,0
201501039349300230,383474279,0
201531039349300443,590624458,Other Revenue,531390,56050,56050
201531039349300443,590624458,Advertising,541800,46272,46272
201531039349300543,620465076,CAFETERIA,722210,2942669,2942669
201531039349300543,620465076,CURB EVENTS CENTER,711300,785331,582710,202621
201531039349300543,620465076,OCEAN WAY MUSIC STUDIO,711300,436033,436033
201541039349300544,160743040,Summer Camps,900099,588169,588169
201541039349300544,160743040,Sport and Rec Center Memberships,713940,67254,67254
201511209349301011,060662150,OTHER INCOME,900099,256381,256381
201511209349301011,060662150,INDEPENDENT OPERATIONS,531120,81701,81701
201541179349300639,620476301,Net realized/unrealized investment gains,48177661,48177661
201511259349301201,640303093,Other income,900099,154390,154390
201511279349301381,420703280,K-1 PARTNERSHIP,900099,52470,52470
201531149349300613,042002060,MISCELLANEOUS,611710,42988,42988
201531149349300613,042002060,COMMISSIONS,611710,13115,13115
201521189349300822,951684064,OTHER INCOME,900099,60081,60081
201521279349301447,546039600,CATERING,722210,186832,186832
201531209349300203,841029228,OTHER REVENUE,900099,51053,51053
201531209349300203,841029228,UBI FROM K-1S,900099,-10685,-10685
201541149349300514,231365954,OTHER REVENUES,900009,2437345,2124604,312741
201501279349301505,943204136,OTHER REVENUE,900099,429053,429053
201501269349301025,930391563,Change in interest in net assets of Concordia University Foundation,611310,1143429,0,0,1143429
201501269349301025,930391563,Other Revenues,611310,6076981,6076981,0,0
201501269349301770,111635105,VENDOR COMMISSIONS & OTHER,721000,166505,166505
201501269349301770,111635105,ADVERTISING INCOME,541800,5740,5740
201511269349301761,314421101,DORMITORY,900099,352577,352577
201511269349301761,314421101,DINING HALL,900099,76917,76917
201511269349301761,314421101,MISCELLANEOUS,900099,22023,22023
201501269349300135,541911091,OTHER REVENUE,900099,42926,42926
201501269349300135,541911091,BAD DEBT RECOVERY,900099,3337,3337
201521269349300102,560529988,OTHER INCOME,900099,940671,940671
201521269349300102,560529988,"CAP. GAINS FROM INVESTMENT POOL, LLC",900099,65600,65600
201501179349300810,060646587,BOOKSTORE,451211,116000,116000
201501179349300810,060646587,SNACK SHOP REVENUE,713940,382000,382000
201541279349302104,231352683,SUMMER PROGRAMS,713990,677973,677973
201541279349302104,231352683,RENTAL INCOME (FROM DEBT FINANCED PROPERTY),531120,162495,162495
201541279349302104,231352683,AUXILIARY & OTHER SERVICES,611310,6071842,6071842
201501179349300010,453656162,NET GAIN ON INSURANCE PROCEEDS,900099,647449,647449
201501179349300010,453656162,MISCELLANEOUS,900099,517614,517614
201521279349301697,990272261,OTHER INCOME,900099,218015,218015
201511249349300871,240795445,ALL OTHER REVENUE,900099,47600,47600
201531219349300123,930398802,MISCELLANEOUS INCOME,611600,205977,205977
201521259349301717,350868152,FEES AND FINES,900099,59761,59761
201521259349301717,350868152,SERVICE DEPARTMENT,900099,76534,76534
201521259349301717,350868152,0
201521219349300137,341018992,0
201521219349300137,341018992,0
201521219349300137,341018992,0
201521219349300202,310536715,0
201521219349300202,310536715,0
201521219349300202,310536715,0
201511279349301881,141338580,CONFERENCING CENTER & MISCELLANEOUS,900099,1946772,1946772
201511279349301881,141338580,ATHLETIC CONTRACTUAL REVENUE,900099,7250,7250
201521219349300802,340714600,PARTNERSHIP INCOME (LOSS),900099,59254,59254
201501269349300445,221500645,NCAA REVENUE SHARING,900099,2874000,2874000
201501269349300445,221500645,ATHLETICS TICKET SALES,900099,1215000,1215000
201501269349300445,221500645,PARKING,812930,1363000,1363000
201541219349301424,250964126,CENTER FOR EXCELLENCE,900099,583458,583458
201541219349301424,250964126,PITTSBURGH STEELERS,721000,473726,473726
201541219349301424,250964126,FEES FOR SERVICE INCOME,900099,289350,289350
201521269349300222,450323401,HEALTH FUND REVENUE,611600,1374395,1374395
201521269349300222,450323401,OTHER REVENUE,611600,131518,131518
201541249349301114,630288870,Other Income,900099,475307,475307
201541249349301364,061519057,Other Income,611310,884253,884253,0,0
201531279349300403,060646829,Commissions,900099,40915,40915
201531279349300403,060646829,Miscellaneous,900099,234649,10459,224190
201531219349301303,050277222,Conferences,900099,1231874,0,0,1231874
201531219349301303,050277222,Justice Training Institute,900099,493741,493741,0,0
201531219349301303,050277222,Bookstore Commission Income,900099,217739,217739,0,0
201501619349300000,264718371,MISCELLANEOUS REVENUE,900099,1461,1461
201541549349300424,272818359,OTHER INTEREST INCOME,900099,102,102
201541269349301024,741109641,All Other Revenue,900099,36901,36901,0,0
201521609349300412,130429660,MISCELLANEOUS,611310,90983,90983
201501199349301020,221494428,PARKING,611710,47763,47763
201501199349301020,221494428,VENDING,611710,44091,44091
201501199349301020,221494428,DORM FINES,611710,18666,18666
201511189349300146,361521940,MISCELLANEOUS,900099,15662,15662
201511189349300146,361521940,INCOME FROM PASS THROUGH ORGANIZA,900099,-2766,-2672,-94
201541259349300934,061645496,MISCELLANEOUS,611710,13953,13953
201541259349300934,061645496,0
201541259349300934,061645496,0
201541219349300039,050465628,Print Center,323100,199863,199863,0,0
201541219349300039,050465628,Miscellaneous,900099,62484,62484,0,0
201531699349300633,571102885,2013 SURPLUS FUNDS RECEIVED,81775,81775
201521669349300402,521555346,OTHER INCOME,611710,1419,1411,8
201531639349300228,362167854,EAF DISTRIBUTION,900099,506805,506805
201531639349300228,362167854,SEMINAR LECTURE AND EVENTS,900099,63379,63379
201531639349300228,362167854,HOTEL AND CONFERENCE SERVICES (NET),900099,-1173826,-1173826
201501699349300320,135604699,FINES AND FEES,900099,102729,102729
201501699349300320,135604699,FERRY VAN INCOME,480000,80000,80000
201501699349300320,135604699,OTHER INTEREST AND GAINS,900099,23162,23162
201501499349300245,720408946,Twomey Print Shop,561439,116336,0,116336,0
201501499349300245,720408946,Rousell Hall,532000,72873,0,72873,0
201501499349300245,720408946,Recreational Center,713940,133995,0,133995,0
201541279349301094,430653611,OTHER EDUCATIONAL SERVICES,611710,28741325,18185223,2594635,7961467
201501319349300745,320105791,OTHER INCOME,900099,56003,56003
201501319349300745,320105791,FX GAINS,900099,70,70
201501319349302570,041081650,OTHER SOURCES,900099,1570000,1570000
201501319349301040,231352632,MISCELLANEOUS,900099,154965,154965
201501319349301100,150532276,OTHER REVENUE,611600,265837,217419,48418
201501319349301500,270342896,HOPE AFTER SCHOOL SERV,611600,5760,5760
201501329349301100,050258810,SOPHOMORE INTERNATIONAL EXPERIENCE,900099,766500,766500
201501329349301100,050258810,LAPTOP PROGRAM,900099,76855,76855
201501329349301100,050258810,ALUMNI EVENTS,900099,132796,132796
201521769349300802,111630741,FACILITY FEES,713940,37035,37035
201521769349300802,111630741,OTHER REVENUE,294765,294765
201531679349300728,113358541,Comm. Courses and Rentals
201511539349300616,370662594,STUDENT LOAN INTEREST,229277,229277
201501349349306780,570341191,OTHER REVENUE,900099,340927,340927
201501349349306810,250983069,VENDING AND MISCELLANEOUS,900099,92456,92456
201501349349302790,010212542,SPORTS AND RECREATION,713940,129629,129629
201501349349304480,221529785,FACILITIES USE,611710,418188,418188
201501349349304480,221529785,COLLEGE STORE,611710,40000,40000
201501349349304480,221529785,MISCELLANEOUS,611710,111963,111963
201511329349303741,161532850,Merchandise,900099,7994,7994,0,0
201511329349303741,161532850,Bad Check Charges,900099,6055,6055,0,0
201511329349303741,161532850,Miscellaneous,900099,1302,1302,0,0
201511319349302421,042225850,WORK STUDY,611310,77148,77148
201511319349302421,042225850,FITNESS CENTER:NONSTUD,713940,56481,56481
201511319349302421,042225850,OTHER INCOME,611310,39546,22056,-1580,19070
201501349349307125,231352665,DINING SERVICES INCOME,722210,5868425,5868425
201501349349307125,231352665,RESIDENCE HALLS,611310,5131532,5131532
201501349349307125,231352665,PRODUCTION UNITS FARM INCOME,900099,477518,477518
201501349349304270,010378758,MISC INCOME,611600,63922,63922
201501349349304355,541061178,Hotel Services,721110,4617456,0,4617456,0
201501349349304355,541061178,Food & Beverage (Caterers),722320,4927125,0,4927125,0
201501349349304355,541061178,Bookstore Commissions,451211,214337,0,214337,0
201501349349302640,042103637,WELLESLEY COLLEGE CLUB,722320,1597911,539104,1058807
201501349349302640,042103637,AUXILIARY ENTERPRISES,900099,7256504,5672946,1583558
201501349349302640,042103637,NEHOIDEN GOLF CLUB,713990,1064370,237692,826678
201501349349302705,381550064,DEVELOPER FEE,531390,789975,789975
201501349349302705,381550064,BUILDING SERVICES,900099,724540,724540
201501349349302705,381550064,MEAL PLAN,900099,541558,541558
201501349349303670,421315493,MISCELLANEOUS,900099,342582,342582
201511329349302536,741109620,OIL AND GAS,211110,26384093,26384093
201511329349302536,741109620,0
201511329349302536,741109620,0
201541259349301109,590624412,ATHLETICS,900099,1088123,1088123
201541259349301109,590624412,FINE REVENUE,900099,107340,107340
201541259349301109,590624412,RECOVERY OF WRITE OFFS,900099,257222,257222
201501339349304170,042103552,MISCELLANEOUS INCOME,611710,358974,358974
201501329349302110,166054295,MISCELLANEOUS FEES,900099,624098,613433,10665
201501329349302110,166054295,DEFERRED GIVING ARRANGE,900099,107390,107390
201501349349307320,952849731,Miscellaneous Income,611710,50451,50451
201511329349301466,135562985,OTHER REVENUE,611710,611412,611412
201531269349301303,030220266,CONFERENCE & EVENT CENTER,722210,620984,465073,155911
201531269349301303,030220266,PARKING FEES,480000,141227,141227
201531269349301303,030220266,OTHER INCOME,900099,573439,573439
201501319349302400,060646936,"REBATES, REFUNDS & REIMBURSEMENTS",900099,232303,232303
201501319349302400,060646936,INSURANCE PROCEEDS,900099,123470,123470
201501319349302400,060646936,MISCELLANEOUS,900099,117031,42080,74951
201541279349301319,042108376,EVENTS REGISTRATION,611710,30176,30176
201541279349301319,042108376,STUDENT FUNDRAISING INCOME,611710,432490,432490
201541279349301319,042108376,COMMISSIONS,611710,72613,72613
201501289349301515,221815636,Other Operating Revenues,611210,278134,278134
201501289349301515,221815636,Miscellaneous Income,611210,1261,1261
201531269349301703,941156566,MISCELLANEOUS,611710,1104851,1104851
201531269349301703,941156566,SWIMMING POOL,713940,315069,193461,121608
201541699349300719,446000294,MANAGEMENT FEES,561000,181243,181243
201541699349300719,446000294,MISCELLANEOUS REVENUE,900099,14599,14599
201501289349301260,461192687,MISCELLANEOUS INCOME,900099,2724,2724
201501289349301305,591157081,MISCELLANEOUS REVENUE,900099,150582,150582
201501289349301305,591157081,ADVERTISING REVENUE,900099,6500,6500
201511339349304781,250965438,PARKING PERMIT FEES,900099,336547,336547
201511339349304781,250965438,BOOKSTORE COMMISSIONS,900099,60147,60147
201511349349304536,340714334,CINEMATHEQUE,713910,160960,23045,137915
201511349349304536,340714334,INCOME FROM SUBSIDIARIES,900099,-105527,-105527
201511349349304536,340714334,OTHER,713910,63032,39987,23045
201511349349304781,042103594,AUXILIARY ENTERPRISES,511120,110902000,110878000,24000
201511349349304781,042103594,CHANGE IN LIFE INCOME FUNDS,900099,24101000,24101000
201511349349304781,042103594,PENSION-RELATED CHARGES,900099,54398000,54398000
201521339349302947,363649217,OTHER SERVICE REVENUE,611710,10000,10000
201521339349302947,363649217,DIRECT STUDENT LOANS,900099,10686801,10686801
201521329349304407,640303069,MISCELLANEOUS REVENUES,900099,96403,96403
201521329349304407,640303069,CAMP MEALS,722310,199063,199063
201511349349304516,381381271,OTHER REVENUE,900099,1647170,250061,1397109
201501349349308445,262258318,0
201501349349308445,262258318,0
201501349349308445,262258318,0
201501349349303165,810235407,Health Club,713940,129810,129810
201501349349303165,810235407,Smug Mug,812900,461,461
201511339349306106,951664112,CATERING & BANQUET REVENUE,722320,291232,630,290602
201511339349306106,951664112,FORFEITED FEE DEPOSITS,900099,8100,8100
201511339349306106,951664112,DUPLICATING REVENUE,900099,11673,11673
201511349349309026,041286950,MISCELLANEOUS,611710,761593,761593
201521329349304602,135598093,PARTNERSHIP INCOME,900099,85521814,-17154614,102676428
201521329349304862,133036302,MISCELLANEOUS REVENUE,900099,16778,16778
201501349349304930,580566167,MISCELLANEOUS,900099,7071605,7003105,68500
201501349349305325,560530005,OTHER REVENUE,611710,769831,769831
201501349349305325,560530005,GOVERNOR'S SCHOOL,611710,341319,341319
201501349349305325,560530005,COMMUNITY SERVICE,611710,118009,118009
201511339349305291,237421224,AFFILIATION REIMBURSEM,900099,709679,709679
201511339349305291,237421224,OFFICE SUPPLY CONTRACT,900099,27196,27196
201511339349305291,237421224,BOOKSTORE COMMISSION,900099,13258,13258
201511349349302906,436052681,ACTUARIAL ADJUSTMENTS,900099,25009,25009
201511349349302906,436052681,INSURANCE CLAIMS,900099,7906,7906
201511349349302906,436052681,MISCELLANEOUS,900099,2592,2592
201511349349307286,910565006,Advertising,711211,568,0,568,0
201511349349307286,910565006,UBTI investments,523999,17878,0,17878,0
201511349349307286,910565006,"Sports camps, sponsorships",711211,766703,0,766703,0
201521319349303032,954625327,License Fees,900099,50071,50071
201521319349302142,240772407,Athletics Related Revenue,611710,2388386,2388386
201521319349302142,240772407,Other Auxiliary Revenue,611710,3762877,3762877
201521319349302142,240772407,Sponsorship/Advertising,900099,84773,84773
201521329349301227,231355135,CAPTIVE RETRO PREMIUM CREDITS,900099,1414606,1414606
201521329349301227,231355135,PARKING LOT REVENUE,900099,444828,444828
201521329349301227,231355135,CAFETERIA,900099,3166,3166
201521339349303632,591083502,Grande Oaks LLC,713910,3299108,20000,3279108
201511329349302781,741233796,MINORITY SCHOLARSHIP REPAYMENT,900099,1000000,1000000
201511329349302781,741233796,NITLE EDUCATION PROGRAM,611710,318979,318979
201511329349302781,741233796,CAR REGISTRATION FEES,812930,238300,238300
201511339349302771,570314422,MISCELLANEOUS,900099,1449972,1449972
201511339349302771,570314422,CAMP REVENUE,900099,352175,352175
201511349349300336,450273403,Dakota Upreit K-1,900099,3676,3676
201511349349300336,450273403,Starion K-1,900099,187,187
201511329349303661,200363127,RENTAL INCOME,532000,786600,786600
201511329349303661,200363127,MISCELLANEOUS INCOME,900004,455056,19396,435660
201511329349304196,953538772,OTHER INCOME,77810,77810
201511329349304196,953538772,INVESTMENT CASH DISTRIBUTION,486,486
201511329349304196,953538772,INVESTMENT INCOME -EXPENSE,-23946,-23946
201501349349301210,041843040,"DINING SERVICES, CAFE, CATERING",721000,691188,691188
201501349349301210,041843040,DEPARTMENTAL,611600,4258649,4065918,192731
201501349349301210,041843040,"INDIRECTS, ALLOWANCES",611600,665365,665365
201501349349303000,201415351,CAANES LLC,541700,264599,264599
201501339349301290,231653718,Auxiliary Service,721000,1538818,551138,987680,0
201501339349301290,231653718,Bookstore Commission,611310,172506,172506,0,0
201501339349301290,231653718,Laundry & Vending,611310,38329,38329,0,0
201501349349306240,231352661,Earned Discounts,424990,68640,0,0,68640
201501349349306240,231352661,Mgmt/Consulting Fees,541611,31028,0,0,31028
201501349349306240,231352661,Recovery of lost fees,523999,28343,0,0,28343
201501349349306265,150532081,LOSS FROM PARTNERSHIP/ S CORP,525990,-1539806,-1539806
201501349349306265,150532081,TRAVEL TOURS,541900,26469,26469
201501349349303390,041958460,MISCELLANEOUS,900099,120015,120015
201521339349300717,990113930,PARKING FEES,900099,1641284,0,1295513,345771
201521339349300717,990113930,ATHLETIC REVENUE,900099,140053,0,9954,130099
201521339349300717,990113930,CLUB REVENUE,900099,29543,0,0,29543
201521329349302652,231484178,MISCELLANEOUS,900099,969526,969526
201521329349302652,231484178,TICKET SALES,900099,41762,41762
201521329349302652,231484178,BAD DEBT INCOME,900099,36137,36137
201511349349305496,231352692,CHILDCARE,624410,206154,206154
201511349349305496,231352692,CONFERENCES,611710,193614,193614
201511349349305496,231352692,FEES AND FINES,900099,55096,55096
201521339349301582,042103865,Foodservice,722212,233687,233142,545,0
201521339349301582,042103865,Other revenue,900099,205731,205731,0,0
201521339349301582,042103865,Bookstore,451211,43979,43979,0,0
201531339349303803,061627882,PURCHASE DISCOUNT,900099,225000,225000
201531339349303803,061627882,MISCELLANOUS INCOME,611600,155434,155434
201511339349305561,581825259,OTHER REVENUE,900099,3025444,3025444
201511339349305561,581825259,0
201511339349305561,581825259,0
201511349349303201,570352247,MISCELLANEOUS REVENUE,900099,9455,9455
201511349349303456,050259080,UE SUBSCRIPTION ACCT,900099,218328,218328
201511349349303456,050259080,BOOKSTORE,900099,143042,143042
201511349349303456,050259080,PCARD REBATE,900099,34632,34632
201521329349303697,750891464,OTHER MISCELLANEOUS REVENUE,611310,110348,110348,0,0
201521329349303727,133838740,CAFETERIA INCOME,722320,165672,165672
201521329349303727,133838740,OTHER INCOME,900004,74669,74669
201511339349303021,381870664,CONTRACTED SERVICES,900099,7076797,7076797
201511339349303021,381870664,MISCELLANEOUS SERVICES,900099,113292,113292
201511349349301701,590722789,OTHER REVENUE,611710,354654,354654
201511349349301701,590722789,COMMISSIONS AND REBATES,611710,347398,347398
201511349349301701,590722789,DEBT RECOVERIES,611710,85371,85371
201511339349301376,590624416,Sponsorships,611710,296144,296144,0,0
201511339349301376,590624416,Bookstore,611710,240627,240627,0,0
201511339349301376,590624416,Traffic Fees & Fine,611710,178140,178140,0,0
201521289349301237,362182171,TRUST COMPANY FEES,561000,604170,589428,14742
201521289349301237,362182171,0
201521289349301237,362182171,0
201511319349302036,050258932,COMMISSIONS,900099,604237,604237
201511319349302036,050258932,PACT PROGRAM,900099,476976,476976
201511319349302036,050258932,SCHNEIDER ARENA,713990,204725,204725
201511329349300641,030179298,Reprographics sale,323100,70259,70259
201511329349300641,030179298,Book store sale items,451211,29635,29635
201511329349300911,620544854,STUDENT HOUSING,531110,817286,817286
201511329349300911,620544854,OTHER INCOME,611710,93731,93731
201521319349301902,570314380,SUMMER WORKSHOPS,532000,280857,280857
201521319349301902,570314380,MISCELLANEOUS INCOME,900099,78732,78732
201521319349301902,570314380,ALUMNAE/CAMPUS LIFE,900099,49635,49635
201521319349301442,231413680,MANAGEMENT FEE - FOUNDATION,900099,255000,255000
201521319349301442,231413680,HAFTER CENTER FEES,900099,138000,138000
201521319349301442,231413680,BOOKSTORE COMMISSION,900099,23359,23359
201511339349301711,431633187,CREDENTIALS,900099,49789,49789
201511339349301711,431633187,LAUNDRY,900099,1320,1320
201511339349301711,431633187,MISCELLANEOUS,900099,8632,8632
201511339349301316,810420650,MISCELLANEOUS REVENUE,35201,35201
201511339349301326,350869045,CONFERENCES & CATERING,722320,454083,454083
201511339349301326,350869045,INN AT DEPAUW,721110,2909136,698455,2210681
201511339349301326,350869045,INSURANCE PROCEEDS,611710,250000,250000
201511339349304241,410693970,All other income,4476416,4193388,283028
201511339349304241,410693970,Parking Revenue,812930,1483979,1483979
201511339349304241,410693970,Student Health Insurance,1317904,1317904
201521339349302152,330413730,OTHER INCOME,611600,265179,265179
201521339349302152,330413730,HEALTH FOOD STORE AND SECURITY SE,445200,-76116,-76116
201521349349302442,237225104,Miscellaneous income,900099,47980,47980
201521349349302442,237225104,Parking (employees),812930,186786,186786
201521349349302442,237225104,Special events,900099,30020,30020
201521349349307707,841383926,OTHER INCOME,900099,42878,42878
201521319349300612,314379532,EXTERNAL PRINTING,611710,12215,12215
201521319349300612,314379532,MISC,611710,356972,356972
201521319349300612,314379532,0
201531319349301513,941156266,ADVERTISING & FACILITY RENTAL,900099,215018,215018
201531319349301513,941156266,PARKING,812930,605446,605446
201531319349301513,941156266,OTHER,900099,4755811,4755811
201531339349304403,237022431,OTHER SOURCES,900099,797,797
201521349349302022,042103580,0
201521349349302022,042103580,0
201521349349302022,042103580,0
201531339349304463,042321292,OTHER,900099,578105,578105
201531319349301413,240795965,INSURANCE PROCEEDS,900099,820249,820249
201531319349301413,240795965,SUMMER CONFERENCE REV,611710,364642,364642
201531319349301413,240795965,FACILITY USE REV,721000,28833,28833
201531339349300133,480556716,INTEREST ON STUDENT RECEIVABLES,900099,129288,129288
201531339349300133,480556716,PARKING,900099,89625,89625
201531339349300133,480556716,BAD DEBT RECOVERIES,900099,68832,68832
201531339349304028,951644593,PARKING FEES,812930,59874,59874
201531339349304028,951644593,ADVERTISING,541800,31070,31070
201531339349304028,951644593,MISCELLANEOUS,900099,19428,19428
201521349349309077,630315935,Other Income,900099,229235,229235
201521349349309087,860186050,Recovery of investment,900099,18842,18842
201521349349309087,860186050,Other,900099,4960,4960
201521349349309107,132673756,EXPENSE RECOVERY,464556,464556
201521349349309207,060646927,OTHER REVENUE AND FEES,900099,5896197,5896197
201531329349304083,112157078,ATHLETIC RENTAL INCOME,900099,107284,107284
201531329349304083,112157078,OTHER INCOME,900099,72428,72428
201531329349304083,112157078,ATHLETIC TOURNAMENT INCOME,900099,63452,63452
201521339349305547,042103547,ATHLETIC RENTALS,713940,9205155,9205155
201521339349305547,042103547,PARKING,812930,1943181,1943181
201521339349305547,042103547,CONTROLLED ORGANIZATION,900003,246025,246025
201531339349301523,580568698,MISCELLANEOUS,900099,147169,147169
201531329349304393,131740451,PARKING INCOME - OPEN TO PUBLIC,812930,91942,91942
201531329349304393,131740451,TRAVEL TOURS,561500,35745,35745
201531329349304393,131740451,NET GAIN FROM REFUNDING DEBT,525990,382388,382388
201531329349304468,951644026,STAFF PARKING FEES,900099,49200,49200
201531329349304468,951644026,ALL OTHER REVENUE,900099,927427,927427
201531339349301728,042103731,ATHLETIC EVENT TICKET SALES,900099,246466,246466
201531339349301728,042103731,CONFERENCE & EVENT RENTALS,900099,389577,389577
201531339349301728,042103731,ICE RINK RENTALS,900099,625110,625110
201500709349300960,202982549,ROOM & BORAD,531120,12600,12600
201500709349300960,202982549,RENTAL INCOME,611710,6000,6000
201521349349303882,930391547,OTHER SOURCES,900099,129613,129613
201521349349303422,516000297,INTRA UNIVERSITY REVENUE,900099,26371567,26371567
201521349349303422,516000297,INCOME FROM AFFILIATE,721110,1040789,761240,279549
201521349349303422,516000297,PLANT INVENTORY ADJUSTMENT,900099,51790,51790
201531319349302513,264360361,UCNM SUB INCOME,900099,44,44
201531319349302513,264360361,MISC INCOME,900099,2,2
201521349349303112,340733165,INSURANCE PROCEEDS,900099,402285,402285
201541339349304914,362191242,Student Phone/Campus Card,611710,12018,0,0,12018
201541339349304969,264232788,MISCELLANEOUS REVENUE,611600,33236,33236
201541349349302174,260812968,PARKING,900099,42473,42473
201541349349302174,260812968,COPYING,900099,9620,9620
201541349349302174,260812968,LIBRARY,900099,34812,34812
