object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201510909349300771,231639911,DINING SERVICES,900099,3060500,3060500
201510899349300616,560532297,TUITION AND FEES,900099,17137820,17137820
201510899349300616,560532297,STUDENT ROOM AND BOARD,900099,4839757,4839757
201520869349300342,381358014,Tuition and fees,611310,56843235,56843235,0,0
201520869349300342,381358014,Room and board,611310,6837109,6837109,0,0
201520869349300342,381358014,Other revenue,611310,1824573,1748591,75982,0
201500909349300210,820200907,TUITION AND FEES,611600,38349306,38349306
201500909349300210,820200907,AUXILIARY SERVICES,611710,4024729,4024729
201500909349300210,820200907,STUDENT GOVT RECEIPTS,611710,244832,244832
201500909349300210,820200907,OTHER STUDENT FEES,611710,67675,67675
201520869349300737,410693979,Other,900099,2928390,2755785,172605
201520869349300737,410693979,Sales & Services from Aux,611710,26978486,714898,1192532,25071056
201520869349300737,410693979,Tuition and Fees,900099,129338239,129338239
201501059349300730,030179424,TUITION/FEES/RM&BOARD,611600,115931523,115931523
201501059349300730,030179424,AUX. SALES AND SERVICES,611600,2221621,2221621
201501059349300825,480543772,Tuition & Fees,611600,36952598,36952598
201501059349300825,480543772,Auxiliary Enterprises,611600,3380028,3380028
201511039349300231,380321740,TUITION & FEES,900099,32495257,32495257
201511039349300231,380321740,BOOKSTORE INCOME,451211,2852167,2852167
201511039349300231,380321740,DORM & HOUSING,721000,1221041,1221041
201511039349300231,380321740,0
201511039349300231,380321740,0
201511039349300316,741143128,Educational and general - tuition & fees,611310,90772565,90772565
201511039349300316,741143128,Auxiliary Services,611710,15141233,15141233
201511039349300316,741143128,Educational Program Fee,611710,1584371,1584371
201511039349300316,741143128,Educational Health Insurance,611710,853290,853290
201511039349300316,741143128,Education and Institutional Fee,611710,1076236,1076236
201541109349300314,560532144,TUITION AND FEES,611600,18869319,18869319
201541109349300314,560532144,AUXILIARY ENTERPRISES,611710,4336942,4336942
201531129349300433,210634981,TUITION AND FEES,900099,47014541,47014541
201531129349300433,210634981,RESIDENCE HALLS AND DINING SERVICES,900099,4050278,4050278
201531129349300433,210634981,BOOKSTORE COMMISSION,900099,69511,69511
201511079349300616,133643485,TUITION AND FEES,611110,3729018,3729018
201521059349301277,953075415,PROGRAM FEES,611600,49345000,49345000
201521059349301277,953075415,FIELD PROGRAM,611710,4059301,4059301
201521059349301277,953075415,CAMPUS STORE,451211,433986,433986
201521059349301277,953075415,BOOKS AND VIDEOS,451211,37468,37468
201541059349301114,750800653,Tuition & Fees,611600,22551864,22551864
201541059349301114,750800653,Auxiliary Enterprises,611710,3870849,3870849
201541059349301114,750800653,Other Revenue,611710,220528,220528
201541059349301134,590624440,Athletic programs,396946,396946
201541059349301134,590624440,Auxiliary income,18225268,18225268
201541059349301134,590624440,Other student fees,925563,925563
201541059349301134,590624440,Philanthropy/oth programs,1350259,1350259
201541059349301134,590624440,Student tuition,96552497,96552497
201501049349300005,160755807,TUITION,611600,88720337,88720337
201501049349300005,160755807,ROOM AND BOARD,611600,15433681,15433681
201501049349300005,160755807,AUXILIARY ENTERPRISES,611710,3359509,3359509
201501049349300005,160755807,EDUCATIONAL SALES,611710,210740,210740
201521049349300802,251120678,TUITION AND FEES,611710,120899387,120899387
201521049349300802,251120678,AUXILIARY ENTERPRISES,611710,21291613,21291613
201521049349300802,251120678,ISLAND SPORTS CENTER,713940,4797121,4797121
201521049349300802,251120678,OTHER REVENUES,611710,2261215,2261215
201521049349300802,251120678,HOLIDAY INN REVENUES,611710,519495,519495
201541009349300909,160743989,TUITION & FEES,900099,65975711,65975711,0,0
201541009349300909,160743989,ROOM & BOARD,900099,2924241,2924241,0,0
201541009349300909,160743989,BOOK SALES,900099,77886,0,0,77886
201521109349300332,340714687,STUDENT TUITION,611710,55821409,55821409
201521109349300332,340714687,DORMITORIES,611710,7135934,7135934
201521109349300332,340714687,FOOD SERVICE,611710,5032721,5032721
201521109349300332,340714687,BOOK STORE SALES,451110,1265844,1177583,88261
201521109349300332,340714687,FACILITY INCOME,611710,162216,162216
201521109349300512,350868127,Tuition and fees,611310,36002269,36002269,0,0
201521109349300512,350868127,Room and Board,611310,7707056,7707056,0,0
201521109349300512,350868127,Technology fees,611310,903506,903506,0,0
201521109349300512,350868127,Enrollment and application fees,611310,139725,139725,0,0
201521109349300512,350868127,Student services/extracurricular,611310,21119,21119,0,0
201531039349300733,111630830,Tuition and Fees,900099,553734099,553734099,0,0
201531039349300733,111630830,Auxiliary Enterprises,900099,67786292,67758683,27609,0
201531039349300733,111630830,Other revenue,900099,10825534,10825534,0,0
201531059349300523,750800691,TUITION AND FEES,611600,48726553,48726553
201531059349300523,750800691,HOUSING AND MEALS,531110,2915177,2915177
201531059349300523,750800691,LAW BOOKSTORE,451211,166675,166675
201511009349300341,202173923,Tuition & Fees,611600,3874416,3874416
201511009349300341,202173923,Other Education & General,611600,267328,267328
201511049349300316,042199867,TUITION AND FEES,900099,79446870,79446870
201511049349300316,042199867,RESIDENCE HALL,721000,11221687,11221687
201511049349300316,042199867,BOOKSTORE,451211,174138,174138
201511049349300316,042199867,MEAL PLANS,722320,7975691,7975691
201511019349300016,350867977,STUDENT TUITION AND FEES,900099,152238434,152238434
201511019349300016,350867977,RESIDENCE HALLS/ROOM & BOARD,611710,21065810,21065810
201511019349300016,350867977,ATHLETIC REVENUE,611710,8017530,8017530
201511019349300016,350867977,AUXILIARY REVENUE,900099,5927682,5927682
201511019349300016,350867977,OTHER MISCELLANEOUS,611710,7559998,7559998
201521009349300537,750800689,TUITION AND FEES,611710,402380388,402380388
201521009349300537,750800689,AUXILIARY ACTIVITIES,611710,48308663,36579055,11729608
201521009349300537,750800689,SPONSORED RESEARCH,611710,34466374,34466374
201521009349300537,750800689,OTHER STUDENT FEES,611710,11872581,11872581
201521009349300537,750800689,ORGANIZED ACTIVITIES,611710,8325445,8325445
201501039349300415,141338498,TUITION FEES,92208667,92208667
201501039349300415,141338498,ROOM AND BOARD,30272033,30272033
201501039349300415,141338498,LABORATORY FEES,1219877,1219877
201501039349300415,141338498,STUDENT ACTIVITIES,718750,718750
201501039349300415,141338498,OTHER STUDENT FEES,910102,910102
201501059349300245,362167770,Tuition and Fees,611310,61803273,61803273,0,0
201501059349300245,362167770,Residence Hall and Board,611310,11568798,11568798,0,0
201501059349300245,362167770,Greece and France,611310,80450,80450,0,0
201501059349300245,362167770,Student Fee Revenue,611310,352920,352920,0,0
201501059349300245,362167770,Other Sources,611310,1302339,1302339,0,0
201501049349301045,942356338,TUITION & FEES,611600,1709253,1709253
201501049349301045,942356338,CONFERENCES & SEMINARS,611600,465797,465797
201501049349301045,942356338,DORMITORY,531110,292814,292814
201501049349301045,942356338,RAPHAEL GARDEN,722210,84832,84832
201501049349301110,231352674,ACAD SRVS - TUITION,611310,235018223,235018223
201501049349301110,231352674,CAFETERIA & DORMIT,531110,31699767,31540990,158777
201501049349301110,231352674,ATHLETICS,541800,2519722,1962877,556845
201501049349301110,231352674,FITNESS CENTER,713940,111525,80946,30579
201511059349301106,420680412,COLLEGE FEES & SERVICES,611600,42647627,42647627
201511059349301106,420680412,SALES & SERVICES OF AUXILIARY ENT,611710,9315167,9315167
201511059349301106,420680412,SALES & SERVICES OF EDUCATIONAL E,611710,731523,731523
201511059349301106,420680412,FINE INCOME,611710,115134,115134
201511059349301106,420680412,DELINQUENCY CHARGES,611710,92078,92078
201521039349300437,370711798,SCHOOL OF UNDERGRADUATE STUDIES,611000,5492625,5492625
201521039349300437,370711798,HARGROVE,611000,3052063,3052063
201521039349300437,370711798,AUXILIARY,611000,2169049,2169049
201521039349300437,370711798,SEMINARY,611000,1387848,1387848
201521039349300437,370711798,MISCELLANEOUS,611000,213730,213730
201521129349300332,830306202,TUITION INCOME,874502,874502
201501039349300880,391319049,TUITION AND FEES,1439944,1439944
201501039349300880,391319049,MISCELLANEOUS,656,656
201531049349300618,943255546,Tuition and fees,900099,239404,239404
201531049349300618,943255546,Auxiliary revenue,900099,208458,208458
201531049349300618,943255546,Radio sponsor income,900099,113242,113242
201531049349300618,943255546,Other program revenue,900099,27224,27224
201521049349301262,382395931,MISCELLANEOUS REVENUES,21113,21113
201521049349301262,382395931,TUITION AND FEES,12764374,12764374
201521049349300007,560529999,STUDENT TUITION & FEES,611710,122578312,122578312,0,0
201521049349300007,560529999,RESIDENCE HALL FEES,721310,27527373,27527373,0,0
201521049349300007,560529999,CAFETERIA/MEALS,722210,20546675,20546675,0,0
201521049349300007,560529999,INTERCOLLEGIATE ATHLETICS,611710,533721,533721,0,0
201521049349300007,560529999,BOOKSTORE,611710,313476,313476,0,0
201531069349300623,270716971,PROFESSIONAL DEVELOPMENT,611710,682752,682752
201531069349300623,270716971,TUITION AND FEES,611310,82950,82950
201541059349301404,741109661,TUITION AND FEES,611710,175728664,175728664
201541059349301404,741109661,AUX HOUSING,611710,7264208,7264208
201541059349301404,741109661,AUX FOOD SERVICE,611710,4917512,4917512
201541059349301404,741109661,OPTOMETRY CLINIC REVENUE,611710,1103345,1103345
201541059349301404,741109661,AUX BOOKSTORE COMMISSION,611710,203938,203938
201541049349300039,237121060,Tuition and Fees,611710,3390057,3390057
201541049349300039,237121060,Housing/Other Rental,721310,657876,657876
201541049349300039,237121060,Other Fees,900099,18121,18121
201541049349300039,237121060,Gates of Chai,900099,4903,4903
201541069349300219,410693856,TUITION & RELATED INCOME,611600,18560898,18560898
201541069349300219,410693856,OTHER REVENUES,900099,523149,523149
201531039349301203,610448560,STUDENT TUITION,611710,28598820,28598820
201531039349301203,610448560,AUXILIARY,611710,2613963,2613963
201531039349301203,610448560,OTHER,611710,580968,580968
201541039349301014,260152908,TUITION AND FEES,611710,99489349,99489349
201541039349301014,260152908,AUXILIARY REVENUE,721110,163315,163315
201541039349301014,260152908,OTHER TUITION ASSISTANCE,611710,706549,706549
201541039349301014,260152908,STUDENT INTEREST & FEES,611710,503725,503725
201541039349301014,260152908,AMERITAS COLLEGE,611600,140779,140779
201541039349301159,741161940,Tuition & Fees,75223894,75223894
201541039349301159,741161940,Auxiliary Enterprises,10633070,10633070
201541039349301159,741161940,Student Related Charges,3137392,3137392
201541009349300504,590624401,TUITION AND FEES,611600,64672724,64672724
201541009349300504,590624401,DORMITORY & FOOD SERVICE,611710,15342348,15342348
201541009349300504,590624401,RENTAL TO STUDENTS/FACULTY,611710,243171,243171
201541009349300504,590624401,OTHER STUDENT FEES,611710,94319,94319
201541009349300514,460280847,Student Tuition/Fees,611600,12201975,12201975
201541009349300514,460280847,Auxiliary Enterprises,611710,1305878,1305878
201541049349300949,263550133,"BOOK SALES, CONF & OTHER",25215,25215
201541049349300949,263550133,DONATED BOOKS & RENT,28990,28990
201541049349300949,263550133,TUITION & FEES,1348952,1348952
201511039349300006,756001300,TUITION AND FEES,611710,90203319,90203319
201511039349300006,756001300,DORMITORY INCOME,611710,6241948,6241948
201511039349300006,756001300,DINING HALL INCOME,611710,3050927,3050927
201511039349300006,756001300,MISSION TRIPS,611710,251833,251833
201511039349300006,756001300,BOOKSTORE INCOME,611710,246487,246487
201511039349300541,743075712,TUITION & FEES,900099,25120618,25120618
201511039349300541,743075712,BOOKSTORE INCOME,451211,2265871,2265871
201511039349300541,743075712,0
201511039349300541,743075712,0
201511039349300541,743075712,0
201511039349300821,741109633,FOOD SERVICE,611600,6940752,6940752
201511039349300821,741109633,RESIDENCE HALLS,611600,12845008,12845008
201511039349300821,741109633,TUITION AND FEES,611600,79693005,79693005
201511039349300826,910916534,TUITION & FEES,611710,26333564,26333564
201511039349300826,910916534,STUDENT HOUSING & DINING,611710,1679610,1679610
201511039349300826,910916534,PERFORMING EVENTS,611710,122567,122567
201511039349300826,910916534,VENDING REVENUE,611710,13624,13624
201511039349300826,910916534,NATIONAL PORTFOLIO DAYS,611710,13000,13000
201531059349300223,340714626,TUITION & FEES,611710,98290976,98290976
201531059349300223,340714626,AUXILIARY ENTERPRISES,611710,16116809,16116809
201531059349300223,340714626,RELATED ORG ACTIVITIES,611710,2807080,2807080
201541039349300024,383148566,TUITION & FEES,900099,14560833,14560833
201541039349300024,383148566,BOOKSTORE SALES,451211,1366396,1366396
201541039349300024,383148566,0
201541039349300024,383148566,0
201541039349300024,383148566,0
201511009349300916,010211484,Miscellaneous,611600,27265,27265
201511049349301106,750827465,TUITION AND FEES,611310,349288369,349288369,0,0
201511049349301106,750827465,RESIDENTIAL ADMINISTRATION,611710,28097477,28097477,0,0
201511049349301106,750827465,DINING SERVICES,611710,17928982,17928982,0,0
201511049349301106,750827465,ATHLETICS AND CAMPUS REC,611710,31275446,30545247,730199,0
201511049349301106,750827465,UNIVERSITY BOOKSTORE,611710,1199587,1199587,0,0
201511049349301251,060646623,Tuition & Fees,611600,190841397,190841397
201511049349301251,060646623,Auxiliary Services,721000,36567318,36567318
201511049349301251,060646623,Other Program Services,900099,3115846,3115846
201501049349300220,951643334,Tuition and fees (gross),900099,342306560,342306560
201501049349300220,951643334,Auxiliary,900099,36280486,36280486
201501049349300220,951643334,Conferences,532000,4390593,1382386,3008207
201501049349300220,951643334,Fitness Center,713940,1333293,1107416,225877
201501049349300220,951643334,OTHER PROGRAM SERVICE REVENUE,900099,6666284,6666284
201501049349300235,362167048,TUITION,900099,620801045,620801045
201501049349300235,362167048,ROOM AND BOARD,721000,26715108,26715108
201501049349300235,362167048,STUDENT FEES,900099,16434769,16434769
201501049349300235,362167048,ATHLETICS,711210,6052896,6052896
201501049349300235,362167048,RECREATION CENTER,713940,3013545,1131650,1881895
201501049349300400,930386972,TUITION AND FEES,611310,106925711,106925711
201501049349300400,930386972,ROOM AND BOARD FEES,721310,14232676,14232676
201501049349300400,930386972,AUXILIARY INCOME,611710,2059828,2059828
201541039349300134,382901703,TUITION & FEES,900099,7651470,7651470
201541039349300134,382901703,BOOKSTORE INCOME,451211,693378,693378
201541039349300134,382901703,FOOD SERVICES,722110,29041,29041
201541039349300134,382901703,0
201541039349300134,382901703,0
201511049349300521,042300472,TUITION & FEES,611710,180607478,180607478
201511049349300521,042300472,ROOM & BOARD,721310,18229940,18229940
201511049349300521,042300472,BERKLEE ONLINE,611710,12944502,12944502
201511049349300521,042300472,PERFORMANCE CENTER,611710,795052,795052
201511049349300521,042300472,OTHER INCOME,611710,917135,917135
201521039349300542,383474281,TUITION & FEES,900099,27647791,27647791
201521039349300542,383474281,BOOKSTORE INCOME,451211,2696174,2696174
201521039349300542,383474281,0
201521039349300542,383474281,0
201521039349300542,383474281,0
201501019349300605,440567385,TUITION AND FEES,611600,27476745,27476745
201501019349300605,440567385,FOOD SERVICE,722320,2972934,2972934
201501019349300605,440567385,STUDENT HOUSING,721310,2998802,2998802
201501019349300605,440567385,FITNESS CENTER,713940,470288,427873,42415
201501019349300605,440567385,OTHER PROGRAM SERVICE REVENUE,611600,1921209,1921209
201501019349300800,841123408,STUDENT TUITION & FEES,611310,2867649,2867649
201501019349300800,841123408,ANCILLARY SERVICES,611310,717563,696717,20846
201521049349301037,141338562,TUITION & FEES,721310,124993896,124993896
201521049349301037,141338562,AUXILIARY ENTERPRISES,721310,31924862,28952295,43412,2929155
201521049349301037,141338562,OTHER SOURCES,721310,1721639,1618900,102739
201521049349301037,141338562,STUDENT LOANS INTEREST,721310,22443,22443
201521049349301037,141338562,INVESTMENT INCOME,721310,6168,6168
201541109349300914,941196211,TUITION AND FEES,611000,25166248,25166248
201541109349300914,941196211,AUXILIARY ENTERPRISES,611000,1529421,1529421
201541109349300914,941196211,MISCELLANEOUS INCOME,611000,344808,344808
201521059349300412,526056979,STUDENT TUITION AND FE,900099,5355682,5355682
201531039349300023,383333920,TUITION & FEES,900099,11425830,11425830
201531039349300023,383333920,BOOKSTORE INCOME,451211,1051504,1051504
201531039349300023,383333920,FOOD SERVICES,722210,9327,9327
201531039349300023,383333920,0
201531039349300023,383333920,0
201531039349300133,382805044,TUITION AND FEES,900099,19821663,19821663
201531039349300133,382805044,BOOKSTORE SALES,451211,1899877,1899877
201531039349300133,382805044,DORM INCOME,721000,1015053,1015053
201531039349300133,382805044,0
201531039349300133,382805044,0
201531059349300003,560529953,TUITION AND FEES,611310,20195467,20195467
201531059349300003,560529953,ROOM & BOARD,611310,5129414,5129414
201531059349300003,560529953,OTHER INCOME,611310,947629,947629
201531059349300003,560529953,COMMUNITY OUTREACH,611310,421474,421474
201531059349300108,042104149,TUITION & FEES,900099,37884240,37884240
201531059349300108,042104149,AUXILIARY REVENUE,900099,13407438,13407438
201531059349300108,042104149,EDUCATIONAL ACTIVITIES,900099,429820,429820
201501039349300135,383177823,TUITION & FEES,900099,34542278,34542278
201501039349300135,383177823,BOOKSTORE INCOME,451211,5503741,5503741
201501039349300135,383177823,0
201501039349300135,383177823,0
201501039349300135,383177823,0
201501039349300140,231352615,TUITION AND FEES,611710,68669679,68669679
201501039349300140,231352615,AUX ENT - ROOM & BOARD,721310,11482729,11482729
201501039349300140,231352615,AUX ENT OTHER PROGRAM INCOME,900099,719416,662512,56904
201501039349300140,231352615,AUX ENT - BOOKSTORE,451211,196322,196322
201501039349300210,150545841,TUITION & FEES,81879256,81879256
201501039349300210,150545841,INTERCOLL. ATHLETICS,249823,249823
201501039349300210,150545841,ROOM & BOARD,17436563,17436563
201501039349300210,150545841,CATERING SERVICE,57037,57037
201501039349300210,150545841,BOOKSTORE,165378,165378
201501039349300225,730555460,AUXILIARY,611710,9663964,9663964
201501039349300225,730555460,EDUCATIONAL EVENTS,611710,339845,339845
201501039349300225,730555460,MISCELLANEOUS,611710,158175,158175
201501039349300225,730555460,SPORTS CAMPS,611710,400105,400105
201501039349300225,730555460,TUITION AND FEES,611710,41633287,41633287
201501039349300230,383474279,TUITION & FEES,900099,20354112,20354112
201501039349300230,383474279,BOOKSTORE INCOME,451211,1663216,1663216
201501039349300230,383474279,0
201501039349300230,383474279,0
201501039349300230,383474279,0
201501039349300305,581363100,TUITION AND FEES,611310,39132624,39132624
201501039349300305,581363100,AUXILIARY ENTERPRISES,611310,3317829,3291809,26020
201501039349300305,581363100,OTHER INCOME,611310,426546,382575,43971
201521059349300832,750808791,Tuition and Fees,611600,37507410,37507410
201521059349300832,750808791,Auxiliary Enterprises,611710,6722749,6722749
201521059349300832,750808791,Other Revenues,611710,675547,675547
201501059349300625,710236897,Tuition and Fees,611310,51394174,51394174,0,0
201501059349300625,710236897,Auxiliary Services,611310,13085047,13002227,82820,0
201511099349300701,364570934,RENTAL INCOME,531110,797581,797581
201501119349300145,951921340,TUITION AND FEES,611600,90009879,90009879
201501119349300145,951921340,AUXILIARY SERVICES,611600,1424905,1424905
201531079349300308,581216007,TUITION AND FEES,611710,56708322,56708322
201531079349300308,581216007,AUXILIARY ENTERPRISES,611710,3041484,3041484
201531079349300308,581216007,CLINICAL RECEIPTS,611710,342273,342273
201511129349300436,221508627,TUITION AND FEES,900099,78962263,78962263
201511129349300436,221508627,AUXILIARY ENTERPRISES,900099,9823253,9823253
201511129349300436,221508627,OTHER PROGRAM RELATED REVENUE,900099,112123,112123
201511039349301351,910236600,STUDENT TUITION & FEES,611310,216747524,216747524
201511039349301351,910236600,AUXILIARY ENTERPRISES,611310,26524221,26524221
201511039349301351,910236600,MISCELLANEOUS FEES & SALES,611310,5753954,5603681,150273
201511039349301351,910236600,ORGANIZED ACTIVITIES,611310,3812526,3812526
201511039349301351,910236600,LOAN INTEREST INCOME,611310,112230,112230
201531039349300443,590624458,Hospitals and Clinics,900099,932534617,932534617
201531039349300443,590624458,Tuition and Fees,900099,677553059,677553059
201531039349300443,590624458,Medical Prof Practice,900099,394328019,393715844,612175
201531039349300443,590624458,Local Grants and Contr,900099,138342590,138342590
201531039349300443,590624458,Auxiliary Enterprises,900099,119921553,52779514,3629795,63512244
201531039349300543,620465076,TUITION AND FEES - INSTRUCTION,611710,188336750,188336750
201531039349300543,620465076,RESIDENCE HALLS - STUDENT SERVICES,611710,17855270,17855270
201531039349300543,620465076,BOOKSTORE SALES,451211,4389335,4389335
201531039349300543,620465076,CONFERENCES/SEMINARS/WORKSHOPS,611710,3225970,3225970
201531039349300543,620465076,STUDY ABROAD - INSTRUCTION,611710,1931688,1931688
201541039349300544,160743040,Tuition and Fees,611600,106386932,106386932
201541039349300544,160743040,Residence Halls,721310,11876300,11876300
201541039349300544,160743040,Dining Services,722320,9183779,9183779
201541039349300544,160743040,Bookstore,451211,2253927,2253927
201541039349300544,160743040,Other Program Service Revenue,725410,725410
201510869349300706,611242765,DEAN'S FUND AND ACADEM,611710,236478,236478
201511209349300246,941358307,Auxiliary Enterprise,4547516,4547516
201511209349300246,941358307,Education activities,2541404,2541404
201511209349300246,941358307,Other revenue,341042,341042
201511209349300246,941358307,Program Service Revenue,1873417,1873417
201511209349300246,941358307,Tuition and fees,30522622,30522622
201511209349301011,060662150,TUITION AND FEES,611310,21886026,21886026
201511209349301011,060662150,ROOM AND BOARD,611310,5435098,5435098
201511209349301011,060662150,AUXILIARY ENTERPRISES,611310,1409011,1409011
201541179349300614,204542690,TUITION FEES,611710,20118,20118
201541179349300614,204542690,SALES OF BOOKS ETC,611710,288,288
201541179349300614,204542690,CONTRIBUTIONS,611710,20747,20747
201541179349300639,620476301,Tuition and Fees,79960338,79960338
201541179349300639,620476301,Auxiliary Enterprises,713940,15129927,14969781,160146
201541179349300639,620476301,Other Income,2288427,2288427
201511279349300516,454971921,FEE INCOME,611600,467885,467885
201511279349300516,454971921,TEXT BOOKS,900099,4906,4906
201511259349301201,640303093,Tuition and Fees,611600,8996427,8996427
201511259349301201,640303093,Sales and services of Auxiliary Enterprise,611710,5308116,5308116
201511269349301446,710236896,Tuition Fees,611710,103758327,103758327
201511269349301446,710236896,Housing,721310,11594275,11594275
201511269349301446,710236896,Food service,722210,9770204,9562555,207649
201511269349301446,710236896,Bookstore income,451211,4209027,3944738,264289
201511269349301446,710236896,Sales and services,611710,1620072,1620072
201541189349301254,272017442,PATIENT REVENUE,621300,1893143,1893143
201511279349301381,420703280,EDUCATION/GENERAL,611710,77848064,77848064
201511279349301381,420703280,AUXILIARY ENTERPRISES,624410,16425670,16182369,243301
201531149349300613,042002060,TUITION AND FEES,611710,28702621,28702621
201531149349300613,042002060,ROOM AND BOARD,611710,5498494,5498494
201531149349300613,042002060,LOAN INTEREST INCOME,611710,3480,3480
201521179349300702,363085682,Miscellaneous
201521179349300702,363085682,Research
201521179349300702,363085682,Tuition Income,1893181,1893181
201521179349300702,363085682,Workshops,36829,36829
201521179349300702,363085682,Workstudy
201521209349301097,920170234,BOOK SALES,333200,333200
201521209349301097,920170234,FEES FOR SERVICE,274050,274050
201521189349300822,951684064,TUITION,611710,5796141,5796141
201521189349300822,951684064,CAMP FEES,611710,2653178,2653178
201521189349300822,951684064,CONFERENCE CENTER,611710,2547485,2547485
201521189349300822,951684064,WHIZIN CENTER INCOME,611710,557345,557345
201521189349300822,951684064,STUDENT HOUSING,611710,476290,476290
201521189349301017,580566212,Tuition & Fees,611710,31198553,31198553
201521189349301017,580566212,Auxiliary Revenue,611710,4731374,4731374
201521189349301017,580566212,Other Revenue,900099,16443,16443
201521279349301447,546039600,STUDENT FEES,611310,42469934,42469934
201521279349301447,546039600,RESIDENCE HALLS,611310,3977865,3977865
201521279349301447,546039600,DINING EXPENSES,611310,3338117,3338117
201521279349301447,546039600,CONFERENCES,611310,406250,406250
201521279349301447,546039600,OTHER,611310,350481,350481
201531209349300203,841029228,TUITION & FEES,611710,22963011,22963011
201531209349300203,841029228,AUXILIARY-HOUSING,611710,593459,593459
201531209349300203,841029228,AUXILIARY-PRESCHOOL,611710,555600,555600
201531209349300203,841029228,OTHER PROGRAM REVENUE,611710,243722,243722
201531149349300323,540129860,TUITION & FEES,900099,33590751,33590751
201531149349300323,540129860,AUXILIARY ENTERPRISES,900099,4195655,4195655
201521199349300037,356071917,STUDENT TUITION & FEES,611600,4313018,4313018
201521199349300037,356071917,SCILL,611600,184570,184570
201521199349300037,356071917,MISCELLANEOUS INCOME,611600,23824,23824
201541149349300514,231365954,TUITION AND FEES,900099,110348110,110348110
201541149349300514,231365954,ROOM AND BOARD,721310,23425634,23425634
201541149349300514,231365954,OTHER AUXILIARY SERVIC,721000,7552054,7394542,112470,45042
201541149349300514,231365954,PROGRAM-RELATED INVEST,523000,90403,90403
201521199349301252,540525605,Tuition and Fees,611310,88642859,88642859,0,0
201521199349301252,540525605,Auxillary Enterprises,900099,8953987,0,377909,8576078
201521199349301252,540525605,University Campuses,900099,1416872,0,36800,1380072
201521199349301252,540525605,Ticket Sales,900099,732815,0,0,732815
201521199349301252,540525605,Student Service Commissions,900099,602527,0,0,602527
201501279349301505,943204136,STUDENT TUITION,611600,25907033,25907033
201501279349301505,943204136,AUXILIARY FEES,611600,6159284,6159284
201501269349301025,930391563,Tuition and related fees,611310,116336585,116336585,0,0
201501269349301770,111635105,STUDENT TUITION AND FEES,611710,54806899,54806899
201501269349301770,111635105,ATHLETIC RELATED INCOME,611710,553896,553896
201531259349300543,560532314,Tuition & Fees,900099,6040635,6040635,0,0
201531259349300543,560532314,Housing,900099,1595526,1595526,0,0
201531259349300543,560532314,Food Service,900099,1203643,1203643,0,0
201531259349300543,560532314,Student Store,900099,103179,99823,0,3356
201531259349300543,560532314,Sports & Other Camps,900099,249185,87856,161329,0
201511259349300941,320375092,MARKETING SERVICES,900099,241037,241037
201511269349301761,314421101,TUITION FEES,900099,2468504,2468504
201511269349301761,314421101,REGISTRATION AND TUITION - CCS,900099,246930,246930
201511269349301761,314421101,CULTURAL IMMERSION,900099,88860,88860
201501269349300135,541911091,TUITION AND FEES,611600,1848297,1848297
201521269349300102,560529988,TUITION AND FEES,900099,20723212,20723212
201521269349300102,560529988,AUXILIARY ENTERPRISES,900099,4880127,4880127
201521269349300102,560529988,VISITOR SERVICES,531120,176161,176161
201501179349300810,060646587,TUITION,611710,81386000,81386000
201501179349300810,060646587,"ROOM AND BOARD, AUX. SERVICES",721310,21620000,21620000
201501179349300810,060646587,STUDY AWAY,611710,6288000,6288000
201501179349300810,060646587,CONFERENCE REVENUE,900099,983000,798000,185000
201501179349300810,060646587,OTHER PROGREAM SERVICE REVENUE,900099,1836000,1829000,7000
201541249349300324,250981156,INSTRUCTIONAL,611710,29731303,29731303
201541249349300324,250981156,EDUCATIONAL/AUXILIARY,611710,9470157,9470157
201541249349300324,250981156,STUDENT SERVICES,900099,6659372,6659372
201541249349300324,250981156,ACADEMIC SUPPORT,900099,4208740,4208740
201541279349302104,231352683,TUITION & FEES,611310,68121000,68121000
201541279349302104,231352683,ROOM & BOARD,611310,17500000,17500000
201501179349300010,453656162,TUITION AND FEES,611600,70346093,70346093
201501179349300010,453656162,FOOD SERVICES,611700,8856651,8762525,94126
201501179349300010,453656162,RESIDENCE HALLS,611700,7836732,7796832,39900
201501179349300010,453656162,STUDENT SERVICES & PROGRAMMING,611700,1007859,1007859
201501179349300010,453656162,OTHER AUXILIARIES,611700,927153,906858,20295
201521279349301697,990272261,TUITION AND FEES,900004,41595597,41595597
201521279349301697,990272261,AUXILIARY REVENUE,900004,3512075,3512075
201511249349301136,956151774,TUITION/FEES/CONTINUING EDUCATION,611710,13710522,13710522
201511249349301136,956151774,AUXILIARY EXTERPRISES,722210,926950,926950
201511249349300871,240795445,AUXILIARY OPERATIONS,611310,40960205,40905145,55060
201511249349300871,240795445,TUITION REVENUE,611310,252492018,252492018
201511249349300871,240795445,RENT & FEES AFFILIATED ORGS,812900,240929,240929
201511249349300871,240795445,OTHER SALES AND SERVICES,611310,9106816,7781029,1325787
201511249349300871,240795445,PROGRAM INVESTMENT INCOME,525990,192416,192416
201531219349300123,930398802,"TUITION, ROOM & BOARD",611600,12582933,12582933
201531219349300338,941674865,Clinic Fees,621300,561930,561930
201531219349300338,941674865,Miscellaneous Income,611600,18246,18246
